"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"site_name","Hood Canal Holly-Chambers Bay Park",0,-0.379583333333336,-0.67735300017811,-0.0818136664885632,0.000388422639719055
"site_name","Jamestown-Chambers Bay Park",0,-0.482916666666669,-0.780686333511442,-0.185146999821895,1.52130531616557e-07
"site_name","Locust Beach-Chambers Bay Park",0,-0.368750000000002,-0.694940326943363,-0.0425596730566412,0.00603875060369063
"site_name","Manchester, Stormwater Outfall-Chambers Bay Park",0,-0.450000000000002,-0.776190326943363,-0.123809673056641,4.28034015599321e-05
"site_name","Maristone Island-Chambers Bay Park",0,-0.357083333333336,-0.654853000178109,-0.0593136664885625,0.00171236893332294
"site_name","Penn Cove Reference-Chambers Bay Park",0,-0.450000000000002,-0.776190326943363,-0.123809673056641,4.28034015599321e-05
"site_name","Raft Island Park-Chambers Bay Park",0,-0.402500000000003,-0.728690326943363,-0.0763096730566417,0.000875977442587605
"site_name","Rocky Point-Chambers Bay Park",0,-0.367500000000002,-0.693690326943363,-0.0413096730566415,0.00646080353905898
"site_name","Salmon Bay, Commodore Park-Chambers Bay Park",0,-0.348750000000002,-0.674940326943363,-0.0225596730566414,0.0171396214828748
"site_name","Shilshole Bay-Chambers Bay Park",0,-0.500000000000002,-0.826190326943363,-0.173809673056641,1.30558366018274e-06
"site_name","Silverdale, Dyes Inlet-Chambers Bay Park",0,-0.368750000000002,-0.694940326943363,-0.0425596730566413,0.00603875060369086
"site_name","Skiff Point-Chambers Bay Park",0,-0.497500000000002,-0.823690326943363,-0.171309673056641,1.56494885694691e-06
"site_name","Williams Olson Park-Chambers Bay Park",0,-0.385000000000002,-0.711190326943363,-0.0588096730566414,0.00244352821128713
"site_name","Eastsound, Fishing Bay-Cherry Point Aquatic Reserve, Conoco Phillips",0,-0.403749999999997,-0.729940326943358,-0.0775596730566362,0.000812526855454632
"site_name","Eastsound, Fishing Bay-Chimacum Creek delta",0,-0.438749999999997,-0.764940326943358,-0.112559673056637,9.00137490674746e-05
"site_name","Jamestown-Chimacum Creek delta",0,-0.330416666666667,-0.62818633351144,-0.0326469998218941,0.0086871198656
"site_name","Shilshole Bay-Chimacum Creek delta",0,-0.347500000000001,-0.673690326943362,-0.02130967305664,0.0182433752062526
"site_name","Skiff Point-Chimacum Creek delta",0,-0.345,-0.671190326943361,-0.0188096730566397,0.0206472460039078
"site_name","Eastsound, Fishing Bay-Comm Bay, Dick Gilmur Launch",0,-0.367499999999997,-0.693690326943357,-0.0413096730566359,0.00646080353905576
"site_name","Eastsound, Fishing Bay-Comm Bay, Milwaukee Waterway",0,-0.355999999999997,-0.6654513151568,-0.0465486848431941,0.00422799982777677
"site_name","Eastsound, Fishing Bay-Des Moines Marina",0,-0.529999999999998,-0.856190326943359,-0.203809673056637,1.41146829002459e-07
"site_name","Hood Canal Holly-Des Moines Marina",0,-0.318333333333335,-0.616103000178108,-0.0205636664885622,0.0171682219199387
"site_name","Jamestown-Des Moines Marina",0,-0.421666666666668,-0.719436333511441,-0.123896999821894,1.91418270345523e-05
"site_name","Manchester, Stormwater Outfall-Des Moines Marina",0,-0.388750000000001,-0.714940326943362,-0.0625596730566403,0.00196982610267693
"site_name","Penn Cove Reference-Des Moines Marina",0,-0.388750000000001,-0.714940326943362,-0.0625596730566403,0.00196982610267693
"site_name","Raft Island Park-Des Moines Marina",0,-0.341250000000001,-0.667440326943362,-0.0150596730566407,0.0247942050058171
"site_name","Shilshole Bay-Des Moines Marina",0,-0.438750000000001,-0.764940326943362,-0.11255967305664,9.00137490671415e-05
"site_name","Skiff Point-Des Moines Marina",0,-0.436250000000001,-0.762440326943362,-0.11005967305664,0.000105940435798146
"site_name","Eastsound, Fishing Bay-Discovery Bay",0,-0.328749999999997,-0.654940326943357,-0.00255967305663579,0.0445563197219982
"site_name","Eastsound, Fishing Bay-Eagle Harbor Dr",0,-0.427499999999997,-0.753690326943358,-0.101309673056636,0.000186112957322071
"site_name","Jamestown-Eagle Harbor Dr",0,-0.319166666666667,-0.61693633351144,-0.0213969998218939,0.0163998660698216
"site_name","Shilshole Bay-Eagle Harbor Dr",0,-0.336250000000001,-0.662440326943361,-0.0100596730566398,0.0314872497745738
"site_name","Skiff Point-Eagle Harbor Dr",0,-0.33375,-0.659940326943361,-0.00755967305663952,0.0354045076827145
"site_name","Elliot Bay Myrtle Edwards-Eastsound, Fishing Bay",0,0.358999999999996,0.0495486848431936,0.6684513151568,0.00354538748798905
"site_name","Elliott Bay, Harbor Island, Pier 17-Eastsound, Fishing Bay",0,0.391249999999996,0.0650596730566352,0.717440326943357,0.00170393703749461
"site_name","Filucy Bay-Eastsound, Fishing Bay",0,0.391249999999997,0.065059673056636,0.717440326943358,0.00170393703749538
"site_name","Gig Harbor Boat Launch-Eastsound, Fishing Bay",0,0.499999999999997,0.173809673056636,0.826190326943357,1.30558366062683e-06
"site_name","Kingston Marina-Eastsound, Fishing Bay",0,0.346249999999997,0.0200596730566358,0.672440326943357,0.0194115073645613
"site_name","Kitsap St Boat Launch-Eastsound, Fishing Bay",0,0.367499999999997,0.0413096730566359,0.693690326943357,0.00646080353905576
"site_name","Madrona Pont-Eastsound, Fishing Bay",0,0.339999999999996,0.0138096730566357,0.666190326943357,0.0263350896062412
"site_name","Miller Creek-Eastsound, Fishing Bay",0,0.356249999999996,0.0300596730566352,0.682440326943357,0.0117030882177951
"site_name","Minter Bay-Eastsound, Fishing Bay",0,0.452499999999997,0.126309673056636,0.778690326943357,3.62053875617718e-05
"site_name","Mukilteo-Eastsound, Fishing Bay",0,0.326249999999995,5.96730566339576e-05,0.652440326943356,0.0498667646810305
"site_name","N Avenue Park-Eastsound, Fishing Bay",0,0.357499999999997,0.031309673056636,0.683690326943358,0.0109693847402702
"site_name","Pennrose Point State Park-Eastsound, Fishing Bay",0,0.392499999999993,0.0663096730566327,0.718690326943354,0.00158414289662878
"site_name","Point Defiance Ferry-Eastsound, Fishing Bay",0,0.373749999999996,0.0475596730566355,0.699940326943357,0.00459510215999592
"site_name","Port Angeles Yacht Club-Eastsound, Fishing Bay",0,0.33583333333333,0.0380636664885566,0.633603000178103,0.00632728514575875
"site_name","Purdy - Dexters-Eastsound, Fishing Bay",0,0.378749999999996,0.0525596730566355,0.704940326943357,0.00348031933086568
"site_name","Purdy, Burley Lagoon-Eastsound, Fishing Bay",0,0.449999999999996,0.123809673056635,0.776190326943357,4.2803401559155e-05
"site_name","Rich Passage-Eastsound, Fishing Bay",0,0.344999999999997,0.0188096730566359,0.671190326943357,0.0206472460039109
"site_name","Salmon Beach-Eastsound, Fishing Bay",0,0.398749999999996,0.0725596730566356,0.724940326943357,0.00109599606538102
"site_name","Seattle Aquarium, Pier 59-Eastsound, Fishing Bay",0,0.377499999999997,0.051309673056636,0.703690326943358,0.00373228314897767
"site_name","Squaxin Island-Eastsound, Fishing Bay",0,0.391249999999997,0.0650596730566358,0.717440326943357,0.00170393703749527
"site_name","Suquamish Stormwater Outfall-Eastsound, Fishing Bay",0,0.556249999999998,0.230059673056637,0.882440326943358,1.87625560643667e-08
"site_name","Thea Foss Waterway-Eastsound, Fishing Bay",0,0.431999999999997,0.122548684843194,0.7414513151568,2.98499797726226e-05
"site_name","Three Tree Point-Eastsound, Fishing Bay",0,0.347499999999997,0.0213096730566358,0.673690326943357,0.0182433752062549
"site_name","Tulalip Bay-Eastsound, Fishing Bay",0,0.409166666666663,0.11139699982189,0.706936333511436,4.81996685582908e-05
"site_name","Suquamish Stormwater Outfall-Edmonds Ferry",0,0.331250000000001,0.00505967305664012,0.657440326943362,0.0397485114764767
"site_name","Jamestown-Gig Harbor Boat Launch",0,-0.391666666666666,-0.68943633351144,-0.0938969998218933,0.00016857043791263
"site_name","Manchester, Stormwater Outfall-Gig Harbor Boat Launch",0,-0.35875,-0.684940326943361,-0.0325596730566392,0.0102783629498907
"site_name","Penn Cove Reference-Gig Harbor Boat Launch",0,-0.35875,-0.684940326943361,-0.0325596730566392,0.0102783629498907
"site_name","Shilshole Bay-Gig Harbor Boat Launch",0,-0.40875,-0.734940326943361,-0.0825596730566392,0.000600002024945812
"site_name","Skiff Point-Gig Harbor Boat Launch",0,-0.40625,-0.732440326943361,-0.080059673056639,0.000698564826500769
"site_name","Suquamish Stormwater Outfall-Hood Canal Holly",0,0.344583333333335,0.0468136664885622,0.642353000178109,0.00373809214525866
"site_name","Minter Bay-Jamestown",0,0.344166666666666,0.0463969998218932,0.64193633351144,0.00383444461334181
"site_name","Purdy, Burley Lagoon-Jamestown",0,0.341666666666666,0.0438969998218929,0.639436333511439,0.004463426063406
"site_name","Suquamish Stormwater Outfall-Jamestown",0,0.447916666666668,0.150146999821894,0.745686333511441,2.55898155543388e-06
"site_name","Thea Foss Waterway-Jamestown",0,0.323666666666667,0.0443339590334473,0.602999374299886,0.00363737491106675
"site_name","Tulalip Bay-Jamestown",0,0.300833333333333,0.0345000466523819,0.567166620014284,0.00613959257437691
"site_name","Suquamish Stormwater Outfall-Locust Beach",0,0.333750000000001,0.00755967305664018,0.659940326943362,0.0354045076827135
"site_name","Suquamish Stormwater Outfall-Manchester, Stormwater Outfall",0,0.415000000000001,0.0888096730566403,0.741190326943362,0.000408508814355835
"site_name","Suquamish Stormwater Outfall-Maristone Island",0,0.322083333333335,0.0243136664885614,0.619853000178108,0.0139516496285225
"site_name","Shilshole Bay-Minter Bay",0,-0.36125,-0.687440326943361,-0.0350596730566392,0.0090155356276922
"site_name","Skiff Point-Minter Bay",0,-0.35875,-0.68494032694336,-0.0325596730566389,0.0102783629498917
"site_name","Suquamish Stormwater Outfall-Penn Cove Reference",0,0.415000000000001,0.0888096730566403,0.741190326943362,0.000408508814355835
"site_name","Shilshole Bay-Purdy, Burley Lagoon",0,-0.35875,-0.68494032694336,-0.0325596730566389,0.0102783629498917
"site_name","Skiff Point-Purdy, Burley Lagoon",0,-0.356249999999999,-0.68244032694336,-0.0300596730566386,0.0117030882177949
"site_name","Suquamish Stormwater Outfall-Raft Island Park",0,0.367500000000001,0.0413096730566407,0.693690326943362,0.00646080353905787
"site_name","Suquamish Stormwater Outfall-Rocky Point",0,0.332500000000001,0.00630967305664043,0.658690326943362,0.0375208931964488
"site_name","Suquamish Stormwater Outfall-Shilshole Bay",0,0.465000000000001,0.13880967305664,0.791190326943362,1.54941933805386e-05
"site_name","Thea Foss Waterway-Shilshole Bay",0,0.34075,0.0312986848431972,0.650201315156803,0.0100490417653581
"site_name","Tulalip Bay-Shilshole Bay",0,0.317916666666667,0.0201469998218936,0.61568633351144,0.0175645945955973
"site_name","Suquamish Stormwater Outfall-Silverdale, Dyes Inlet",0,0.333750000000001,0.00755967305664029,0.659940326943362,0.0354045076827131
"site_name","Suquamish Stormwater Outfall-Skiff Point",0,0.462500000000001,0.13630967305664,0.788690326943362,1.83889038770646e-05
"site_name","Thea Foss Waterway-Skiff Point",0,0.33825,0.0287986848431969,0.647701315156803,0.0115248875843363
"site_name","Tulalip Bay-Skiff Point",0,0.315416666666666,0.0176469998218933,0.61318633351144,0.0201231190574135
"site_name","Williams Olson Park-Suquamish Stormwater Outfall",0,-0.350000000000001,-0.676190326943362,-0.0238096730566404,0.0160971376410007
