"Comparison","Z","P.adjusted"
"Comm Bay Skookum - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.89007664509987,1
"Comm Bay, Dick Gilmur Launch - Fidalgo Bay Aq Reserve, Weaverling Spit",0.0539451050927024,1
"Comm Bay, Milwaukee Waterway - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.53067131402583,1
"Des Moines Marina - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.48648734033224,1
"Discovery Bay - Fidalgo Bay Aq Reserve, Weaverling Spit",0.433558807596904,1
"Donkey Creek Delta - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.3256685974115,1
"Eagle Harbor Dr - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.233762122068377,1
"Eastsound, Fishing Bay - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.22173914307722,1
"Edmonds Ferry - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.36762590137249,1
"Edmonds Marina - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.42255240096311,1
"Eld Inlet - Fidalgo Bay Aq Reserve, Weaverling Spit",0.763223338718975,1
"Elliot Bay Myrtle Edwards - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.066550926696775,1
"Elliott Bay, Harbor Island, Pier 17 - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.35861746159399,1
"Everett Harbor - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.23372694420894,1
"Aiston Preserve - Filucy Bay",-0.309684862569217,1
"Arroyo Beach - Filucy Bay",0.903917832040396,1
"Blair Waterway - Filucy Bay",1.48648734033224,1
"Blair Waterway #2 - Filucy Bay",-1.10687363782804,1
"Brackenwood Ln - Filucy Bay",1.69827182699248,1
"Broad Spit (Fisherman's Point) - Filucy Bay",0.665322962809996,1
"Browns Point Lighthouse - Filucy Bay",1.46450970492411,1
"Cap Sante - Filucy Bay",-1.29668048908014,1
"Chambers Bay Park - Filucy Bay",-0.609379890862008,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Filucy Bay",-0.51147951495303,1
"Chimacum Creek delta - Filucy Bay",0.0959024090536932,1
"Chuckanut, Clark's Point - Filucy Bay",0.619369725138435,1
"Comm Bay Skookum - Filucy Bay",-0.789196907837683,1
"Comm Bay, Dick Gilmur Launch - Filucy Bay",1.15482484235489,1
"Comm Bay, Milwaukee Waterway - Filucy Bay",-0.370242180800414,1
"Des Moines Marina - Filucy Bay",-0.385607603070058,1
"Discovery Bay - Filucy Bay",1.53443854485909,1
"Donkey Creek Delta - Filucy Bay",0.775211139850686,1
"Eagle Harbor Dr - Filucy Bay",0.867117615193809,1
"Eastsound, Fishing Bay - Filucy Bay",-1.12085940581504,1
"Edmonds Ferry - Filucy Bay",0.733253835889696,1
"Edmonds Marina - Filucy Bay",-0.321672663700929,1
"Eld Inlet - Filucy Bay",1.86410307598116,1
"Elliot Bay Myrtle Edwards - Filucy Bay",1.09387820652864,1
"Elliott Bay, Harbor Island, Pier 17 - Filucy Bay",-0.2577377243318,1
"Everett Harbor - Filucy Bay",-1.13284720694675,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Filucy Bay",1.10087973726219,1
"Aiston Preserve - Friday Harbor",0.491971407479958,1
"Arroyo Beach - Friday Harbor",1.87023110098071,1
"Blair Waterway - Friday Harbor",2.38530315116353,1
