"Dataset","Metric","Compared_With","Spearman_Rho","P_Value"
"Dataset_2","ci_wet_volume","a126",0.00556855543928077,0.96244360952586
"Dataset_2","ci_wet_volume","a128",0.0962797311456497,0.414484465868969
"Dataset_2","ci_wet_shell_weight","p450",-0.238440804713884,0.0407726160435845
"Dataset_2","ci_wet_shell_weight","sod",0.1361185985171,0.247520336981014
"Dataset_2","ci_wet_shell_weight","ci_wet_volume",0.481679231031265,1.39329733235061e-05
"Dataset_2","ci_wet_shell_weight","ci_pollution",-0.096116821279075,0.415278292328858
"Dataset_2","ci_wet_shell_weight","shell_thickness",-0.51154920050074,3.19434323280779e-06
"Dataset_2","ci_wet_shell_weight","a83",-0.0494653594872281,0.675560257708342
"Dataset_2","ci_wet_shell_weight","a84",-0.0726429905044473,0.538506270904837
"Dataset_2","ci_wet_shell_weight","a85",-0.0401943070803404,0.733844918407717
"Dataset_2","ci_wet_shell_weight","a86",-0.0321524836666983,0.785662288131718
"Dataset_2","ci_wet_shell_weight","a87",-0.0614022097107927,0.603272617151328
"Dataset_2","ci_wet_shell_weight","a88",-0.122330499809732,0.299122470957629
"Dataset_2","ci_wet_shell_weight","a91",-0.0293533959591875,0.80393164306977
"Dataset_2","ci_wet_shell_weight","a95",-0.06511951666627,0.581477393505108
"Dataset_2","ci_wet_shell_weight","a97",-0.049702319293155,0.674093507427775
"Dataset_2","ci_wet_shell_weight","a101",-0.0801368443668836,0.497315431804839
"Dataset_2","ci_wet_shell_weight","a103",-0.0771304168291868,0.513640817257541
"Dataset_2","ci_wet_shell_weight","a107",-0.0234590207867573,0.842736986463335
"Dataset_2","ci_wet_shell_weight","a109",-0.0298421255589116,0.800733889243464
"Dataset_2","ci_wet_shell_weight","a112",-0.031693374042715,0.788651222733634
"Dataset_2","ci_wet_shell_weight","a113",-0.187301916597298,0.110047764066159
"Dataset_2","ci_wet_shell_weight","a114",-0.144234471870094,0.220179409534631
"Dataset_2","ci_wet_shell_weight","a119",-0.0477918308578698,0.685953264468853
"Dataset_2","ci_wet_shell_weight","a126",-0.0376617991544973,0.750047715507
"Dataset_2","ci_wet_shell_weight","a128",0.000266579781667696,0.998201438721927
"Dataset_2","ci_pollution","p450",0.00247315808959645,0.983373354862381
"Dataset_2","ci_pollution","sod",0.0335431321732692,0.776191234082344
"Dataset_2","ci_pollution","ci_wet_volume",0.345531827004946,0.00256783534265425
"Dataset_2","ci_pollution","ci_wet_shell_weight",-0.096116821279075,0.415278292328858
"Dataset_2","ci_pollution","shell_thickness",0.000266593601507899,0.998201345482342
"Dataset_2","ci_pollution","a83",0.11768974453906,0.317230985000934
"Dataset_2","ci_pollution","a84",-0.0993557941503147,0.398837097047611
"Dataset_2","ci_pollution","a85",0.0499222510181414,0.672096214736606
"Dataset_2","ci_pollution","a86",0.111351351351351,0.3441327723867
"Dataset_2","ci_pollution","a87",0.0500999629766753,0.670995999805004
"Dataset_2","ci_pollution","a88",-0.120888559792669,0.304184430773476
"Dataset_2","ci_pollution","a91",0.155364679748241,0.185843388605091
"Dataset_2","ci_pollution","a95",0.174883376527212,0.135948341301717
"Dataset_2","ci_pollution","a97",0.156194002221399,0.183483834987657
"Dataset_2","ci_pollution","a101",0.101192151055165,0.390144139632082
"Dataset_2","ci_pollution","a103",0.127671232876712,0.277697317010997
"Dataset_2","ci_pollution","a107",-0.0246279155868197,0.834702946659237
"Dataset_2","ci_pollution","a109",-0.00454646427249167,0.969356118703653
"Dataset_2","ci_pollution","a112",0.123761569788967,0.292769978756599
"Dataset_2","ci_pollution","a113",-0.164516845612736,0.161003106081673
"Dataset_2","ci_pollution","a114",-0.108389485375787,0.357180859767584
"Dataset_2","ci_pollution","a119",-0.181814142910033,0.120928384151448
"Dataset_2","ci_pollution","a126",-0.0617993335801555,0.600184654524993
"Dataset_2","ci_pollution","a128",0.156075527582377,0.183819570319411
"Dataset_2","shell_thickness","p450",0.177032962156884,0.131320702707376
"Dataset_2","shell_thickness","sod",-0.00549479034219058,0.962940755784325
"Dataset_2","shell_thickness","ci_wet_volume",-0.0964889545179028,0.41346625295819
"Dataset_2","shell_thickness","ci_wet_shell_weight",-0.51154920050074,3.19434323280779e-06
"Dataset_2","shell_thickness","ci_pollution",0.000266593601507899,0.998201345482342
"Dataset_2","shell_thickness","a83",0.189696158228509,0.105494180844197
"Dataset_2","shell_thickness","a84",0.188378000976609,0.10798271111881
"Dataset_2","shell_thickness","a85",0.1423165509383,0.226440557764264
"Dataset_2","shell_thickness","a86",0.125891422934286,0.285168377653926
"Dataset_2","shell_thickness","a87",0.143294060810496,0.223234064470949
"Dataset_2","shell_thickness","a88",0.204995668803935,0.0797606816096085
"Dataset_2","shell_thickness","a91",0.201159683093349,0.0856878999740628
"Dataset_2","shell_thickness","a95",0.178869495856161,0.12730303529431
"Dataset_2","shell_thickness","a97",0.180543111243405,0.123723939661078
"Dataset_2","shell_thickness","a101",0.205484423740033,0.0790295026244703
"Dataset_2","shell_thickness","a103",0.206772959480654,0.0771274141559791
"Dataset_2","shell_thickness","a107",0.0658782410837297,0.577073561249282
"Dataset_2","shell_thickness","a109",0.234113614390853,0.0446827059898739
"Dataset_2","shell_thickness","a112",0.197279265115845,0.092033007596279
"Dataset_2","shell_thickness","a113",0.173848649694429,0.138513875602978
"Dataset_2","shell_thickness","a114",0.127698335122284,0.278255231235591
"Dataset_2","shell_thickness","a119",0.13239334465995,0.260818111732247
"Dataset_2","shell_thickness","a126",0.196968239247419,0.0925571667160975
"Dataset_2","shell_thickness","a128",0.175744426416263,0.134196494141924
"Dataset_3","p450","sod",-0.415001851166235,0.000267554222808825
"Dataset_3","p450","ci_wet_volume",-0.101685376718356,0.388645586835276
"Dataset_3","p450","ci_wet_shell_weight",-0.238440804713884,0.0407726160435845
"Dataset_3","p450","ci_pollution",0.00247315808959645,0.983373354862381
"Dataset_3","p450","shell_thickness",0.177032962156884,0.131320702707376
"Dataset_3","p450","a80",0.0868863383931877,0.460834569391872
"Dataset_3","p450","a81",0.181725286930766,0.121112505431271
"Dataset_3","p450","a82",0.0910921880784894,0.439352463723249
"Dataset_3","p450","a89",0.0485894113291374,0.680369734968069
"Dataset_3","p450","a90",0.0695001851166235,0.555475192469024
"Dataset_3","p450","a92",0.133180303591262,0.257356000628469
"Dataset_3","p450","a93",0.113928174750093,0.333027859274959
"Dataset_3","p450","a94",0.0186745649759348,0.874304988881693
"Dataset_3","p450","a96",0.0215475749722325,0.855148561447247
"Dataset_3","p450","a98",0.0236208811551277,0.841375692538932
"Dataset_3","p450","a99",-0.150092558311736,0.201361208105715
"Dataset_3","p450","a100",0.0219622362088116,0.852390371553483
"Dataset_3","p450","a102",-0.0499222510181414,0.672096214736606
"Dataset_3","p450","a104",-0.0155053683820807,0.895520311758906
"Dataset_3","p450","a105",-0.0480266567937801,0.683874472071124
"Dataset_3","p450","a106",0.0076564235468345,0.948349054745374
"Dataset_3","p450","a108",-0.058156238430211,0.621878999867316
"Dataset_3","p450","a110",-0.0908552388004443,0.440547471694004
"Dataset_3","p450","a111",0.0161273602369493,0.891350268333267
"Dataset_3","p450","a115",0.0800148093298778,0.497142783316538
"Dataset_3","p450","a116",0.0882487967419474,0.453813022043561
"Dataset_3","p450","a118",0.0574157719363199,0.626329077928232
"Dataset_3","p450","a120",0.197334320621992,0.091947217287224
"Dataset_3","p450","a121",0.112891521658645,0.337467682000391
"Dataset_3","p450","a122",0.0982599037393558,0.404079064384861
"Dataset_3","p450","a123",0.00537578674564976,0.963751593634342
"Dataset_3","p450","a124",0.0169270640503517,0.885993142760614
"Dataset_3","p450","a125",-0.242413920770085,0.0376799676581303
"Dataset_3","p450","a127",-0.0374824139207701,0.750709670402612
"Dataset_3","p450","a129",0.175357275083302,0.1348782038217
"Dataset_3","p450","a130",0.115971862273232,0.324384315599911
"Dataset_3","sod","p450",-0.415001851166235,0.000267554222808825
"Dataset_3","sod","ci_wet_volume",-0.0371878795426437,0.753092089888694
"Dataset_3","sod","ci_wet_shell_weight",0.1361185985171,0.247520336981014
"Dataset_3","sod","ci_pollution",0.0335431321732692,0.776191234082344
"Dataset_3","sod","shell_thickness",-0.00549479034219058,0.962940755784325
"Dataset_3","sod","a80",0.171743798593114,0.143201592210825
"Dataset_3","sod","a81",-0.112239911144021,0.340277499085946
"Dataset_3","sod","a82",0.129892632358386,0.269369180551933
"Dataset_3","sod","a89",0.219222510181414,0.0607241944384755
"Dataset_3","sod","a90",0.0151203258052573,0.898103199382903
"Dataset_3","sod","a92",0.203731951129211,0.0817317192353207
"Dataset_3","sod","a93",0.00475379489078119,0.967954837096621
"Dataset_3","sod","a94",0.250025916327286,0.031937869577204
"Dataset_3","sod","a96",0.261725286930766,0.0245590170491933
"Dataset_3","sod","a98",0.175298037763791,0.135011619573975
"Dataset_3","sod","a99",0.239067012217697,0.0404654237752283
"Dataset_3","sod","a100",0.271321732691596,0.0196421018992875
"Dataset_3","sod","a102",0.298689374305813,0.00997628472556018
"Dataset_3","sod","a104",0.281540170307294,0.0153605316280391
"Dataset_3","sod","a105",0.250233246945576,0.0317924184800887
"Dataset_3","sod","a106",0.309737134394669,0.00745799888744147
"Dataset_3","sod","a108",0.290840429470566,0.0121913547106569
"Dataset_3","sod","a110",0.31714179933358,0.00610137647005707
"Dataset_3","sod","a111",0.246293965198075,0.0346534810283134
"Dataset_3","sod","a115",-0.0546612365790448,0.643000220944199
"Dataset_3","sod","a116",0.230092558311736,0.048792709128043
"Dataset_3","sod","a118",0.152935949648278,0.192880362299095
"Dataset_3","sod","a120",-0.127908182154757,0.27680085083973
"Dataset_3","sod","a121",0.00724176231025546,0.951148270175063
"Dataset_3","sod","a122",0.12870788596816,0.273789621000555
"Dataset_3","sod","a123",0.234920399851907,0.0441525934008231
"Dataset_3","sod","a124",0.163865235098112,0.162685591777178
"Dataset_3","sod","a125",0.222806368011847,0.0565521757935488
"Dataset_3","sod","a127",0.221828952239911,0.0576660128135683
"Dataset_3","sod","a129",0.0762236208811551,0.517798525018029
"Dataset_3","sod","a130",-0.0600222139948167,0.610725263748453
"Dataset_3","ci_wet_volume","p450",-0.101685376718356,0.388645586835276
"Dataset_3","ci_wet_volume","sod",-0.0371878795426437,0.753092089888694
"Dataset_3","ci_wet_volume","ci_wet_shell_weight",0.481679231031265,1.39329733235061e-05
"Dataset_3","ci_wet_volume","ci_pollution",0.345531827004946,0.00256783534265425
"Dataset_3","ci_wet_volume","shell_thickness",-0.0964889545179028,0.41346625295819
"Dataset_3","ci_wet_volume","a80",0.0190456444013699,0.872044467119118
"Dataset_3","ci_wet_volume","a81",-0.082195432680873,0.486295094768651
"Dataset_3","ci_wet_volume","a82",0.0729243802739854,0.536929859751708
"Dataset_3","ci_wet_volume","a89",0.0901335861794222,0.445037360361322
"Dataset_3","ci_wet_volume","a90",0.00952282220068493,0.935819252150064
"Dataset_3","ci_wet_volume","a92",-0.0900151062764588,0.445638415161169
"Dataset_3","ci_wet_volume","a93",0.103862444935309,0.37851669481423
"Dataset_3","ci_wet_volume","a94",0.117354343885268,0.31935728695308
"Dataset_3","ci_wet_volume","a96",0.106128373079484,0.368145143559665
"Dataset_3","ci_wet_volume","a98",0.13161636220449,0.263651494595459
"Dataset_3","ci_wet_volume","a99",0.235937916763782,0.0429980648828514
"Dataset_3","ci_wet_volume","a100",0.100930067336964,0.392197091249049
"Dataset_3","ci_wet_volume","a102",0.11846509297555,0.314766298457902
"Dataset_3","ci_wet_volume","a104",0.134933799487466,0.251698240336301
"Dataset_3","ci_wet_volume","a105",0.155801072396898,0.18499048497705
"Dataset_3","ci_wet_volume","a106",0.0839874412131948,0.476808145318131
"Dataset_3","ci_wet_volume","a108",0.107564941902915,0.361660348404434
"Dataset_3","ci_wet_volume","a110",0.1285062647517,0.2752005730177
"Dataset_3","ci_wet_volume","a111",0.0976126300539882,0.408022596243191
"Dataset_3","ci_wet_volume","a115",0.0396759575048755,0.737152113457646
"Dataset_3","ci_wet_volume","a116",0.0677705044950766,0.56615795426689
"Dataset_3","ci_wet_volume","a118",0.0709546518872185,0.548012193396747
"Dataset_3","ci_wet_volume","a120",-0.0369953497003281,0.754329944409588
"Dataset_3","ci_wet_volume","a121",0.114022096614422,0.333386184159785
"Dataset_3","ci_wet_volume","a122",0.0353958710103219,0.764637283841224
"Dataset_3","ci_wet_volume","a123",0.0609134801110686,0.606164673722447
"Dataset_3","ci_wet_volume","a124",0.062068659164962,0.599338727888301
"Dataset_3","ci_wet_volume","a125",0.24660110803049,0.0341702767027683
"Dataset_3","ci_wet_volume","a127",0.133156600943014,0.258054928897243
"Dataset_3","ci_wet_volume","a129",0.00878232280716355,0.940800624789099
"Dataset_3","ci_wet_volume","a130",-0.0211338526911002,0.85815355445089
"Dataset_3","ci_wet_shell_weight","p450",-0.238440804713884,0.0407726160435845
"Dataset_3","ci_wet_shell_weight","sod",0.1361185985171,0.247520336981014
"Dataset_3","ci_wet_shell_weight","ci_wet_volume",0.481679231031265,1.39329733235061e-05
"Dataset_3","ci_wet_shell_weight","ci_pollution",-0.096116821279075,0.415278292328858
"Dataset_3","ci_wet_shell_weight","shell_thickness",-0.51154920050074,3.19434323280779e-06
"Dataset_3","ci_wet_shell_weight","a80",-0.183703089544784,0.117176484343122
"Dataset_3","ci_wet_shell_weight","a81",-0.208361719349046,0.0748326189970631
"Dataset_3","ci_wet_shell_weight","a82",-0.0595657712148597,0.614171001422292
"Dataset_3","ci_wet_shell_weight","a89",-0.0411717662797887,0.727621672827409
"Dataset_3","ci_wet_shell_weight","a90",-0.120656971180373,0.305831993579066
"Dataset_3","ci_wet_shell_weight","a92",-0.249207665895685,0.0322599824793878
"Dataset_3","ci_wet_shell_weight","a93",-0.0244364799862055,0.836273362697285
"Dataset_3","ci_wet_shell_weight","a94",0.0333520926842029,0.777867180571203
"Dataset_3","ci_wet_shell_weight","a96",-0.0770711768777051,0.513965220151256
"Dataset_3","ci_wet_shell_weight","a98",0.0280056870629785,0.812766197909659
"Dataset_3","ci_wet_shell_weight","a99",0.224726755945868,0.0542342731399145
"Dataset_3","ci_wet_shell_weight","a100",0.0138177186831089,0.90698175330765
"Dataset_3","ci_wet_shell_weight","a102",-0.0568851634103123,0.630229500140012
"Dataset_3","ci_wet_shell_weight","a104",0.0490951097904674,0.677854469375567
"Dataset_3","ci_wet_shell_weight","a105",0.102470306075488,0.384975195906232
"Dataset_3","ci_wet_shell_weight","a106",-0.00882675277077484,0.940501676567261
"Dataset_3","ci_wet_shell_weight","a108",-0.0662450757444226,0.574949890657021
"Dataset_3","ci_wet_shell_weight","a110",0.115769675183132,0.325980958842987
"Dataset_3","ci_wet_shell_weight","a111",0.00121441900537506,0.991806688360287
"Dataset_3","ci_wet_shell_weight","a115",-0.19464767058103,0.0965423411613656
"Dataset_3","ci_wet_shell_weight","a116",0.0185272948259049,0.875498728467041
"Dataset_3","ci_wet_shell_weight","a118",-0.0607061402808826,0.607393438379071
"Dataset_3","ci_wet_shell_weight","a120",-0.189878854486752,0.105152815041744
"Dataset_3","ci_wet_shell_weight","a121",-0.0170018660752509,0.88567736857099
"Dataset_3","ci_wet_shell_weight","a122",-0.067785314482947,0.566072906217397
"Dataset_3","ci_wet_shell_weight","a123",-0.0295014958378917,0.802962284875428
"Dataset_3","ci_wet_shell_weight","a124",-0.124033648414831,0.2923936877167
"Dataset_3","ci_wet_shell_weight","a125",0.313097953568709,0.00660415305190998
"Dataset_3","ci_wet_shell_weight","a127",0.0296051657529847,0.802283910582431
"Dataset_3","ci_wet_shell_weight","a129",-0.0115369805510631,0.922282907099781
"Dataset_3","ci_wet_shell_weight","a130",-0.188531145590543,0.107691277333708
"Dataset_3","ci_pollution","p450",0.00247315808959645,0.983373354862381
"Dataset_3","ci_pollution","sod",0.0335431321732692,0.776191234082344
"Dataset_3","ci_pollution","ci_wet_volume",0.345531827004946,0.00256783534265425
"Dataset_3","ci_pollution","ci_wet_shell_weight",-0.096116821279075,0.415278292328858
"Dataset_3","ci_pollution","shell_thickness",0.000266593601507899,0.998201345482342
"Dataset_3","ci_pollution","a80",-0.0299888930025916,0.799388262804867
"Dataset_3","ci_pollution","a81",-0.204709366901148,0.0802540676218392
"Dataset_3","ci_pollution","a82",0.0218733802295446,0.852981263865974
"Dataset_3","ci_pollution","a89",0.129833395038874,0.269589051036648
"Dataset_3","ci_pollution","a90",-0.105871899296557,0.368509488434955
"Dataset_3","ci_pollution","a92",-0.00241392077008515,0.983773941871892
"Dataset_3","ci_pollution","a93",-0.151010736764161,0.198593840390179
