2017- 18,,,,,,,,,,,,,,
SAM,Site #21,Point Defiance Ferry,2018,NA,990,82.9,10.9,4.73,<0.912,<0.912,<0.912,<0.912,NA,NA
SAM,Site #22,Beach Dr E,2018,NA,417,115,19.4,5.04,0.917,<0.764,0.993,<0.764,NA,NA
SAM,Site #23,Wing Point,2018,NA,743,70,6.3,4.2,<0.771,<0.771,1.12,<0.771,NA,NA
SAM,Site #24,S of Skunk Island,2018,NA,224,37.8,3.07,2.14,<0.856,<0.856,<0.856,<0.856,NA,NA
SAM,Site #25,Blair Waterway,2018,NA,660,69.3,37.4,8.2,6.3,<1.02,1.34,<1.02,NA,NA
SAM,Site #26,N of Illahee State Park,2018,NA,252,68.3,5.55,2.65,<1.21,<1.21,<1.21,<1.21,NA,NA
SAM,Site #27,"Chuckanut, Clark's Point",2018,NA,191,26.9,3.66,6.58,<0.972,<0.972,1.05,<0.972,NA,NA
SAM,Site #28,Oak Harbor,2018,NA,129,27.1,4.47,6.57,<0.949,<0.949,1.15,<0.949,NA,NA
SAM,Site #29,Liberty Bay,2018,NA,926,77.4,9.15,4.72,<0.985,<0.985,1.2,<0.985,NA,NA
SAM,Site #30,Kitsap St Boat Launch,2018,NA,905,185,18.3,6.01,<1.08,<1.08,<1.1,<1.08,NA,NA
SAM,Site #31,"East Sound, Fishing Bay",2018,NA,394,29,2.12,1.56,<0.779,<0.779,<0.779,<0.779,NA,NA
SAM,Site #34,"Elliott Bay, Harbor Island, Pier 17",2018,NA,5410,205,47.2,7.91,1.14,<1.14,<1.14,<1.14,NA,NA
SAM,Site #35,Williams Olson Park,2018,NA,420,71.9,4.16,2.6,<0.866,<0.866,<0.866,<0.866,NA,NA
SAM,Site #37,Saltar's Point,2018,NA,580,66.1,6.53,3.3,<0.901,<0.901,1.05,<0.901,NA,NA
SAM,Site #38,Rocky Point,2018,NA,348,114,11.6,4.28,1.74,<0.712,1.06,<0.713,NA,NA
SAM,Site #39,"Smith Cove, Terminal 91",2018,NA,7020,214,16,21.7,8.79,<0.713,2.14,<0.713,NA,NA
SAM,Site #42,Evergreen Rotary Park,2018,NA,618,127,9.89,7.52,1.82,<0.791,<0.791,<0.791,NA,NA
SAM,Site #43,N Avenue Park,2018,NA,3030,47.8,26.5,6.27,<0.663,<0.663,<0.656,<0.663,NA,NA
SAM,Site #46,Appletree Cove,2018,NA,244,44.6,3.72,2.23,<0.785,<0.785,<0.785,<0.784,NA,NA
SAM,Site #47,"Cherry Point Aq Reserve, Birch Bay",2018,NA,143,28.6,2.47,2.01,<1.00,<1.00,<0.927,<1.00,NA,NA
SAM,Site #48,Naketa Beach,2018,NA,313,49,8.62,3,<0.869,<0.869,0.949,<0.869,NA,NA
SAM,Site #49,Donkey Creek Delta,2018,NA,732,158,4.99,3.41,<1.33,<1.33,<1.25,<1.33,NA,NA
SAM,Site #52,Port Angeles Yacht Club,2018,NA,5050,127,2.83,33.3,<0.848,<0.848,<0.848,<0.848,NA,NA
SAM,Site #54,"Dyes Inlet, Chico Bay",2018,NA,351,105,5.45,4.68,1.89,<0.838,0.977,<0.838,NA,NA
SAM,Site #56,"Fidalgo Island, Swinomish Res",2018,NA,126,34.7,1.91,7.55,<1.13,<1.13,<1.04,<1.13,NA,NA
PC,Site #61,Dash Point Park,2018,NA,415,56.4,10.3,5.5,1.95,<0.836,0.906,<0.836,NA,NA
PC,Site #161,"Purdy, Dexters",2018,NA,166,56,2.21,2.05,<1.18,<1.18,1.26,<1.18,NA,NA
PC,Site #185,Browns Point,2018,NA,743,80.6,13.3,6.6,1.25,<1.17,<3.52,<1.17,NA,NA
PC,Site #353,"Purdy, Nicholson",2018,NA,149,50.2,2.27,1.88,<4.55,<1.49,<4.55,<1.49,NA,NA
PC,Site #481,"Gig Harbor, Boat Launch",2018,NA,668,120,5.76,3.18,<3.96,<1.29,<3.96,<1.29,NA,NA
PC,Site #625,"Gig Harbor, Mulligan",2018,NA,844,108,6.5,2.92,<5.00,<1.58,<4.92,<1.58,NA,NA
PC,Site #697,"Browns Point, Wolverton",2018,NA,692,95.5,21.1,11,2,<1.39,<4.34,<1.39,NA,NA
PC,Site #953,"Browns Point, Carlson",2018,NA,590,86.2,15.8,5.71,9.37,<1.40,<4.42,<1.40,NA,NA
Partner,AI_PTW,Port Townsend Water Street,2018,NA,564,47.3,2.65,2.3,<0.690,<0.683,<0.683,<0.683,NA,NA
Partner,CB_CBSW,"Commencement Bay, Skookum Wulge",2018,NA,995,117,26.4,14.9,4.03,<0.942,1.29,<0.942,NA,NA
Partner,CB_CBTF,Thea Foss Waterway,2018,NA,2720,116,16.5,11.5,4.19,<0.723,1.08,<0.723,NA,NA
Partner,CB_DGL,"Comm Bay, Dick Gilmur Launch",2018,NA,1450,111,26.4,18.4,6.54,<0.959,1.57,1.1,NA,NA
Partner,CB_JHP,Jack Hyde Park,2018,NA,736,42.1,8.88,3.75,<2.14,<2.14,<2.14,<2.14,NA,NA
Partner,CB_MW,"Comm Bay, Milwaukee Waterway",2018,NA,641,67.7,21,7.71,6.29,<0.813,1.34,<0.813,NA,NA
Partner,CPS_EF,Edmonds Ferry,2018,NA,782,67.8,10,3.31,<2.75,<0.888,<2.75,<0.888,NA,NA
Partner,CPS_HCV,"Port Madison, Hidden Cove",2018,NA,701,84,3.85,3.01,0.84,<0.700,1.05,<0.700,NA,NA
Partner,CPS_LP,Lincoln Park,2018,NA,424,53.1,7.51,2.65,0.734,<0.734,0.847,<0.734,NA,NA
Partner,CPS_MASO,"Manchester, Stormwater Outfall",2018,NA,425,56.9,4.66,2.53,<2.66,<0.869,<2.61,<0.869,NA,NA
Partner,CPS_PNP,Point No Point,2018,NA,253,39.2,4.87,2.25,<0.683,<0.683,0.871,<0.683,NA,NA
Partner,CPS_QMH,Quartermaster Harbor,2018,NA,367,45.8,4.01,2.68,<0.986,<0.986,<0.986,2.75,NA,NA
Partner,CPS_SB,Salmon Bay,2018,NA,2040,135,19.9,34.2,12.9,<0.643,3.57,<0.643,NA,NA
Partner,CPS_SHLB,Shilshole Bay,2018,NA,2050,107,13.1,21.4,8.67,<0.816,2.36,<0.816,NA,NA
Partner,CPS_SP,Seacrest Park,2018,NA,2330,135,9.78,8.7,2.56,<0.742,2.23,<0.742,NA,NA
Partner,CPS_SQSO,"Suquamish, Stormwater Outfall",2018,NA,669,56.3,4.73,2.63,<2.93,<0.975,<2.93,<0.975,NA,NA
Partner,CPS_WPN,West Point North,2018,NA,691,82.6,9.01,4.81,0.901,<0.901,0.976,<0.901,NA,NA
Partner,CPS_WPS,West Point South,2018,NA,1220,116,10.6,7.63,1.9,<0.725,1.23,<0.724,NA,NA
Partner,EB_FMR,"Elliott Bay, Four-Mile Rock",2018,NA,1890,134,11.9,10.5,2.4,<1.14,<1.14,<1.14,NA,NA
Partner,EB_ME,"Elliott Bay, Myrtle Edwards",2018,NA,4990,129,9.43,11.6,1.7,<0.757,0.964,<0.757,NA,NA
Partner,EB_P59,"Elliott Bay, Pier 59",2018,NA,27600,221,19.3,24.9,<3.75,73.2,1.45,<1.19,NA,NA
Partner,HC_DBE,Duckabush Estuary,2018,NA,91.7,23.6,<0.951,<0.951,<0.951,<0.951,<0.951,<0.951,NA,NA
Partner,HC_FP,Fisherman's Point,2018,NA,99.3,10.7,<1.39,<1.39,<4.29,<1.39,<1.39,<1.34,NA,NA
Partner,HC_HO,"Hood Canal, Holly",2018,NA,102,10.6,<1.59,<1.59,<4.77,<1.59,<1.59,<1.59,NA,NA
Partner,HC_PGPJ,"Port Gamble, Point Julia",2018,NA,187,28.1,2.15,1.41,<0.674,<0.674,<0.674,<0.674,NA,NA
Partner,HC_PSP,Potlatch State Park,2018,NA,94.6,16.8,<1.20,<1.20,<3.67,<1.20,<1.20,<1.20,NA,NA
Partner,NPS_BBWW,"Bellingham Bay, Whatcom Waterway",2018,NA,813,63,9.34,9.18,1.1,<0.842,1,1.8,NA,NA
Partner,NPS_BLSC,"Bellingham Bay, Little Squalicum Creek",2018,NA,275,41.8,24.5,5.78,<3.38,<1.07,<3.38,<1.07,NA,NA
Partner,NPS_CPAR4,"Cherry Point Aq Reserve, Conoco Phillips",2018,NA,240,32.6,1.63,2.08,<4.43,<1.45,<1.45,<1.45,NA,NA
Partner,NPS_FBAR,"Fidalgo Bay Aq Reserve, Weaverling Spit",2018,NA,399,38.1,2.37,6.39,<2.59,<0.862,<2.59,<0.862,NA,NA
Partner,PAC_GH,"Grays Harbor, Bottle Beach State Park",2018,NA,120,38.9,1.08,2.09,<3.10,<1.01,<1.01,<1.01,NA,NA
Partner,PAC_WBN,Willapa Bay Nahcotta,2018,NA,92.2,26.2,<1.31,2.25,<3.84,<1.22,<1.22,<1.22,NA,NA
Partner,SJD_DB,Discovery Bay,2018,NA,136,22.3,1.09,1.7,<0.951,<0.951,<0.951,<0.951,NA,NA
Partner,SJD_JSK,Jamestown,2018,NA,131,23.7,<1.19,2.3,<1.19,<1.19,<1.19,<1.19,NA,NA
Partner,SPS_HIAP,"Hammersley Inlet, Arcadia Point",2018,NA,240,49.5,2.89,1.98,<2.82,<0.913,<0.913,<0.913,NA,NA
Partner,SPS_LB,Luhr Beach,2018,NA,90.8,48.6,6.12,2.87,<1.11,<1.11,<1.11,<1.11,NA,NA
Partner,SPS_PBL,"Purdy, Burley Lagoon",2018,NA,213,63.5,1.83,2.17,<1.22,<1.22,<1.22,<1.22,NA,NA
Partner,SPS_SH,"Shelton, Oak Bay Marina",2018,NA,313,48.6,3.27,2.07,<1.04,<1.04,<1.04,<1.04,NA,NA
Partner,WB_CB,Cavalero Beach Co. Park,2018,NA,249,30,2.94,1.96,<0.979,<0.979,<0.979,<0.979,NA,NA
Partner,WB_EFP,Everett Fishing Pier,2018,NA,470,57,21.6,3.74,<1.06,<1.06,1.22,<1.06,NA,NA
Partner,WB_KP,Kayak Point,2018,NA,302,33.6,6.61,3.66,<0.675,<0.675,0.933,<0.675,NA,NA
Partner,WPS_PB,Point Bolin,2018,NA,270,71.1,5.3,3.41,<0.871,<0.871,<0.871,<0.871,NA,NA
Partner,WPS_SVD,"Silverdale, Dyes Inlet",2018,NA,384,96.1,4.96,3.11,1,<0.814,<2.44,<0.814,NA,NA
Baseline,PCB_MEAN,"Penn Cove, Pre-test Baseline Mean",2020,7.81,NA,54.1,<1.3,<1.32,<1.3,<1.3,<1.3,NA,NA,<1.3
Reference,WB_PCR,Penn Cove Reference,2020,52,NA,80.2,<1.23,1.73,<1.23,<1.23,<1.23,NA,NA,<1.23
Reference,HC_HO,"Hood Canal, Holly",2020,40.1,NA,51.6,<1.34,<1.34,<1.34,<1.34,<1.34,NA,NA,<1.34
SAM,Site #2,Arroyo Beach,2020,157,NA,29.5,6.23,1.92,<1.3,<1.3,<1.3,NA,NA,<1.3
SAM,Site #3,Brackenwood Ln,2020,198,NA,53.5,3.69,2.68,<0.701,<0.701,0.828,NA,NA,<0.701
SAM,Site #4,Cherry Point North,2020,216,NA,32.7,1.44,1.7,<0.98,<0.98,<0.98,NA,NA,<0.98
SAM,Site #5,Salmon Beach,2020,134,NA,28.8,1.84,<1.72,<1.72,<1.72,<1.72,NA,NA,<1.72
SAM,Site #6,Eagle Harbor Dr,2020,777,NA,145,3.62,8.41,1.09,<0.797,1.01,NA,NA,3.84
SAM,Site #8,Chimacum Creek Delta,2020,35.8,NA,26,<0.909,1.1,<0.909,<0.909,<0.909,NA,NA,<0.909
SAM,Site #10,"Fletcher Bay, Fox Cove",2020,121,NA,70.5,2.95,3.4,<0.628,<0.628,1.15,NA,NA,<0.628
SAM,Site #11,South Bay Trail,2020,109,NA,30.7,2.93,2.29,<1.07,<1.07,1.79,NA,NA,<1.07
SAM,Site #13,Ruston Way,2020,98.1,NA,58.3,5.58,3.37,<0.92,<0.859,0.982,NA,NA,<0.92
SAM,Site #14,Point Heron East,2020,58.9,NA,63.3,3.33,2.04,<1.16,<1.16,<1.16,NA,NA,<1.16
SAM,Site #15,Tugboat Park,2020,110,NA,27.5,1,1.44,<0.875,<0.875,<0.875,NA,NA,<0.875
SAM,Site #16,Meadowdale Beach,2020,133,NA,56.5,8.05,4.78,1.88,0.552,0.974,NA,NA,0.442
SAM,Site #17,"Budd Inlet, West Bay",2020,89.8,NA,35.4,2.32,2.01,<1.1,<1.1,<1.1,NA,NA,<1.1
SAM,Site #18,Seahurst,2020,71.5,NA,37.4,4.52,4.06,1.03,<0.968,<0.968,NA,NA,<0.968
SAM,Site #19,Skiff Point,2020,192,NA,44.9,3.78,2.44,<0.962,<0.962,<0.962,NA,NA,<0.962
SAM,Site #21,Point Defiance Ferry,2020,250,NA,62.9,4.84,3.96,<0.881,<0.881,<0.881,NA,NA,<0.881
SAM,Site #22,Beach Dr E,2020,100,NA,79.5,6.03,2.38,<1.32,<1.32,<1.32,NA,NA,<1.32
SAM,Site #23,Wing Point,2020,448,NA,70.5,5.32,4.23,1.28,<1.22,<1.22,NA,NA,1.54
SAM,Site #24,S of Skunk Island,2020,67.2,NA,21.3,<1.03,1.29,<1.03,<1.03,<1.03,NA,NA,<1.03
SAM,Site #25,Blair Waterway,2020,130,NA,32.9,18.3,6.2,1.65,<1.27,<1.2,NA,NA,<1.27
SAM,Site #26,N of Illahee State Park,2020,73.7,NA,66.7,3.45,2.24,<1.09,<1.09,<1.09,NA,NA,<1.09
SAM,Site #27,"Chuckanut, Clark's Point",2020,63,NA,25.2,<1.37,1.98,<1.37,<1.37,<1.37,NA,NA,<1.37
SAM,Site #29,Liberty Bay,2020,270,NA,59.2,3.4,2.52,<1.22,<1.22,<1.22,NA,NA,<1.22
SAM,Site #30,Kitsap St Boat Launch,2020,252,NA,162,8.51,4.87,<1.23,<1.23,<1.23,NA,NA,<1.23
SAM,Site #31,"East Sound, Fishing Bay",2020,196,NA,21.3,<1.29,<1.29,<1.29,<1.29,<1.29,NA,NA,<1.29
SAM,Site #34,"Elliott Bay, Harbor Island, Pier 17",2020,1440,NA,169,5.71,10.9,2.27,<1.3,2.27,NA,NA,<1.3
SAM,Site #35,Williams Olson Park,2020,129,NA,76.9,1.86,2.31,<1.28,<1.28,<1.28,NA,NA,<1.28
SAM,Site #37,Saltar's Point,2020,52.4,NA,25.2,<1.77,<1.77,<1.77,<1.77,<1.77,NA,NA,<1.77
SAM,Site #38,Rocky Point,2020,89.8,NA,84.4,2.01,2.21,<1.23,<1.23,<1.23,NA,NA,<1.23
SAM,Site #39,"Smith Cove, Terminal 91",2020,3340,NA,183,9.23,25.3,5.28,<1.41,2.32,NA,NA,12
SAM,Site #42,Evergreen Rotary Park,2020,173,NA,110,5.94,2.9,<1.23,<1.23,<1.23,NA,NA,<1.23
SAM,Site #43,N Avenue Park,2020,1160,NA,41,7.27,15.7,2.73,1.24,<0.994,NA,NA,<0.994
SAM,Site #46,Appletree Cove,2020,90.3,NA,34,1.86,1.6,<1.35,<1.35,<1.35,NA,NA,<1.35
SAM,Site #47,"Cherry Point Aq Reserve, Birch Bay",2020,298,NA,23.8,<1.69,<1.69,<1.69,<1.69,<1.62,NA,NA,<1.69
SAM,Site #48,Naketa Beach,2020,72.3,NA,66.3,3.19,1.81,<1.39,<1.39,<1.33,NA,NA,<1.39
SAM,Site #49,Donkey Creek Delta,2020,268,NA,162,1.55,2.82,<1.34,<1.34,<1.34,NA,NA,<1.34
SAM,Site #54,"Dyes Inlet, Chico Bay",2020,107,NA,127,1.45,2.71,<1.39,<1.39,<1.39,NA,NA,<1.39
SAM,Site #56,"Fidalgo Island, Swinomish Res",2020,22,NA,65.2,<1.7,1.77,<1.7,<1.7,<1.7,NA,NA,<1.7
Partner,AI_MMB,Mats Bay Boat Ramp,2020,65.8,NA,32.5,2.09,1.1,<0.798,<0.798,<0.798,NA,<0.798,<0.798
Partner,AI_OB,Oak Bay County Park,2020,38.3,NA,26.4,16.6,<1.35,<1.35,<1.35,<1.35,NA,<1.35,<1.35
Partner,BBSM,Squalicum Marina,2020,228,NA,75.9,5.31,6.41,<1.31,<1.24,<1.24,NA,<1.24,<1.31
Partner,CB_CBSW,Comm Bay Skookum,2020,362,NA,135,15.5,15.9,<1.29,<1.29,<1.29,NA,<1.29,<1.29
Partner,CB_CBTF,Thea Foss Waterway,2020,497,NA,115,6.82,10.1,2.57,<1.28,<1.28,NA,<1.28,<1.28
Partner,CB_DGL,"Comm Bay, Dick Gilmur Launch",2020,414,NA,98.8,14.7,16.6,2.79,<1.28,<1.22,NA,<1.28,<1.28
Partner,CB_MW,"Comm Bay, Milwaukee Waterway",2020,143,NA,39.2,13.3,5.36,2.17,<0.964,<0.964,NA,<0.964,<0.964
Partner,CBTP,Tahlequah Point,2020,275,NA,74.1,4.75,2.1,<1.11,<1.11,<1.11,NA,<1.11,<1.11
Partner,CPS_KM,Kingston Marina,2020,108,NA,28.7,1.74,1.38,<1.26,<1.26,<1.26,NA,<1.26,<1.26
Partner,CPS_MASO,"Manchester, Stormwater Outfall",2020,89.1,NA,39.8,3.04,1.55,<0.87,<0.87,<0.87,NA,<0.87,<0.87
Partner,CPS_PNP,Point No Point,2020,163,NA,75.9,1.77,1.58,<1.27,<1.27,<1.27,NA,<1.27,<1.27
Partner,CPS_QMH,Quartermaster Harbor,2020,196,NA,85.9,1.72,2.27,<1.53,<1.53,<1.53,NA,<1.53,<1.53
Partner,CPS_RP,Rich Passage,2020,88.3,NA,39.1,12.8,1.61,<1.18,<1.18,<1.18,NA,<1.18,<1.18
Partner,CPS_SB,"Salmon Bay, Commodore Park",2020,593,NA,176,16.1,26.2,10.2,<1.32,3.46,NA,<1.32,2.21
Partner,CPS_SQSO,"Suquamish, Stormwater Outfall",2020,157,NA,46.8,3.57,1.75,<1.04,<1.04,<1.04,NA,<1.04,<1.04
Partner,EB_ME,Elliot Bay Myrtle Edwards,2020,9360,NA,142,5.74,11.8,<1.24,2.37,<1.18,NA,<1.24,<1.24
Partner,EB_P59,"Seattle Aquarium, Pier 59",2020,3590,NA,282,11.8,29,9.75,<1.17,<1.17,NA,<1.17,12.9
Partner,EBDH,Duwamish Head,2020,443,NA,112,5.21,2.43,<1.48,<1.48,<1.48,NA,<1.48,<1.48
Partner,EBFR,Four-Mile Rock,2020,887,NA,164,6.1,6.44,1.51,<1.44,<1.44,NA,<1.44,<1.44
Partner,NPS_BLSC,Bellingham Little Squalicum Creek,2020,99.2,NA,15.9,<1.59,1.89,<1.59,<1.59,<1.59,NA,<1.59,<1.59
Partner,NPS_CPAR4,"Cherry Point Aquatic Reserve, Conoco
Phillips",2020,220,NA,65.4,<2.2,<2.2,<2.2,<2.2,<2.2,NA,<2.2,<2.2
Partner,NPS_FBAR,"Fidalgo Bay Aq Reserve, Weaverling Spit",2020,131,NA,19.2,<1.08,4.25,<1.08,<1.08,<1.08,NA,<1.08,<1.08
Partner,PSEF,Edmonds Ferry,2020,253,NA,22,4.53,1.93,<1.6,<1.6,<1.6,NA,<1.6,<1.6
Partner,PSEH,Everett Harbor,2020,137,NA,18.4,<1.77,4.49,<1.77,<1.77,<1.7,NA,<1.77,<1.77
Partner,PSEM,Edmonds Marina,2020,269,NA,18.2,5.65,<1.82,<1.82,<1.82,<1.82,NA,<1.82,<1.82
Partner,PSHC,Hood Canal,2020,38,NA,9.52,<1.56,<1.56,<1.56,<1.56,<1.56,NA,<1.56,<1.56
Partner,PSKP,Kayak Point,2020,130,NA,9.87,<1.64,<1.64,<1.64,<1.64,<1.64,NA,<1.64,<1.64
Partner,PSMF,Mukilteo,2020,185,NA,18.1,<1.51,1.75,<1.51,<1.51,<1.51,NA,<1.51,<1.51
Partner,PSPT,Port Townsend,2020,890,NA,25.6,<1.52,<1.52,<1.52,<1.52,<1.46,NA,1.71,<1.52
Partner,PSTB,Tulalip Bay,2020,97.9,NA,16.1,<1.61,1.96,<1.61,<1.61,<1.61,NA,<1.61,<1.61
Partner,SIWP,Waterman Point,2020,70.1,NA,36.7,1.72,1.67,<1.22,<1.22,<1.22,NA,<1.22,<1.22
Partner,SJD_JSK,Jamestown,2020,28,NA,16.1,<0.805,<0.805,<0.805,<0.805,<0.805,NA,<0.805,<0.805
Partner,SJD_NBM,Neah Bay Marina,2020,1370,NA,51.3,<1.51,18.4,2.11,3.09,<1.51,NA,<1.51,1.64
Partner,SPS_HIMP,Meyer's Point - Henderson Inlet,2020,53.9,NA,19.7,<1.83,<1.83,<1.83,<1.83,<1.83,NA,<1.83,<1.83
Partner,SPS_PBL,"Purdy, Burley Lagoon",2020,49.4,NA,34,<1.6,<1.67,<1.6,<1.6,<1.6,NA,<1.6,<1.6
Partner,SPS_SH,Shelton,2020,136,NA,79.2,<2.24,<2.24,<2.24,<2.24,<2.24,NA,<2.24,<2.24
Partner,SSBI,Budd Inlet,2020,230,NA,52.5,5.94,2.06,<1.19,<1.19,<1.19,NA,<1.19,<1.19
Partner,WBNA,Nahcotta,2020,10.3,NA,4.04,<1.85,<1.85,<1.85,<1.85,<1.78,NA,<1.85,<1.85
Partner,WPS_SVD,"Silverdale, Dyes Inlet",2020,130,NA,86.1,2.65,2.32,<0.993,<0.993,<0.993,NA,<0.993,<0.993
