latitude,longitude,site_name,site_number,reporting_area,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
47.33775,-122.59014,Donkey Creek Delta,44,11,-1.05793765,-0.925695444,-1.05793765,-1.05793765,-0.859574341,-1.05793765,1.520785372,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-0.575253597,-1.05793765,-1.05793765,-1.05793765,-0.859574341
47.61889,-122.5275,Eagle Harbor Dr,31,10,-1.512416312,-1.306177724,-1.512416312,-1.443670116,-1.168685332,-1.443670116,2.131132075,-1.512416312,-1.512416312,-1.512416312,-1.443670116,-0.824954352,-1.512416312,-1.512416312,-1.512416312,-1.168685332
48.69368,-122.90985,"Eastsound, Fishing Bay",60,7,-1.3776771,-1.157248764,-1.3776771,-1.322570016,-1.10214168,-1.322570016,1.3776771,-1.3776771,-1.3776771,-1.3776771,1.598105437,-0.716392092,-1.3776771,-1.3776771,-1.3776771,-1.10214168
47.81407,-122.3825,Edmonds Ferry,69,9,-1.227714953,-1.052327103,-1.227714953,-1.169252336,-0.993864486,-1.227714953,2.981593458,-1.227714953,-1.227714953,-1.227714953,2.280042056,-0.643088785,-1.227714953,-1.227714953,-1.227714953,-0.993864486
47.8111,-122.388,Edmonds Marina,68,9,0.995700831,-0.81998892,-0.937130194,-0.937130194,-0.761418283,-0.937130194,4.27565651,-0.937130194,-0.995700831,-0.937130194,3.689950139,0.585706371,-0.937130194,-0.937130194,-0.937130194,-0.761418283
47.074603,-123.003527,Eld Inlet,72,13,-1.233361502,-1.072488263,-1.233361502,-1.179737089,-0.965239437,-1.233361502,-1.233361502,-1.233361502,-1.233361502,-1.233361502,-1.179737089,-0.643492958,-1.233361502,-1.233361502,-1.233361502,-0.965239437
47.61862,-122.36108,Elliot Bay Myrtle Edwards,19,10,-1.409149199,-1.20784217,-1.409149199,-1.409149199,-1.140739827,-1.409149199,3.690628853,-1.409149199,-1.409149199,-1.409149199,2.41568434,-0.738125771,-1.409149199,-1.409149199,-1.409149199,-1.140739827
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17",14,10,-1.369357496,-1.198187809,-1.369357496,-1.369357496,-1.141131247,-1.369357496,2.681658429,-1.369357496,-1.369357496,-1.369357496,1.71169687,1.027018122,-1.369357496,-1.369357496,-1.369357496,-1.141131247
47.9726,-122.22977,Everett Harbor,66,8.2,-1.464631937,-1.2649094,-1.464631937,-1.464631937,-1.198335221,-1.464631937,1.86407701,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-0.798890147,-1.464631937,-1.464631937,-1.464631937,-1.198335221
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit",63,7,-2.035089451,-1.78070327,-2.035089451,-2.035089451,-1.653510179,-2.035089451,-2.035089451,-2.035089451,-2.035089451,-2.035089451,-2.035089451,-1.081141271,-2.035089451,-2.035089451,-2.035089451,-1.653510179
47.19483,-122.748665,Filucy Bay,59,13,-1.126875664,-0.948947928,-1.126875664,-1.126875664,-0.889638682,-1.126875664,1.364112646,-1.126875664,-1.126875664,-1.126875664,-1.067566419,-0.593092455,-1.126875664,-1.126875664,-1.126875664,-0.889638682
48.5069444,-123.0194444,Friday Harbor,61,7,-1.378736591,-1.190727056,-1.378736591,-1.378736591,-1.128057211,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-0.752038141,-1.378736591,-1.378736591,-1.378736591,-1.128057211
47.33785,-122.58277,Gig Harbor Boat Launch,58,11,-1.231314168,-1.108182752,-1.231314168,-1.231314168,-0.985051335,-1.231314168,1.723839836,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-0.677222793,-1.231314168,-1.231314168,-1.231314168,-0.985051335
47.5706,-122.9717,Hood Canal Holly,29,12,-1.57078341,-1.365898618,-1.57078341,-1.57078341,-1.297603687,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-0.887834101,-1.57078341,-1.57078341,-1.57078341,-1.297603687
48.024789,-122.998135,Jamestown,2,6,-1.392056221,-1.193191046,-1.392056221,-1.392056221,-1.126902655,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-0.729172306,-1.392056221,-1.392056221,-1.392056221,-1.126902655
47.794695,-122.499858,Kingston Marina,36,10,-1.235049608,-1.105044386,-1.235049608,-1.235049608,-0.975039164,-1.235049608,1.690067885,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-0.65002611,-1.235049608,-1.235049608,-1.235049608,-0.975039164
47.54167,-122.64034,Kitsap St Boat Launch,25,10,-1.163306549,-1.011570912,-1.163306549,-1.163306549,-0.960992366,-1.163306549,4.60264765,-1.163306549,-1.163306549,-1.163306549,2.630084371,1.315042186,-1.163306549,-1.163306549,-1.163306549,-0.960992366
47.30973,-122.68868,Kopachuck State Park,52,13,-1.079580553,-0.944632984,-1.079580553,-1.079580553,-0.877159199,-1.079580553,1.48442326,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-0.587021926,-1.079580553,-1.079580553,-1.079580553,-0.877159199
47.5833538,-122.6414587,Lions Park,37,10,-1.579597031,-1.382147402,-1.579597031,-1.513780488,-1.250514316,-1.579597031,3.554093319,-1.579597031,-1.579597031,-1.579597031,3.027560976,-0.855615058,-1.579597031,-1.579597031,-1.579597031,-1.250514316
48.77636877,-122.5378679,Locust Beach,76,7,-1.472050301,-1.28004374,-1.472050301,-1.408048114,-1.152039366,-1.408048114,-1.472050301,-1.472050301,-1.472050301,-1.472050301,-1.408048114,-0.768026244,-1.472050301,-1.472050301,-1.472050301,-1.152039366
47.57995505,-122.6786,Madrona Pont,28,10,-1.265565749,-1.084770642,-1.265565749,-1.205300714,-1.024505607,-1.205300714,1.627155963,-1.265565749,-1.265565749,-1.265565749,-1.205300714,-0.662915392,-1.265565749,-1.265565749,-1.265565749,-1.024505607
47.55622,-122.54281,"Manchester, Stormwater Outfall",33,10,-1.368227249,-1.231404524,-1.368227249,-1.368227249,-1.094581799,-1.368227249,1.983929511,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-0.752524987,-1.368227249,-1.368227249,-1.368227249,-1.094581799
47.30008,-122.74566,Maple Hollow Park,51,13,-1.177777778,-0.981481481,-1.177777778,-1.112345679,-0.916049383,-1.177777778,1.57037037,-1.177777778,-1.177777778,-1.177777778,-1.112345679,-0.628148148,-1.177777778,-1.177777778,-1.177777778,-0.916049383
48.018127,-122.699524,Maristone Island,11,9,-1.411104879,-1.269994391,-1.411104879,-1.411104879,-1.128883904,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-0.776107684,-1.411104879,-1.411104879,-1.411104879,-1.128883904
47.11795,-122.83359,Meyer's Point - Henderson Inlet,71,13,-1.338246269,-1.189552239,-1.338246269,-1.338246269,-1.040858209,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-0.721166045,-1.338246269,-1.338246269,-1.338246269,-1.040858209
47.4436,-122.360316,Miller Creek,20,11,-1.207395609,-1.016754197,-1.207395609,-1.207395609,-0.95320706,-1.207395609,2.668979768,-1.207395609,-1.207395609,-1.207395609,1.715772708,-0.635471373,-1.207395609,-1.207395609,-1.207395609,-0.95320706
47.3539722,-122.69175,Minter Bay,55,13,-1.25002551,-1.052653061,-1.25002551,-1.25002551,-0.986862245,-1.25002551,1.644770408,-1.25002551,-1.25002551,-1.25002551,1.25002551,-0.657908163,-1.25002551,-1.25002551,-1.25002551,-0.986862245
47.94968,-122.30158,Mukilteo,65,8.2,-1.229963973,-1.100494081,-1.229963973,-1.229963973,-1.035759135,-1.229963973,1.747843541,-1.229963973,-1.294698919,-1.229963973,1.294698919,-0.712084406,-1.229963973,-1.229963973,-1.229963973,-1.035759135
48.52108,-122.61531,N Avenue Park,62,7,-1.248163772,-1.139627792,-1.302431762,-1.248163772,-1.031091811,-1.248163772,1.845111663,-1.248163772,-1.302431762,-1.248163772,1.465235732,1.031091811,-1.248163772,-1.248163772,-1.302431762,-1.031091811
48.255358,-122.507014,North Camano,7,8.1,-1.52350365,-1.333065693,-1.52350365,-1.52350365,-1.269586375,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-0.825231144,-1.52350365,-1.52350365,-1.52350365,-1.269586375
48.02218,-122.728709,Oak Bay County Park,10,9,-1.346577079,-1.154208925,-1.346577079,-1.282454361,-1.090086207,-1.346577079,-1.346577079,-1.346577079,-1.346577079,-1.346577079,-1.282454361,-0.705349899,-1.346577079,-1.346577079,-1.346577079,-1.090086207
48.21423,-122.718972,Penn Cove Reference,3,8.1,-1.389857973,-1.170406714,-1.389857973,-1.316707553,-1.097256294,-1.316707553,-1.389857973,-1.389857973,-1.389857973,-1.389857973,-1.316707553,-0.731504196,-1.389857973,-1.389857973,-1.389857973,-1.097256294
47.2619,-122.7376,Pennrose Point State Park,50,13,-1.122216243,-0.990190802,-1.122216243,-1.122216243,-0.924178082,-1.122216243,1.452279843,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-0.607317025,-1.122216243,-1.122216243,-1.122216243,-0.924178082
47.3062,-122.5145,Point Defiance Ferry,43,11,-1.158039962,-1.042235966,-1.158039962,-1.158039962,-0.92643197,-1.158039962,2.200275928,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-0.636921979,-1.158039962,-1.158039962,-1.158039962,-0.92643197
48.12823,-123.45715,Port Angeles Yacht Club,1,6,-1.382371134,-1.262164948,-1.442474227,-1.382371134,-1.141958763,-1.382371134,-1.442474227,-1.382371134,-1.442474227,-1.382371134,-1.382371134,-0.781340206,-1.382371134,-1.382371134,-1.442474227,-1.141958763
47.38566,-122.627255,Purdy - Dexters,57,13,-1.089991813,-0.975255833,-1.089991813,-1.089991813,-0.917887843,-1.089991813,1.434199754,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-0.631047892,-1.089991813,-1.089991813,-1.089991813,-0.917887843
47.386977,-122.6367089,"Purdy, Burley Lagoon",47,13,-1.046332197,-0.923234291,-1.046332197,-1.046332197,-0.861685339,-1.046332197,1.600272772,-1.046332197,-1.046332197,-1.046332197,1.10788115,-0.578560156,-1.046332197,-1.046332197,-1.046332197,-0.861685339
47.32598,-122.66724,Raft Island Park,53,13,-1.336773619,-1.1257041,-1.336773619,-1.266417112,-1.055347594,-1.336773619,-1.336773619,-1.336773619,-1.336773619,-1.336773619,-1.266417112,-0.703565062,-1.336773619,-1.336773619,-1.336773619,-1.055347594
47.346537,-122.82236,Reach Island,39,13,-1.459528689,-1.284385246,-1.459528689,-1.459528689,-1.167622951,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-0.817336066,-1.459528689,-1.459528689,-1.459528689,-1.167622951
47.578117,-122.524833,Rich Passage,32,10,-0.8919967,-0.773063806,-0.8919967,-0.8919967,-0.71359736,-0.8919967,2.081325633,-0.8919967,-0.8919967,-0.8919967,1.129862486,-0.493571507,-0.8919967,-0.8919967,-0.8919967,-0.71359736
47.60255,-122.66992,Rocky Point,27,10,-1.217726161,-1.095953545,-1.217726161,-1.217726161,-1.035067237,-1.217726161,1.88747555,-1.217726161,-1.278612469,-1.217726161,-1.217726161,0.730635697,-1.217726161,-1.217726161,-1.217726161,-1.035067237
48.02667,-122.75076,S of Skunk Island,9,9,-1.561507644,-1.381333685,-1.561507644,-1.561507644,-1.261217712,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-0.840811808,-1.561507644,-1.561507644,-1.561507644,-1.261217712
47.6663,-122.4018,"Salmon Bay, Commodore Park",16,10,-1.562647059,-1.413823529,-1.562647059,-1.562647059,-1.265,-1.562647059,4.315882353,-1.562647059,-1.562647059,-1.562647059,3.274117647,2.157941176,-1.562647059,-1.562647059,-1.562647059,-1.265
47.29464,-122.53053,Salmon Beach,40,11,-1.547930368,-1.369323017,-1.547930368,-1.547930368,-1.250251451,-1.547930368,1.786073501,-1.547930368,-1.547930368,-1.547930368,-1.488394584,-0.833500967,-1.547930368,-1.547930368,-1.547930368,-1.250251451
47.607,-122.342,"Seattle Aquarium, Pier 59",17,10,-1.166456693,-1.036850394,-1.166456693,-1.166456693,-0.972047244,-1.166456693,3.175354331,-1.166456693,-1.166456693,-1.166456693,2.073700787,1.555275591,-1.166456693,-1.166456693,-1.166456693,-0.972047244
47.671678,-122.406663,Shilshole Bay,18,10,-1.653770492,-1.428256334,-1.653770492,-1.578599106,-1.277913562,-1.578599106,4.359940387,-1.653770492,-1.653770492,-1.653770492,3.38271237,-0.902056632,-1.653770492,-1.653770492,-1.653770492,-1.277913562
47.6427936,-122.6967068,"Silverdale, Dyes Inlet",35,10,-1.233733032,-1.096651584,-1.233733032,-1.233733032,-1.02811086,-1.233733032,2.467466063,-1.233733032,-1.233733032,-1.233733032,1.644977376,0.822488688,-1.233733032,-1.233733032,-1.233733032,-1.02811086
47.66142,-122.49884,Skiff Point,24,10,-2.19020462,-1.953425743,-2.19020462,-2.19020462,-1.775841584,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-1.183894389,-2.19020462,-2.19020462,-2.19020462,-1.775841584
47.63237,-122.37869,"Smith Cove, Terminal 91",15,10,1.755804369,-0.975446872,-1.105506455,-1.105506455,-0.91041708,-1.105506455,11.05506455,-1.105506455,-1.105506455,-1.105506455,6.502979146,2.145983118,-1.105506455,-1.105506455,-1.105506455,-0.91041708
47.17650485,-122.9046464,Squaxin Island,38,13,-1.359455056,-1.165247191,-1.359455056,-1.294719101,-1.100511236,-1.359455056,-1.359455056,-1.359455056,-1.359455056,-1.359455056,-1.294719101,-0.712095506,-1.359455056,-1.359455056,-1.359455056,-1.100511236
47.7296079,-122.5506191,Suquamish Stormwater Outfall,34,10,-0.902177419,-0.773294931,-0.902177419,-0.902177419,-0.708853687,-0.902177419,2.062119816,-0.902177419,-0.902177419,-0.902177419,1.095501152,-0.483309332,-0.902177419,-0.902177419,-0.902177419,-0.708853687
47.259189,-122.434689,Thea Foss Waterway,46,11,-1.427922465,-1.233205765,-1.427922465,-1.363016899,-1.168300199,-1.427922465,3.959239563,-1.427922465,-1.427922465,-1.427922465,2.661128231,1.233205765,-1.427922465,-1.427922465,-1.427922465,-1.168300199
47.44896,-122.372267,Three Tree Point,22,11,-1.354965209,-1.178230616,-1.354965209,-1.354965209,-1.060407555,-1.354965209,2.827753479,-1.354965209,-1.354965209,-1.354965209,1.531699801,-0.70693837,-1.354965209,-1.354965209,-1.354965209,-1.060407555
48.0617,-122.2939,Tulalip Bay,67,8.2,-1.297788235,-1.168009412,-1.297788235,-1.297788235,-1.038230588,-1.297788235,1.752014118,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-0.713783529,-1.297788235,-1.297788235,-1.297788235,-1.038230588
48.0697859,-122.2997764,Tulalip Reservation,70,8.2,-1.00217161,-0.884269068,-1.00217161,-1.00217161,-0.825317797,-1.00217161,1.061122881,-1.00217161,-1.061122881,-1.00217161,-1.00217161,-0.560037076,-1.00217161,-1.00217161,-1.00217161,-0.825317797
47.052362,-122.910912,West Bay Park,73,13,-1.619665484,-1.417207299,-1.619665484,-1.552179422,-1.282235175,-1.619665484,4.993968576,-1.619665484,-1.619665484,-1.619665484,2.969386721,-0.877318804,-1.619665484,-1.619665484,-1.619665484,-1.282235175
47.66586,-122.56698,Williams Olson Park,26,10,-1.385764059,-1.205012225,-1.385764059,-1.325513447,-1.084511002,-1.385764059,1.44601467,-1.385764059,-1.385764059,-1.385764059,-1.325513447,-0.723007335,-1.385764059,-1.385764059,-1.385764059,-1.084511002
