latitude,longitude,site_name,p450,sod,ci1,ci2,ci3,shell,site_number,reporting_area,km4,km5,hc4,hc5,p16,p42,plmw,phmw,pcb,arsenic,cadmium,copper,lead,mercury,zinc
48.04906,-122.7724,Chimacum Creek delta,2641298.75,1.903875,0.03225,0.63525,0.052,0.90375,8,9,3,5,3,3,2,2,2,1,1,8.352941176,1.835294118,30.47058824,0.291764706,0.032647059,94.70588235
48.68975,-122.50434,"Chuckanut, Clark's Point",2740842.75,11.211,0.03375,0.69025,0.055,0.7275,74,7,2,4,4,4,2,2,2,2,1,7.513812155,1.602209945,9.889502762,0.238121547,0.035138122,87.29281768
47.29,-122.41,Comm Bay Skookum,5760190,9.0745,0.0325,0.66725,0.053,0.755,45,11,1,2,1,1,5,5,5,5,5,8.441558442,1.974025974,6.688311688,0.292857143,0.033961039,92.20779221
47.292549,-122.412175,"Comm Bay, Dick Gilmur Launch",3676585,14.00875,0.03475,0.70825,0.05225,0.8325,48,11,1,2,1,1,5,4,5,5,5,7.34939759,1.608433735,5.873493976,0.271686747,0.032831325,75.90361446
47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",7394026.6,8.1685,0.0356,0.6736,0.0534,0.821,49,11,1,2,1,1,4,4,4,4,4,8.141025641,1.692307692,10.64102564,0.249358974,0.035512821,78.84615385
47.40301418,-122.3305538,Des Moines Marina,8935555.25,8.79275,0.03225,0.653,0.049,0.995,21,11,4,2,1,1,5,5,5,6,4,8.536585366,1.969512195,6.463414634,0.278658537,0.040853659,93.90243902
48.064957,-122.857524,Discovery Bay,3982486.25,9.3325,0.03375,0.68325,0.059,0.79375,12,6,3,5,3,3,2,2,2,3,1,8.524590164,1.928961749,5.628415301,0.209836066,0.032568306,92.34972678
47.33775,-122.59014,Donkey Creek Delta,2884111.333,2.500625,0.03475,0.71175,0.052,0.73375,44,11,1,2,1,1,4,4,4,5,5,8.915662651,1.93373494,7.34939759,0.885542169,0.030240964,92.77108434
47.61889,-122.5275,Eagle Harbor Dr,1846400.75,12.60975,0.04425,0.70175,0.058,0.8925,31,10,4,1,2,2,5,5,4,6,5,8.536585366,1.932926829,8.475609756,0.62804878,0.04597561,79.26829268
48.69368,-122.90985,"Eastsound, Fishing Bay",3018580.5,7.731875,0.03225,0.68475,0.0495,0.465,60,7,2,4,4,4,4,4,4,5,1,9.027027027,1.72972973,6,0.206486486,0.03,90.81081081
47.81407,-122.3825,Edmonds Ferry,8264243.75,0.206375,0.0385,0.703,0.057,0.69,69,9,4,1,2,2,4,4,4,5,3,8.352272727,1.732954545,6.988636364,0.326704545,0.036647727,89.20454545
47.8111,-122.388,Edmonds Marina,20688193,13.85375,0.034,0.69675,0.0515,0.765,68,9,4,1,2,2,5,4,4,5,3,8.275862069,1.747126437,8.563218391,0.331034483,0.051954023,81.6091954
47.074603,-123.003527,Eld Inlet,9802343.25,9.86125,0.034,0.7155,0.06225,0.7075,72,13,1,3,1,1,1,2,1,2,2,8.850574713,1.712643678,6.206896552,0.250574713,0.028563218,91.95402299
47.61862,-122.36108,Elliot Bay Myrtle Edwards,2435519.6,11.726,0.035,0.6948,0.0582,0.824,19,10,4,1,2,2,5,5,5,6,5,8.170731707,1.798780488,6.402439024,0.284756098,0.039329268,89.02439024
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17",9192957.75,5.5,0.03425,0.65325,0.0465,0.85625,14,10,4,1,2,2,5,5,5,6,5,7.988505747,1.816091954,9.08045977,0.279310345,0.033390805,94.82758621
47.9726,-122.22977,Everett Harbor,5813892.75,2.31775,0.0345,0.65825,0.04925,0.77625,66,8.2,4,1,2,2,3,3,3,4,3,8.35443038,1.702531646,6.455696203,0.365189873,0.041329114,72.78481013
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit",3204999,11.87725,0.03725,0.712,0.05525,0.7625,63,7,2,4,4,4,3,4,5,5,1,8.493975904,1.746987952,9.277108434,0.239156627,0.039759036,81.92771084
47.19483,-122.748665,Filucy Bay,10877772,5.009,0.037,0.6525,0.04575,0.85625,59,13,1,3,1,1,1,1,1,1,4,8.117647059,1.741176471,5.747058824,0.228823529,0.042352941,77.64705882
48.5069444,-123.0194444,Friday Harbor,5444136.6,6.7096,0.0328,0.6726,0.0458,0.75,61,7,2,4,4,4,5,4,3,5,1,9.388888889,1.777777778,7,0.183888889,0.033333333,93.33333333
47.33785,-122.58277,Gig Harbor Boat Launch,3843185.75,14.972,0.03025,0.62675,0.05225,0.965,58,11,1,2,1,1,4,4,3,5,4,8.343558282,1.901840491,6.625766871,0.463190184,0.036748466,84.66257669
47.5706,-122.9717,Hood Canal Holly,788015,1.640416667,0.034333333,0.689833333,0.054833333,0.676666667,29,12,3,3,1,1,1,1,2,1,1,9.285714286,2.311688312,6.753246753,0.085064935,0.028831169,82.46753247
48.024789,-122.998135,Jamestown,3175079,7.752666667,0.033833333,0.7035,0.054833333,0.573333333,2,6,3,5,3,3,1,1,1,1,2,8.789808917,1.872611465,7.388535032,0.175159236,0.031847134,78.98089172
47.794695,-122.499858,Kingston Marina,5460804.75,4.371,0.03125,0.63675,0.04825,0.81125,36,10,4,1,2,2,3,2,2,3,3,8.145695364,1.933774834,5.649006623,0.219205298,0.048145695,82.78145695
47.54167,-122.64034,Kitsap St Boat Launch,2852984.25,10.748,0.033,0.71075,0.05175,0.8325,25,10,4,1,2,2,4,4,5,5,5,8.153846154,1.548717949,8.307692308,0.50974359,0.031589744,87.17948718
47.30973,-122.68868,Kopachuck State Park,7013734.75,4.72575,0.4115,0.6895,0.63125,0.7775,52,13,1,3,1,1,1,1,1,1,2,8.366013072,2.078431373,5.470588235,0.173856209,0.040065359,84.31372549
47.5833538,-122.6414587,Lions Park,6373166.5,10.424,0.0275,0.678,0.05375,0.75,37,10,4,1,2,2,2,2,2,3,5,8.5625,1.925,6.16875,0.34875,0.0365,94.375
48.77636877,-122.5378679,Locust Beach,2368800.25,6.15025,0.03275,0.731,0.047,0.6875,76,7,2,4,4,4,1,1,2,1,1,8.963414634,1.774390244,6.829268293,0.25,0.031280488,82.92682927
47.57995505,-122.6786,Madrona Pont,7017559.75,4.52025,0.032,0.66025,0.0455,0.805,28,10,4,1,2,2,2,2,2,3,4,8.75,1.721590909,5.670454545,0.511363636,0.030568182,85.22727273
47.55622,-122.54281,"Manchester, Stormwater Outfall",7715455.75,3.407625,0.03425,0.73075,0.062,0.60625,33,10,4,1,2,2,3,3,3,4,3,8.164556962,1.930379747,5.113924051,0.270253165,0.029810127,83.5443038
47.30008,-122.74566,Maple Hollow Park,13508380.33,4.6215,0.0365,0.71025,0.05425,0.775,51,13,1,3,1,1,2,2,2,2,3,9.679487179,2.237179487,5.698717949,0.159615385,0.039679487,89.74358974
48.018127,-122.699524,Maristone Island,4711148.333,5.722,0.033666667,0.7255,0.055666667,0.699166667,11,9,3,5,3,3,1,1,2,1,2,8.783783784,2.087837838,5.871621622,0.168243243,0.031351351,81.08108108
47.11795,-122.83359,Meyer's Point - Henderson Inlet,2252669.75,15.21175,0.036,0.7025,0.05625,0.78875,71,13,1,3,1,1,1,2,2,1,4,7.8,1.986666667,5.773333333,0.204666667,0.035133333,75.33333333
47.4436,-122.360316,Miller Creek,15899206.5,4.015375,0.0345,0.6955,0.05575,0.82125,20,11,4,2,1,1,2,2,3,3,4,8.711656442,1.969325153,5.355828221,0.235582822,0.041595092,87.73006135
47.3539722,-122.69175,Minter Bay,8029787,5.00975,0.03675,0.6505,0.051,0.9175,55,13,1,3,1,1,2,1,1,2,2,9.487179487,2.256410256,8.397435897,0.264102564,0.037051282,100
47.94968,-122.30158,Mukilteo,8713508,7.6065,0.03275,0.699,0.05075,0.79125,65,8.2,4,1,2,2,4,4,4,4,2,8.129032258,1.858064516,7.225806452,0.265806452,0.050645161,70.96774194
48.52108,-122.61531,N Avenue Park,6764939.25,1.446375,0.03675,0.6935,0.057,0.8225,62,7,2,4,4,4,5,5,5,6,2,10.28409091,1.926136364,5.795454545,0.447159091,0.036420455,94.88636364
48.255358,-122.507014,North Camano,12423809,0.75175,0.03225,0.70175,0.05225,0.7675,7,8.1,2,4,4,4,1,1,1,1,1,9.069767442,1.76744186,6.686046512,0.265697674,0.045581395,75
48.02218,-122.728709,Oak Bay County Park,2335225.75,11.8395,0.0345,0.6845,0.056,0.77375,10,9,3,5,3,3,1,1,1,1,2,8.121212121,1.890909091,5.527272727,0.183030303,0.036,73.93939394
48.21423,-122.718972,Penn Cove Reference,2290809.25,12.593,0.0335,0.70375,0.0575,0.60625,3,8.1,3,5,3,3,1,1,2,1,2,10,2.256944444,6.75,0.233333333,0.046319444,88.19444444
47.2619,-122.7376,Pennrose Point State Park,7562838.75,4.423,0.02625,0.6765,0.06475,0.8575,50,13,1,3,1,1,2,2,2,2,4,8.853503185,1.98089172,6.089171975,0.161783439,0.037452229,89.17197452
47.3062,-122.5145,Point Defiance Ferry,2116286.75,6.454,0.03675,0.71425,0.05475,0.83875,43,11,1,2,1,1,5,4,4,5,4,8.087431694,1.546448087,6.93989071,0.39726776,0.027377049,92.89617486
48.12823,-123.45715,Port Angeles Yacht Club,5668182.167,7.99825,1.824166667,0.734333333,2.625333333,0.800833333,1,6,3,5,3,5,5,5,5,6,5,8.596491228,1.783625731,7.134502924,0.257309942,0.028128655,91.8128655
47.38566,-122.627255,Purdy - Dexters,4578794.25,1.760875,0.034,0.679,0.049,0.84375,57,13,1,2,1,1,2,1,1,1,2,9.18128655,1.935672515,5.906432749,0.198245614,0.039122807,87.71929825
47.386977,-122.6367089,"Purdy, Burley Lagoon",3937235,10.05025,0.03275,0.69325,0.053,0.915,47,13,1,2,1,1,2,2,2,2,4,9.005847953,1.842105263,6.549707602,0.246783626,0.035906433,90.64327485
47.32598,-122.66724,Raft Island Park,4185580.75,3.778125,0.0355,0.7245,0.0525,0.65375,53,13,1,3,1,1,2,1,1,2,2,8.095238095,2.115646259,7.755102041,0.218367347,0.035714286,80.95238095
47.346537,-122.82236,Reach Island,5721095,4.58375,0.03225,0.6665,0.054,0.77,39,13,1,3,1,1,2,2,2,2,1,9.341317365,2.041916168,9.041916168,0.158682635,0.02497006,105.988024
47.578117,-122.524833,Rich Passage,5061124.75,2.31975,0.03475,0.71225,0.0535,0.81,32,10,4,1,2,2,3,3,3,3,4,8.465909091,1.710227273,7.102272727,0.303409091,0.033011364,89.20454545
47.60255,-122.66992,Rocky Point,9469801.25,9.8955,0.034,0.71425,0.0615,0.68875,27,10,4,1,2,2,3,3,3,3,5,8.69047619,2,6.130952381,0.411904762,0.03422619,101.1904762
48.02667,-122.75076,S of Skunk Island,4092598.333,10.11125,0.034,0.71075,0.0585,0.78625,9,9,3,5,3,3,3,2,2,3,1,8,1.748571429,5.702857143,0.462285714,0.028685714,76
47.6663,-122.4018,"Salmon Bay, Commodore Park",4444677.5,3.79425,0.03425,0.71825,0.05725,0.7075,16,10,4,1,2,2,5,5,5,6,5,7.703703704,1.955555556,7.555555556,0.556296296,0.039481481,80.74074074
47.29464,-122.53053,Salmon Beach,1550935.333,7.299625,0.03325,0.684,0.054,0.86375,40,11,1,2,1,1,4,4,3,5,3,7.877094972,1.832402235,4.770949721,0.187150838,0.023798883,79.32960894
47.607,-122.342,"Seattle Aquarium, Pier 59",3037049.5,15.6175,0.0365,0.704,0.05075,0.8425,17,10,4,1,2,2,5,5,5,6,5,8.819875776,1.98136646,7.763975155,0.418012422,0.039254658,85.0931677
47.671678,-122.406663,Shilshole Bay,2710238.75,9.90675,0.03225,0.7285,0.053,0.55625,18,10,4,1,2,2,5,5,5,6,5,8.027210884,1.537414966,7.959183673,0.413605442,0.042040816,76.8707483
47.6427936,-122.6967068,"Silverdale, Dyes Inlet",1419996,28.254,0.0345,0.698,0.05875,0.6875,35,10,4,1,2,2,3,3,3,4,5,9.496855346,1.86163522,7.86163522,0.468553459,0.039245283,82.38993711
47.66142,-122.49884,Skiff Point,5612257.75,4.779,0.0335,0.70725,0.053,0.55875,24,10,4,1,2,2,4,4,4,4,1,8.820224719,1.893258427,6.235955056,0.22247191,0.039325843,92.69662921
47.63237,-122.37869,"Smith Cove, Terminal 91",3958466.25,7.5955,0.03575,0.701,0.06275,0.74,15,10,4,1,2,2,5,5,5,6,5,8.562874251,1.77245509,7.724550898,0.55748503,0.032814371,110.7784431
47.17650485,-122.9046464,Squaxin Island,6185908.75,6.574125,0.03475,0.68175,0.055,0.85625,38,13,1,3,1,1,2,2,1,2,2,8.21656051,2.286624204,6.369426752,0.181528662,0.032356688,89.17197452
47.7296079,-122.5506191,Suquamish Stormwater Outfall,3575218.5,5.81925,0.02825,0.665,0.0595,1.02125,34,10,4,1,2,2,4,4,4,4,4,8.674698795,1.891566265,6.385542169,0.208433735,0.032710843,82.53012048
47.259189,-122.434689,Thea Foss Waterway,3660950,11.7874,0.0292,0.6148,0.0448,0.897,46,11,1,2,1,1,5,5,5,6,5,7.51552795,1.925465839,9.130434783,0.461490683,0.025465839,86.95652174
47.44896,-122.372267,Three Tree Point,7868514.75,7.91575,0.03475,0.7265,0.0605,0.8125,22,11,4,2,1,1,3,3,3,3,3,8.448275862,1.74137931,6.034482759,0.186781609,0.029310345,86.20689655
48.0617,-122.2939,Tulalip Bay,5438866.5,6.253833333,0.033833333,0.709333333,0.054666667,0.874166667,67,8.2,4,1,2,2,4,3,3,4,2,8.867924528,1.981132075,7.547169811,0.264779874,0.041572327,69.81132075
48.0697859,-122.2997764,Tulalip Reservation,5097254.75,3.952125,0.03225,0.68925,0.049,0.78375,70,8.2,4,1,2,2,3,2,2,3,1,7.743902439,1.835365854,5.853658537,0.201219512,0.031097561,68.29268293
47.052362,-122.910912,West Bay Park,8508351.5,4.628,0.03275,0.68675,0.05625,0.7725,73,13,1,3,1,1,3,3,3,4,4,8.205128205,1.852564103,6.602564103,0.202564103,0.031666667,78.20512821
47.66586,-122.56698,Williams Olson Park,3067078.5,6.457625,0.034,0.6875,0.05125,0.67125,26,10,4,1,2,2,3,2,2,4,3,8.571428571,1.662857143,10.17142857,0.349142857,0.0308,86.85714286
