latitude,longitude,sample_id,site_number,site_name,reporting_area,p450,sod,shell,weight_initial,weight_change,weight_final,length,height,width,ibr1bio,ibr1morph,ibr1overall,ci1,ci2,ci3
48.68975,-122.50434,26,74,"Chuckanut, Clark's Point",7,0.054267034,-0.552713238,4.290135251,-1.208922288,-0.965596297,-1.292965094,-2.338408993,-1.179087906,-0.833070464,-0.249223102,-0.50398797,-0.376605536,2.173047238,0.229061424,1.63728222
48.68975,-122.50434,27,74,"Chuckanut, Clark's Point",7,0.777791151,0.152629863,-2.906220654,-3.57078204,-2.725938382,-4.147545463,0.571144251,-3.723239727,-1.13975025,0.465210507,-2.52033318,-1.027561337,-1.123354928,1.36089434,-2.671355202
48.68975,-122.50434,28,74,"Chuckanut, Clark's Point",7,-1.105794523,1.005372101,0.968740218,-2.812362631,-3.040134054,-0.940275628,-2.627263557,-2.488359018,-0.974967081,-0.050211211,-1.702088822,-0.876150016,-0.810288801,-2.51967566,-0.258518245
47.29,-122.41,37,45,Commencement Bay Skookum,11,3.70746092,-0.631576471,1.965158728,-2.277007754,-2.55667472,-0.513190727,-1.870989789,-2.994213767,-0.457731024,1.537942224,-1.243521293,0.147210466,-0.810288801,-2.304088438,-0.430863742
47.29,-122.41,38,45,Commencement Bay Skookum,11,3.542148954,-1.135871975,4.290135251,-2.951449927,-3.132171171,-1.138663453,-2.333157092,-2.860311039,-1.405234243,1.203138489,-1.361550239,-0.079205875,-0.214849303,-2.465778855,-0.603209239
47.29,-122.41,39,45,Commencement Bay Skookum,11,3.573371324,0.634527136,1.190166553,-3.469309547,-3.188239759,-2.623816752,-1.597890929,-3.797630131,-1.382347692,2.10394923,-2.124152608,-0.010101689,-0.227126406,-0.956668299,-1.292591227
47.29,-122.41,40,45,Commencement Bay Skookum,11,2.128131398,-0.754699682,5.729406432,-4.282839017,-4.1191899,-2.761586075,-3.204972685,-3.41080003,-1.890429129,0.686715858,-1.991487201,-0.652385671,-0.675240667,-2.142398021,-0.775554736
47.292549,-122.412175,114,48,"Commencement Bay, Dick Gilmur Launch",11,1.1668765,2.470779729,0.636600715,-1.997083635,-1.048112332,-3.557892761,0.754960792,-3.633971242,-1.002430942,1.818828114,-1.406847058,0.205990528,1.902950971,2.384933646,-1.464936724
47.292549,-122.412175,115,48,"Commencement Bay, Dick Gilmur Launch",11,2.113537893,-0.175296336,7.168677613,1.512465004,1.273973531,1.448644429,1.721310606,0.561647551,-0.210556271,0.969120778,1.925166066,1.447143422,0.914644176,-0.040422604,-0.603209239
47.292549,-122.412175,116,48,"Commencement Bay, Dick Gilmur Launch",11,1.576147864,-1.029782149,5.840119599,-2.661903417,-2.711127811,-1.323274345,-1.109464121,-2.205675483,-0.723215018,0.273182857,-0.699220085,-0.213018614,-1.731071528,-1.711223577,-1.292591227
47.292549,-122.412175,117,48,"Commencement Bay, Dick Gilmur Launch",11,0.056068134,-0.5061732,6.393685438,1.874616833,1.719348542,1.423845951,1.632028286,0.606281794,-0.123587376,-0.225052533,1.932317067,0.853632267,1.510083674,0.336855035,-0.258518245
47.2694,-122.4243,157,49,"Commencement Bay, Milwaukee Waterway",11,1.777543097,-1.015699429,4.732987922,0.169703997,-0.091772642,0.773574747,0.576396153,-2.562749423,-0.5813184,0.380921834,0.430974622,0.405948228,2.258986959,-0.741081076,-0.603209239
47.2694,-122.4243,158,49,"Commencement Bay, Milwaukee Waterway",11,9.800054167,0.492895207,7.722243451,-2.37935501,-2.319705593,-1.452777509,-1.687173249,-3.276897302,-0.997853632,5.146474687,-0.627359835,2.259557426,0.693656322,-1.118358715,-0.430863742
47.2694,-122.4243,159,49,"Commencement Bay, Milwaukee Waterway",11,1.054701939,-0.915376813,3.183003573,-3.679252636,-3.456945822,-2.585241342,-2.968637132,-5.523487507,-1.780573683,0.069662563,-2.40159065,-1.165964044,2.314233923,-1.387842743,-0.258518245
47.2694,-122.4243,160,49,"Commencement Bay, Milwaukee Waterway",11,5.315736884,0.159738283,3.183003573,-3.892694777,-3.428382579,-3.331951072,-2.553736941,-5.344950537,-1.245028385,2.737737584,-2.373391531,0.182173026,0.84712011,-0.471597049,-0.775554736
47.2694,-122.4243,161,49,"Commencement Bay, Milwaukee Waterway",11,5.041970588,-1.688652273,4.954414257,-3.601398741,-4.112842512,-0.631672345,-2.553736941,-5.419340941,-2.023171126,1.676659157,-1.912535478,-0.11793816,0.64454791,-4.406063855,-1.464936724
47.40301418,-122.3305538,1,21,Des Moines Marina,11,2.515894979,-1.148881726,6.061545935,-1.979588377,-2.228726375,-0.430529134,-0.52125119,-2.919823362,-0.489772196,0.683506627,-0.358306386,0.16260012,-1.043553758,-1.980707604,-1.464936724
47.40301418,-122.3305538,2,21,Des Moines Marina,11,7.384319583,-1.097513328,11.92934383,-0.740049389,-1.284023561,1.013293369,0.061709839,-2.562749423,-0.553854539,3.143403128,1.123381446,2.133392287,0.28237337,-2.142398021,-1.12024573
47.40301418,-122.3305538,3,21,Des Moines Marina,11,1.099024856,-1.009798099,7.500817116,-2.046945119,-2.730169973,0.663359289,0.119480751,-2.994213767,-0.393648681,0.044613379,0.016954231,0.030783805,-2.516806123,-3.651508577,-2.326664208
47.40301418,-122.3305538,4,21,Des Moines Marina,11,12.9484382,1.217417631,8.940088297,-2.352237361,-2.839133456,-0.014465779,-1.702928952,-4.050557505,-0.965812461,7.082927916,-0.426435317,3.328246299,0.085939721,-3.166437327,-0.947900233
48.064957,-122.857524,162,12,Discovery Bay,6,2.833879676,0.659741911,3.072290405,-1.58419556,-1.791814547,-0.323069062,0.51862524,-3.128116494,-1.112286388,1.746810794,-0.621223772,0.562793511,0.36217454,-1.54953316,-1.981973214
48.064957,-122.857524,163,12,Discovery Bay,6,3.137543871,-1.489817676,4.400848419,-0.855518088,-1.024838579,-0.028242711,-1.440333894,-3.23226306,0.892575497,0.823863098,-0.183967488,0.319947805,-0.036831309,-0.956668299,0.603209239
48.064957,-122.857524,164,12,Discovery Bay,6,-0.700246994,0.451183531,3.183003573,1.019098745,0.486897503,1.944613991,-1.487601004,3.06116513,0.178515099,-0.124531732,1.197956148,0.536712208,-0.386728746,-1.118358715,1.981973214
48.064957,-122.857524,165,12,Discovery Bay,6,0.825630673,-1.370315736,5.950832767,1.620060837,1.102594073,2.231174183,0.508121438,-0.137622248,0.201401651,-0.272342531,1.639508957,0.683583213,1.233848855,-0.794977882,0.430863742
47.33775,-122.59014,265,44,Donkey Creek Delta,11,1.93112674,-1.66363868,3.293716741,-0.702434586,-0.212373001,-1.659431493,0.828487408,-3.574458919,-0.251752063,0.13374403,-0.325463702,-0.095859836,2.044137656,1.306997535,-0.947900233
47.33775,-122.59014,266,44,Donkey Creek Delta,11,0.049101598,-1.688652273,0.636600715,-1.661174692,-1.387697554,-1.618100696,0.697189879,-4.154704071,0.466885644,-0.819775337,-1.003000111,-0.911387724,-0.822565904,0.121267813,-1.809627717
47.33775,-122.59014,267,44,Donkey Creek Delta,11,-0.376531934,-0.856631752,1.965158728,-1.592068426,-1.031185966,-2.326235015,-0.531754993,-1.476649522,0.036618482,-0.616581843,-0.708016673,-0.662299258,-0.570885291,1.145307118,-0.430863742
47.33775,-122.59014,268,44,Donkey Creek Delta,11,3.943654594,-1.205480849,5.397266928,-0.3534042,-0.574174078,0.382309871,0.193007368,-1.104697501,-1.377770382,1.369086873,0.366076858,0.867581865,2.031860553,-0.848874688,-0.603209239
47.61889,-122.5275,57,31,Eagle Harbor Dr,10,0.523211661,-0.172613913,4.622274754,-3.549787731,-3.041191952,-3.260311024,-2.422439411,-5.791292962,-2.956942415,0.175298874,-2.342812963,-1.083757045,6.077166004,-0.040422604,-0.430863742
47.61889,-122.5275,58,31,Eagle Harbor Dr,10,-1.217922232,-1.447837758,6.725824942,-1.53258455,-0.980406867,-2.273882673,-1.9182569,-8.127151652,-1.460161966,-1.332879995,-1.366659952,-1.349769974,10.1040558,1.145307118,1.12024573
47.61889,-122.5275,59,31,Eagle Harbor Dr,10,-0.245593137,-0.006437815,9.161514632,0.635077844,0.559892457,0.544877672,-0.232396626,-4.764705385,-1.272492247,-0.126015476,0.661681192,0.267832858,7.802098981,0.067371007,0.603209239
47.61889,-122.5275,60,31,Eagle Harbor Dr,10,-0.661345397,1.635875603,4.84370109,-3.909315271,-3.702378132,-2.670658322,-2.622011656,-7.36836953,-1.647831686,0.487265103,-2.43955193,-0.976143413,2.780763838,-1.603429966,-0.947900233
48.69368,-122.90985,49,60,"Eastsound, Fishing Bay",7,2.971253419,-1.688652273,-5.56333668,-2.420468865,-2.281621269,-1.681474585,-0.02232058,-3.023969928,-0.782720051,0.641300573,-2.253701708,-0.806200568,-0.920782728,-0.848874688,-1.809627717
48.69368,-122.90985,50,60,"Eastsound, Fishing Bay",7,-1.685460397,-0.379026355,-4.456205002,-4.8015734,-4.102263533,-4.439616427,-2.317401388,-4.645680738,-1.991129954,-1.032243376,-3.821981492,-2.427112434,-0.171879443,-0.040422604,-1.63728222
48.69368,-122.90985,51,60,"Eastsound, Fishing Bay",7,2.701549734,0.024141806,-0.581244131,-4.314330481,-4.045137047,-3.05365704,-2.826835801,-2.845432958,-1.432698105,1.36284577,-2.728476509,-0.682815369,-1.93978228,-1.657326771,-1.12024573
48.69368,-122.90985,52,60,"Eastsound, Fishing Bay",7,-1.364453744,-0.564381777,-1.909802144,-3.630265915,-3.464351107,-2.411651995,-2.322653289,-3.470312353,-1.90416106,-0.964417761,-2.730456838,-1.847437299,0.374451643,-1.54953316,-0.947900233
47.81407,-122.3825,227,69,Edmonds Ferry,9,12.66693591,-1.57927648,6.172259103,-2.145793323,-1.953672924,-1.667697652,-1.82897458,-3.321531545,-1.437275415,5.543829717,-0.883240905,2.330294406,2.50452902,-0.471597049,0.086172748
47.81407,-122.3825,228,69,Edmonds Ferry,9,4.320830518,-1.688652273,1.300879721,-2.591047624,-1.988583554,-2.982016992,-0.489739783,-2.488359018,-2.187954294,1.316089123,-1.632403078,-0.158156978,2.30195682,0.87582309,-1.292591227
47.81407,-122.3825,229,69,Edmonds Ferry,9,3.201678888,-1.688652273,4.732987922,1.409242985,1.200978577,1.310875106,0.455602426,-0.762501642,-1.171791421,0.756513308,1.025056279,0.890784793,4.560943779,0.013474201,0.430863742
47.81407,-122.3825,230,69,Edmonds Ferry,9,1.338824334,-1.688652273,-4.788344506,-2.542935666,-2.320763491,-1.96527939,-2.558988842,-2.622261746,-1.949934162,-0.174913969,-2.678358257,-1.426636113,2.756209632,-0.57939066,0.430863742
47.8111,-122.388,21,68,Edmonds Marina,9,0.342249316,-0.745579444,1.300879721,-4.350195758,-3.529940776,-4.508501088,-2.905614318,-5.106901244,-2.10556271,-0.201665064,-3.029405168,-1.615535116,2.394035093,0.821926285,-0.430863742
47.8111,-122.388,22,68,Edmonds Marina,9,3.975119333,-0.159738283,6.172259103,-0.99635491,-0.861922304,-0.893434058,0.06696174,-2.637139827,-0.549277229,1.907690525,0.043013216,0.975351871,1.141770583,-0.040422604,-0.775554736
47.8111,-122.388,23,68,Edmonds Marina,9,45.41078669,1.432145584,5.729406432,-2.270009651,-2.532343068,-0.554521524,-1.030685603,-4.065435586,-0.544699918,23.42146614,-0.752612703,11.33442672,-0.423560055,-2.250191632,-1.292591227
47.8111,-122.388,24,68,Edmonds Marina,9,2.710590373,0.149545076,0.85802705,-3.009184277,-2.577832677,-2.764341462,-0.720823435,-3.797630131,-0.347875578,1.430067725,-1.765665787,-0.167799031,-1.233848855,-0.040422604,-1.63728222
47.074603,-123.003527,186,72,Eld Inlet,13,2.52286602,-0.217008012,0.525887547,-1.341011482,-0.691600744,-2.422673541,-1.976027813,-0.450061945,0.19224703,1.152929004,-0.880462992,0.136233006,0.110493927,1.576481563,1.464936724
47.074603,-123.003527,187,72,Eld Inlet,13,-1.154181853,-0.007108421,0.304461211,-3.136899656,-2.896259942,-2.337256561,-3.32051451,-4.794461547,-0.453153714,-0.580645137,-2.376297817,-1.478471477,0.840981558,-0.902771493,0.603209239
47.074603,-123.003527,188,72,Eld Inlet,13,12.90402879,-0.744774717,5.065127425,4.193613204,3.915544556,3.01094855,1.815844827,3.447995232,1.441852725,6.079627035,3.27013236,4.674879697,0.220987855,0.87582309,1.12024573
47.074603,-123.003527,189,72,Eld Inlet,13,12.79887032,-0.496650599,3.072290405,4.011662527,3.819275848,2.685812948,2.908240269,4.13238695,1.034472114,6.151109859,3.094877295,4.622993577,-0.374451643,0.983616702,0.086172748
47.61862,-122.36108,69,19,Elliot Bay Myrtle Edwards,10,-0.436700747,0.107565158,6.28297227,-0.111094885,-0.594274138,1.195148875,-1.125219824,1.811406341,-0.741524259,-0.164567794,0.959630626,0.397531416,-0.208710752,-1.54953316,0.603209239
47.61862,-122.36108,70,19,Elliot Bay Myrtle Edwards,10,0.064771799,0.500808355,2.961577238,-3.613645421,-2.98194967,-3.615755877,-2.012791121,-5.38958478,-0.819338533,0.282790077,-2.210212595,-0.963711259,0.773457491,0.444648646,-0.775554736
47.61862,-122.36108,71,19,Elliot Bay Myrtle Edwards,10,0.750832315,-0.508050896,0.193748044,-3.772852263,-3.52782498,-2.6954568,-3.073675156,-3.857142455,-1.52424431,0.12139071,-2.608206846,-1.243408068,0.343758885,-1.333945938,-0.258518245
47.61862,-122.36108,72,19,Elliot Bay Myrtle Edwards,10,-0.259681181,-1.203469032,7.27939078,0.859017139,0.697419182,0.889300979,0.938777333,-0.226890733,-0.997853632,-0.731575106,1.348451578,0.308438236,2.479974814,-0.09431941,-0.430863742
47.61862,-122.36108,73,19,Elliot Bay Myrtle Edwards,10,0.532698295,0.521731253,7.390103948,3.550662494,3.063936757,3.203825601,0.870502618,4.251411596,-0.013731931,0.527214774,3.188101583,1.857658179,1.522360777,0.121267813,1.464936724
47.58766,-122.35065,29,14,"Elliott Bay, Harbor Island, Pier 17",10,4.148479937,-1.523482083,3.957995747,-2.894590341,-3.108897417,-1.020181835,-0.33743465,-5.419340941,-1.460161966,1.312498927,-1.468944486,-0.07822278,0.472668467,-2.51967566,-2.326664208
47.58766,-122.35065,30,14,"Elliott Bay, Harbor Island, Pier 17",10,8.91412381,-0.810359957,1.190166553,-3.48243099,-3.431556273,-2.031408665,-1.025433702,-4.199338314,-2.10556271,4.051881927,-2.155080586,0.948400671,0.460391364,-1.926810799,-2.154318711
47.58766,-122.35065,31,14,"Elliott Bay, Harbor Island, Pier 17",10,5.658132387,0.086776381,9.604367303,0.033240989,-1.231128667,3.311285673,0.991296345,-3.812508212,-0.920039358,2.872454384,1.13950201,2.005978197,1.350481334,-3.920992605,-1.809627717
47.58766,-122.35065,32,14,"Elliott Bay, Harbor Island, Pier 17",10,6.154620598,-1.55821946,7.390103948,1.304271441,0.225596725,3.520695044,1.642532089,1.692381694,-0.842225084,2.298200569,2.133336551,2.21576856,-0.380590194,-2.51967566,-1.292591227
47.9726,-122.22977,206,66,Everett Harbor,8.2,5.265693515,-1.688652273,6.172259103,-2.339115918,-2.380005772,-1.168972704,-2.249126673,-2.69665215,-1.391502313,1.788520621,-0.864730918,0.461894851,1.282957268,-1.441739549,0.086172748
47.9726,-122.22977,207,66,Everett Harbor,8.2,3.446417652,-0.952260128,5.729406432,-4.249598028,-4.613228213,-1.370115915,-2.579996446,-4.987876597,-1.959088782,1.247078762,-2.004356793,-0.378639016,-1.117216377,-4.45996066,-1.981973214
47.9726,-122.22977,208,66,Everett Harbor,8.2,3.169249178,-1.182948497,1.522306057,-3.581279195,-3.495030146,-2.17468876,-1.713432754,-5.21104781,-1.885851819,0.99315034,-2.362717775,-0.684783717,1.17246334,-1.872913993,-1.63728222
