"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Arroyo Beach","Jamestown",3.75402904316462,2e-04,0.0174,"Yes","abcdi","fj"
"Jamestown","Tulalip Bay",-3.73002629992187,2e-04,0.0185,"Yes","fj","abcdi"
"Skiff Point","Thea Foss Waterway",-3.70609403038474,2e-04,0.0196,"Yes","fghj","abcdi"
"Arroyo Beach","Eastsound, Fishing Bay",3.67687375107129,2e-04,0.0213,"Yes","abcdi","f"
"Eastsound, Fishing Bay","Tulalip Bay",-3.6554050448564,3e-04,0.0224,"Yes","f","abcdi"
"Chambers Bay Park","Hood Canal Holly",3.60674264410263,3e-04,0.0246,"Yes","ci","defghj"
"Raft Island Park","Suquamish Stormwater Outfall",-3.61194048080458,3e-04,0.0249,"Yes","adefghj","i"
"Gig Harbor Boat Launch","Manchester, Stormwater Outfall",3.61390029658364,3e-04,0.0255,"Yes","abci","efghj"
"Gig Harbor Boat Launch","Penn Cove Reference",3.58058342833964,3e-04,0.0265,"Yes","abci","efghj"
"Eagle Harbor Dr","Jamestown",3.53875840775546,4e-04,0.0271,"Yes","abcdei","fj"
"Jamestown","Minter Bay",-3.55808024334886,4e-04,0.0273,"Yes","fj","abcdei"
"Arroyo Beach","Shilshole Bay",3.56308960813234,4e-04,0.0275,"Yes","abcdi","fhj"
"Eagle Harbor Dr","Eastsound, Fishing Bay",3.52178895496789,4e-04,0.0276,"Yes","abcdei","f"
"Eastsound, Fishing Bay","Minter Bay",-3.53942729697942,4e-04,0.0278,"Yes","f","abcdei"
"Broad Spit ","Suquamish Stormwater Outfall",-3.52570858652601,4e-04,0.0278,"Yes","adefghj","i"
"Shilshole Bay","Tulalip Bay",-3.54162090191744,4e-04,0.0283,"Yes","fhj","abcdi"
"Des Moines Marina","Hood Canal Holly",3.45002108873388,6e-04,0.0297,"Yes","bci","defghj"
"Chimacum Creek delta","Eastsound, Fishing Bay",3.45711503425897,5e-04,0.0301,"Yes","abcdei","f"
"Penn Cove Reference","Thea Foss Waterway",-3.43547066473234,6e-04,0.0301,"Yes","efghj","abcdi"
"Maristone Island","Suquamish Stormwater Outfall",-3.45073671227438,6e-04,0.0302,"Yes","abdefghj","i"
"Skiff Point","Tulalip Bay",-3.45789294767935,5e-04,0.0306,"Yes","fghj","abcdi"
"Chambers Bay Park","Raft Island Park",3.46299448159614,5e-04,0.0307,"Yes","ci","adefghj"
"Minter Bay","Shilshole Bay",3.43555706068932,6e-04,0.0307,"Yes","abcdei","fhj"
"Chimacum Creek delta","Jamestown",3.4679116772463,5e-04,0.0308,"Yes","abcdei","fj"
"Arroyo Beach","Skiff Point",3.47936165389424,5e-04,0.0309,"Yes","abcdi","fghj"
"Manchester, Stormwater Outfall","Thea Foss Waterway",-3.47058972745059,5e-04,0.0312,"Yes","efghj","abcdi"
"Suquamish Stormwater Outfall","Williams Olson Park",3.48063282360767,5e-04,0.0314,"Yes","i","adefghj"
"Eagle Harbor Dr","Shilshole Bay",3.4179187186778,6e-04,0.0316,"Yes","abcdei","fhj"
"Brackenwood Lane","Suquamish Stormwater Outfall",-3.40811963978251,7e-04,0.0321,"Yes","abdefghj","i"
"Broad Spit ","Chambers Bay Park",-3.37676258731757,7e-04,0.0354,"Yes","adefghj","ci"
"Eagle Harbor Dr","Skiff Point",3.34148590329452,8e-04,0.0369,"Yes","abcdei","fghj"
"Minter Bay","Skiff Point",3.35912424530605,8e-04,0.0371,"Yes","abcdei","fghj"
"Chimacum Creek delta","Shilshole Bay",3.35324479796887,8e-04,0.0372,"Yes","abcdei","fhj"
"Locust Beach","Suquamish Stormwater Outfall",-3.34344571907358,8e-04,0.0372,"Yes","abdefghj","i"
"Rocky Point","Suquamish Stormwater Outfall",-3.34540553485264,8e-04,0.0376,"Yes","abdefghj","i"
"Chambers Bay Park","Williams Olson Park",3.33168682439923,9e-04,0.0376,"Yes","ci","adefghj"
"Des Moines Marina","Raft Island Park",3.31992792972488,9e-04,0.0386,"Yes","bci","adefghj"
"Silverdale, Dyes Inlet","Suquamish Stormwater Outfall",-3.30620921927147,9e-04,0.0399,"Yes","abdefghj","i"
"Chimacum Creek delta","Skiff Point",3.2768119825856,0.001,0.0417,"Yes","abcdei","fghj"
"Chambers Bay Park","Maristone Island",3.28757454504117,0.001,0.042,"Yes","ci","abdefghj"
"Cherry Point Aquatic Reserve, Conoco Phillips","Eastsound, Fishing Bay",3.28269142992277,0.001,0.0421,"Yes","abcdegi","f"
"Cherry Point Aquatic Reserve, Conoco Phillips","Jamestown",3.27684019193372,0.001,0.0423,"Yes","abcdegi","fj"
"Eastsound, Fishing Bay","Purdy, Burley Lagoon",-3.26505308791125,0.0011,0.0428,"Yes","f","abcdegi"
"Jamestown","Purdy, Burley Lagoon",-3.25751835634031,0.0011,0.0428,"Yes","fj","abcdegi"
"Brackenwood Lane","Chambers Bay Park",-3.25917364057407,0.0011,0.0431,"Yes","abdefghj","ci"
"Broad Spit ","Des Moines Marina",-3.23369603544631,0.0012,0.0452,"Yes","adefghj","bci"
"Arroyo Beach","Manchester, Stormwater Outfall",3.23461840304442,0.0012,0.0457,"Yes","abcdi","efghj"
"Gig Harbor Boat Launch","Hood Canal Holly",3.21171844974853,0.0013,0.0475,"Yes","abci","defghj"
"Des Moines Marina","Williams Olson Park",3.18862027252797,0.0014,0.0477,"Yes","bci","adefghj"
"Chambers Bay Park","Locust Beach",3.19449971986514,0.0014,0.0479,"Yes","ci","abdefghj"
"Jamestown","Penrose Point State Park",-3.19096536707413,0.0014,0.0479,"Yes","fj","abcdeghi"
"Manchester, Stormwater Outfall","Tulalip Bay",-3.21314969682953,0.0013,0.0479,"Yes","efghj","abcdi"
"Eastsound, Fishing Bay","Penrose Point State Park",-3.20429879876044,0.0014,0.0481,"Yes","f","abcdeghi"
"Chambers Bay Park","Rocky Point",3.1964595356442,0.0014,0.0482,"Yes","ci","abdefghj"
"Arroyo Beach","Penn Cove Reference",3.1981216024791,0.0014,0.0485,"Yes","abcdi","efghj"
"Penn Cove Reference","Tulalip Bay",-3.1766528962642,0.0015,0.0485,"Yes","efghj","abcdi"
"Cherry Point Aquatic Reserve, Conoco Phillips","Shilshole Bay",3.17882119363268,0.0015,0.0487,"Yes","abcdegi","fhj"
"Blair Waterway Two","Eastsound, Fishing Bay",3.17098193051644,0.0015,0.0489,"Yes","abcdeghi","f"
"Blair Waterway Two","Jamestown",3.15446856650881,0.0016,0.0494,"Yes","abcdeghi","fj"
"Chambers Bay Park","Silverdale, Dyes Inlet",3.15726322006304,0.0016,0.0494,"Yes","ci","abdefghj"
"Salmon Bay, Commodore Park","Suquamish Stormwater Outfall",-3.1494239569468,0.0016,0.0496,"Yes","abcdefghj","i"
"Eastsound, Fishing Bay","Squaxin Island",-3.15922303584209,0.0016,0.0497,"Yes","f","abcdeghij"
"Purdy, Burley Lagoon","Shilshole Bay",3.16118285162115,0.0016,0.0499,"Yes","abcdegi","fhj"
"Jamestown","Squaxin Island",-3.14158734277987,0.0017,0.0504,"No","fj","abcdeghij"
"Manchester, Stormwater Outfall","Minter Bay",-3.13570524649339,0.0017,0.0509,"No","efghj","abcdei"
"Des Moines Marina","Maristone Island",3.13085298967242,0.0017,0.0512,"No","bci","abdefghj"
"Brackenwood Lane","Des Moines Marina",-3.11610708870281,0.0018,0.0527,"No","abdefghj","bci"
"Eagle Harbor Dr","Manchester, Stormwater Outfall",3.11806690448187,0.0018,0.0529,"No","abcdei","efghj"
"Penrose Point State Park","Shilshole Bay",3.10042856247034,0.0019,0.0533,"No","abcdeghi","fhj"
"Minter Bay","Penn Cove Reference",3.1023883782494,0.0019,0.0535,"No","abcdei","efghj"
"Gig Harbor Boat Launch","Raft Island Park",3.1023883782494,0.0019,0.054,"No","abci","adefghj"
"Cherry Point Aquatic Reserve, Conoco Phillips","Skiff Point",3.1023883782494,0.0019,0.0546,"No","abcdegi","fghj"
"Eagle Harbor Dr","Penn Cove Reference",3.08475003623788,0.002,0.055,"No","abcdei","efghj"
"Browns Point Lighthouse","Eastsound, Fishing Bay",3.08083040467976,0.0021,0.0552,"No","abcdefghij","f"
"Eastsound, Fishing Bay","Seattle Aquarium, Pier 59",-3.07691077312164,0.0021,0.0554,"No","f","abcdefghij"
"Purdy, Burley Lagoon","Skiff Point",3.08475003623788,0.002,0.0556,"No","abcdegi","fghj"
"Jamestown","Seattle Aquarium, Pier 59",-3.0514187766773,0.0023,0.0559,"No","fj","abcdefghij"
"Eastsound, Fishing Bay","Salmon Beach",-3.04555372065671,0.0023,0.056,"No","f","abcdefghij"
"Hood Canal Holly","Thea Foss Waterway",-3.04837760046657,0.0023,0.056,"No","defghj","abcdi"
"Blair Waterway Two","Shilshole Bay",3.06711169422635,0.0022,0.0561,"No","abcdeghi","fhj"
"Des Moines Marina","Locust Beach",3.05143316799388,0.0023,0.0564,"No","bci","abdefghj"
"Chimacum Creek delta","Manchester, Stormwater Outfall",3.05339298377294,0.0023,0.0566,"No","abcdei","efghj"
"Eld Inlet","Suquamish Stormwater Outfall",-3.06711169422635,0.0022,0.0567,"No","abcdefghij","i"
"Des Moines Marina","Rocky Point",3.05339298377294,0.0023,0.0571,"No","bci","abdefghj"
"Shilshole Bay","Squaxin Island",-3.055352799552,0.0022,0.0573,"No","fhj","abcdeghij"
"Browns Point Lighthouse","Jamestown",3.05571251792028,0.0022,0.0578,"No","abcdefghij","fj"
"Des Moines Marina","Silverdale, Dyes Inlet",3.01419666819177,0.0026,0.0595,"No","bci","abdefghj"
"Broad Spit ","Gig Harbor Boat Launch",-3.01615648397083,0.0026,0.0596,"No","adefghj","abci"
"Penrose Point State Park","Skiff Point",3.02399574708707,0.0025,0.0596,"No","abcdeghi","fghj"
"Chimacum Creek delta","Penn Cove Reference",3.02007611552895,0.0025,0.0599,"No","abcdei","efghj"
"Jamestown","Salmon Beach",-3.01706884673347,0.0026,0.0599,"No","fj","abcdefghij"
"Chambers Bay Park","Salmon Bay, Commodore Park",3.00047795773837,0.0027,0.0617,"No","ci","abcdefghj"
"Blair Waterway Two","Skiff Point",2.99067887884307,0.0028,0.0627,"No","abcdeghi","fghj"
"Eastsound, Fishing Bay","Purdy, Dexters",-2.99263869462213,0.0028,0.0628,"No","f","abcdefghij"
"Browns Point Lighthouse","Shilshole Bay",2.97696016838966,0.0029,0.0645,"No","abcdefghij","fhj"
"Skiff Point","Squaxin Island",-2.97891998416872,0.0029,0.0646,"No","fghj","abcdeghij"
"Gig Harbor Boat Launch","Williams Olson Park",2.97108072105249,0.003,0.0646,"No","abci","adefghj"
"Seattle Aquarium, Pier 59","Shilshole Bay",2.97304053683155,0.0029,0.0648,"No","abcdefghij","fhj"
"Jamestown","Purdy, Dexters",-2.95910333995325,0.0031,0.0661,"No","fj","abcdefghij"
"Commencement Bay, Dick Gilmur Launch","Eastsound, Fishing Bay",2.9612816421572,0.0031,0.0662,"No","abcdefghij","f"
"Eastsound, Fishing Bay","Point Defiance Ferry",-2.95344237904096,0.0031,0.0663,"No","f","abcdefghij"
"Eastsound, Fishing Bay","Elliot Bay Myrtle Edwards",-2.95413292277045,0.0031,0.0667,"No","f","abcdefghij"
"Eastsound, Fishing Bay","Elliott Bay, Harbor Island, Pier 17",-2.94560311592473,0.0032,0.0675,"No","f","abcdefghij"
"Salmon Beach","Shilshole Bay",2.94168348436661,0.0033,0.0678,"No","abcdefghij","fhj"
"Raft Island Park","Thea Foss Waterway",-2.93140882336452,0.0034,0.069,"No","adefghj","abcdi"
"Elliot Bay Myrtle Edwards","Jamestown",2.93242329734572,0.0034,0.0693,"No","abcdefghij","fj"
"Commencement Bay, Dick Gilmur Launch","Jamestown",2.92475341000941,0.0034,0.07,"No","abcdefghij","fj"
"Eastsound, Fishing Bay","Filucy Bay",-2.92208532657603,0.0035,0.0701,"No","f","abcdefghij"
"Chambers Bay Park","Eld Inlet",2.91816569501791,0.0035,0.0704,"No","ci","abcdefghij"
"Jamestown","Point Defiance Ferry",-2.91616592752346,0.0035,0.0704,"No","fj","abcdefghij"
"Eastsound, Fishing Bay","Kitsap St Boat Launch",-2.91228624768074,0.0036,0.0707,"No","f","abcdefghij"
"Elliott Bay, Harbor Island, Pier 17","Jamestown",2.9075784450375,0.0036,0.0708,"No","abcdefghij","fj"
"Commencement Bay, Milwaukee Waterway","Eastsound, Fishing Bay",2.9078583930711,0.0036,0.0712,"No","abcdefghij","f"
"Brackenwood Lane","Gig Harbor Boat Launch",-2.89856753722733,0.0037,0.0718,"No","abdefghj","abci"
"Seattle Aquarium, Pier 59","Skiff Point",2.89660772144827,0.0038,0.0718,"No","abcdefghij","fghj"
"Browns Point Lighthouse","Skiff Point",2.90052735300639,0.0037,0.0719,"No","abcdefghij","fghj"
"Gig Harbor Boat Launch","Maristone Island",2.89255035068707,0.0038,0.0722,"No","abci","abdefghj"
"Purdy, Dexters","Shilshole Bay",2.88876845833204,0.0039,0.0725,"No","abcdefghij","fhj"
"Commencement Bay, Milwaukee Waterway","Jamestown",2.88115928965019,0.004,0.0733,"No","abcdefghij","fj"
"Cherry Point Aquatic Reserve, Conoco Phillips","Manchester, Stormwater Outfall",2.87896937943675,0.004,0.0733,"No","abcdegi","efghj"
"Filucy Bay","Jamestown",2.88181599757962,0.004,0.0737,"No","abcdefghij","fj"
"Jamestown","Kitsap St Boat Launch",-2.87108164447217,0.0041,0.0747,"No","fj","abcdefghij"
"Salmon Beach","Skiff Point",2.86525066898334,0.0042,0.0755,"No","abcdefghij","fghj"
"Des Moines Marina","Salmon Bay, Commodore Park",2.8574114058671,0.0043,0.0759,"No","bci","abcdefghj"
"Manchester, Stormwater Outfall","Purdy, Burley Lagoon",-2.86133103742522,0.0042,0.076,"No","efghj","abcdegi"
"Commencement Bay, Dick Gilmur Launch","Shilshole Bay",2.8574114058671,0.0043,0.0764,"No","abcdefghij","fhj"
"Point Defiance Ferry","Shilshole Bay",2.84957214275087,0.0044,0.0768,"No","abcdefghij","fhj"
"Eastsound, Fishing Bay","Port Angeles Yacht Club",-2.85104418533827,0.0044,0.0769,"No","f","abcdefghij"
"Elliot Bay Myrtle Edwards","Shilshole Bay",2.84464408017825,0.0044,0.077,"No","abcdefghij","fhj"
"Broad Spit ","Thea Foss Waterway",-2.84051242574081,0.0045,0.077,"No","adefghj","abcdi"
"Cherry Point Aquatic Reserve, Conoco Phillips","Penn Cove Reference",2.84565251119275,0.0044,0.0772,"No","abcdegi","efghj"
"Elliott Bay, Harbor Island, Pier 17","Shilshole Bay",2.84173287963464,0.0045,0.0772,"No","abcdefghij","fhj"
"Gig Harbor Boat Launch","Locust Beach",2.8338936165184,0.0046,0.0776,"No","abci","abdefghj"
"Gig Harbor Boat Launch","Rocky Point",2.83585343229746,0.0046,0.0776,"No","abci","abdefghj"
"Jamestown","Port Angeles Yacht Club",-2.83072351976053,0.0046,0.0779,"No","fj","abcdefghij"
"Penn Cove Reference","Purdy, Burley Lagoon",-2.82801416918123,0.0047,0.0781,"No","efghj","abcdegi"
"Filucy Bay","Shilshole Bay",2.81821509028594,0.0048,0.08,"No","abcdefghij","fhj"
"Purdy, Dexters","Skiff Point",2.81233564294876,0.0049,0.081,"No","abcdefghij","fghj"
"Kitsap St Boat Launch","Shilshole Bay",2.80841601139065,0.005,0.0815,"No","abcdefghij","fhj"
"Manchester, Stormwater Outfall","Penrose Point State Park",-2.80057674827441,0.0051,0.083,"No","efghj","abcdeghi"
"Gig Harbor Boat Launch","Silverdale, Dyes Inlet",2.7966571167163,0.0052,0.083,"No","abci","abdefghj"
"Commencement Bay, Milwaukee Waterway","Shilshole Bay",2.79836955047891,0.0051,0.0831,"No","abcdefghij","fhj"
"Eastsound, Fishing Bay","N Avenue Park",-2.79077766937912,0.0053,0.0835,"No","f","abcdefghij"
"Thea Foss Waterway","Williams Olson Park",2.79299839971024,0.0052,0.0835,"No","abcdi","adefghj"
"Commencement Bay, Dick Gilmur Launch","Skiff Point",2.78097859048383,0.0054,0.0851,"No","abcdefghij","fghj"
"Arroyo Beach","Hood Canal Holly",2.7811178503922,0.0054,0.0856,"No","abcdi","defghj"
"Des Moines Marina","Eld Inlet",2.77509914314665,0.0055,0.0857,"No","bci","abcdefghij"
"Point Defiance Ferry","Skiff Point",2.77313932736759,0.0056,0.0857,"No","abcdefghij","fghj"
"Elliot Bay Myrtle Edwards","Skiff Point",2.76407681864815,0.0057,0.0861,"No","abcdefghij","fghj"
"Donkey Creek Delta","Suquamish Stormwater Outfall",-2.77509914314665,0.0055,0.0862,"No","abcdefghij","i"
"Blair Waterway Two","Manchester, Stormwater Outfall",2.76725988003042,0.0057,0.0863,"No","abcdeghi","efghj"
"Elliott Bay, Harbor Island, Pier 17","Skiff Point",2.76530006425136,0.0057,0.0863,"No","abcdefghij","fghj"
"Penn Cove Reference","Penrose Point State Park",-2.76725988003042,0.0057,0.0868,"No","efghj","abcdeghi"
"Manchester, Stormwater Outfall","Squaxin Island",-2.75550098535607,0.0059,0.0875,"No","efghj","abcdeghij"
"Hood Canal Holly","Tulalip Bay",-2.75711510714946,0.0058,0.0875,"No","defghj","abcdi"
"Eastsound, Fishing Bay","Miller Creek",-2.74178227490266,0.0061,0.0902,"No","f","abcdefghij"
"Port Angeles Yacht Club","Shilshole Bay",2.73726004239932,0.0062,0.0905,"No","abcdefghij","fhj"
"Jamestown","N Avenue Park",-2.73797566593981,0.0062,0.0907,"No","fj","abcdefghij"
"Filucy Bay","Skiff Point",2.74178227490266,0.0061,0.0907,"No","abcdefghij","fghj"
"Blair Waterway Two","Penn Cove Reference",2.73394301178643,0.0063,0.0909,"No","abcdeghi","efghj"
"Kitsap St Boat Launch","Skiff Point",2.73198319600737,0.0063,0.0909,"No","abcdefghij","fghj"
"Penn Cove Reference","Squaxin Island",-2.72218411711208,0.0065,0.0932,"No","efghj","abcdeghij"
"Brackenwood Lane","Thea Foss Waterway",-2.71656279261758,0.0066,0.0938,"No","abdefghj","abcdi"
"Commencement Bay, Milwaukee Waterway","Skiff Point",2.71780228894881,0.0066,0.0939,"No","abcdefghij","fghj"
"Blair Waterway","Eastsound, Fishing Bay",2.71238503821679,0.0067,0.0945,"No","abcdefghij","f"
"Maristone Island","Thea Foss Waterway",-2.70814326367776,0.0068,0.0952,"No","abdefghj","abcdi"
"Friday Harbor","Suquamish Stormwater Outfall",-2.70044934031156,0.0069,0.0964,"No","abcdefghij","i"
"Edmonds Ferry","Suquamish Stormwater Outfall",-2.70062614354243,0.0069,0.0969,"No","abcdefghij","i"
"Jamestown","Miller Creek",-2.68430390040257,0.0073,0.0991,"No","fj","abcdefghij"
"N Avenue Park","Shilshole Bay",2.68690743308903,0.0072,0.0994,"No","abcdefghij","fhj"
"Eastsound, Fishing Bay","Kingston Marina",-2.68494761730997,0.0073,0.0995,"No","f","abcdefghij"
"Hood Canal Holly","Minter Bay",-2.68788201810506,0.0072,0.0996,"No","defghj","abcdei"
"Manchester, Stormwater Outfall","Seattle Aquarium, Pier 59",-2.67318872263562,0.0075,0.1005,"No","efghj","abcdefghij"
"Browns Point Lighthouse","Manchester, Stormwater Outfall",2.67710835419373,0.0074,0.1008,"No","abcdefghij","efghj"
"Smith Cove, Terminal 91","Suquamish Stormwater Outfall",-2.67318872263562,0.0075,0.101,"No","abcdefghij","i"
"Arroyo Beach","Raft Island Park",2.67428517083562,0.0075,0.1011,"No","abcdi","adefghj"
"Eagle Harbor Dr","Hood Canal Holly",2.66856018251165,0.0076,0.1014,"No","abcdei","defghj"
"Blair Waterway","Jamestown",2.65210084108023,0.008,0.1039,"No","abcdefghij","fj"
"Rocky Point","Thea Foss Waterway",-2.65045632161852,0.008,0.1039,"No","abdefghj","abcdi"
"Locust Beach","Thea Foss Waterway",-2.6483904943998,0.0081,0.104,"No","abdefghj","abcdi"
"Raft Island Park","Tulalip Bay",-2.65281646462072,0.008,0.1042,"No","adefghj","abcdi"
"Miller Creek","Shilshole Bay",2.63791203861257,0.0083,0.1043,"No","abcdefghij","fhj"
"Port Angeles Yacht Club","Skiff Point",2.65353208816122,0.008,0.1044,"No","abcdefghij","fghj"
"Gig Harbor Boat Launch","Salmon Bay, Commodore Park",2.63987185439163,0.0083,0.1047,"No","abci","abcdefghj"
"Chuckanut, Clark's Point","Suquamish Stormwater Outfall",-2.63791203861257,0.0083,0.1048,"No","abcdefghij","i"
"Browns Point Lighthouse","Penn Cove Reference",2.64379148594974,0.0082,0.1049,"No","abcdefghij","efghj"
"Eastsound, Fishing Bay","Rich Passage",-2.65359056484503,0.008,0.1049,"No","f","abcdefghij"
"Manchester, Stormwater Outfall","Salmon Beach",-2.64183167017068,0.0082,0.1051,"No","efghj","abcdefghij"
"Penn Cove Reference","Seattle Aquarium, Pier 59",-2.63987185439163,0.0083,0.1052,"No","efghj","abcdefghij"
"Lions Park","Suquamish Stormwater Outfall",-2.65359056484503,0.008,0.1054,"No","abcdefghij","i"
"Chambers Bay Park","Donkey Creek Delta",2.62615314393822,0.0086,0.1075,"No","ci","abcdefghij"
"Minter Bay","Raft Island Park",2.62419332815916,0.0087,0.1076,"No","abcdei","adefghj"
"Jamestown","Kingston Marina",-2.62204465237937,0.0087,0.1078,"No","fj","abcdefghij"
"Penn Cove Reference","Salmon Beach",-2.60851480192669,0.0091,0.1097,"No","efghj","abcdefghij"
"Eagle Harbor Dr","Raft Island Park",2.60655498614763,0.0091,0.1098,"No","abcdei","adefghj"
"Blair Waterway","Shilshole Bay",2.60851480192669,0.0091,0.1101,"No","abcdefghij","fhj"
"Silverdale, Dyes Inlet","Thea Foss Waterway",-2.60913977724411,0.0091,0.1104,"No","abdefghj","abcdi"
"Aiston Preserve","Eastsound, Fishing Bay",2.61047461770575,0.009,0.1105,"No","abcdefghij","f"
"N Avenue Park","Skiff Point",2.61047461770575,0.009,0.111,"No","abcdefghij","fghj"
"Chimacum Creek delta","Hood Canal Holly",2.59771345200249,0.0094,0.1122,"No","abcdei","defghj"
"Jamestown","Rich Passage",-2.58769472243554,0.0097,0.1145,"No","fj","abcdefghij"
"Manchester, Stormwater Outfall","Purdy, Dexters",-2.58891664413611,0.0096,0.1146,"No","efghj","abcdefghij"
"Arroyo Beach","Broad Spit ",2.57982286349008,0.0099,0.1161,"No","abcdi","adefghj"
"Kingston Marina","Shilshole Bay",2.58107738101987,0.0098,0.1162,"No","abcdefghij","fhj"
"Eld Inlet","Gig Harbor Boat Launch",-2.55755959167117,0.0105,0.1212,"No","abcdefghij","abci"
"Eastsound, Fishing Bay","Three Tree Point",-2.56343903900835,0.0104,0.1212,"No","f","abcdefghij"
"Penn Cove Reference","Purdy, Dexters",-2.55559977589212,0.0106,0.1213,"No","efghj","abcdefghij"
"Miller Creek","Skiff Point",2.56147922322929,0.0104,0.1213,"No","abcdefghij","fghj"
"Commencement Bay, Dick Gilmur Launch","Manchester, Stormwater Outfall",2.55755959167117,0.0105,0.1217,"No","abcdefghij","efghj"
"Manchester, Stormwater Outfall","Point Defiance Ferry",-2.54972032855494,0.0108,0.1218,"No","efghj","abcdefghij"
"Broad Spit ","Tulalip Bay",-2.55835415727518,0.0105,0.1219,"No","adefghj","abcdi"
"Chambers Bay Park","Edmonds Ferry",2.551680144334,0.0107,0.1222,"No","ci","abcdefghij"
"Rich Passage","Shilshole Bay",2.54972032855494,0.0108,0.1224,"No","abcdefghij","fhj"
"Aiston Preserve","Jamestown",2.54046356876277,0.0111,0.1225,"No","abcdefghij","fj"
"Elliott Bay, Harbor Island, Pier 17","Manchester, Stormwater Outfall",2.54188106543871,0.011,0.1226,"No","abcdefghij","efghj"
"Commencement Bay Skookum","Suquamish Stormwater Outfall",-2.54580069699682,0.0109,0.1227,"No","abcdefghij","i"
"Broad Spit ","Minter Bay",-2.53796143388059,0.0112,0.1229,"No","adefghj","abcdei"
"Chambers Bay Park","Friday Harbor",2.54344647168879,0.011,0.123,"No","ci","abcdefghij"
"Chimacum Creek delta","Raft Island Park",2.54188106543871,0.011,0.1231,"No","abcdei","adefghj"
"Blair Waterway","Skiff Point",2.53208198654341,0.0113,0.1245,"No","abcdefghij","fghj"
"Arroyo Beach","Williams Olson Park",2.53044483919581,0.0114,0.1246,"No","abcdi","adefghj"
"Elliot Bay Myrtle Edwards","Manchester, Stormwater Outfall",2.528572515714,0.0115,0.1247,"No","abcdefghij","efghj"
"Commencement Bay, Dick Gilmur Launch","Penn Cove Reference",2.52424272342718,0.0116,0.1253,"No","abcdefghij","efghj"
"Chambers Bay Park","Smith Cove, Terminal 91",2.52424272342718,0.0116,0.1258,"No","ci","abcdefghij"
"Broad Spit ","Eagle Harbor Dr",-2.52032309186906,0.0117,0.1262,"No","adefghj","abcdei"
"Filucy Bay","Manchester, Stormwater Outfall",2.51836327609001,0.0118,0.1264,"No","abcdefghij","efghj"
"Penn Cove Reference","Point Defiance Ferry",-2.51640346031095,0.0119,0.1266,"No","efghj","abcdefghij"
"Chambers Bay Park","Lions Park",2.5046445656366,0.0123,0.1273,"No","ci","abcdefghij"
