latitude,longitude,reporting_area,site_number,site_name,sample_id,sod,PAHgroup3,PAHgroup4,PAHgroup5,PAHgroup6,PAHgroup7,PAHgroup8
47.58766,-122.35065,10,14,"Elliott Bay, Harbor Island, Pier 17",32,0.975259467,3,4,4,5,0,0
48.8208,-122.7101,7,75,"Cherry Point Aquatic Reserve, Conoco Phillips",33,3.411359594,2,2,2,2,0,0
48.8208,-122.7101,7,75,"Cherry Point Aquatic Reserve, Conoco Phillips",34,9.760878837,2,2,2,2,0,1
48.8208,-122.7101,7,75,"Cherry Point Aquatic Reserve, Conoco Phillips",35,0.820666791,2,2,2,2,0,1
48.8208,-122.7101,7,75,"Cherry Point Aquatic Reserve, Conoco Phillips",36,1.462727928,2,2,2,2,0,1
47.29,-122.41,11,45,Comm Bay Skookum,37,7.883607521,3,4,4,4,0,1
47.29,-122.41,11,45,Comm Bay Skookum,38,4.123997627,3,4,4,4,0,1
47.29,-122.41,11,45,Comm Bay Skookum,39,17.32381876,3,4,4,4,0,1
47.29,-122.41,11,45,Comm Bay Skookum,40,6.96579733,3,4,4,4,0,1
48.21423,-122.718972,8.1,3,Penn Cove Reference,41,3.647970995,1,1,0,1,0,1
48.21423,-122.718972,8.1,3,Penn Cove Reference,42,9.55562411,1,1,0,1,0,1
48.21423,-122.718972,8.1,3,Penn Cove Reference,43,20.2799322,1,1,0,1,1,1
48.21423,-122.718972,8.1,3,Penn Cove Reference,44,16.88754424,1,1,0,1,1,1
47.6427936,-122.6967068,10,35,"Silverdale, Dyes Inlet",45,11.04813995,2,3,2,3,1,1
47.6427936,-122.6967068,10,35,"Silverdale, Dyes Inlet",46,11.65960237,2,3,2,3,1,1
47.6427936,-122.6967068,10,35,"Silverdale, Dyes Inlet",47,16.96255158,2,3,2,3,1,1
47.6427936,-122.6967068,10,35,"Silverdale, Dyes Inlet",48,73.34487105,2,3,2,3,1,1
48.69368,-122.90985,7,60,"Eastsound, Fishing Bay",49,-0.784855226,3,3,3,4,1,1
48.69368,-122.90985,7,60,"Eastsound, Fishing Bay",50,9.766978062,3,3,3,4,1,1
48.69368,-122.90985,7,60,"Eastsound, Fishing Bay",51,12.77306106,3,3,3,4,1,1
48.69368,-122.90985,7,60,"Eastsound, Fishing Bay",52,8.384624933,3,3,3,4,1,1
47.54167,-122.64034,10,25,Kitsap St Boat Launch,53,1.604310088,3,4,4,4,1,1
47.54167,-122.64034,10,25,Kitsap St Boat Launch,54,21.2090881,3,4,4,4,1,1
47.54167,-122.64034,10,25,Kitsap St Boat Launch,55,10.07215837,3,4,4,4,1,1
47.54167,-122.64034,10,25,Kitsap St Boat Launch,56,10.10694104,3,4,4,4,1,1
47.61889,-122.5275,10,31,Eagle Harbor Dr,57,11.30645621,3,4,4,5,1,1
47.61889,-122.5275,10,31,Eagle Harbor Dr,58,1.797720696,3,4,4,5,1,1
47.61889,-122.5275,10,31,Eagle Harbor Dr,59,12.54488929,3,4,4,5,1,1
47.61889,-122.5275,10,31,Eagle Harbor Dr,60,24.79034022,3,4,4,5,1,1
48.482448,-122.583879,7,63,"Fidalgo Bay Aq Reserve, Weaverling Spit",61,5.992439618,3,4,3,4,1,1
48.482448,-122.583879,7,63,"Fidalgo Bay Aq Reserve, Weaverling Spit",62,13.52835798,3,4,3,4,1,1
48.482448,-122.583879,7,63,"Fidalgo Bay Aq Reserve, Weaverling Spit",63,10.95789834,3,4,3,4,1,1
48.482448,-122.583879,7,63,"Fidalgo Bay Aq Reserve, Weaverling Spit",64,17.03127292,3,4,3,4,1,1
47.11795,-122.83359,13,71,Meyer's Point - Henderson Inlet,65,17.33121699,1,2,1,1,1,1
47.11795,-122.83359,13,71,Meyer's Point - Henderson Inlet,66,8.102054819,1,2,1,1,1,1
47.11795,-122.83359,13,71,Meyer's Point - Henderson Inlet,67,6.983254366,1,2,1,1,1,1
47.11795,-122.83359,13,71,Meyer's Point - Henderson Inlet,68,28.43107695,1,2,1,1,1,1
47.61862,-122.36108,10,19,Elliot Bay Myrtle Edwards,69,13.39496205,3,4,4,5,1,1
47.61862,-122.36108,10,19,Elliot Bay Myrtle Edwards,70,16.32665765,3,4,4,5,1,1
47.61862,-122.36108,10,19,Elliot Bay Myrtle Edwards,71,8.805080554,3,4,4,5,1,1
47.61862,-122.36108,10,19,Elliot Bay Myrtle Edwards,72,3.619748565,3,4,4,5,1,1
47.61862,-122.36108,10,19,Elliot Bay Myrtle Edwards,73,16.48257209,3,4,4,5,1,1
47.386977,-122.6367089,13,47,"Purdy, Burley Lagoon",74,12.06426511,1,2,1,1,1,1
47.386977,-122.6367089,13,47,"Purdy, Burley Lagoon",75,13.01747486,1,2,1,1,1,1
47.386977,-122.6367089,13,47,"Purdy, Burley Lagoon",76,9.52954338,1,2,1,1,1,1
47.386977,-122.6367089,13,47,"Purdy, Burley Lagoon",77,5.590486277,1,2,1,1,1,1
47.607,-122.342,10,17,"Seattle Aquarium, Pier 59",78,51.0832157,3,4,4,5,1,1
47.607,-122.342,10,17,"Seattle Aquarium, Pier 59",79,8.733100152,3,4,4,5,1,2
47.607,-122.342,10,17,"Seattle Aquarium, Pier 59",80,1.736273165,3,4,4,5,1,2
47.607,-122.342,10,17,"Seattle Aquarium, Pier 59",81,0.917955386,3,4,4,5,1,2
48.024789,-122.998135,6,2,Jamestown,82,7.943421681,1,1,0,0,1,2
48.024789,-122.998135,6,2,Jamestown,83,12.47222522,1,1,0,0,1,2
48.024789,-122.998135,6,2,Jamestown,84,8.018069641,1,1,0,0,1,2
48.024789,-122.998135,6,2,Jamestown,85,5.416664521,1,1,0,0,1,2
48.024789,-122.998135,6,2,Jamestown,86,5.625314342,1,1,0,0,1,2
48.024789,-122.998135,6,2,Jamestown,87,7.040998451,1,1,0,0,2,2
48.02218,-122.728709,9,10,Oak Bay County Park,88,12.53274497,1,1,0,0,2,2
48.02218,-122.728709,9,10,Oak Bay County Park,89,7.394624094,1,1,0,0,2,2
48.02218,-122.728709,9,10,Oak Bay County Park,90,25.05063933,1,1,0,0,2,2
48.02218,-122.728709,9,10,Oak Bay County Park,91,2.378617931,1,1,0,0,2,2
47.63237,-122.37869,10,15,"Smith Cove, Terminal 91",92,5.576963592,3,4,4,5,2,2
47.63237,-122.37869,10,15,"Smith Cove, Terminal 91",93,3.914034859,3,4,4,5,2,2
47.63237,-122.37869,10,15,"Smith Cove, Terminal 91",94,7.690072979,3,4,4,5,2,2
47.63237,-122.37869,10,15,"Smith Cove, Terminal 91",95,13.20090297,3,4,4,5,2,2
47.68234,-122.5064,10,23,Brackenwood Ln,96,-1.514077228,2,3,2,3,2,2
47.68234,-122.5064,10,23,Brackenwood Ln,97,15.98870388,2,3,2,3,2,2
47.68234,-122.5064,10,23,Brackenwood Ln,98,6.809398721,2,3,2,3,2,2
47.68234,-122.5064,10,23,Brackenwood Ln,99,7.492130038,2,3,2,3,2,2
48.04906,-122.7724,9,8,Chimacum Creek delta,100,2.599387649,1,1,1,1,2,2
48.04906,-122.7724,9,8,Chimacum Creek delta,101,2.836595091,1,1,1,1,2,2
48.04906,-122.7724,9,8,Chimacum Creek delta,102,-0.411084509,1,1,1,1,2,2
48.04906,-122.7724,9,8,Chimacum Creek delta,103,2.177169169,1,1,1,1,2,2
47.5706,-122.9717,12,29,Hood Canal Holly,104,-2.252840645,1,1,0,0,2,2
47.5706,-122.9717,12,29,Hood Canal Holly,105,9.830249155,1,1,0,0,2,2
47.5706,-122.9717,12,29,Hood Canal Holly,106,-1.042776741,1,1,0,0,2,2
47.5706,-122.9717,12,29,Hood Canal Holly,107,-1.627925903,1,1,0,0,2,2
47.5706,-122.9717,12,29,Hood Canal Holly,108,-0.271091044,1,1,0,0,2,2
47.5706,-122.9717,12,29,Hood Canal Holly,109,-6.291756545,1,1,0,0,2,2
47.3062,-122.5145,11,43,Point Defiance Ferry,110,4.646670194,3,3,3,4,2,2
47.3062,-122.5145,11,43,Point Defiance Ferry,111,6.955797378,3,3,3,4,2,2
47.3062,-122.5145,11,43,Point Defiance Ferry,112,3.170340795,3,3,3,4,2,2
47.3062,-122.5145,11,43,Point Defiance Ferry,113,11.04330735,3,3,3,4,2,2
47.292549,-122.412175,11,48,"Comm Bay, Dick Gilmur Launch",114,31.01515171,3,4,4,4,2,2
47.292549,-122.412175,11,48,"Comm Bay, Dick Gilmur Launch",115,11.28580119,3,4,4,4,2,2
47.292549,-122.412175,11,48,"Comm Bay, Dick Gilmur Launch",116,4.914974598,3,4,4,4,2,2
47.292549,-122.412175,11,48,"Comm Bay, Dick Gilmur Launch",117,8.819019813,3,4,4,4,2,2
47.259189,-122.434689,11,46,Thea Foss Waterway,118,8.372546323,3,4,4,5,2,2
47.259189,-122.434689,11,46,Thea Foss Waterway,119,13.40194356,3,4,4,5,2,3
47.259189,-122.434689,11,46,Thea Foss Waterway,120,13.81686877,3,4,4,5,2,3
47.259189,-122.434689,11,46,Thea Foss Waterway,121,23.09040746,3,4,4,5,2,3
47.259189,-122.434689,11,46,Thea Foss Waterway,122,0.254614757,3,4,4,5,2,3
47.29464,-122.53053,11,40,Salmon Beach,123,0,2,3,3,3,2,3
47.29464,-122.53053,11,40,Salmon Beach,124,12.93290007,2,3,3,3,2,3
47.29464,-122.53053,11,40,Salmon Beach,125,8.91797839,2,3,3,3,2,3
47.29464,-122.53053,11,40,Salmon Beach,126,7.34546401,2,3,3,3,2,3
47.1905742,-122.5834897,13,56,Chambers Bay Park,127,15.5983052,1,2,1,1,2,3
47.1905742,-122.5834897,13,56,Chambers Bay Park,128,14.49211121,1,2,1,1,2,3
47.1905742,-122.5834897,13,56,Chambers Bay Park,129,8.658705938,1,2,1,1,2,3
47.1905742,-122.5834897,13,56,Chambers Bay Park,130,7.718495123,1,2,1,1,2,3
47.33785,-122.58277,11,58,Gig Harbor Boat Launch,131,5.435308681,2,3,3,3,2,3
47.33785,-122.58277,11,58,Gig Harbor Boat Launch,132,9.94353543,2,3,3,3,2,3
47.33785,-122.58277,11,58,Gig Harbor Boat Launch,133,14.65607062,2,3,3,3,2,3
47.33785,-122.58277,11,58,Gig Harbor Boat Launch,134,29.85291252,2,3,3,3,2,3
48.0617,-122.2939,8.2,67,Tulalip Bay,135,20.04834773,2,2,2,3,2,3
48.0617,-122.2939,8.2,67,Tulalip Bay,136,0.13458155,2,2,2,3,2,3
48.0617,-122.2939,8.2,67,Tulalip Bay,137,9.075422937,2,2,2,3,3,3
48.0617,-122.2939,8.2,67,Tulalip Bay,138,0.786638442,2,2,2,3,3,3
48.0617,-122.2939,8.2,67,Tulalip Bay,139,6.442883283,2,2,2,3,3,3
48.0617,-122.2939,8.2,67,Tulalip Bay,140,1.035321931,2,2,2,3,3,3
47.2632444,-122.385731,11,42,Blair Waterway #2,141,26.42424544,3,4,4,5,3,3
47.2632444,-122.385731,11,42,Blair Waterway #2,142,12.85437983,3,4,4,5,3,3
47.2632444,-122.385731,11,42,Blair Waterway #2,143,2.636850875,3,4,4,5,3,3
47.2632444,-122.385731,11,42,Blair Waterway #2,144,1.269412438,3,4,4,5,3,3
47.38566,-122.627255,13,57,Purdy - Dexters,145,-2.022213643,1,1,0,0,3,3
47.38566,-122.627255,13,57,Purdy - Dexters,146,-0.726438224,1,1,0,0,3,3
47.38566,-122.627255,13,57,Purdy - Dexters,147,-1.350978239,1,1,0,0,3,3
47.38566,-122.627255,13,57,Purdy - Dexters,148,7.035831342,1,1,0,0,3,3
47.27568,-122.4173,11,41,Blair Waterway,149,0.671745233,3,4,3,4,3,3
47.27568,-122.4173,11,41,Blair Waterway,150,6.431894312,3,4,3,4,3,3
47.27568,-122.4173,11,41,Blair Waterway,151,9.589878466,3,4,3,4,3,3
47.27568,-122.4173,11,41,Blair Waterway,152,9.376731224,3,4,3,4,3,3
47.57995505,-122.6786,10,28,Madrona Pont,153,8.314830271,2,2,1,2,3,3
47.57995505,-122.6786,10,28,Madrona Pont,154,4.664119899,2,2,1,2,3,3
47.57995505,-122.6786,10,28,Madrona Pont,155,2.368626171,2,2,1,2,3,3
47.57995505,-122.6786,10,28,Madrona Pont,156,2.732598326,2,2,1,2,3,3
47.2694,-122.4243,11,49,"Comm Bay, Milwaukee Waterway",157,5.01981184,3,3,3,4,3,4
47.2694,-122.4243,11,49,"Comm Bay, Milwaukee Waterway",158,16.26757387,3,3,3,4,3,4
47.2694,-122.4243,11,49,"Comm Bay, Milwaukee Waterway",159,5.767563973,3,3,3,4,3,4
47.2694,-122.4243,11,49,"Comm Bay, Milwaukee Waterway",160,13.78364475,3,3,3,4,3,4
47.2694,-122.4243,11,49,"Comm Bay, Milwaukee Waterway",161,-0.635744873,3,3,3,4,3,4
48.064957,-122.857524,6,12,Discovery Bay,162,17.51233423,1,2,1,2,3,4
48.064957,-122.857524,6,12,Discovery Bay,163,1.485244682,1,2,1,2,3,4
48.064957,-122.857524,6,12,Discovery Bay,164,15.95677737,1,2,1,2,3,4
48.064957,-122.857524,6,12,Discovery Bay,165,2.375798532,1,2,1,2,3,4
47.794695,-122.499858,10,36,Kingston Marina,166,4.546235148,2,2,1,2,3,4
47.794695,-122.499858,10,36,Kingston Marina,167,7.72157521,2,2,1,2,3,4
47.794695,-122.499858,10,36,Kingston Marina,168,3.93967446,2,2,1,2,3,4
47.794695,-122.499858,10,36,Kingston Marina,169,1.276097616,2,2,1,2,3,4
47.578117,-122.524833,10,32,Rich Passage,170,3.506183208,2,2,2,2,3,4
47.578117,-122.524833,10,32,Rich Passage,171,2.630922974,2,2,2,2,3,4
47.578117,-122.524833,10,32,Rich Passage,172,1.142948285,2,2,2,2,3,4
47.578117,-122.524833,10,32,Rich Passage,173,1.998917628,2,2,2,2,3,4
47.19483,-122.748665,13,59,Filucy Bay,174,6.86633235,1,1,0,0,3,4
47.19483,-122.748665,13,59,Filucy Bay,175,2.005993872,1,1,0,0,3,4
47.19483,-122.748665,13,59,Filucy Bay,176,10.58470317,1,1,0,0,3,4
47.19483,-122.748665,13,59,Filucy Bay,177,0.579480274,1,1,0,0,3,4
47.3539722,-122.69175,13,55,Minter Bay,178,8.582403952,1,1,0,1,3,4
47.3539722,-122.69175,13,55,Minter Bay,179,5.088217182,1,1,0,1,3,4
47.3539722,-122.69175,13,55,Minter Bay,180,2.001667492,1,1,0,1,3,4
47.3539722,-122.69175,13,55,Minter Bay,181,4.366696464,1,1,0,1,3,4
47.052362,-122.910912,13,73,West Bay Park,182,2.620526548,2,3,2,3,3,4
47.052362,-122.910912,13,73,West Bay Park,183,9.357208636,2,3,2,3,4,4
47.052362,-122.910912,13,73,West Bay Park,184,5.788840751,2,3,2,3,4,4
47.052362,-122.910912,13,73,West Bay Park,185,0.744673474,2,3,2,3,4,4
47.074603,-123.003527,13,72,Eld Inlet,186,10.97488133,1,1,1,1,4,4
47.074603,-123.003527,13,72,Eld Inlet,187,12.53975476,1,1,1,1,4,4
47.074603,-123.003527,13,72,Eld Inlet,188,7.039960378,1,1,1,1,4,4
47.074603,-123.003527,13,72,Eld Inlet,189,8.890455718,1,1,1,1,4,4
48.0697859,-122.2997764,8.2,70,Tulalip Reservation,190,2.633340391,2,2,1,2,4,4
48.0697859,-122.2997764,8.2,70,Tulalip Reservation,191,3.165587108,2,2,1,2,4,4
48.0697859,-122.2997764,8.2,70,Tulalip Reservation,192,-0.872847897,2,2,1,2,4,4
48.0697859,-122.2997764,8.2,70,Tulalip Reservation,193,10.00722962,2,2,1,2,4,4
47.30515,-122.44441,11,54,Browns Point Lighthouse,194,3.733258907,2,3,3,3,4,4
47.30515,-122.44441,11,54,Browns Point Lighthouse,195,1.510299625,2,3,3,3,4,4
47.30515,-122.44441,11,54,Browns Point Lighthouse,196,2.472247479,2,3,3,3,4,4
47.30515,-122.44441,11,54,Browns Point Lighthouse,197,1.531263004,2,3,3,3,4,4
47.17650485,-122.9046464,13,38,Squaxin Island,198,2.863819168,1,1,1,1,4,4
47.17650485,-122.9046464,13,38,Squaxin Island,199,16.64218412,1,1,1,1,4,4
47.17650485,-122.9046464,13,38,Squaxin Island,200,-2.758227253,1,1,1,1,4,4
47.17650485,-122.9046464,13,38,Squaxin Island,201,6.787558343,1,1,1,1,4,5
47.30008,-122.74566,13,51,Maple Hollow Park,202,-4.054863729,1,1,1,1,4,5
47.30008,-122.74566,13,51,Maple Hollow Park,203,3.693735405,1,1,1,1,4,5
47.30008,-122.74566,13,51,Maple Hollow Park,204,-4.118362993,1,1,1,1,4,5
47.30008,-122.74566,13,51,Maple Hollow Park,205,14.78725935,1,1,1,1,4,5
47.9726,-122.22977,8.2,66,Everett Harbor,206,-3.800346544,2,3,2,3,4,5
47.9726,-122.22977,8.2,66,Everett Harbor,207,5.49281946,2,3,2,3,4,5
47.9726,-122.22977,8.2,66,Everett Harbor,208,3.772750103,2,3,2,3,4,5
47.9726,-122.22977,8.2,66,Everett Harbor,209,-0.305233341,2,3,2,3,4,5
48.52108,-122.61531,7,62,N Avenue Park,210,0.027410018,3,4,4,5,4,5
48.52108,-122.61531,7,62,N Avenue Park,211,0.064397154,3,4,4,5,4,5
48.52108,-122.61531,7,62,N Avenue Park,212,5.691771099,3,4,4,5,4,5
48.52108,-122.61531,7,62,N Avenue Park,213,-3.014981762,3,4,4,5,4,5
48.520971,-122.600717,7,64,Cap Sante,214,14.37055745,2,3,2,3,4,5
48.520971,-122.600717,7,64,Cap Sante,215,4.895078561,2,3,2,3,4,5
48.520971,-122.600717,7,64,Cap Sante,216,42.80530844,2,3,2,3,4,5
48.520971,-122.600717,7,64,Cap Sante,217,11.94742289,2,3,2,3,4,5
47.32598,-122.66724,13,53,Raft Island Park,218,-2.938910499,1,1,0,0,4,5
47.32598,-122.66724,13,53,Raft Island Park,219,2.854840932,1,1,0,0,4,5
47.32598,-122.66724,13,53,Raft Island Park,220,11.02887301,1,1,0,0,4,5
47.32598,-122.66724,13,53,Raft Island Park,221,1.225909173,1,1,0,0,4,5
48.5069444,-123.0194444,7,61,Friday Harbor,222,-2.927906308,3,3,3,4,4,5
48.5069444,-123.0194444,7,61,Friday Harbor,223,12.3110815,3,3,3,4,4,5
48.5069444,-123.0194444,7,61,Friday Harbor,224,2.296589287,3,3,3,4,5,5
48.5069444,-123.0194444,7,61,Friday Harbor,225,-4.877970207,3,3,3,4,5,5
48.5069444,-123.0194444,7,61,Friday Harbor,226,18.93514758,3,3,3,4,5,5
47.81407,-122.3825,9,69,Edmonds Ferry,227,0.817818586,3,3,3,4,5,5
47.81407,-122.3825,9,69,Edmonds Ferry,228,-4.249211843,3,3,3,4,5,5
47.81407,-122.3825,9,69,Edmonds Ferry,229,-2.434570168,3,3,3,4,5,5
47.81407,-122.3825,9,69,Edmonds Ferry,230,-4.326542516,3,3,3,4,5,5
47.4436,-122.360316,11,20,Miller Creek,231,-1.53347398,2,2,2,2,5,5
47.4436,-122.360316,11,20,Miller Creek,232,1.041075559,2,2,2,2,5,5
47.4436,-122.360316,11,20,Miller Creek,233,7.704130638,2,2,2,2,5,5
47.4436,-122.360316,11,20,Miller Creek,234,7.313642106,2,2,2,2,5,5
48.77636877,-122.5378679,7,76,Locust Beach,235,10.20436255,1,1,0,0,5,5
48.77636877,-122.5378679,7,76,Locust Beach,236,7.075662067,1,1,0,0,5,5
48.77636877,-122.5378679,7,76,Locust Beach,237,3.413700619,1,1,0,0,5,5
48.77636877,-122.5378679,7,76,Locust Beach,238,3.907380687,1,1,0,0,5,6
48.6793778,-122.6300583,7,77,Aiston Preserve,239,-0.231516211,1,1,0,0,5,6
48.6793778,-122.6300583,7,77,Aiston Preserve,240,4.876828946,1,1,0,0,5,6
48.6793778,-122.6300583,7,77,Aiston Preserve,241,8.871340047,1,1,0,0,5,6
48.6793778,-122.6300583,7,77,Aiston Preserve,242,0.010085806,1,1,0,0,5,6
48.12823,-123.45715,6,1,Port Angeles Yacht Club,243,14.89473674,3,4,4,5,5,6
48.12823,-123.45715,6,1,Port Angeles Yacht Club,244,3.323303979,3,4,4,5,5,6
48.12823,-123.45715,6,1,Port Angeles Yacht Club,245,24.33179621,3,4,4,5,5,6
48.12823,-123.45715,6,1,Port Angeles Yacht Club,246,-0.060351992,3,4,4,5,5,6
48.12823,-123.45715,6,1,Port Angeles Yacht Club,247,3.679220471,3,4,4,5,5,6
48.12823,-123.45715,6,1,Port Angeles Yacht Club,248,1.758224791,3,4,4,5,5,6
47.30973,-122.68868,13,52,Kopachuck State Park,249,4.823167904,1,1,0,0,5,6
47.30973,-122.68868,13,52,Kopachuck State Park,250,4.09548162,1,1,0,0,5,6
47.30973,-122.68868,13,52,Kopachuck State Park,251,9.209739195,1,1,0,0,5,6
47.66586,-122.56698,10,26,Williams Olson Park,252,-0.261141927,2,2,2,2,5,6
47.30973,-122.68868,13,52,Kopachuck State Park,253,0.775164275,1,1,0,0,5,6
47.66586,-122.56698,10,26,Williams Olson Park,254,3.467767834,2,2,2,2,5,6
47.66586,-122.56698,10,26,Williams Olson Park,255,5.286890167,2,2,2,2,5,6
47.66586,-122.56698,10,26,Williams Olson Park,256,17.07340713,2,2,2,2,5,6
47.66142,-122.49884,10,24,Skiff Point,257,4.06564522,2,3,3,4,5,6
47.66142,-122.49884,10,24,Skiff Point,258,3.93280474,2,3,3,4,5,6
47.66142,-122.49884,10,24,Skiff Point,259,1.754673716,2,3,3,4,5,6
47.66142,-122.49884,10,24,Skiff Point,260,9.362148048,2,3,3,4,5,6
47.55622,-122.54281,10,33,"Manchester, Stormwater Outfall",261,5.031035778,2,3,2,3,5,6
47.55622,-122.54281,10,33,"Manchester, Stormwater Outfall",262,3.681849898,2,3,2,3,6,7
47.55622,-122.54281,10,33,"Manchester, Stormwater Outfall",263,4.915176259,2,3,2,3,6,7
47.55622,-122.54281,10,33,"Manchester, Stormwater Outfall",264,-2.45692713,2,3,2,3,6,7
47.33775,-122.59014,11,44,Donkey Creek Delta,265,0.18944871,3,3,3,4,6,7
47.33775,-122.59014,11,44,Donkey Creek Delta,266,-0.369001698,3,3,3,4,6,7
47.33775,-122.59014,11,44,Donkey Creek Delta,267,6.20604472,3,3,3,4,6,7
47.33775,-122.59014,11,44,Donkey Creek Delta,268,3.604857383,3,3,3,4,6,7
47.78184,-122.83474,12,30,Broad Spit (Fisherman's Point),269,0.896484575,1,1,0,0,6,7
47.78184,-122.83474,12,30,Broad Spit (Fisherman's Point),270,10.87473912,1,1,0,0,6,7
47.78184,-122.83474,12,30,Broad Spit (Fisherman's Point),271,7.415835244,1,1,0,0,6,7
47.78184,-122.83474,12,30,Broad Spit (Fisherman's Point),272,9.276955011,1,1,0,0,6,7
47.346537,-122.82236,13,39,Reach Island,273,7.635785614,1,2,1,1,6,7
47.346537,-122.82236,13,39,Reach Island,274,0.367192171,1,2,1,1,6,7
47.346537,-122.82236,13,39,Reach Island,275,0.027603544,1,2,1,1,6,7
47.346537,-122.82236,13,39,Reach Island,276,10.30410019,1,2,1,1,6,7
47.44896,-122.372267,11,22,Three Tree Point,277,9.207751785,2,2,2,2,6,7
47.44896,-122.372267,11,22,Three Tree Point,278,8.997827689,2,2,2,2,6,7
47.44896,-122.372267,11,22,Three Tree Point,279,9.760407843,2,2,2,2,6,7
47.44896,-122.372267,11,22,Three Tree Point,280,3.696772427,2,2,2,2,6,7
47.50161,-122.38593,11,13,Arroyo Beach,281,7.08387708,2,3,2,3,6,7
47.50161,-122.38593,11,13,Arroyo Beach,282,0.634793688,2,3,2,3,6,7
47.50161,-122.38593,11,13,Arroyo Beach,283,11.88378415,2,3,2,3,6,7
47.50161,-122.38593,11,13,Arroyo Beach,284,6.099566802,2,3,2,3,6,7
47.50161,-122.38593,11,13,Arroyo Beach,285,15.28458767,2,3,2,3,6,7
47.6663,-122.4018,10,16,"Salmon Bay, Commodore Park",287,5.874301989,3,4,4,5,6,7
47.6663,-122.4018,10,16,"Salmon Bay, Commodore Park",288,4.591968253,3,4,4,5,6,7
47.6663,-122.4018,10,16,"Salmon Bay, Commodore Park",289,1.329939804,3,4,4,5,6,7
47.6663,-122.4018,10,16,"Salmon Bay, Commodore Park",290,3.380989389,3,4,4,5,6,7
47.671678,-122.406663,10,18,Shilshole Bay,291,0.853763421,3,4,4,5,6,7
47.671678,-122.406663,10,18,Shilshole Bay,292,1.540746908,3,4,4,5,6,7
47.671678,-122.406663,10,18,Shilshole Bay,293,12.83109092,3,4,4,5,6,7
47.671678,-122.406663,10,18,Shilshole Bay,294,24.40051208,3,4,4,5,6,7
47.60255,-122.66992,10,27,Rocky Point,295,15.43526555,2,2,2,2,6,7
47.60255,-122.66992,10,27,Rocky Point,296,7.395650651,2,2,2,2,6,7
47.60255,-122.66992,10,27,Rocky Point,297,14.14641226,2,2,2,2,6,7
