site_name,latitude,longitude,reporting_area,site_number,sample_id,sod,mercury,arsenic,cadmium,copper,lead,Zinc,lmwPAH,PAH16,sumPCB,hmwPAH,sumPAH,PAHgroup
S of Skunk Island,48.02667,-122.75076,9,9,16,22.37584808,0.028685714,8,1.748571429,5.702857143,0.462285714,76,162.156563,144.1391671,28.22725356,132.1275698,294.2841328,mid
Williams Olson Park,47.66586,-122.56698,10,26,254,3.467767834,0.0308,8.571428571,1.662857143,10.17142857,0.349142857,86.85714286,144.601467,150.6265281,58.44309291,156.6515892,301.2530562,mid
Williams Olson Park,47.66586,-122.56698,10,26,255,5.286890167,0.0308,8.571428571,1.662857143,10.17142857,0.349142857,86.85714286,144.601467,150.6265281,58.44309291,156.6515892,301.2530562,mid
Williams Olson Park,47.66586,-122.56698,10,26,252,-0.261141927,0.0308,8.571428571,1.662857143,10.17142857,0.349142857,86.85714286,144.601467,150.6265281,58.44309291,156.6515892,301.2530562,mid
Williams Olson Park,47.66586,-122.56698,10,26,256,17.07340713,0.0308,8.571428571,1.662857143,10.17142857,0.349142857,86.85714286,144.601467,150.6265281,58.44309291,156.6515892,301.2530562,mid
Rocky Point,47.60255,-122.66992,10,27,295,15.43526555,0.03422619,8.69047619,2,6.130952381,0.411904762,101.1904762,176.5702934,133.9498778,85.2408313,133.9498778,310.5201711,mid
Rocky Point,47.60255,-122.66992,10,27,296,7.395650651,0.03422619,8.69047619,2,6.130952381,0.411904762,101.1904762,176.5702934,133.9498778,85.2408313,133.9498778,310.5201711,mid
Rocky Point,47.60255,-122.66992,10,27,297,14.14641226,0.03422619,8.69047619,2,6.130952381,0.411904762,101.1904762,176.5702934,133.9498778,85.2408313,133.9498778,310.5201711,mid
Rocky Point,47.60255,-122.66992,10,27,298,2.604570552,0.03422619,8.69047619,2,6.130952381,0.411904762,101.1904762,176.5702934,133.9498778,85.2408313,133.9498778,310.5201711,mid
Three Tree Point,47.44896,-122.372267,11,22,277,9.207751785,0.029310345,8.448275862,1.74137931,6.034482759,0.186781609,86.20689655,176.7345924,129.6053678,48.30745527,141.387674,312.2311133,mid
Three Tree Point,47.44896,-122.372267,11,22,279,9.760407843,0.029310345,8.448275862,1.74137931,6.034482759,0.186781609,86.20689655,176.7345924,129.6053678,48.30745527,141.387674,312.2311133,mid
Three Tree Point,47.44896,-122.372267,11,22,280,3.696772427,0.029310345,8.448275862,1.74137931,6.034482759,0.186781609,86.20689655,176.7345924,129.6053678,48.30745527,141.387674,312.2311133,mid
Three Tree Point,47.44896,-122.372267,11,22,278,8.997827689,0.029310345,8.448275862,1.74137931,6.034482759,0.186781609,86.20689655,176.7345924,129.6053678,48.30745527,141.387674,312.2311133,mid
"Cherry Point Aquatic Reserve, Conoco Phillips",48.8208,-122.7101,7,75,34,9.760878837,0.033045977,7.931034483,1.902298851,5.304597701,0.192528736,73.56321839,169.0270946,126.770321,39.23843268,150.9170488,325.9808253,mid
"Cherry Point Aquatic Reserve, Conoco Phillips",48.8208,-122.7101,7,75,35,0.820666791,0.033045977,7.931034483,1.902298851,5.304597701,0.192528736,73.56321839,169.0270946,126.770321,39.23843268,150.9170488,325.9808253,mid
"Cherry Point Aquatic Reserve, Conoco Phillips",48.8208,-122.7101,7,75,36,1.462727928,0.033045977,7.931034483,1.902298851,5.304597701,0.192528736,73.56321839,169.0270946,126.770321,39.23843268,150.9170488,325.9808253,mid
"Cherry Point Aquatic Reserve, Conoco Phillips",48.8208,-122.7101,7,75,33,3.411359594,0.033045977,7.931034483,1.902298851,5.304597701,0.192528736,73.56321839,169.0270946,126.770321,39.23843268,150.9170488,325.9808253,mid
Rich Passage,47.578117,-122.524833,10,32,170,3.506183208,0.033011364,8.465909091,1.710227273,7.102272727,0.303409091,89.20454545,190.2926293,142.7194719,71.35973597,142.7194719,338.9587459,mid
Rich Passage,47.578117,-122.524833,10,32,171,2.630922974,0.033011364,8.465909091,1.710227273,7.102272727,0.303409091,89.20454545,190.2926293,142.7194719,71.35973597,142.7194719,338.9587459,mid
Rich Passage,47.578117,-122.524833,10,32,173,1.998917628,0.033011364,8.465909091,1.710227273,7.102272727,0.303409091,89.20454545,190.2926293,142.7194719,71.35973597,142.7194719,338.9587459,mid
Rich Passage,47.578117,-122.524833,10,32,172,1.142948285,0.033011364,8.465909091,1.710227273,7.102272727,0.303409091,89.20454545,190.2926293,142.7194719,71.35973597,142.7194719,338.9587459,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,135,20.04834773,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,136,0.13458155,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,137,9.075422937,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,138,0.786638442,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,139,6.442883283,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,140,1.035321931,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,45,11.04813995,0.039245283,9.496855346,1.86163522,7.86163522,0.468553459,82.38993711,212.4762443,137.081448,95.95701357,150.7895928,363.2658371,mid
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,47,16.96255158,0.039245283,9.496855346,1.86163522,7.86163522,0.468553459,82.38993711,212.4762443,137.081448,95.95701357,150.7895928,363.2658371,mid
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,48,73.34487105,0.039245283,9.496855346,1.86163522,7.86163522,0.468553459,82.38993711,212.4762443,137.081448,95.95701357,150.7895928,363.2658371,mid
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,46,11.65960237,0.039245283,9.496855346,1.86163522,7.86163522,0.468553459,82.38993711,212.4762443,137.081448,95.95701357,150.7895928,363.2658371,mid
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,262,3.681849898,0.029810127,8.164556962,1.930379747,5.113924051,0.270253165,83.5443038,198.3929511,171.0284061,55.41320358,171.0284061,369.4213572,mid
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,263,4.915176259,0.029810127,8.164556962,1.930379747,5.113924051,0.270253165,83.5443038,198.3929511,171.0284061,55.41320358,171.0284061,369.4213572,mid
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,264,-2.45692713,0.029810127,8.164556962,1.930379747,5.113924051,0.270253165,83.5443038,198.3929511,171.0284061,55.41320358,171.0284061,369.4213572,mid
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,261,5.031035778,0.029810127,8.164556962,1.930379747,5.113924051,0.270253165,83.5443038,198.3929511,171.0284061,55.41320358,171.0284061,369.4213572,mid
Everett Harbor,47.9726,-122.22977,8.2,66,207,5.49281946,0.041329114,8.35443038,1.702531646,6.455696203,0.365189873,72.78481013,206.3799547,173.0928652,46.60192525,166.4354473,372.815402,mid
Everett Harbor,47.9726,-122.22977,8.2,66,208,3.772750103,0.041329114,8.35443038,1.702531646,6.455696203,0.365189873,72.78481013,206.3799547,173.0928652,46.60192525,166.4354473,372.815402,mid
Everett Harbor,47.9726,-122.22977,8.2,66,209,-0.305233341,0.041329114,8.35443038,1.702531646,6.455696203,0.365189873,72.78481013,206.3799547,173.0928652,46.60192525,166.4354473,372.815402,mid
Everett Harbor,47.9726,-122.22977,8.2,66,206,-3.800346544,0.041329114,8.35443038,1.702531646,6.455696203,0.365189873,72.78481013,206.3799547,173.0928652,46.60192525,166.4354473,372.815402,mid
Cap Sante,48.520971,-122.600717,7,64,214,14.37055745,0.029634146,7.743902439,1.902439024,5.298780488,0.179878049,81.09756098,254.6569343,63.66423358,29.28554745,120.9620438,375.6189781,mid
Cap Sante,48.520971,-122.600717,7,64,215,4.895078561,0.029634146,7.743902439,1.902439024,5.298780488,0.179878049,81.09756098,254.6569343,63.66423358,29.28554745,120.9620438,375.6189781,mid
Cap Sante,48.520971,-122.600717,7,64,216,42.80530844,0.029634146,7.743902439,1.902439024,5.298780488,0.179878049,81.09756098,254.6569343,63.66423358,29.28554745,120.9620438,375.6189781,mid
Cap Sante,48.520971,-122.600717,7,64,217,11.94742289,0.029634146,7.743902439,1.902439024,5.298780488,0.179878049,81.09756098,254.6569343,63.66423358,29.28554745,120.9620438,375.6189781,mid
Brackenwood Ln,47.68234,-122.5064,10,23,96,-1.514077228,0.037455621,8.698224852,1.857988166,6.213017751,0.220118343,90.53254438,212.3820225,176.9850187,44.24625468,176.9850187,389.3670412,mid
Brackenwood Ln,47.68234,-122.5064,10,23,97,15.98870388,0.037455621,8.698224852,1.857988166,6.213017751,0.220118343,90.53254438,212.3820225,176.9850187,44.24625468,176.9850187,389.3670412,mid
Brackenwood Ln,47.68234,-122.5064,10,23,98,6.809398721,0.037455621,8.698224852,1.857988166,6.213017751,0.220118343,90.53254438,212.3820225,176.9850187,44.24625468,176.9850187,389.3670412,mid
Brackenwood Ln,47.68234,-122.5064,10,23,99,7.492130038,0.037455621,8.698224852,1.857988166,6.213017751,0.220118343,90.53254438,212.3820225,176.9850187,44.24625468,176.9850187,389.3670412,mid
West Bay Park,47.052362,-122.910912,13,73,182,2.620526548,0.031666667,8.205128205,1.852564103,6.602564103,0.202564103,78.20512821,182.212367,161.9665484,64.78661936,202.4581855,391.4191586,mid
West Bay Park,47.052362,-122.910912,13,73,183,9.357208636,0.031666667,8.205128205,1.852564103,6.602564103,0.202564103,78.20512821,182.212367,161.9665484,64.78661936,202.4581855,391.4191586,mid
West Bay Park,47.052362,-122.910912,13,73,184,5.788840751,0.031666667,8.205128205,1.852564103,6.602564103,0.202564103,78.20512821,182.212367,161.9665484,64.78661936,202.4581855,391.4191586,mid
West Bay Park,47.052362,-122.910912,13,73,185,0.744673474,0.031666667,8.205128205,1.852564103,6.602564103,0.202564103,78.20512821,182.212367,161.9665484,64.78661936,202.4581855,391.4191586,mid
Arroyo Beach,47.50161,-122.38593,11,13,281,7.08387708,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid
Arroyo Beach,47.50161,-122.38593,11,13,283,11.88378415,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid
Arroyo Beach,47.50161,-122.38593,11,13,284,6.099566802,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid
Arroyo Beach,47.50161,-122.38593,11,13,285,15.28458767,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid
Arroyo Beach,47.50161,-122.38593,11,13,282,0.634793688,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid
Gig Harbor Boat Launch,47.33785,-122.58277,11,58,131,5.435308681,0.036748466,8.343558282,1.901840491,6.625766871,0.463190184,84.66257669,172.3839836,233.949692,73.8788501,246.2628337,418.6468172,mid
Gig Harbor Boat Launch,47.33785,-122.58277,11,58,133,14.65607062,0.036748466,8.343558282,1.901840491,6.625766871,0.463190184,84.66257669,172.3839836,233.949692,73.8788501,246.2628337,418.6468172,mid
Gig Harbor Boat Launch,47.33785,-122.58277,11,58,134,29.85291252,0.036748466,8.343558282,1.901840491,6.625766871,0.463190184,84.66257669,172.3839836,233.949692,73.8788501,246.2628337,418.6468172,mid
Gig Harbor Boat Launch,47.33785,-122.58277,11,58,132,9.94353543,0.036748466,8.343558282,1.901840491,6.625766871,0.463190184,84.66257669,172.3839836,233.949692,73.8788501,246.2628337,418.6468172,mid
Suquamish Stormwater Outfall,47.7296079,-122.5506191,10,34,5,0.512029657,0.032710843,8.674698795,1.891566265,6.385542169,0.208433735,82.53012048,231.9884793,206.2119816,63.7968318,193.3237327,425.312212,mid
Suquamish Stormwater Outfall,47.7296079,-122.5506191,10,34,6,6.048720312,0.032710843,8.674698795,1.891566265,6.385542169,0.208433735,82.53012048,231.9884793,206.2119816,63.7968318,193.3237327,425.312212,mid
Suquamish Stormwater Outfall,47.7296079,-122.5506191,10,34,7,2.325964468,0.032710843,8.674698795,1.891566265,6.385542169,0.208433735,82.53012048,231.9884793,206.2119816,63.7968318,193.3237327,425.312212,mid
Suquamish Stormwater Outfall,47.7296079,-122.5506191,10,34,8,14.39013715,0.032710843,8.674698795,1.891566265,6.385542169,0.208433735,82.53012048,231.9884793,206.2119816,63.7968318,193.3237327,425.312212,mid
Salmon Beach,47.29464,-122.53053,11,40,123,0,0.023798883,7.877094972,1.832402235,4.770949721,0.187150838,79.32960894,202.4216634,214.3288201,47.62862669,226.2359768,428.6576402,mid
Salmon Beach,47.29464,-122.53053,11,40,124,12.93290007,0.023798883,7.877094972,1.832402235,4.770949721,0.187150838,79.32960894,202.4216634,214.3288201,47.62862669,226.2359768,428.6576402,mid
Salmon Beach,47.29464,-122.53053,11,40,125,8.91797839,0.023798883,7.877094972,1.832402235,4.770949721,0.187150838,79.32960894,202.4216634,214.3288201,47.62862669,226.2359768,428.6576402,mid
Salmon Beach,47.29464,-122.53053,11,40,126,7.34546401,0.023798883,7.877094972,1.832402235,4.770949721,0.187150838,79.32960894,202.4216634,214.3288201,47.62862669,226.2359768,428.6576402,mid
Browns Point Lighthouse,47.30515,-122.44441,11,54,194,3.733258907,0.032954545,8.465909091,1.710227273,6.931818182,0.260795455,90.34090909,257.4299611,175.520428,53.2411965,181.3711089,438.80107,mid
Browns Point Lighthouse,47.30515,-122.44441,11,54,196,2.472247479,0.032954545,8.465909091,1.710227273,6.931818182,0.260795455,90.34090909,257.4299611,175.520428,53.2411965,181.3711089,438.80107,mid
Browns Point Lighthouse,47.30515,-122.44441,11,54,197,1.531263004,0.032954545,8.465909091,1.710227273,6.931818182,0.260795455,90.34090909,257.4299611,175.520428,53.2411965,181.3711089,438.80107,mid
Browns Point Lighthouse,47.30515,-122.44441,11,54,195,1.510299625,0.032954545,8.465909091,1.710227273,6.931818182,0.260795455,90.34090909,257.4299611,175.520428,53.2411965,181.3711089,438.80107,high
Mukilteo,47.94968,-122.30158,8.2,65,17,7.612757795,0.050645161,8.129032258,1.858064516,7.225806452,0.265806452,70.96774194,245.9927946,207.1518271,42.07771487,194.2048379,440.1976325,high
Mukilteo,47.94968,-122.30158,8.2,65,18,6.400303292,0.050645161,8.129032258,1.858064516,7.225806452,0.265806452,70.96774194,245.9927946,207.1518271,42.07771487,194.2048379,440.1976325,high
Mukilteo,47.94968,-122.30158,8.2,65,19,0.27109511,0.050645161,8.129032258,1.858064516,7.225806452,0.265806452,70.96774194,245.9927946,207.1518271,42.07771487,194.2048379,440.1976325,high
Mukilteo,47.94968,-122.30158,8.2,65,20,16.14158661,0.050645161,8.129032258,1.858064516,7.225806452,0.265806452,70.96774194,245.9927946,207.1518271,42.07771487,194.2048379,440.1976325,high
Skiff Point,47.66142,-122.49884,10,24,257,4.06564522,0.039325843,8.820224719,1.893258427,6.235955056,0.22247191,92.69662921,236.7788779,213.1009901,31.37320132,213.1009901,449.879868,high
Skiff Point,47.66142,-122.49884,10,24,258,3.93280474,0.039325843,8.820224719,1.893258427,6.235955056,0.22247191,92.69662921,236.7788779,213.1009901,31.37320132,213.1009901,449.879868,high
Skiff Point,47.66142,-122.49884,10,24,259,1.754673716,0.039325843,8.820224719,1.893258427,6.235955056,0.22247191,92.69662921,236.7788779,213.1009901,31.37320132,213.1009901,449.879868,high
Skiff Point,47.66142,-122.49884,10,24,260,9.362148048,0.039325843,8.820224719,1.893258427,6.235955056,0.22247191,92.69662921,236.7788779,213.1009901,31.37320132,213.1009901,449.879868,high
"Eastsound, Fishing Bay",48.69368,-122.90985,7,60,49,-0.784855226,0.03,9.027027027,1.72972973,6,0.206486486,90.81081081,242.4711697,292.0675453,24.79818781,270.0247117,512.4958814,high
"Eastsound, Fishing Bay",48.69368,-122.90985,7,60,50,9.766978062,0.03,9.027027027,1.72972973,6,0.206486486,90.81081081,242.4711697,292.0675453,24.79818781,270.0247117,512.4958814,high
"Eastsound, Fishing Bay",48.69368,-122.90985,7,60,51,12.77306106,0.03,9.027027027,1.72972973,6,0.206486486,90.81081081,242.4711697,292.0675453,24.79818781,270.0247117,512.4958814,high
"Eastsound, Fishing Bay",48.69368,-122.90985,7,60,52,8.384624933,0.03,9.027027027,1.72972973,6,0.206486486,90.81081081,242.4711697,292.0675453,24.79818781,270.0247117,512.4958814,high
Donkey Creek Delta,47.33775,-122.59014,11,44,266,-0.369001698,0.030240964,8.915662651,1.93373494,7.34939759,0.885542169,92.77108434,238.0359712,257.8723022,105.793765,284.3207434,522.3567146,high
Donkey Creek Delta,47.33775,-122.59014,11,44,267,6.20604472,0.030240964,8.915662651,1.93373494,7.34939759,0.885542169,92.77108434,238.0359712,257.8723022,105.793765,284.3207434,522.3567146,high
Donkey Creek Delta,47.33775,-122.59014,11,44,268,3.604857383,0.030240964,8.915662651,1.93373494,7.34939759,0.885542169,92.77108434,238.0359712,257.8723022,105.793765,284.3207434,522.3567146,high
Donkey Creek Delta,47.33775,-122.59014,11,44,265,0.18944871,0.030240964,8.915662651,1.93373494,7.34939759,0.885542169,92.77108434,238.0359712,257.8723022,105.793765,284.3207434,522.3567146,high
Edmonds Ferry,47.81407,-122.3825,9,69,227,0.817818586,0.036647727,8.352272727,1.732954545,6.988636364,0.326704545,89.20454545,257.235514,268.9280374,47.93934579,268.9280374,532.0098131,high
Edmonds Ferry,47.81407,-122.3825,9,69,228,-4.249211843,0.036647727,8.352272727,1.732954545,6.988636364,0.326704545,89.20454545,257.235514,268.9280374,47.93934579,268.9280374,532.0098131,high
Edmonds Ferry,47.81407,-122.3825,9,69,229,-2.434570168,0.036647727,8.352272727,1.732954545,6.988636364,0.326704545,89.20454545,257.235514,268.9280374,47.93934579,268.9280374,532.0098131,high
Edmonds Ferry,47.81407,-122.3825,9,69,230,-4.326542516,0.036647727,8.352272727,1.732954545,6.988636364,0.326704545,89.20454545,257.235514,268.9280374,47.93934579,268.9280374,532.0098131,high
Friday Harbor,48.5069444,-123.0194444,7,61,222,-2.927906308,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high
Friday Harbor,48.5069444,-123.0194444,7,61,223,12.3110815,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high
Friday Harbor,48.5069444,-123.0194444,7,61,224,2.296589287,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high
Friday Harbor,48.5069444,-123.0194444,7,61,226,18.93514758,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high
Friday Harbor,48.5069444,-123.0194444,7,61,225,-4.877970207,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,157,5.01981184,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,158,16.26757387,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,160,13.78364475,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,161,-0.635744873,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,159,5.767563973,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high
Point Defiance Ferry,47.3062,-122.5145,11,43,113,11.04330735,0.027377049,8.087431694,1.546448087,6.93989071,0.39726776,92.89617486,370.5727878,335.831589,63.69219791,335.831589,694.8239772,high
Point Defiance Ferry,47.3062,-122.5145,11,43,110,4.646670194,0.027377049,8.087431694,1.546448087,6.93989071,0.39726776,92.89617486,370.5727878,335.831589,63.69219791,335.831589,694.8239772,high
Point Defiance Ferry,47.3062,-122.5145,11,43,111,6.955797378,0.027377049,8.087431694,1.546448087,6.93989071,0.39726776,92.89617486,370.5727878,335.831589,63.69219791,335.831589,694.8239772,high
Point Defiance Ferry,47.3062,-122.5145,11,43,112,3.170340795,0.027377049,8.087431694,1.546448087,6.93989071,0.39726776,92.89617486,370.5727878,335.831589,63.69219791,335.831589,694.8239772,high
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.482448,-122.583879,7,63,62,13.52835798,0.039759036,8.493975904,1.746987952,9.277108434,0.239156627,81.92771084,438.8161629,165.3510179,26.71054904,254.3861814,699.5619988,high
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.482448,-122.583879,7,63,63,10.95789834,0.039759036,8.493975904,1.746987952,9.277108434,0.239156627,81.92771084,438.8161629,165.3510179,26.71054904,254.3861814,699.5619988,high
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.482448,-122.583879,7,63,64,17.03127292,0.039759036,8.493975904,1.746987952,9.277108434,0.239156627,81.92771084,438.8161629,165.3510179,26.71054904,254.3861814,699.5619988,high
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.482448,-122.583879,7,63,61,5.992439618,0.039759036,8.493975904,1.746987952,9.277108434,0.239156627,81.92771084,438.8161629,165.3510179,26.71054904,254.3861814,699.5619988,high
Edmonds Marina,47.8111,-122.388,9,68,22,11.40220475,0.051954023,8.275862069,1.747126437,8.563218391,0.331034483,81.6091954,304.567313,374.8520776,52.71357341,374.8520776,702.8476454,high
Edmonds Marina,47.8111,-122.388,9,68,23,23.27140092,0.051954023,8.275862069,1.747126437,8.563218391,0.331034483,81.6091954,304.567313,374.8520776,52.71357341,374.8520776,702.8476454,high
Edmonds Marina,47.8111,-122.388,9,68,24,13.70809779,0.051954023,8.275862069,1.747126437,8.563218391,0.331034483,81.6091954,304.567313,374.8520776,52.71357341,374.8520776,702.8476454,high
Edmonds Marina,47.8111,-122.388,9,68,21,7.034310783,0.051954023,8.275862069,1.747126437,8.563218391,0.331034483,81.6091954,304.567313,374.8520776,52.71357341,374.8520776,702.8476454,high
Blair Waterway,47.27568,-122.4173,11,41,152,9.376731224,0.032057143,8.114285714,1.622857143,5.828571429,0.255428571,98.85714286,456.559655,247.5323431,50.60661236,280.5366555,715.0934356,high
Blair Waterway,47.27568,-122.4173,11,41,149,0.671745233,0.032057143,8.114285714,1.622857143,5.828571429,0.255428571,98.85714286,456.559655,247.5323431,50.60661236,280.5366555,715.0934356,high
Blair Waterway,47.27568,-122.4173,11,41,150,6.431894312,0.032057143,8.114285714,1.622857143,5.828571429,0.255428571,98.85714286,456.559655,247.5323431,50.60661236,280.5366555,715.0934356,high
Blair Waterway,47.27568,-122.4173,11,41,151,9.589878466,0.032057143,8.114285714,1.622857143,5.828571429,0.255428571,98.85714286,456.559655,247.5323431,50.60661236,280.5366555,715.0934356,high
Kitsap St Boat Launch,47.54167,-122.64034,10,25,53,1.604310088,0.031589744,8.153846154,1.548717949,8.307692308,0.50974359,87.17948718,419.8019285,303.4712736,146.6777822,354.0498192,758.678184,high
Kitsap St Boat Launch,47.54167,-122.64034,10,25,54,21.2090881,0.031589744,8.153846154,1.548717949,8.307692308,0.50974359,87.17948718,419.8019285,303.4712736,146.6777822,354.0498192,758.678184,high
Kitsap St Boat Launch,47.54167,-122.64034,10,25,55,10.07215837,0.031589744,8.153846154,1.548717949,8.307692308,0.50974359,87.17948718,419.8019285,303.4712736,146.6777822,354.0498192,758.678184,high
Kitsap St Boat Launch,47.54167,-122.64034,10,25,56,10.10694104,0.031589744,8.153846154,1.548717949,8.307692308,0.50974359,87.17948718,419.8019285,303.4712736,146.6777822,354.0498192,758.678184,high
"Comm Bay, Dick Gilmur Launch",47.292549,-122.412175,11,48,114,31.01515171,0.032831325,7.34939759,1.608433735,5.873493976,0.271686747,75.90361446,442.7216981,332.0412736,84.6379717,338.5518868,781.2735849,high
"Comm Bay, Dick Gilmur Launch",47.292549,-122.412175,11,48,116,4.914974598,0.032831325,7.34939759,1.608433735,5.873493976,0.271686747,75.90361446,442.7216981,332.0412736,84.6379717,338.5518868,781.2735849,high
"Comm Bay, Dick Gilmur Launch",47.292549,-122.412175,11,48,117,8.819019813,0.032831325,7.34939759,1.608433735,5.873493976,0.271686747,75.90361446,442.7216981,332.0412736,84.6379717,338.5518868,781.2735849,high
"Comm Bay, Dick Gilmur Launch",47.292549,-122.412175,11,48,115,11.28580119,0.032831325,7.34939759,1.608433735,5.873493976,0.271686747,75.90361446,442.7216981,332.0412736,84.6379717,338.5518868,781.2735849,high
Comm Bay Skookum,47.29,-122.41,11,45,37,7.883607521,0.033961039,8.441558442,1.974025974,6.688311688,0.292857143,92.20779221,461.6337427,342.9279231,92.32674853,369.3069941,857.3198078,high
Comm Bay Skookum,47.29,-122.41,11,45,38,4.123997627,0.033961039,8.441558442,1.974025974,6.688311688,0.292857143,92.20779221,461.6337427,342.9279231,92.32674853,369.3069941,857.3198078,high
Comm Bay Skookum,47.29,-122.41,11,45,40,6.96579733,0.033961039,8.441558442,1.974025974,6.688311688,0.292857143,92.20779221,461.6337427,342.9279231,92.32674853,369.3069941,857.3198078,high
Comm Bay Skookum,47.29,-122.41,11,45,39,17.32381876,0.033961039,8.441558442,1.974025974,6.688311688,0.292857143,92.20779221,461.6337427,342.9279231,92.32674853,369.3069941,857.3198078,high
Eagle Harbor Dr,47.61889,-122.5275,10,31,57,11.30645621,0.04597561,8.536585366,1.932926829,8.475609756,0.62804878,79.26829268,364.3548387,577.4680463,103.119294,653.0888618,1031.19294,high
Eagle Harbor Dr,47.61889,-122.5275,10,31,58,1.797720696,0.04597561,8.536585366,1.932926829,8.475609756,0.62804878,79.26829268,364.3548387,577.4680463,103.119294,653.0888618,1031.19294,high
Eagle Harbor Dr,47.61889,-122.5275,10,31,59,12.54488929,0.04597561,8.536585366,1.932926829,8.475609756,0.62804878,79.26829268,364.3548387,577.4680463,103.119294,653.0888618,1031.19294,high
Eagle Harbor Dr,47.61889,-122.5275,10,31,60,24.79034022,0.04597561,8.536585366,1.932926829,8.475609756,0.62804878,79.26829268,364.3548387,577.4680463,103.119294,653.0888618,1031.19294,high
Blair Waterway #2,47.2632444,-122.385731,11,42,142,12.85437983,-0.0236,8.373493976,1.704819277,8.13253012,0.184939759,85.54216867,610.9503136,299.3656536,54.98552822,403.2272069,1038.615533,high
