73,N/A,20.2139,59.96,27.64,23.97,5.9438,,,,,,,,,,,,,,,,,,,,,
74,N/A,22.6094,64.64,29.68,24.32,7.5348,,,,,,,,,,,,,,,,,,,,,
75,N/A,9.7035,53.9,21.64,18.69,2.9102,,,,,,,,,,,,,,,,,,,,,
76,N/A,15.6093,59.82,30.47,19.15,4.5137,,,,,,,,,,,,,,,,,,,,,
77,N/A,18.2985,59.38,27.08,21.75,5.5873,,,,,,,,,,,,,,,,,,,,,
78,N/A,11.1504,53.87,23.98,17.44,3.3161,,,,,,,,,,,,,,,,,,,,,
79,N/A,15.6407,59.95,26.9,18.86,4.7261,,,,,,,,,,,,,,,,,,,,,
80,N/A,16.2311,61.17,26.63,18.82,5.0107,,,,,,,,,,,,,,,,,,,,,
81,N/A,16.1972,60.33,25.93,19.67,4.4651,,,,,,,,,,,,,,,,,,,,,
82,N/A,13.0567,55.75,25.17,18.3,3.6144,,,,,,,,,,,,,,,,,,,,,
83,N/A,14.9971,55.1,27.87,19.07,4.6594,,,,,,,,,,,,,,,,,,,,,
84,N/A,11.0054,51.96,24.21,18.5,3.3668,,,,,,,,,,,,,,,,,,,,,
85,N/A,13.568,54.99,27.36,19.06,3.8378,,,,,,,,,,,,,,,,,,,,,
86,N/A,13.3637,60.6,25.38,22.06,4.5048,,,,,,,,,,,,,,,,,,,,,
87,N/A,17.6865,60.13,27.02,20.92,4.6876,,,,,,,,,,,,,,,,,,,,,
88,N/A,15.0373,54.11,24.54,20.35,4.9269,,,,,,,,,,,,,,,,,,,,,
89,N/A,17.7286,61.17,27.68,19.29,5.2285,,,,,,,,,,,,,,,,,,,,,
90,N/A,13.0413,53.806,25.38,18.99,3.6398,,,,,,,,,,,,,,,,,,,,,
91,N/A,11.1598,54.16,25.33,19.18,4.0147,,,,,,,,,,,,,,,,,,,,,
92,N/A,18.8636,59.5,27.07,20.68,5.191,,,,,,,,,,,,,,,,,,,,,
93,N/A,12.4626,48.58,27.11,19.21,3.8618,,,,,,,,,,,,,,,,,,,,,
94,N/A,11.2869,53.33,23.5,18.35,3.3187,,,,,,,,,,,,,,,,,,,,,
95,N/A,13.8179,54.59,26.28,19.78,4.3855,,,,,,,,,,,,,,,,,,,,,
96,N/A,15.8383,60.24,26.11,19.7,4.3925,,,,,,,,,,,,,,,,,,,,,
97,N/A,15.8919,58.67,27.49,19.06,5.7358,,,,,,,,,,,,,,,,,,,,,
98,N/A,19.4573,62.93,29.59,20.53,6.3745,,,,,,,,,,,,,,,,,,,,,
99,N/A,17.4894,61.43,27.83,22.01,4.5901,,,,,,,,,,,,,,,,,,,,,
100,N/A,17.7318,60.98,25.96,21.22,5.4497,,,,,,,,,,,,,,,,,,,,,
101,N/A,11.0963,52.86,24.82,17.8,4.4052,,,,,,,,,,,,,,,,,,,,,
102,N/A,14.0518,55.95,24.15,20.32,4.8619,,,,,,,,,,,,,,,,,,,,,
103,N/A,16.1098,55.17,24.85,23.36,6.5881,,,,,,,,,,,,,,,,,,,,,
104,N/A,15.2257,59.59,26.28,20.52,4.9982,,,,,,,,,,,,,,,,,,,,,
105,N/A,14.7544,56.15,25.53,20.86,4.5332,,,,,,,,,,,,,,,,,,,,,
106,N/A,17.157,58.76,26.68,22.35,5.0567,,,,,,,,,,,,,,,,,,,,,
107,N/A,16.6466,60.8,27.27,21.28,4.7552,,,,,,,,,,,,,,,,,,,,,
108,N/A,16.3448,58.36,27.32,19.36,5.4465,,,,,,,,,,,,,,,,,,,,,
109,N/A,17.4724,60.34,27.46,19.99,5.4547,,,,,,,,,,,,,,,,,,,,,
110,N/A,14.6239,59.56,27.63,17.96,4.1242,,,,,,,,,,,,,,,,,,,,,
111,N/A,14.0849,56.35,24.55,19.85,3.8854,,,,,,,,,,,,,,,,,,,,,
112,N/A,12.5979,54.89,23.83,17.61,3.7819,,,,,,,,,,,,,,,,,,,,,
113,N/A,14.6816,56.32,26.16,19.62,4.1811,,,,,,,,,,,,,,,,,,,,,
114,N/A,13.8722,59.74,25.48,18.67,3.4896,,,,,,,,,,,,,,,,,,,,,
115,N/A,17.8843,61.58,27.21,21.49,5.3065,,,,,,,,,,,,,,,,,,,,,
116,N/A,13.1118,56.19,26.09,19.63,4.301,,,,,,,,,,,,,,,,,,,,,
117,N/A,18.2975,61.41,27.4,21.52,5.2982,,,,,,,,,,,,,,,,,,,,,
118,N/A,13.6374,58.63,28.6,16.85,4.2239,,,,,,,,,,,,,,,,,,,,,
119,N/A,14.5754,57.26,24.62,19.86,4.4247,,,,,,,,,,,,,,,,,,,,,
120,N/A,13.1584,55.99,24.13,18.48,4.2112,,,,,,,,,,,,,,,,,,,,,
121,N/A,16.6034,57.47,26.45,21.89,5.2085,,,,,,,,,,,,,,,,,,,,,
122,N/A,7.9967,60.02,27.49,22.34,5.4188,,,,,,,,,,,,,,,,,,,,,
123,N/A,16.972,56.34,30.2,21.25,5.3641,,,,,,,,,,,,,,,,,,,,,
124,N/A,10.6403,50.89,22.22,18.5,3.4388,,,,,,,,,,,,,,,,,,,,,
125,N/A,11.0115,51.9,23.67,18.02,3.4542,,,,,,,,,,,,,,,,,,,,,
126,N/A,12.8244,59.3,22.35,19.98,3.9896,,,,,,,,,,,,,,,,,,,,,
127,N/A,13.9772,56.01,24.49,19.35,4.9226,,,,,,,,,,,,,,,,,,,,,
128,N/A,9.3078,51.48,23.58,17.17,3.7257,,,,,,,,,,,,,,,,,,,,,
129,N/A,14.0031,59.61,25.39,17.98,5.1254,,,,,,,,,,,,,,,,,,,,,
130,N/A,16.4765,58.77,27.32,21.55,5.7226,,,,,,,,,,,,,,,,,,,,,
131,N/A,14.0161,54.58,25.56,21.34,4.8796,,,,,,,,,,,,,,,,,,,,,
132,N/A,11.7041,53.71,25.97,18.25,4.1135,,,,,,,,,,,,,,,,,,,,,
133,N/A,12.8422,53.86,26.87,17.51,5.3915,,,,,,,,,,,,,,,,,,,,,
134,N/A,14.9748,55.15,26.35,20.68,5.604,,,,,,,,,,,,,,,,,,,,,
135,N/A,13.6626,57.05,25.16,19,3.783,,,,,,,,,,,,,,,,,,,,,
136,N/A,12.7114,55.93,25.61,18.64,3.7794,,,,,,,,,,,,,,,,,,,,,
137,N/A,15.722,58.73,26.08,20.78,4.2933,,,,,,,,,,,,,,,,,,,,,
138,N/A,16.2236,57.09,27.59,21.11,4.5926,,,,,,,,,,,,,,,,,,,,,
139,N/A,8.6164,52.35,22.25,17.06,2.7854,,,,,,,,,,,,,,,,,,,,,
140,N/A,17.5084,57.93,26.74,23.36,5.091,,,,,,,,,,,,,,,,,,,,,
141,N/A,9.8288,50.13,22.49,17.76,3.3486,,,,,,,,,,,,,,,,,,,,,
142,N/A,12.8984,51.51,24.26,20.19,4.96,,,,,,,,,,,,,,,,,,,,,
143,N/A,13.3159,55.25,25.53,18.76,4.4603,,,,,,,,,,,,,,,,,,,,,
144,N/A,11.9719,55.21,22.75,20.03,4.1915,,,,,,,,,,,,,,,,,,,,,
145,N/A,14.0672,58.56,26.46,18.76,4.5409,,,,,,,,,,,,,,,,,,,,,
146,N/A,11.4684,53.29,23.38,19.4,3.8505,,,,,,,,,,,,,,,,,,,,,
147,N/A,14.9505,60.38,23.89,19.65,4.825,,,,,,,,,,,,,,,,,,,,,
148,N/A,17.36,61.03,29.32,19.31,5.2376,,,,,,,,,,,,,,,,,,,,,
149,N/A,15.9109,59.5,25.3,21.23,4.4858,,,,,,,,,,,,,,,,,,,,,
150,N/A,13.2485,55.87,24.7,20.41,3.5748,,,,,,,,,,,,,,,,,,,,,
151,N/A,16.1899,56.61,26.94,21.6,5.4163,,,,,,,,,,,,,,,,,,,,,
152,N/A,15.5657,55.46,31.63,19.32,4.1077,,,,,,,,,,,,,,,,,,,,,
153,N/A,15.1226,59.24,24.46,20.5,5.0448,,,,,,,,,,,,,,,,,,,,,
154,N/A,10.3545,53.26,22.8,18.3,3.704,,,,,,,,,,,,,,,,,,,,,
155,N/A,10.4821,53.95,23.67,16.94,3.5392,,,,,,,,,,,,,,,,,,,,,
156,N/A,19.3627,65.4,27.68,22.34,6.3652,,,,,,,,,,,,,,,,,,,,,
157,N/A,16.3493,59.4,26.4,19.39,5.0622,,,,,,,,,,,,,,,,,,,,,
158,N/A,13.4352,55.09,25.49,18.91,4.254,,,,,,,,,,,,,,,,,,,,,
159,N/A,11.9488,52.65,23.78,17.4,3.8426,,,,,,,,,,,,,,,,,,,,,
160,N/A,11.7051,53.44,24.95,17.52,3.5722,,,,,,,,,,,,,,,,,,,,,
161,N/A,12.0381,53.44,23.25,17.47,4.5524,,,,,,,,,,,,,,,,,,,,,
162,N/A,14.3437,59.29,25.24,19.01,4.6639,,,,,,,,,,,,,,,,,,,,,
163,N/A,15.1766,55.56,29.62,18.94,4.7712,,,,,,,,,,,,,,,,,,,,,
164,N/A,17.3204,55.47,28.06,23.17,5.4867,,,,,,,,,,,,,,,,,,,,,
165,N/A,18.0072,59.27,28.11,21.02,5.5914,,,,,,,,,,,,,,,,,,,,,
166,N/A,16.8684,59.01,24.73,22.49,5.5323,,,,,,,,,,,,,,,,,,,,,
167,N/A,15.6753,61.09,27.81,18.51,5.3841,,,,,,,,,,,,,,,,,,,,,
168,N/A,16.2326,58.22,26.52,23.54,6.2651,,,,,,,,,,,,,,,,,,,,,
169,N/A,12.041,55.81,23.4,18.38,4.768,,,,,,,,,,,,,,,,,,,,,
170,N/A,15.6564,59.07,27.71,19.45,4.4256,,,,,,,,,,,,,,,,,,,,,
171,N/A,11.3603,52.98,23.01,18.6,3.4726,,,,,,,,,,,,,,,,,,,,,
172,N/A,13.3136,54.84,25.64,20.38,3.6932,,,,,,,,,,,,,,,,,,,,,
173,N/A,11.5006,55.07,24.37,17.53,3.2727,,,,,,,,,,,,,,,,,,,,,
174,N/A,9.8546,55.74,24.77,15.97,3.9552,,,,,,,,,,,,,,,,,,,,,
175,N/A,15.7674,58.97,20.21,20.31,4.8317,,,,,,,,,,,,,,,,,,,,,
176,N/A,18.9508,63.23,22.09,21.69,6.2756,,,,,,,,,,,,,,,,,,,,,
177,N/A,12.5502,56.02,23.73,18.27,4.4133,,,,,,,,,,,,,,,,,,,,,
178,N/A,16.0509,57.95,20.3,20.29,5.9149,,,,,,,,,,,,,,,,,,,,,
179,N/A,14.235,57.35,28.27,19.4,5.0862,,,,,,,,,,,,,,,,,,,,,
180,N/A,18.8134,63.79,26.26,22.58,6.3374,,,,,,,,,,,,,,,,,,,,,
181,N/A,13.8212,55.18,19.72,19.51,4.6307,,,,,,,,,,,,,,,,,,,,,
182,N/A,13.8965,54.67,25.27,20.84,4.5572,,,,,,,,,,,,,,,,,,,,,
183,N/A,17.4702,57.21,28.8,22.8,4.9008,,,,,,,,,,,,,,,,,,,,,
184,N/A,16.9597,58.76,26.24,21.88,5.1493,,,,,,,,,,,,,,,,,,,,,
185,N/A,11.9314,56.79,24.55,18.22,4.0596,,,,,,,,,,,,,,,,,,,,,
186,N/A,14.6224,54.54,28.09,20.81,3.9024,,,,,,,,,,,,,,,,,,,,,
187,N/A,12.5691,51.98,26.68,17.89,3.9334,,,,,,,,,,,,,,,,,,,,,
188,N/A,20.949,61.76,30.82,23.43,5.8743,,,,,,,,,,,,,,,,,,,,,
189,N/A,20.7405,63.84,29.93,23.89,5.7561,,,,,,,,,,,,,,,,,,,,,
190,N/A,14.5461,56.37,27.92,20.28,4.7537,,,,,,,,,,,,,,,,,,,,,
191,N/A,16.6748,61.83,26.18,20.91,5.1061,,,,,,,,,,,,,,,,,,,,,
192,N/A,12.4718,57.07,25.37,18.96,3.8557,,,,,,,,,,,,,,,,,,,,,
193,N/A,13.5347,58.97,26.45,18.12,4.0733,,,,,,,,,,,,,,,,,,,,,
194,N/A,16.1055,59.19,25.93,19.63,5.4875,,,,,,,,,,,,,,,,,,,,,
195,N/A,13.2927,54.25,24.56,19.23,3.715,,,,,,,,,,,,,,,,,,,,,
196,N/A,16.4479,57.74,27.12,20.91,4.7359,,,,,,,,,,,,,,,,,,,,,
197,N/A,17.3342,60.09,27.76,19.32,5.1713,,,,,,,,,,,,,,,,,,,,,
198,N/A,14.9453,55.65,25.47,20.93,4.7921,,,,,,,,,,,,,,,,,,,,,
199,N/A,14.6639,56.2,25.49,18.55,4.9384,,,,,,,,,,,,,,,,,,,,,
200,N/A,16.2984,59.63,27.71,21.61,5.4473,,,,,,,,,,,,,,,,,,,,,
201,N/A,11.9811,54.05,22.13,18.98,3.3612,,,,,,,,,,,,,,,,,,,,,
202,N/A,17.2718,62.6,25.95,19.69,4.9079,,,,,,,,,,,,,,,,,,,,,
203,N/A,10.9043,52.34,24.4,17.36,3.2889,,,,,,,,,,,,,,,,,,,,,
204,N/A,15.9279,58.34,26.6,20.33,4.6187,,,,,,,,,,,,,,,,,,,,,
205,N/A,16.4467,59.08,26.68,20.34,4.6576,,,,,,,,,,,,,,,,,,,,,
206,N/A,13.4805,54.02,24.63,19.3,4.3566,,,,,,,,,,,,,,,,,,,,,
207,N/A,11.2969,53.39,23.39,17.76,4.2838,,,,,,,,,,,,,,,,,,,,,
208,N/A,12.0613,55.04,23.55,17.61,3.9915,,,,,,,,,,,,,,,,,,,,,
209,N/A,11.1796,54.89,24.01,16.35,3.7395,,,,,,,,,,,,,,,,,,,,,
210,N/A,16.713,58.83,24.46,22.97,4.895,,,,,,,,,,,,,,,,,,,,,
211,N/A,12.0054,53.68,26.07,18.14,3.6597,,,,,,,,,,,,,,,,,,,,,
212,N/A,13.9279,53.44,20.27,20.5,4.5269,,,,,,,,,,,,,,,,,,,,,
213,N/A,16.9313,60.18,25.72,21.41,5.126,,,,,,,,,,,,,,,,,,,,,
214,N/A,11.2831,57.43,25.92,18.45,4.1148,,,,,,,,,,,,,,,,,,,,,
215,N/A,11.3933,53.57,24.6,17.72,3.1508,,,,,,,,,,,,,,,,,,,,,
216,N/A,11.3933,53.57,24.6,17.72,3.1508,,,,,,,,,,,,,,,,,,,,,
217,N/A,10.5416,52.36,22.32,16.69,3.586,,,,,,,,,,,,,,,,,,,,,
218,N/A,13.7631,57.42,25.21,19.19,3.3912,,,,,,,,,,,,,,,,,,,,,
219,N/A,10.5999,52.94,24.36,16.78,3.4075,,,,,,,,,,,,,,,,,,,,,
220,N/A,14.2128,58.28,25.86,20.23,3.8237,,,,,,,,,,,,,,,,,,,,,
221,N/A,15.0722,58.52,26.34,19.14,4.0037,,,,,,,,,,,,,,,,,,,,,
222,N/A,14.5021,60.9,24.29,19.98,4.5973,,,,,,,,,,,,,,,,,,,,,
223,N/A,11.6584,54.03,23.87,18.82,3.5165,,,,,,,,,,,,,,,,,,,,,
224,N/A,9.0205,55.34,24.11,17.31,3.9931,,,,,,,,,,,,,,,,,,,,,
225,N/A,14.4405,57.93,24.75,19.56,4.0096,,,,,,,,,,,,,,,,,,,,,
226,N/A,10.9472,53.84,22.43,17.2,3.2471,,,,,,,,,,,,,,,,,,,,,
227,N/A,13.7023,54.82,24.53,18.88,4.1756,,,,,,,,,,,,,,,,,,,,,
228,N/A,13.1934,57.37,22.89,19.44,3.699,,,,,,,,,,,,,,,,,,,,,
229,N/A,17.7662,59.17,25.11,20.6,5.257,,,,,,,,,,,,,,,,,,,,,
230,N/A,13.248,53.43,23.41,19.35,4.0678,,,,,,,,,,,,,,,,,,,,,
231,N/A,18.0963,61.73,26.72,20.26,6.1504,,,,,,,,,,,,,,,,,,,,,
232,N/A,15.764,56.11,27.53,20.84,4.6284,,,,,,,,,,,,,,,,,,,,,
233,N/A,16.5219,60.24,27.17,22.22,4.9909,,,,,,,,,,,,,,,,,,,,,
234,N/A,13.4365,55.5,24.19,20.64,3.7933,,,,,,,,,,,,,,,,,,,,,
235,N/A,9.2545,55.41,24.21,17.03,2.4837,,,,,,,,,,,,,,,,,,,,,
236,N/A,13.8129,60.76,26.69,19.52,3.3086,,,,,,,,,,,,,,,,,,,,,
237,N/A,15.9516,62.18,28.13,19.55,4.6941,,,,,,,,,,,,,,,,,,,,,
238,N/A,17.1125,61.46,27.47,21.09,4.6849,,,,,,,,,,,,,,,,,,,,,
239,N/A,11.6884,53.9,22.73,18.59,3.2826,,,,,,,,,,,,,,,,,,,,,
240,N/A,10.833,53.49,23.92,18.36,3.4809,,,,,,,,,,,,,,,,,,,,,
241,N/A,14.7041,55.99,27.79,19.57,4.7251,,,,,,,,,,,,,,,,,,,,,
242,N/A,14.6121,58.55,28.38,19.55,4.4461,,,,,,,,,,,,,,,,,,,,,
243,N/A,52.92,22.63,16.92,3.5185,10.761,,,,,,,,,,,,,,,,,,,,,
244,N/A,53.63,25.33,25.3,3.2437,12.9782,,,,,,,,,,,,,,,,,,,,,
245,N/A,56.44,25.46,22.06,5.7298,16.1426,,,,,,,,,,,,,,,,,,,,,
246,N/A,49.57,23.25,19.4,4.1478,11.9218,,,,,,,,,,,,,,,,,,,,,
247,N/A,61.03,26.56,22.9,6.2963,20.6254,,,,,,,,,,,,,,,,,,,,,
248,N/A,58.99,27.56,21.03,4.7308,16.7285,,,,,,,,,,,,,,,,,,,,,
249,N/A,56.77,25.83,19.91,5.0764,15.956,,,,,,,,,,,,,,,,,,,,,
250,N/A,13.2798,54.74,24,19.33,4.4177,,,,,,,,,,,,,,,,,,,,,
251,N/A,11.0863,54.71,24.03,17.15,3.3903,,,,,,,,,,,,,,,,,,,,,
252,N/A,15.695,60.77,26.83,19.31,4.2946,,,,,,,,,,,,,,,,,,,,,
253,N/A,20.3054,62.51,42.76,37.08,6.5415,,,,,,,,,,,,,,,,,,,,,
254,N/A,15.4216,57.8,26.13,21.34,4.4321,,,,,,,,,,,,,,,,,,,,,
255,N/A,11.5391,54.26,24.95,17.55,4.0125,,,,,,,,,,,,,,,,,,,,,
256,N/A,10.1745,51.08,23.38,16.58,3.4693,,,,,,,,,,,,,,,,,,,,,
257,N/A,16.1548,60.75,27.57,22.02,4.3649,,,,,,,,,,,,,,,,,,,,,
258,N/A,15.7161,59.33,27.4,20.72,4.5813,,,,,,,,,,,,,,,,,,,,,
259,N/A,13.4844,55.7,24.87,20.23,3.8301,,,,,,,,,,,,,,,,,,,,,
260,N/A,11.933,54.32,22.81,18.62,3.8783,,,,,,,,,,,,,,,,,,,,,
261,N/A,17.4836,58.34,29.54,21.15,4.5227,,,,,,,,,,,,,,,,,,,,,
262,N/A,15.6337,58.44,27.29,22.7,4.0077,,,,,,,,,,,,,,,,,,,,,
263,N/A,13.2674,53.8,25.76,20.76,3.3311,,,,,,,,,,,,,,,,,,,,,
264,N/A,15.3808,55.9,26.43,20.79,4.789,,,,,,,,,,,,,,,,,,,,,
265,N/A,15.3518,59.88,27.12,18.71,4.1792,,,,,,,,,,,,,,,,,,,,,
266,N/A,14.2561,59.63,28.69,18.32,4.194,,,,,,,,,,,,,,,,,,,,,
267,N/A,14.3353,57.29,27.75,20.12,3.9366,,,,,,,,,,,,,,,,,,,,,
268,N/A,15.7508,58.67,24.66,20.37,4.9199,,,,,,,,,,,,,,,,,,,,,
269,N/A,9.7024,57.72,23.12,16.22,2.7458,,,,,,,,,,,,,,,,,,,,,
270,N/A,14.6682,58.66,25.72,20.69,4.4927,,,,,,,,,,,,,,,,,,,,,
271,N/A,15.9065,57.54,25.12,20.21,4.7436,,,,,,,,,,,,,,,,,,,,,
272,N/A,16.227,57.23,29.54,20.59,4.4161,,,,,,,,,,,,,,,,,,,,,
273,N/A,11.3152,51.47,25.12,18.69,4.0353,,,,,,,,,,,,,,,,,,,,,
274,N/A,19.0658,61.54,28.17,22.95,5.711,,,,,,,,,,,,,,,,,,,,,
275,N/A,13.0002,53.4,23.74,20.07,4.2941,,,,,,,,,,,,,,,,,,,,,
276,N/A,13.1519,56.07,24.94,19.65,4.562,,,,,,,,,,,,,,,,,,,,,
277,N/A,14.3455,56.66,25.69,21.35,3.6988,,,,,,,,,,,,,,,,,,,,,
278,N/A,18.6993,61.52,27.04,22.6,5.1872,,,,,,,,,,,,,,,,,,,,,
279,N/A,17.1396,58.67,27.77,21.93,4.8527,,,,,,,,,,,,,,,,,,,,,
280,N/A,17.3878,58.17,29.72,20.99,4.7906,,,,,,,,,,,,,,,,,,,,,
281,N/A,15.4756,58.14,26.11,20.16,4.6221,,,,,,,,,,,,,,,,,,,,,
282,N/A,17.9501,60.43,27.56,22.3,6.1066,,,,,,,,,,,,,,,,,,,,,
283,N/A,16.8741,56.18,28.43,22.12,5.9929,,,,,,,,,,,,,,,,,,,,,
284,N/A,17.6815,59.16,27.66,21.17,5.752,,,,,,,,,,,,,,,,,,,,,
285,N/A,10.974,57.94,24.68,18.62,4.3948,,,,,,,,,,,,,,,,,,,,,
286,N/A,12.6608,55.53,25.77,18.3,3.6163,,,,,,,,,,,,,,,,,,,,,
287,N/A,16.3677,59.33,28.83,21.35,4.2008,,,,,,,,,,,,,,,,,,,,,
288,N/A,14.9594,55.44,26.94,20.59,4.4101,,,,,,,,,,,,,,,,,,,,,
289,N/A,15.8632,58.86,27.03,19.53,4.9234,,,,,,,,,,,,,,,,,,,,,
290,N/A,14.8779,58.4,26.07,20.66,3.9418,,,,,,,,,,,,,,,,,,,,,
291,N/A,10.9555,54.43,22.79,17.91,2.7429,,,,,,,,,,,,,,,,,,,,,
292,N/A,9.4818,50.46,23.11,17.64,3.022,,,,,,,,,,,,,,,,,,,,,
