site_name,analyte,dryvalue
Squaxin Island,cadmium,2.286624204
Eld Inlet,cadmium,1.712643678
North Camano,cadmium,1.76744186
Reach Island,cadmium,2.041916168
Friday Harbor,cadmium,1.777777778
Tulalip Reservation,cadmium,1.835365854
Three Tree Point,cadmium,1.74137931
Cap Sante,cadmium,1.902439024
Locust Beach,cadmium,1.774390244
Blair Waterway #2,cadmium,1.704819277
West Bay Park,cadmium,1.852564103
Lions Park,cadmium,1.925
Madrona Pont,cadmium,1.721590909
Aiston Preserve,cadmium,1.652694611
Penn Cove Reference,cadmium,2.256944444
Hood Canal Holly,cadmium,2.311688312
Broad Spit,cadmium,2.058823529
Penn Cove Baseline 1,cadmium,1.650943396
Penn Cove Baseline 2,cadmium,2.155440415
Penn Cove Baseline 3,cadmium,1.681818182
"Manchester, Stormwater Outfall",cadmium,1.930379747
"Suquamish, Stormwater Outfall",cadmium,1.891566265
"Silverdale, Dyes Inlet",cadmium,1.86163522
Kingston Marina,cadmium,1.933774834
Eagle Harbor Dr,cadmium,1.932926829
Point Defiance Ferry,cadmium,1.546448087
"Smith Cove, Terminal 91",cadmium,1.77245509
Donkey Creek Delta,cadmium,1.93373494
Comm Bay Skookum,cadmium,1.974025974
Thea Foss Waterway,cadmium,1.925465839
"Salmon Bay, Commodore Park",cadmium,1.955555556
"Seattle Aquarium, Pier 59",cadmium,1.98136646
"Cherry Point Aquatic Reserve, Conoco Phillips",cadmium,1.902298851
Mukilteo,cadmium,1.858064516
Everett Harbor,cadmium,1.702531646
Tulalip Bay,cadmium,1.981132075
Edmonds Marina,cadmium,1.747126437
Edmonds Ferry,cadmium,1.732954545
Rich Passage,cadmium,1.710227273
Meyer's Point - Henderson Inlet,cadmium,1.986666667
"Purdy, Burley Lagoon",cadmium,1.842105263
"Comm Bay, Dick Gilmur Launch",cadmium,1.608433735
"Comm Bay, Milwaukee Waterway",cadmium,1.692307692
"Fidalgo Bay Aq Reserve, Weaverling Spit",cadmium,1.746987952
Shilshole Bay,cadmium,1.537414966
Elliot Bay Myrtle Edwards,cadmium,1.798780488
Jamestown,cadmium,1.872611465
Oak Bay County Park,cadmium,1.890909091
Maristone Island Bridge,cadmium,2.087837838
Penrose Point State Park,cadmium,1.98089172
Maple Hollow Park,cadmium,2.237179487
Kopachuck State Park,cadmium,2.078431373
Raft Island Park,cadmium,2.115646259
Miller Creek,cadmium,1.969325153
Des Moines Marina,cadmium,1.969512195
Browns Point Lighthouse,cadmium,1.710227273
Minter Bay,cadmium,2.256410256
Chambers Bay Park,cadmium,1.790697674
Purdy - Dexters,cadmium,1.935672515
Gig Harbor Boat Launch,cadmium,1.901840491
Filucy Bay,cadmium,1.741176471
Arroyo Beach,copper,5.623529412
Brackenwood Ln,copper,6.213017751
Salmon Beach,copper,4.770949721
Chimacum Creek delta,copper,30.47058824
Skiff Point,copper,6.235955056
S of Skunk Island,copper,5.702857143
Blair Waterway,copper,5.828571429
"Chuckanut, Clark's Point",copper,9.889502762
Kitsap St Boat Launch,copper,8.307692308
"Eastsound, Fishing Bay",copper,6
"Elliott Bay, Harbor Island, Pier 17",copper,9.08045977
Williams Olson Park,copper,10.17142857
Rocky Point,copper,6.130952381
N Avenue Park,copper,5.795454545
Port Angeles Yacht Club,copper,7.134502924
Discovery Bay,copper,5.628415301
Squaxin Island,copper,6.369426752
Eld Inlet,copper,6.206896552
North Camano,copper,6.686046512
Reach Island,copper,9.041916168
Friday Harbor,copper,7
Tulalip Reservation,copper,5.853658537
Three Tree Point,copper,6.034482759
Cap Sante,copper,5.298780488
Locust Beach,copper,6.829268293
Blair Waterway #2,copper,8.13253012
West Bay Park,copper,6.602564103
Lions Park,copper,6.16875
Madrona Pont,copper,5.670454545
Aiston Preserve,copper,4.94011976
Penn Cove Reference,copper,6.75
Hood Canal Holly,copper,6.753246753
Broad Spit,copper,5.058823529
Penn Cove Baseline 1,copper,4.764150943
Penn Cove Baseline 2,copper,4.772020725
Penn Cove Baseline 3,copper,6.313131313
"Manchester, Stormwater Outfall",copper,5.113924051
"Suquamish, Stormwater Outfall",copper,6.385542169
"Silverdale, Dyes Inlet",copper,7.86163522
Kingston Marina,copper,5.649006623
Eagle Harbor Dr,copper,8.475609756
Point Defiance Ferry,copper,6.93989071
"Smith Cove, Terminal 91",copper,7.724550898
Donkey Creek Delta,copper,7.34939759
Comm Bay Skookum,copper,6.688311688
Thea Foss Waterway,copper,9.130434783
"Salmon Bay, Commodore Park",copper,7.555555556
"Seattle Aquarium, Pier 59",copper,7.763975155
"Cherry Point Aquatic Reserve, Conoco Phillips",copper,5.304597701
Mukilteo,copper,7.225806452
Everett Harbor,copper,6.455696203
Tulalip Bay,copper,7.547169811
Edmonds Marina,copper,8.563218391
Edmonds Ferry,copper,6.988636364
Rich Passage,copper,7.102272727
Meyer's Point - Henderson Inlet,copper,5.773333333
"Purdy, Burley Lagoon",copper,6.549707602
"Comm Bay, Dick Gilmur Launch",copper,5.873493976
"Comm Bay, Milwaukee Waterway",copper,10.64102564
"Fidalgo Bay Aq Reserve, Weaverling Spit",copper,9.277108434
Shilshole Bay,copper,7.959183673
Elliot Bay Myrtle Edwards,copper,6.402439024
Jamestown,copper,7.388535032
Oak Bay County Park,copper,5.527272727
Maristone Island Bridge,copper,5.871621622
Penrose Point State Park,copper,6.089171975
Maple Hollow Park,copper,5.698717949
Kopachuck State Park,copper,5.470588235
Raft Island Park,copper,7.755102041
Miller Creek,copper,5.355828221
Des Moines Marina,copper,6.463414634
Browns Point Lighthouse,copper,6.931818182
Minter Bay,copper,8.397435897
Chambers Bay Park,copper,5.372093023
Purdy - Dexters,copper,5.906432749
Gig Harbor Boat Launch,copper,6.625766871
Filucy Bay,copper,5.747058824
Arroyo Beach,lead,0.242352941
Brackenwood Ln,lead,0.220118343
Salmon Beach,lead,0.187150838
Chimacum Creek delta,lead,0.291764706
Skiff Point,lead,0.22247191
S of Skunk Island,lead,0.462285714
Blair Waterway,lead,0.255428571
"Chuckanut, Clark's Point",lead,0.238121547
Kitsap St Boat Launch,lead,0.50974359
"Eastsound, Fishing Bay",lead,0.206486486
"Elliott Bay, Harbor Island, Pier 17",lead,0.279310345
Williams Olson Park,lead,0.349142857
Rocky Point,lead,0.411904762
N Avenue Park,lead,0.447159091
Port Angeles Yacht Club,lead,0.257309942
Discovery Bay,lead,0.209836066
Squaxin Island,lead,0.181528662
Eld Inlet,lead,0.250574713
North Camano,lead,0.265697674
Reach Island,lead,0.158682635
Friday Harbor,lead,0.183888889
Tulalip Reservation,lead,0.201219512
Three Tree Point,lead,0.186781609
Cap Sante,lead,0.179878049
Locust Beach,lead,0.25
Blair Waterway #2,lead,0.184939759
West Bay Park,lead,0.202564103
Lions Park,lead,0.34875
Madrona Pont,lead,0.511363636
Aiston Preserve,lead,0.177245509
Penn Cove Reference,lead,0.233333333
Hood Canal Holly,lead,0.085064935
Broad Spit,lead,0.069934641
Penn Cove Baseline 1,lead,0.123584906
Penn Cove Baseline 2,lead,0.152849741
Penn Cove Baseline 3,lead,0.161111111
"Manchester, Stormwater Outfall",lead,0.270253165
"Suquamish, Stormwater Outfall",lead,0.208433735
"Silverdale, Dyes Inlet",lead,0.468553459
Kingston Marina,lead,0.219205298
Eagle Harbor Dr,lead,0.62804878
Point Defiance Ferry,lead,0.39726776
"Smith Cove, Terminal 91",lead,0.55748503
Donkey Creek Delta,lead,0.885542169
Comm Bay Skookum,lead,0.292857143
Thea Foss Waterway,lead,0.461490683
"Salmon Bay, Commodore Park",lead,0.556296296
"Seattle Aquarium, Pier 59",lead,0.418012422
"Cherry Point Aquatic Reserve, Conoco Phillips",lead,0.192528736
Mukilteo,lead,0.265806452
Everett Harbor,lead,0.365189873
Tulalip Bay,lead,0.264779874
Edmonds Marina,lead,0.331034483
Edmonds Ferry,lead,0.326704545
Rich Passage,lead,0.303409091
Meyer's Point - Henderson Inlet,lead,0.204666667
"Purdy, Burley Lagoon",lead,0.246783626
"Comm Bay, Dick Gilmur Launch",lead,0.271686747
"Comm Bay, Milwaukee Waterway",lead,0.249358974
"Fidalgo Bay Aq Reserve, Weaverling Spit",lead,0.239156627
Shilshole Bay,lead,0.413605442
Elliot Bay Myrtle Edwards,lead,0.284756098
Jamestown,lead,0.175159236
Oak Bay County Park,lead,0.183030303
Maristone Island Bridge,lead,0.168243243
Penrose Point State Park,lead,0.161783439
Maple Hollow Park,lead,0.159615385
Kopachuck State Park,lead,0.173856209
Raft Island Park,lead,0.218367347
Miller Creek,lead,0.235582822
Des Moines Marina,lead,0.278658537
Browns Point Lighthouse,lead,0.260795455
Minter Bay,lead,0.264102564
Chambers Bay Park,lead,0.229069767
Purdy - Dexters,lead,0.198245614
Gig Harbor Boat Launch,lead,0.463190184
Filucy Bay,lead,0.228823529
Arroyo Beach,Zinc,104.1176471
Brackenwood Ln,Zinc,90.53254438
Salmon Beach,Zinc,79.32960894
Chimacum Creek delta,Zinc,94.70588235
Skiff Point,Zinc,92.69662921
S of Skunk Island,Zinc,76
Blair Waterway,Zinc,98.85714286
"Chuckanut, Clark's Point",Zinc,87.29281768
Kitsap St Boat Launch,Zinc,87.17948718
"Eastsound, Fishing Bay",Zinc,90.81081081
"Elliott Bay, Harbor Island, Pier 17",Zinc,94.82758621
Williams Olson Park,Zinc,86.85714286
Rocky Point,Zinc,101.1904762
N Avenue Park,Zinc,94.88636364
Port Angeles Yacht Club,Zinc,91.8128655
Discovery Bay,Zinc,92.34972678
Squaxin Island,Zinc,89.17197452
Eld Inlet,Zinc,91.95402299
North Camano,Zinc,75
Reach Island,Zinc,105.988024
Friday Harbor,Zinc,93.33333333
Tulalip Reservation,Zinc,68.29268293
Three Tree Point,Zinc,86.20689655
Cap Sante,Zinc,81.09756098
Locust Beach,Zinc,82.92682927
Blair Waterway #2,Zinc,85.54216867
West Bay Park,Zinc,78.20512821
Lions Park,Zinc,94.375
Madrona Pont,Zinc,85.22727273
Aiston Preserve,Zinc,77.24550898
Penn Cove Reference,Zinc,88.19444444
Hood Canal Holly,Zinc,82.46753247
Broad Spit,Zinc,67.97385621
Penn Cove Baseline 1,Zinc,68.39622642
Penn Cove Baseline 2,Zinc,80.31088083
Penn Cove Baseline 3,Zinc,67.67676768
"Manchester, Stormwater Outfall",Zinc,83.5443038
"Suquamish, Stormwater Outfall",Zinc,82.53012048
"Silverdale, Dyes Inlet",Zinc,82.38993711
Kingston Marina,Zinc,82.78145695
Eagle Harbor Dr,Zinc,79.26829268
Point Defiance Ferry,Zinc,92.89617486
"Smith Cove, Terminal 91",Zinc,110.7784431
Donkey Creek Delta,Zinc,92.77108434
Comm Bay Skookum,Zinc,92.20779221
Thea Foss Waterway,Zinc,86.95652174
"Salmon Bay, Commodore Park",Zinc,80.74074074
"Seattle Aquarium, Pier 59",Zinc,85.0931677
"Cherry Point Aquatic Reserve, Conoco Phillips",Zinc,73.56321839
Mukilteo,Zinc,70.96774194
Everett Harbor,Zinc,72.78481013
Tulalip Bay,Zinc,69.81132075
Edmonds Marina,Zinc,81.6091954
Edmonds Ferry,Zinc,89.20454545
Rich Passage,Zinc,89.20454545
Meyer's Point - Henderson Inlet,Zinc,75.33333333
"Purdy, Burley Lagoon",Zinc,90.64327485
"Comm Bay, Dick Gilmur Launch",Zinc,75.90361446
"Comm Bay, Milwaukee Waterway",Zinc,78.84615385
"Fidalgo Bay Aq Reserve, Weaverling Spit",Zinc,81.92771084
Shilshole Bay,Zinc,76.8707483
Elliot Bay Myrtle Edwards,Zinc,89.02439024
Jamestown,Zinc,78.98089172
Oak Bay County Park,Zinc,73.93939394
Maristone Island Bridge,Zinc,81.08108108
Penrose Point State Park,Zinc,89.17197452
Maple Hollow Park,Zinc,89.74358974
Kopachuck State Park,Zinc,84.31372549
Raft Island Park,Zinc,80.95238095
Miller Creek,Zinc,87.73006135
Des Moines Marina,Zinc,93.90243902
Browns Point Lighthouse,Zinc,90.34090909
Minter Bay,Zinc,100
Chambers Bay Park,Zinc,83.72093023
Purdy - Dexters,Zinc,87.71929825
Gig Harbor Boat Launch,Zinc,84.66257669
Filucy Bay,Zinc,77.64705882
Aiston Preserve,SumPAHsLMW,79.13997821
Arroyo Beach,SumPAHsLMW,216.1198402
Blair Waterway,SumPAHsLMW,456.559655
Blair Waterway #2,SumPAHsLMW,610.9503136
Brackenwood Ln,SumPAHsLMW,212.3820225
Broad Spit,SumPAHsLMW,107.1669458
Browns Point Lighthouse,SumPAHsLMW,257.4299611
Cap Sante,SumPAHsLMW,254.6569343
Chambers Bay Park,SumPAHsLMW,106.1754685
"Cherry Point Aquatic Reserve, Conoco Phillips",SumPAHsLMW,169.0270946
Chimacum Creek delta,SumPAHsLMW,112.3062201
"Chuckanut, Clark's Point",SumPAHsLMW,131.9775561
Comm Bay Skookum,SumPAHsLMW,461.6337427
"Comm Bay, Dick Gilmur Launch",SumPAHsLMW,442.7216981
"Comm Bay, Milwaukee Waterway",SumPAHsLMW,390.3665768
Des Moines Marina,SumPAHsLMW,6125.287886
Discovery Bay,SumPAHsLMW,136.5052112
Donkey Creek Delta,SumPAHsLMW,238.0359712
Drayton Harbor,SumPAHsLMW,98.37399103
Eagle Harbor Dr,SumPAHsLMW,364.3548387
"Eastsound, Fishing Bay",SumPAHsLMW,242.4711697
Edmonds Ferry,SumPAHsLMW,257.235514
Edmonds Marina,SumPAHsLMW,304.567313
Eld Inlet,SumPAHsLMW,96.52394366
Elliot Bay Myrtle Edwards,SumPAHsLMW,3220.912454
"Elliott Bay, Harbor Island, Pier 17",SumPAHsLMW,1141.131247
Everett Harbor,SumPAHsLMW,206.3799547
"Fidalgo Bay Aq Reserve, Weaverling Spit",SumPAHsLMW,438.8161629
Filucy Bay,SumPAHsLMW,88.96386823
Friday Harbor,SumPAHsLMW,206.8104887
Gig Harbor Boat Launch,SumPAHsLMW,172.3839836
Hood Canal Holly,SumPAHsLMW,109.2718894
Jamestown,SumPAHsLMW,106.0614263
Kingston Marina,SumPAHsLMW,149.5060052
Kitsap St Boat Launch,SumPAHsLMW,419.8019285
Kopachuck State Park,SumPAHsLMW,87.71591992
Lions Park,SumPAHsLMW,157.9597031
Locust Beach,SumPAHsLMW,121.6041553
Madrona Pont,SumPAHsLMW,138.6095821
"Manchester, Stormwater Outfall",SumPAHsLMW,198.3929511
Maple Hollow Park,SumPAHsLMW,111.2345679
Maristone Island,SumPAHsLMW,112.8883904
Meyer's Point - Henderson Inlet,SumPAHsLMW,148.6940299
Miller Creek,SumPAHsLMW,171.5772708
Minter Bay,SumPAHsLMW,98.68622449
Mukilteo,SumPAHsLMW,245.9927946
N Avenue Park,SumPAHsLMW,1248.163772
North Camano,SumPAHsLMW,107.9148418
Oak Bay County Park,SumPAHsLMW,102.5963489
Penn Cove Baseline 1,SumPAHsLMW,74.92969749
Penn Cove Baseline 2,SumPAHsLMW,83.87755102
Penn Cove Baseline 3,SumPAHsLMW,85.26507241
Penn Cove Reference,SumPAHsLMW,109.7256294
Penrose Point State Park,SumPAHsLMW,125.4241683
Point Defiance Ferry,SumPAHsLMW,370.5727878
Port Angeles Yacht Club,SumPAHsLMW,781.3402062
Purdy - Dexters,SumPAHsLMW,91.78878428
"Purdy, Burley Lagoon",SumPAHsLMW,129.2528008
Raft Island Park,SumPAHsLMW,91.46345811
Reach Island,SumPAHsLMW,110.9241803
Rich Passage,SumPAHsLMW,190.2926293
Rocky Point,SumPAHsLMW,176.5702934
S of Skunk Island,SumPAHsLMW,162.156563
"Salmon Bay, Commodore Park",SumPAHsLMW,476.2352941
Salmon Beach,SumPAHsLMW,202.4216634
"Seattle Aquarium, Pier 59",SumPAHsLMW,1101.653543
Shilshole Bay,SumPAHsLMW,714.1281669
"Silverdale, Dyes Inlet",SumPAHsLMW,212.4762443
Skiff Point,SumPAHsLMW,236.7788779
"Smith Cove, Terminal 91",SumPAHsLMW,2145.983118
Squaxin Island,SumPAHsLMW,97.10393258
"Suquamish, Stormwater Outfall",SumPAHsLMW,231.9884793
Thea Foss Waterway,SumPAHsLMW,584.1500994
Three Tree Point,SumPAHsLMW,176.7345924
Tulalip Bay,SumPAHsLMW,188.1792941
Tulalip Reservation,SumPAHsLMW,135.5879237
West Bay Park,SumPAHsLMW,182.212367
Williams Olson Park,SumPAHsLMW,144.601467
Arroyo Beach,SumPAHs16,168.0932091
Brackenwood Ln,SumPAHs16,176.9850187
Salmon Beach,SumPAHs16,214.3288201
Chimacum Creek delta,SumPAHs16,68.63157895
Skiff Point,SumPAHs16,213.1009901
S of Skunk Island,SumPAHs16,144.1391671
Blair Waterway,SumPAHs16,247.5323431
"Chuckanut, Clark's Point",SumPAHs16,80.33416459
Kitsap St Boat Launch,SumPAHs16,303.4712736
"Eastsound, Fishing Bay",SumPAHs16,292.0675453
"Elliott Bay, Harbor Island, Pier 17",SumPAHs16,1882.866557
Williams Olson Park,SumPAHs16,150.6265281
Rocky Point,SumPAHs16,133.9498778
N Avenue Park,SumPAHs16,976.8238213
Port Angeles Yacht Club,SumPAHs16,1081.85567
Discovery Bay,SumPAHs16,117.6769062
Squaxin Island,SumPAHs16,71.20955056
Eld Inlet,SumPAHs16,64.34929577
North Camano,SumPAHs16,63.47931873
Reach Island,SumPAHs16,81.73360656
Friday Harbor,SumPAHs16,338.4171633
Tulalip Reservation,SumPAHs16,123.7976695
Drayton Harbor,SumPAHs16,36.24304933
Three Tree Point,SumPAHs16,129.6053678
Cap Sante,SumPAHs16,63.66423358
Locust Beach,SumPAHs16,46.08157463
Blair Waterway #2,SumPAHs16,299.3656536
West Bay Park,SumPAHs16,161.9665484
Lions Park,SumPAHs16,118.4697773
Madrona Pont,SumPAHs16,108.4770642
Aiston Preserve,SumPAHs16,31.65599129
Penn Cove Reference,SumPAHs16,64.37236927
Hood Canal Holly,SumPAHs16,24.58617512
Broad Spit,SumPAHs16,35.49905081
Penn Cove Baseline 1,SumPAHs16,27.97375373
Penn Cove Baseline 2,SumPAHs16,26.28163265
Penn Cove Baseline 3,SumPAHs16,25.57952172
"Manchester, Stormwater Outfall",SumPAHs16,171.0284061
"Suquamish, Stormwater Outfall",SumPAHs16,206.2119816
"Silverdale, Dyes Inlet",SumPAHs16,137.081448
Kingston Marina,SumPAHs16,123.5049608
Eagle Harbor Dr,SumPAHs16,577.4680463
Point Defiance Ferry,SumPAHs16,335.831589
"Smith Cove, Terminal 91",SumPAHs16,4161.906653
Donkey Creek Delta,SumPAHs16,257.8723022
Comm Bay Skookum,SumPAHs16,342.9279231
Thea Foss Waterway,SumPAHs16,454.3389662
"Salmon Bay, Commodore Park",SumPAHs16,409.2647059
"Seattle Aquarium, Pier 59",SumPAHs16,1879.291339
"Cherry Point Aquatic Reserve, Conoco Phillips",SumPAHs16,126.770321
Mukilteo,SumPAHs16,207.1518271
Everett Harbor,SumPAHs16,173.0928652
Tulalip Bay,SumPAHs16,181.6903529
Edmonds Marina,SumPAHs16,374.8520776
Edmonds Ferry,SumPAHs16,268.9280374
Rich Passage,SumPAHs16,142.7194719
Meyer's Point - Henderson Inlet,SumPAHs16,66.16884328
"Purdy, Burley Lagoon",SumPAHs16,86.16853385
"Comm Bay, Dick Gilmur Launch",SumPAHs16,332.0412736
"Comm Bay, Milwaukee Waterway",SumPAHs16,195.1832884
"Fidalgo Bay Aq Reserve, Weaverling Spit",SumPAHs16,165.3510179
Shilshole Bay,SumPAHs16,1052.399404
Elliot Bay Myrtle Edwards,SumPAHs16,8052.281134
Jamestown,SumPAHs16,31.15554399
Oak Bay County Park,SumPAHs16,47.45081136
Maristone Island,SumPAHs16,41.62759394
Penrose Point State Park,SumPAHs16,85.8165362
Maple Hollow Park,SumPAHs16,71.97530864
Kopachuck State Park,SumPAHs16,59.37693041
Raft Island Park,SumPAHs16,70.35650624
Miller Creek,SumPAHs16,114.3848472
Des Moines Marina,SumPAHs16,9800.460617
Browns Point Lighthouse,SumPAHs16,175.520428
