"site_number","site_name","reporting_area","latitude","longitude","p450","sod","shell","weight_initial","weight_change","weight_final","length","height","width","ci1","ci2","ci3","t_p450","t_sod","t_shell","t_weight_initial","t_weight_change","t_weight_final","t_length","t_height","t_width","t_ci1","t_ci2","t_ci3","p450_s","sod_s","shell_s","length_s","height_s","width_s","weight_change_s","ci1_s","ci2_s","ci3_s","p450_s_zs","sod_s_zs","shell_s_zs","length_s_zs","height_s_zs","width_s_zs","weight_change_s_zs","ai_p450_s","ai_sod_s","ai_shell_s","ai_length_s","ai_height_s","ai_width_s","ai_weight_change_s"
"8","Chimacum Creek delta","9",48.04906,-122.7724,2641298.75,1.903875,0.90375,14.7475,9.42125,5.32625,56.24,20.675,24.945,32.1025,0.63525,0.052,21.3328160593061,0.928938760788692,-0.146004352823607,3.88239850405388,3.2359184875622,2.41312014640349,5.81352468929781,4.36981542428391,4.6406787642337,5.00461374728666,-0.654603624608732,-4.265344566521,0.205390155973205,-2.72561134785831,0.576010899876628,-0.0519611528278965,-0.0302100936301111,-0.149571974601529,-0.2717176060084,-0.0588891950194972,-0.147738546914237,-0.145050332803283,-1.05103939051729,-1.51518685289398,1.063929854243,-0.238151577397529,0.665703239903764,-0.632300968218313,-0.348160330485841,0.205390155973205,2.72561134785831,0.576010899876628,0.0519611528278965,0.0302100936301111,0.149571974601529,0.2717176060084
"74","Chuckanut, Clark's Point","7",48.68975,-122.50434,2740842.75,11.211,0.7275,14.57175,10.023,4.54875,56.82,20.2325,25.6675,33.8,0.69025,0.055,21.3861881283149,3.48684306443981,-0.458980846866441,3.86510224371821,3.32524248339404,2.18547014606694,5.82832692641482,4.33860269035263,4.68187087996144,5.07895134139482,-0.534809112074018,-4.18442457113743,0.258762224982011,-0.167707044207186,0.263034405833794,-0.0371589157108909,-0.0614228275613913,-0.108379858873789,-0.182393610176563,0.0154483990886636,-0.0279440343795225,-0.0641303374197149,-0.985442499305271,0.799015743988966,-0.461678898657784,0.0785531786784492,0.306740488054488,-0.111255794933499,0.209353170239326,0.258762224982011,0.167707044207186,0.263034405833794,0.0371589157108909,0.0614228275613913,0.108379858873789,0.182393610176563
"45","Commencement Bay Skookum","11",47.29,-122.41,5884345.75,9.0745,0.755,12.44525,8.3025,4.14275,54.015,18.9175,24.865,32.655,0.66725,0.053,22.4884505876973,3.1818181535885,-0.405451450449646,3.63752330633428,3.05354581772798,2.05058876150885,5.75528819513671,4.24164954001753,4.63604452602804,5.02923200313464,-0.583700694520121,-4.23786383009889,1.36102468436434,-0.472731955058502,0.316563802250589,-0.110197646988995,-0.158375977896493,-0.154206212807193,-0.454090275842618,-0.0342709391715204,-0.0768356168256255,-0.117569596381176,0.369292139579742,0.523051768402184,-0.200749029273466,-1.48416422617625,-0.808271408095592,-0.690920133712813,-1.4864348181978,1.36102468436434,0.472731955058502,0.316563802250589,0.110197646988995,0.158375977896493,0.154206212807193,0.454090275842618
"48","Commencement Bay, Dick Gilmur Launch","11",47.292549,-122.412175,3653913.5,14.00875,0.8325,15.7915,11.19275,4.599,59.73,20.3275,26.545,34.4975,0.70825,0.05225,21.8010110504165,3.80825632479914,-0.264477822703463,3.9810763110367,3.48449263736221,2.20132019771785,5.90038381666693,4.34536088953964,4.73036823634901,5.10841990987129,-0.497669398283988,-4.2584251525812,0.673585147083582,0.153706216152137,0.457537429996772,0.0348979745412263,-0.0546646283743861,-0.0598825024862233,-0.0231434562083934,0.0449169675651291,0.00919567941050675,-0.138130918863492,-0.475604777090354,1.08980668590749,0.486429095957624,1.62026337224592,0.384463310510669,0.502194449521838,1.20330904965343,0.673585147083582,0.153706216152137,0.457537429996772,0.0348979745412263,0.0546646283743861,0.0598825024862233,0.0231434562083934
"49","Commencement Bay, Milwaukee Waterway","11",47.2694,-122.4243,7394026.6,8.1685,0.821,13.0952,8.8386,4.2566,54.804,18.138,24.774,35.642,0.6736,0.0534,22.817928802952,3.030071177362,-0.284545872884282,3.71096618869613,3.14381787040733,2.0897015239627,5.77620929043742,4.18094347968678,4.63075491923525,5.15550638879337,-0.570035956483053,-4.2270164478619,1.69050289961906,-0.624478931284997,0.437469379815952,-0.0892765516882843,-0.219082038227246,-0.159495819599983,-0.363818223163275,0.092003446487209,-0.0631708787885582,-0.106722214144183,0.774237030122146,0.385762329563042,0.38860707547924,-1.03654199639574,-1.50642282662344,-0.757829153540169,-0.923004044213446,1.69050289961906,0.624478931284997,0.437469379815952,0.0892765516882843,0.219082038227246,0.159495819599983,0.363818223163275
"21","Des Moines Marina","11",47.40301418,-122.3305538,8935555.25,8.79275,0.995,14.1205,9.2275,4.893,57.33,19.0075,26.3575,32.14,0.653,0.049,23.0911259495739,3.13631444988274,-0.00723156923107586,3.81971926952684,3.20593983247088,2.29071928277095,5.84121837392389,4.24849688595938,4.72014163258364,5.00629802390037,-0.614845103115656,-4.35107444054688,1.96370004624092,-0.51823565876426,0.714783683469159,-0.0242674682018196,-0.151528631954639,-0.0701091062515893,-0.301696261099718,-0.0572049184057892,-0.107980025421161,-0.230780206829166,1.11000972620089,0.481883383356134,1.74037993066374,0.354375184943719,-0.729523351370937,0.37283662371218,-0.535271361417085,1.96370004624092,0.51823565876426,0.714783683469159,0.0242674682018196,0.151528631954639,0.0701091062515893,0.301696261099718
"12","Discovery Bay","6",48.064957,-122.857524,3982486.25,9.3325,0.79375,16.212,11.08375,5.12825,57.3975,20.535,27.7575,33.9175,0.68325,0.059,21.9252379500098,3.22226360352834,-0.333243408115197,4.01899017538475,3.47037417041625,2.35846659443886,5.84291599527006,4.36001304220433,4.79480573124665,5.08395793016223,-0.54951454013888,-4.08314123530025,0.797812046676903,-0.432286505118654,0.388771844585038,-0.0225698468556477,-0.040012475709692,0.0045549924114221,-0.0372619231543565,0.0204549878560742,-0.0426494624443849,0.0371529984174668,-0.322923822996473,0.559643819617427,0.151230188054559,0.390697042923623,0.552970723306168,1.31727386707097,1.11518898898424,0.797812046676903,0.432286505118654,0.388771844585038,0.0225698468556477,0.040012475709692,0.0045549924114221,0.0372619231543565
"44","Donkey Creek Delta","11",47.33775,-122.59014,3830029,2.500625,0.73375,14.9235,10.61625,4.3075,58.8675,19.38,27.055,34.5325,0.71175,0.052,21.8689238852336,1.32228872357088,-0.446639496664673,3.89951402461433,3.40820234485218,2.10685079645022,5.87939945509812,4.27649666564036,4.75782333620773,5.10988287758846,-0.490557506919821,-4.265344566521,0.741497981900686,-2.33226138507612,0.275375756035562,0.0139136129724138,-0.123528852273667,-0.0324274026275031,-0.0994337487184236,0.0463799352822969,0.0163075707746737,-0.145050332803283,-0.392136571339101,-1.15931290403084,-0.401520796535729,1.17128751410176,-0.407511252476184,0.849478074329803,0.7271450843883,0.741497981900686,2.33226138507612,0.275375756035562,0.0139136129724138,0.123528852273667,0.0324274026275031,0.0994337487184236
"31","Eagle Harbor Dr","10",47.61889,-122.5275,1846400.75,12.60975,0.8925,13.76675,9.68075,4.08625,54.8775,16.735,23.6625,44.34,0.70175,0.058,20.8162842844368,3.65646776806852,-0.164075925745625,3.78311610880532,3.27511882222773,2.03077747199254,5.77814285446377,4.0647966459118,4.56453060081634,5.47053686509258,-0.510970936149563,-4.10780328953452,-0.311141618896123,0.00191765942151978,0.55793932695461,-0.0873429876619358,-0.335228872002218,-0.225720138018887,-0.232517271342872,0.407033922786424,-0.0041058584550675,0.0124909441831971,-1.68588228255623,0.952479628104073,0.975839692990371,-0.995171971143378,-2.84217211286784,-1.59551036647697,-0.103492415605269,0.311141618896123,0.00191765942151978,0.55793932695461,0.0873429876619358,0.335228872002218,0.225720138018887,0.232517271342872
"60","Eastsound, Fishing Bay","7",48.69368,-122.90985,3018580.5,7.731875,0.465,11.8205,8.0905,3.73,54.7375,18.7625,24.3325,32.3575,0.68475,0.0495,21.5254388450159,2.95081831391518,-1.10469737866669,3.56321915682108,3.01622886523004,1.89917563048051,5.77445763956529,4.22978016673333,4.60481264994841,5.01602824168708,-0.546350733956709,-4.33642766458248,0.398012941682939,-0.703731794731819,-0.382682125966458,-0.0910282025604188,-0.170245351180697,-0.185438088886818,-0.491407228340562,-0.047474700619083,-0.0394856562622138,-0.216133430864765,-0.814296536927106,0.314060201325777,-3.60923410346617,-1.07401985584391,-0.944775403747008,-1.08597676036138,-1.71934765007212,0.398012941682939,0.703731794731819,0.382682125966458,0.0910282025604188,0.170245351180697,0.185438088886818,0.491407228340562
"69","Edmonds Ferry","9",47.81407,-122.3825,8264243.75,0.206375,0.69,14.47725,10.1775,4.3,56.1975,19.5675,23.985,38.3775,0.703,0.057,22.9784513757694,-2.27665987974883,-0.535331732996556,3.85571567878985,3.34731131636529,2.10433665981474,5.81243404708044,4.29038753976388,4.58406053442676,5.26218882895647,-0.508403405589552,-4.13289427049735,1.85102547243649,-5.93120998839583,0.186683519703679,-0.0530517950452687,-0.10963797815014,-0.206190204408466,-0.160324777205317,0.198685886650314,-0.0015383278950567,-0.0126000367796335,0.971527147251402,-4.41537537359329,-0.833852472037684,-0.261486670241178,-0.247758940744972,-1.34847334343254,0.347095242928074,1.85102547243649,5.93120998839583,0.186683519703679,0.0530517950452687,0.10963797815014,0.206190204408466,0.160324777205317
"68","Edmonds Marina","9",47.8111,-122.388,16840952.75,13.85375,0.765,13.11825,9.12825,3.99,56.1175,18.49,25.7325,34.205,0.69675,0.0515,24.005470423092,3.79220463969037,-0.386468347082073,3.71350336936203,3.1903383039865,1.99638874644762,5.81037883410284,4.20867331962947,4.68551972150409,5.0961353249095,-0.521286997558278,-4.27928375747887,2.87804451975908,0.137654531043374,0.335546905618162,-0.0551070080228708,-0.191352198284552,-0.104731017331144,-0.317297789584104,0.0326323826033423,-0.0144219198637828,-0.158989523761156,2.23378394132044,1.07528430861995,-0.108215598788984,-0.305459464327005,-1.1875151757882,-0.0651010577881046,-0.632647913831603,2.87804451975908,0.137654531043374,0.335546905618162,0.0551070080228708,0.191352198284552,0.104731017331144,0.317297789584104
"72","Eld Inlet","13",47.074603,-123.003527,9802343.25,9.86125,0.7075,17.22025,12.35375,4.86625,58.03,21.505,28.88,33.765,0.7155,0.06225,23.2246952360068,3.3017705324551,-0.499197946942842,4.10603418252004,3.6268771354987,2.28281043957256,5.85872702377863,4.42660022616993,4.85199883711245,5.07745665240059,-0.482976327935419,-4.00578235259401,2.09726933267386,-0.352779576191899,0.222817305757392,-0.0067588183470777,0.026574708255902,0.0617480982772163,0.119241041928101,0.0139537100944294,0.0238887497590759,0.114511881123706,1.27417293205229,0.631575807506831,-0.65771777397488,0.728985633191117,1.31875813708442,2.04071793470528,2.09199835722222,2.09726933267386,0.352779576191899,0.222817305757392,0.0067588183470777,0.026574708255902,0.0617480982772163,0.119241041928101
"19","Elliot Bay Myrtle Edwards","10",47.61862,-122.36108,2435519.6,11.726,0.824,15.449,10.7418,4.707,56.626,20.654,25.88,35.04,0.6948,0.0582,21.21579816273,3.55163905673439,-0.279283757478869,3.94944155167513,3.42516386041597,2.23480785302717,5.82339271787938,4.36834930613607,4.69376571221778,5.13093086982645,-0.525330340839057,-4.10283703664117,0.0883722593970795,-0.102911051912613,0.442731495221366,-0.0420931242463247,-0.0316762117779499,-0.0964850266174473,-0.0824722331546357,0.0674279275202903,-0.0184652631445615,0.0174571970765465,-1.19486012623387,0.857638364632619,0.414257338275571,-0.0270178440183347,0.648842115016625,0.0392037001592889,0.83300996236996,0.0883722593970795,0.102911051912613,0.442731495221366,0.0420931242463247,0.0316762117779499,0.0964850266174473,0.0824722331546357
"14","Elliott Bay, Harbor Island, Pier 17","10",47.58766,-122.35065,9192957.75,5.5,0.85625,14.71475,9.5905,5.12425,58.9075,19.14,24.76,34.215,0.65325,0.0465,23.1320976794488,2.4594316186373,-0.223896011926836,3.87919112633835,3.26160603200216,2.35734086306478,5.88037942204959,4.2585189247113,4.62993940943954,5.09655704225857,-0.614292875342066,-4.42662547355406,2.00467177611582,-1.1951184900097,0.498119240773399,0.0148935799238785,-0.141506593202722,-0.160311329395689,-0.246030061568445,0.0330540999524107,-0.107427797647571,-0.306331239836344,1.16036599226448,-0.130510130982052,0.684245759214488,1.19225462818546,-0.614264668249856,-0.768144657740724,-0.187832160072218,2.00467177611582,1.1951184900097,0.498119240773399,0.0148935799238785,0.141506593202722,0.160311329395689,0.246030061568445
"66","Everett Harbor","8.2",47.9726,-122.22977,5813892.75,2.31775,0.77625,12.00475,7.91175,4.09325,54.335,17.755,23.895,34.2575,0.65825,0.04925,22.4710730273703,1.2127249609901,-0.365406731554243,3.58553345451436,2.9839968397145,2.03324678374794,5.76380990728029,4.15015345524625,4.57863686247174,5.09834796699804,-0.603292478616024,-4.34373246520571,1.34364712403741,-2.4418251476569,0.356608521145992,-0.101675934845415,-0.249872062667777,-0.211613876363488,-0.523639253856105,0.0348450246918794,-0.096427400921529,-0.223438231487998,0.347934265405745,-1.25843809160208,-0.00555042868489827,-1.30183592374136,-1.86052419842294,-1.41707817335492,-1.92052303652106,1.34364712403741,2.4418251476569,0.356608521145992,0.101675934845415,0.249872062667777,0.211613876363488,0.523639253856105
"63","Fidalgo Bay Aq Reserve, Weaverling Spit","7",48.482448,-122.583879,3181280,11.87725,0.7625,13.663,9.7325,3.93075,56.08,19.3575,24.1325,37.1425,0.712,0.05525,21.6011759254311,3.57012893518223,-0.391190757324476,3.77220238744118,3.28281043957256,1.97480460969698,5.8094144442359,4.2748207370404,4.59290547379686,5.21499901883646,-0.490050853695689,-4.17788172527066,0.473750022098127,-0.0844211734647673,0.330824495375759,-0.0560713978898093,-0.125204780873622,-0.19734526503837,-0.224825653998043,0.151496076530298,0.0168142239988058,-0.0575874915529431,-0.721211949483231,0.874366638891737,-0.131235060434601,-0.326093295224093,-0.426785307208691,-1.23659239521308,-0.0554853770461455,0.473750022098127,0.0844211734647673,0.330824495375759,0.0560713978898093,0.125204780873622,0.19734526503837,0.224825653998043
"59","Filucy Bay","13",47.19483,-122.748665,10877772,5.009,0.85625,14.28075,9.41175,4.869,58.49,19.06,22.7,36.8175,0.6525,0.04575,23.3748797563044,2.32452261159581,-0.223896011926836,3.835999844063,3.23446299942426,2.28362550060704,5.87011808396593,4.25247621413522,4.50462039240355,5.20231976231248,-0.61595019320484,-4.45008444637804,2.24745385297147,-1.33002749705118,0.498119240773399,0.00463224184022515,-0.147549303778806,-0.285630346431677,-0.273173094146342,0.138816820006322,-0.109085115510345,-0.329790212660332,1.45875707545632,-0.252565820865625,0.684245759214488,0.972705748572997,-0.683758997769196,-2.35332346668998,-0.357244723537126,2.24745385297147,1.33002749705118,0.498119240773399,0.00463224184022515,0.147549303778806,0.285630346431677,0.273173094146342
"61","Friday Harbor","7",48.5069444,-123.0194444,5444136.6,6.7096,0.75,12.1138,8.241,3.8728,56.408,18.574,23.89,32.616,0.6726,0.0458,22.3762718355912,2.74622676117694,-0.415037499278844,3.59857959255365,3.04281941113493,1.95337699931141,5.81782788059395,4.21521263491764,4.57833494868161,5.02750795682646,-0.572179316022867,-4.4485085914525,1.24884593225823,-0.908323347470061,0.306977753421391,-0.0476579615317565,-0.184812882996388,-0.211915790153622,-0.464816682435677,-0.0359949854796975,-0.0653142383283714,-0.328214357734793,0.231418949822201,0.128960898755569,-0.247476372310152,-0.146081632900654,-1.11230963255648,-1.42089712560629,-1.55338341845026,1.24884593225823,0.908323347470061,0.306977753421391,0.0476579615317565,0.184812882996388,0.211915790153622,0.464816682435677
"58","Gig Harbor Boat Launch","11",47.33785,-122.58277,3843185.75,14.972,0.965,13.38425,8.3875,4.9975,54.325,19.445,26.1875,30.2725,0.62675,0.05225,21.8738712761771,3.90419504823787,-0.0513991525066443,3.74246439325371,3.06824086131282,2.3212065669699,5.76354436429392,4.28132732965948,4.71080643369935,4.91993591734946,-0.674038003828148,-4.2584251525812,0.746445372844125,0.249644939590875,0.67061610019359,-0.101941477831787,-0.118698188254539,-0.079444305135878,-0.439395232257781,-0.143567024956701,-0.167172926133653,-0.138130918863492,-0.386055985153721,1.17660494595446,1.52508436399266,-1.30751741134772,-0.351956091772122,0.254754310279642,-1.39471606876215,0.746445372844125,0.249644939590875,0.67061610019359,0.101941477831787,0.118698188254539,0.079444305135878,0.439395232257781
"29","Hood Canal Holly","12",47.5706,-122.9717,1596840.167,1.640416667,0.676666667,16.26683333,11.226,5.040833333,59,20.72666667,26.75666667,34.305,0.689833333,0.054833333,20.606788485194,0.714062306956316,-0.563482772600017,4.0238615232945,3.48877205929985,2.33366225475803,5.88264304936184,4.3734162110772,4.74182649195051,5.1003469613581,-0.535680252850075,-4.18880302041818,-0.520637418138985,-2.94048780169068,0.158532480100217,0.0171572072361341,-0.0266093068368205,-0.0484242468847151,-0.0188640342707487,0.0368440190519461,-0.0288151751555799,-0.0685087867004723,-1.94336289755807,-1.70959117316432,-0.971075149266664,1.24068660033318,0.707114169782187,0.647131621841175,1.23001895535479,0.520637418138985,2.94048780169068,0.158532480100217,0.0171572072361341,0.0266093068368205,0.0484242468847151,0.0188640342707487
"2","Jamestown","6",48.024789,-122.998135,3175079,7.752666667,0.573333333,13.94633333,9.8345,4.111833333,56.42166667,19.65166667,26.16833333,33.86166667,0.7035,0.054833333,21.5983610577414,2.95469263626128,-0.802553936632559,3.80181396375515,3.29785170569574,2.03978178823621,5.81817737798613,4.29657976841844,4.70975013646422,5.08158107926587,-0.507377671425554,-4.18880302041818,0.47093515440843,-0.69985747238572,-0.0805386839323243,-0.0473084641395758,-0.103445749495578,-0.0805006023710053,-0.20978438787486,0.0180781369597147,-0.000512593731059163,-0.0685087867004723,-0.72467155996951,0.317565401587454,-2.1364312298556,-0.138603879000021,-0.176545075185641,0.241393050092014,0.0383943117606785,0.47093515440843,0.69985747238572,0.0805386839323243,0.0473084641395758,0.103445749495578,0.0805006023710053,0.20978438787486
"36","Kingston Marina","10",47.794695,-122.499858,5460804.75,4.371,0.81125,15.20425,9.717,5.48725,58.5325,20.73,25.615,31.25,0.63675,0.04825,22.380682143781,2.12796337812358,-0.301781521775586,3.926402747299,3.28051096885426,2.45608330672521,5.87116599427264,4.37364821133469,4.67891698667984,4.96578428466209,-0.651201040387892,-4.37332724739401,1.25325624044808,-1.52658673052342,0.420233730924649,0.00568015214693585,-0.0263773065793327,-0.111333752155391,-0.227125124716346,-0.0977186576440712,-0.144335962693397,-0.253033013676294,0.236839434954473,-0.430398075142486,0.304591638821882,0.995126560741654,0.709782293985627,-0.148620028588056,-0.069837466403965,1.25325624044808,1.52658673052342,0.420233730924649,0.00568015214693585,0.0263773065793327,0.111333752155391,0.227125124716346
"25","Kitsap St Boat Launch","10",47.54167,-122.64034,2852984.25,10.748,0.8325,15.1685,10.762,4.4065,60.055,20.58,27.9575,32.885,0.71075,0.05175,21.444040351817,3.42599632135108,-0.264477822703463,3.92300652064647,3.42787430679269,2.13963320511453,5.90821246030054,4.36317107711924,4.80516345349566,5.0393577651597,-0.49258590098456,-4.27229732716276,0.316614448484088,-0.22855378729592,0.457537429996772,0.0427266181748278,-0.0368544407947793,0.0149127146604302,-0.0797617867779152,-0.0241451771464565,0.0142791767099356,-0.15200309344505,-0.914339278427458,0.743966111887083,0.486429095957624,1.7877629638811,0.589289775203032,1.44829023000171,0.849927146089082,0.316614448484088,0.22855378729592,0.457537429996772,0.0427266181748278,0.0368544407947793,0.0149127146604302,0.0797617867779152
