latitude,longitude,sample_id,site_number,site_name,reporting_area,p450,sod,ibr1overall
47.1905742,-122.5834897,130,56,Chambers Bay Park,13,1.696471073,-0.653840581,1.505865471
48.8208,-122.7101,33,75,"Cherry Point Aquatic Reserve, Conoco Phillips",7,1.592987563,-1.231500351,-1.092189439
48.8208,-122.7101,34,75,"Cherry Point Aquatic Reserve, Conoco Phillips",7,0.63213361,-0.379831082,-1.595496122
48.8208,-122.7101,35,75,"Cherry Point Aquatic Reserve, Conoco Phillips",7,1.519735322,-1.578874116,0.770510517
48.8208,-122.7101,36,75,"Cherry Point Aquatic Reserve, Conoco Phillips",7,1.392254565,-1.492768341,-0.242992817
48.04906,-122.7724,100,8,Chimacum Creek delta,9,0.595150243,-1.340406721,0.514408626
48.04906,-122.7724,101,8,Chimacum Creek delta,9,-0.457615671,-1.308485888,-1.607543403
48.04906,-122.7724,102,8,Chimacum Creek delta,9,0.406556424,-1.688652273,-0.273750779
48.04906,-122.7724,103,8,Chimacum Creek delta,9,0.71907385,-1.397005844,0.766441098
48.68975,-122.50434,25,74,"Chuckanut, Clark's Point",7,1.895657954,-1.346710415,1.422090798
48.68975,-122.50434,26,74,"Chuckanut, Clark's Point",7,0.054267034,-0.552713238,-0.376605536
48.68975,-122.50434,27,74,"Chuckanut, Clark's Point",7,0.777791151,0.152629863,-1.027561337
48.68975,-122.50434,28,74,"Chuckanut, Clark's Point",7,-1.105794523,1.005372101,-0.876150016
47.29,-122.41,37,45,Commencement Bay Skookum,11,3.70746092,-0.631576471,0.147210466
47.29,-122.41,38,45,Commencement Bay Skookum,11,3.542148954,-1.135871975,-0.079205875
47.29,-122.41,39,45,Commencement Bay Skookum,11,3.573371324,0.634527136,-0.010101689
47.29,-122.41,40,45,Commencement Bay Skookum,11,2.128131398,-0.754699682,-0.652385671
47.292549,-122.412175,114,48,"Commencement Bay, Dick Gilmur Launch",11,1.1668765,2.470779729,0.205990528
47.292549,-122.412175,115,48,"Commencement Bay, Dick Gilmur Launch",11,2.113537893,-0.175296336,1.447143422
47.292549,-122.412175,116,48,"Commencement Bay, Dick Gilmur Launch",11,1.576147864,-1.029782149,-0.213018614
47.292549,-122.412175,117,48,"Commencement Bay, Dick Gilmur Launch",11,0.056068134,-0.5061732,0.853632267
47.2694,-122.4243,157,49,"Commencement Bay, Milwaukee Waterway",11,1.777543097,-1.015699429,0.405948228
47.2694,-122.4243,158,49,"Commencement Bay, Milwaukee Waterway",11,9.800054167,0.492895207,2.259557426
47.2694,-122.4243,159,49,"Commencement Bay, Milwaukee Waterway",11,1.054701939,-0.915376813,-1.165964044
47.2694,-122.4243,160,49,"Commencement Bay, Milwaukee Waterway",11,5.315736884,0.159738283,0.182173026
47.2694,-122.4243,161,49,"Commencement Bay, Milwaukee Waterway",11,5.041970588,-1.688652273,-0.11793816
47.40301418,-122.3305538,1,21,Des Moines Marina,11,2.515894979,-1.148881726,0.16260012
47.40301418,-122.3305538,2,21,Des Moines Marina,11,7.384319583,-1.097513328,2.133392287
47.40301418,-122.3305538,3,21,Des Moines Marina,11,1.099024856,-1.009798099,0.030783805
47.40301418,-122.3305538,4,21,Des Moines Marina,11,12.9484382,1.217417631,3.328246299
48.064957,-122.857524,162,12,Discovery Bay,6,2.833879676,0.659741911,0.562793511
48.064957,-122.857524,163,12,Discovery Bay,6,3.137543871,-1.489817676,0.319947805
48.064957,-122.857524,164,12,Discovery Bay,6,-0.700246994,0.451183531,0.536712208
48.064957,-122.857524,165,12,Discovery Bay,6,0.825630673,-1.370315736,0.683583213
47.33775,-122.59014,265,44,Donkey Creek Delta,11,1.93112674,-1.66363868,-0.095859836
47.33775,-122.59014,266,44,Donkey Creek Delta,11,0.049101598,-1.688652273,-0.911387724
47.33775,-122.59014,267,44,Donkey Creek Delta,11,-0.376531934,-0.856631752,-0.662299258
47.33775,-122.59014,268,44,Donkey Creek Delta,11,3.943654594,-1.205480849,0.867581865
47.61889,-122.5275,57,31,Eagle Harbor Dr,10,0.523211661,-0.172613913,-1.083757045
47.61889,-122.5275,58,31,Eagle Harbor Dr,10,-1.217922232,-1.447837758,-1.349769974
47.61889,-122.5275,59,31,Eagle Harbor Dr,10,-0.245593137,-0.006437815,0.267832858
47.61889,-122.5275,60,31,Eagle Harbor Dr,10,-0.661345397,1.635875603,-0.976143413
48.69368,-122.90985,49,60,"Eastsound, Fishing Bay",7,2.971253419,-1.688652273,-0.806200568
48.69368,-122.90985,50,60,"Eastsound, Fishing Bay",7,-1.685460397,-0.379026355,-2.427112434
48.69368,-122.90985,51,60,"Eastsound, Fishing Bay",7,2.701549734,0.024141806,-0.682815369
48.69368,-122.90985,52,60,"Eastsound, Fishing Bay",7,-1.364453744,-0.564381777,-1.847437299
47.81407,-122.3825,227,69,Edmonds Ferry,9,12.66693591,-1.57927648,2.330294406
47.81407,-122.3825,228,69,Edmonds Ferry,9,4.320830518,-1.688652273,-0.158156978
47.81407,-122.3825,229,69,Edmonds Ferry,9,3.201678888,-1.688652273,0.890784793
47.81407,-122.3825,230,69,Edmonds Ferry,9,1.338824334,-1.688652273,-1.426636113
47.8111,-122.388,21,68,Edmonds Marina,9,0.342249316,-0.745579444,-1.615535116
47.8111,-122.388,22,68,Edmonds Marina,9,3.975119333,-0.159738283,0.975351871
47.8111,-122.388,23,68,Edmonds Marina,9,45.41078669,1.432145584,11.33442672
47.8111,-122.388,24,68,Edmonds Marina,9,2.710590373,0.149545076,-0.167799031
47.074603,-123.003527,186,72,Eld Inlet,13,2.52286602,-0.217008012,0.136233006
47.074603,-123.003527,187,72,Eld Inlet,13,-1.154181853,-0.007108421,-1.478471477
47.074603,-123.003527,188,72,Eld Inlet,13,12.90402879,-0.744774717,4.674879697
47.074603,-123.003527,189,72,Eld Inlet,13,12.79887032,-0.496650599,4.622993577
47.61862,-122.36108,69,19,Elliot Bay Myrtle Edwards,10,-0.436700747,0.107565158,0.397531416
47.61862,-122.36108,70,19,Elliot Bay Myrtle Edwards,10,0.064771799,0.500808355,-0.963711259
47.61862,-122.36108,71,19,Elliot Bay Myrtle Edwards,10,0.750832315,-0.508050896,-1.243408068
47.61862,-122.36108,72,19,Elliot Bay Myrtle Edwards,10,-0.259681181,-1.203469032,0.308438236
47.61862,-122.36108,73,19,Elliot Bay Myrtle Edwards,10,0.532698295,0.521731253,1.857658179
47.58766,-122.35065,29,14,"Elliott Bay, Harbor Island, Pier 17",10,4.148479937,-1.523482083,-0.07822278
47.58766,-122.35065,30,14,"Elliott Bay, Harbor Island, Pier 17",10,8.91412381,-0.810359957,0.948400671
47.58766,-122.35065,31,14,"Elliott Bay, Harbor Island, Pier 17",10,5.658132387,0.086776381,2.005978197
47.58766,-122.35065,32,14,"Elliott Bay, Harbor Island, Pier 17",10,6.154620598,-1.55821946,2.21576856
47.9726,-122.22977,206,66,Everett Harbor,8.2,5.265693515,-1.688652273,0.461894851
47.9726,-122.22977,207,66,Everett Harbor,8.2,3.446417652,-0.952260128,-0.378639016
47.9726,-122.22977,208,66,Everett Harbor,8.2,3.169249178,-1.182948497,-0.684783717
47.9726,-122.22977,209,66,Everett Harbor,8.2,0.815839501,-1.688652273,-1.668393967
48.482448,-122.583879,61,63,"Fidalgo Bay Aq Reserve, Weaverling Spit",7,0.738202091,-0.885333677,-0.680907393
48.482448,-122.583879,62,63,"Fidalgo Bay Aq Reserve, Weaverling Spit",7,-0.559026881,0.12540327,-1.120171373
48.482448,-122.583879,63,63,"Fidalgo Bay Aq Reserve, Weaverling Spit",7,1.83809934,-0.219288072,0.048623788
48.482448,-122.583879,64,63,"Fidalgo Bay Aq Reserve, Weaverling Spit",7,1.19198378,0.59522964,0.116653669
47.19483,-122.748665,174,59,Filucy Bay,13,9.173427247,-0.768111796,0.692455917
47.19483,-122.748665,175,59,Filucy Bay,13,3.996416282,-1.41994056,0.622799845
47.19483,-122.748665,176,59,Filucy Bay,13,10.09223061,-0.269315259,3.796478242
47.19483,-122.748665,177,59,Filucy Bay,13,7.685356461,-1.611331433,0.702848154
48.5069444,-123.0194444,222,61,Friday Harbor,7,4.152684005,-1.688652273,0.688746701
48.5069444,-123.0194444,223,61,Friday Harbor,7,1.797564229,-0.037822163,-0.832567753
48.5069444,-123.0194444,224,61,Friday Harbor,7,1.234069512,-1.380911306,-1.54518398
48.5069444,-123.0194444,225,61,Friday Harbor,7,3.7615669,-1.688652273,0.2912826
48.5069444,-123.0194444,226,61,Friday Harbor,7,3.259862797,0.8505963,-0.562681614
47.33785,-122.58277,131,58,Gig Harbor Boat Launch,11,2.965466293,-0.960039154,0.482452461
47.33785,-122.58277,132,58,Gig Harbor Boat Launch,11,0.399917852,-0.355286912,-0.838573666
47.33785,-122.58277,133,58,Gig Harbor Boat Launch,11,2.84378888,0.276691922,0.483545287
47.33785,-122.58277,134,58,Gig Harbor Boat Launch,11,-0.614405074,2.314930959,0.935535082
47.5706,-122.9717,104,29,Hood Canal Holly,12,-1.308015073,-1.688652273,-0.723428522
47.5706,-122.9717,105,29,Hood Canal Holly,12,-0.033359768,-0.370576723,-0.369577077
47.5706,-122.9717,106,29,Hood Canal Holly,12,-1.80126599,-1.688652273,-0.349150383
47.5706,-122.9717,107,29,Hood Canal Holly,12,-0.539221088,-1.688652273,-0.443320299
47.5706,-122.9717,108,29,Hood Canal Holly,12,1.651831004,-1.688652273,-0.060219245
47.5706,-122.9717,109,29,Hood Canal Holly,12,-1.721567991,-1.688652273,-0.514149766
48.024789,-122.998135,82,2,Jamestown,6,0.616298526,-0.623663323,-1.089013639
48.024789,-122.998135,83,2,Jamestown,6,2.302989464,-0.016228659,0.080189184
48.024789,-122.998135,84,2,Jamestown,6,-0.049768789,-0.613604237,-1.773751885
48.024789,-122.998135,85,2,Jamestown,6,0.947812647,-0.962453335,-1.074806667
48.024789,-122.998135,86,2,Jamestown,6,0.436902121,-0.934556137,-0.425258798
48.024789,-122.998135,87,2,Jamestown,6,0.526130902,-0.744640596,0.225780867
47.794695,-122.499858,166,36,Kingston Marina,10,0.082847671,-1.079272852,0.347318694
47.794695,-122.499858,167,36,Kingston Marina,10,4.617436276,-0.653304096,1.208037837
47.794695,-122.499858,168,36,Kingston Marina,10,2.142168986,-1.160550266,1.078416411
47.794695,-122.499858,169,36,Kingston Marina,10,4.582217068,-1.517848995,-0.162846787
47.54167,-122.64034,53,25,Kitsap St Boat Launch,10,1.112369574,-1.47385726,-0.971489575
47.54167,-122.64034,54,25,Kitsap St Boat Launch,10,-1.171644144,1.155587783,0.343971942
47.54167,-122.64034,55,25,Kitsap St Boat Launch,10,-1.130801792,-0.338119406,0.602714796
47.54167,-122.64034,56,25,Kitsap St Boat Launch,10,3.216156164,-0.333425166,1.062955763
47.30973,-122.68868,249,52,Kopachuck State Park,13,5.110571864,-1.042121295,1.181352823
47.30973,-122.68868,250,52,Kopachuck State Park,13,6.318906325,-1.139761488,0.669783587
47.30973,-122.68868,251,52,Kopachuck State Park,13,0.145899685,-0.453731833,-1.487827233
47.30973,-122.68868,253,52,Kopachuck State Park,13,5.446054892,-1.585043689,4.390441093
47.5833538,-122.6414587,299,37,Lions Park,10,5.362275361,-0.870848593,1.158312097
47.5833538,-122.6414587,300,37,Lions Park,10,5.687800531,0.174089246,1.252768379
47.5833538,-122.6414587,301,37,Lions Park,10,0.239429843,-0.633588288,-1.574966188
47.5833538,-122.6414587,302,37,Lions Park,10,3.423317801,0.166712583,-0.556414034
48.77636877,-122.5378679,235,76,Locust Beach,7,-0.341801969,-0.320415415,-1.959188159
48.77636877,-122.5378679,236,76,Locust Beach,7,-0.255432062,-0.739946356,-0.869635073
48.77636877,-122.5378679,237,76,Locust Beach,7,0.912773639,-1.231097988,0.095714285
48.77636877,-122.5378679,238,76,Locust Beach,7,-0.03445989,-1.164976263,0.141780167
47.57995505,-122.6786,153,28,Madrona Pont,10,8.648794483,-0.573770257,1.937489745
47.57995505,-122.6786,154,28,Madrona Pont,10,3.928524994,-1.063446557,-0.579583083
47.57995505,-122.6786,155,28,Madrona Pont,10,1.01553815,-1.371254584,-1.580261851
47.57995505,-122.6786,156,28,Madrona Pont,10,3.442360446,-1.322434487,2.192563414
47.55622,-122.54281,261,33,"Manchester, Stormwater Outfall",10,9.277260345,-1.014224097,2.290373994
47.55622,-122.54281,262,33,"Manchester, Stormwater Outfall",10,7.873927754,-1.195153521,1.608122232
47.55622,-122.54281,263,33,"Manchester, Stormwater Outfall",10,2.134139269,-1.029782149,-0.577131122
47.55622,-122.54281,264,33,"Manchester, Stormwater Outfall",10,0.265109258,-1.688652273,-0.565447945
47.30008,-122.74566,202,51,Maple Hollow Park,13,2.51381547,-1.688652273,0.636103239
47.30008,-122.74566,203,51,Maple Hollow Park,13,28.78082693,-1.193544067,5.354547459
47.30008,-122.74566,204,51,Maple Hollow Park,13,-0.973531255,-1.688652273,-0.629656942
47.30008,-122.74566,205,51,Maple Hollow Park,13,7.939270112,0.294261792,2.463052257
48.018127,-122.699524,307,11,Maristone Island,9,-0.12670432,0.053514337,-0.689925026
48.018127,-122.699524,308,11,Maristone Island,9,2.467047237,-0.973853632,-0.099965378
48.018127,-122.699524,309,11,Maristone Island,9,2.543367385,-1.653713715,0.442347527
48.018127,-122.699524,310,11,Maristone Island,9,8.720733966,-1.025222031,0.404818683
48.018127,-122.699524,311,11,Maristone Island,9,-0.328860899,-0.563979414,0.018825346
48.018127,-122.699524,312,11,Maristone Island,9,-0.191223163,-1.366023859,0.610865377
47.11795,-122.83359,65,71,"Meyer's Point, Henderson Inlet",13,0.753695695,0.635465984,0.256466821
47.11795,-122.83359,66,71,"Meyer's Point, Henderson Inlet",13,-0.008034447,-0.602338061,-0.004686279
47.11795,-122.83359,67,71,"Meyer's Point, Henderson Inlet",13,-1.220750473,-0.752419622,-1.675597868
47.11795,-122.83359,68,71,"Meyer's Point, Henderson Inlet",13,0.337634392,2.124210691,0.206470655
47.4436,-122.360316,231,20,Miller Creek,11,3.336068517,-1.688652273,1.412180982
47.4436,-122.360316,232,20,Miller Creek,11,25.59423507,-1.549367464,6.042323368
47.4436,-122.360316,233,20,Miller Creek,11,5.878847774,-0.655718277,2.0126008
47.4436,-122.360316,234,20,Miller Creek,11,14.23553902,-0.708025523,2.742194153
47.3539722,-122.69175,178,55,Minter Bay,13,2.573179689,-0.537959912,0.834000081
47.3539722,-122.69175,179,55,Minter Bay,13,3.826016366,-1.006579191,1.051669067
47.3539722,-122.69175,180,55,Minter Bay,13,8.041765225,-1.420477044,2.872573446
47.3539722,-122.69175,181,55,Minter Bay,13,6.242325788,-1.103280537,0.703492388
47.94968,-122.30158,17,65,Mukilteo,8.2,9.662837198,-0.667923301,0.934863985
47.94968,-122.30158,18,65,Mukilteo,8.2,3.839446679,-0.830612249,-0.009105778
47.94968,-122.30158,19,65,Mukilteo,8.2,8.285974199,-1.652640746,1.428953618
47.94968,-122.30158,20,65,Mukilteo,8.2,1.359160816,0.475995943,-0.763271383
48.52108,-122.61531,210,62,N Avenue Park,7,1.252252603,-1.685366305,0.559381385
48.52108,-122.61531,211,62,N Avenue Park,7,5.718649887,-1.680403823,0.049800454
48.52108,-122.61531,212,62,N Avenue Park,7,2.591584426,-0.92557002,0.037583696
48.52108,-122.61531,213,62,N Avenue Park,7,6.562286379,-1.688652273,1.569718813
48.255358,-122.507014,303,7,North Camano,8.1,5.914077795,-1.688652273,1.301758303
48.255358,-122.507014,304,7,North Camano,8.1,27.17334384,-1.61334325,6.361060661
48.255358,-122.507014,305,7,North Camano,8.1,2.568503497,-1.362000225,1.039422878
48.255358,-122.507014,306,7,North Camano,8.1,0.863425842,-1.688652273,-1.237293605
48.02218,-122.728709,88,10,Oak Bay County Park,9,-0.057133567,-0.008047269,-0.171349174
48.02218,-122.728709,89,10,Oak Bay County Park,9,0.706115661,-0.69716171,0.49446874
48.02218,-122.728709,90,10,Oak Bay County Park,9,0.120282439,1.670881221,-0.361994532
48.02218,-122.728709,91,10,Oak Bay County Park,9,-0.60918738,-1.369913373,-1.510872103
48.21423,-122.718972,41,3,Penn Cove Reference,8.1,-0.423644349,-1.19971364,-0.698953653
48.21423,-122.718972,42,3,Penn Cove Reference,8.1,0.651392495,-0.407325917,-0.051005512
48.21423,-122.718972,43,3,Penn Cove Reference,8.1,-1.202515124,1.03098924,0.442369886
48.21423,-122.718972,44,3,Penn Cove Reference,8.1,0.974766977,0.576050317,0.307589279
47.2619,-122.7376,9,50,Penrose Point State Park,13,4.711073653,-1.359317802,1.486232006
47.2619,-122.7376,10,50,Penrose Point State Park,13,0.457534131,-1.03917063,-0.621125562
47.2619,-122.7376,11,50,Penrose Point State Park,13,6.146107946,-0.691394501,1.998136353
47.2619,-122.7376,12,50,Penrose Point State Park,13,7.68568893,-1.293196078,2.032523776
47.3062,-122.5145,110,43,Point Defiance Ferry,11,-0.073799373,-1.065726616,-0.574457692
47.3062,-122.5145,111,43,Point Defiance Ferry,11,-0.728452815,-0.756040893,-0.78435094
47.3062,-122.5145,112,43,Point Defiance Ferry,11,0.500277594,-1.263823547,-1.011709087
47.3062,-122.5145,113,43,Point Defiance Ferry,11,-0.327004838,-0.207887774,-0.219689714
48.12823,-123.45715,243,1,Port Angeles Yacht Club,6,2.817873402,0.308746875,-1.025092026
48.12823,-123.45715,244,1,Port Angeles Yacht Club,6,3.518140895,-1.243303012,0.190014265
48.12823,-123.45715,245,1,Port Angeles Yacht Club,6,2.328195854,1.574448118,1.496164202
48.12823,-123.45715,246,1,Port Angeles Yacht Club,6,0.395026321,-1.688652273,-1.142308083
48.12823,-123.45715,247,1,Port Angeles Yacht Club,6,9.065121582,-1.195555884,3.631920783
48.12823,-123.45715,248,1,Port Angeles Yacht Club,6,0.133729872,-1.453202603,0.094729705
47.38566,-122.627255,145,57,"Purdy, Dexters",13,3.306942776,-1.688652273,0.121640092
47.38566,-122.627255,146,57,"Purdy, Dexters",13,2.54168792,-1.688652273,-0.623806715
47.38566,-122.627255,147,57,"Purdy, Dexters",13,1.4714453,-1.688652273,0.143215261
47.38566,-122.627255,148,57,"Purdy, Dexters",13,0.925826433,-0.745311201,0.427291178
47.386977,-122.6367089,74,47,"Purdy, Burley Lagoon",13,1.144815503,-0.070950086,3.068892156
47.386977,-122.6367089,75,47,"Purdy, Burley Lagoon",13,1.598859383,0.056867365,-1.167137992
47.386977,-122.6367089,76,47,"Purdy, Burley Lagoon",13,-0.94344775,-0.410813066,-0.152466271
47.386977,-122.6367089,77,47,"Purdy, Burley Lagoon",13,4.133494496,-0.939250377,1.79308278
47.32598,-122.66724,218,53,Raft Island Park,13,3.402323589,-1.688652273,-0.429718727
47.32598,-122.66724,219,53,Raft Island Park,13,3.397075261,-1.306071708,-1.198210649
47.32598,-122.66724,220,53,Raft Island Park,13,0.668846677,-0.20976547,-0.108844003
47.32598,-122.66724,221,53,Raft Island Park,13,-0.639485323,-1.524555052,-0.984155868
47.346537,-122.82236,273,39,Reach Island,13,4.405557902,-0.664838515,-0.343474881
47.346537,-122.82236,274,39,Reach Island,13,4.739103778,-1.639765116,2.008013113
47.346537,-122.82236,275,39,Reach Island,13,-0.311598631,-1.685232184,-1.165934155
47.346537,-122.82236,276,39,Reach Island,13,3.529693523,-0.3070033,0.358357913
47.578117,-122.524833,170,32,Rich Passage,10,-0.733453367,-1.218758842,-0.281914646
47.578117,-122.524833,171,32,Rich Passage,10,8.512514555,-1.336114844,0.708468187
47.578117,-122.524833,172,32,Rich Passage,10,0.531669352,-1.535687107,-0.829878212
47.578117,-122.524833,173,32,Rich Passage,10,1.673491957,-1.420879408,-1.120986799
47.60255,-122.66992,295,27,Rocky Point,10,20.52480536,0.381172293,4.351501535
47.60255,-122.66992,296,27,Rocky Point,10,-0.279560855,-0.697027589,-1.367674366
47.60255,-122.66992,297,27,Rocky Point,10,5.104450467,0.208290138,1.411342909
47.60255,-122.66992,298,27,Rocky Point,10,0.523406277,-1.339601994,-0.922290701
48.02667,-122.75076,13,9,South of Skunk Island,9,0.577478019,-0.483372606,-1.117983398
48.02667,-122.75076,14,9,South of Skunk Island,9,5.203527184,-0.602338061,1.01320457
48.02667,-122.75076,15,9,South of Skunk Island,9,2.867978941,-1.557817096,0.38690738
48.02667,-122.75076,16,9,South of Skunk Island,9,-0.91076666,1.312107159,-1.055972205
47.6663,-122.4018,287,16,"Salmon Bay, Commodore Park",10,2.666468379,-0.901159972,0.602915469
47.6663,-122.4018,288,16,"Salmon Bay, Commodore Park",10,3.398598852,-1.073103279,0.483008687
47.6663,-122.4018,289,16,"Salmon Bay, Commodore Park",10,-0.426723067,-1.510606453,-0.487824584
47.6663,-122.4018,290,16,"Salmon Bay, Commodore Park",10,2.124201234,-1.235523986,-0.099238398
47.29464,-122.53053,123,40,Salmon Beach,11,-1.23774154,-1.688652273,-0.004488912
47.29464,-122.53053,124,40,Salmon Beach,11,0.055871716,0.045601189,-1.507974078
47.29464,-122.53053,125,40,Salmon Beach,11,1.226029885,-0.492895207,-1.080865541
47.29464,-122.53053,126,40,Salmon Beach,11,-0.818010461,-0.703867768,-0.51492051
47.607,-122.342,78,17,"Seattle Aquarium, Pier 59",10,0.379197544,5.162322862,0.074851292
47.607,-122.342,79,17,"Seattle Aquarium, Pier 59",10,0.080993412,-0.517707619,0.082924878
47.607,-122.342,80,17,"Seattle Aquarium, Pier 59",10,2.047903611,-1.456153269,0.488732897
47.607,-122.342,81,17,"Seattle Aquarium, Pier 59",10,0.181356757,-1.565864365,-0.198455671
47.671678,-122.406663,291,18,Shilshole Bay,10,1.348472248,-1.574448118,-1.739646658
47.671678,-122.406663,292,18,Shilshole Bay,10,0.370274936,-1.482306892,-2.274249405
47.671678,-122.406663,293,18,Shilshole Bay,10,-0.3498443,0.031920832,-1.364313532
47.671678,-122.406663,294,18,Shilshole Bay,10,0.142721856,1.583702477,-0.636852793
47.6427936,-122.6967068,45,35,"Silverdale, Dyes Inlet",10,-1.20005359,-0.207217169,0.465055917
47.6427936,-122.6967068,46,35,"Silverdale, Dyes Inlet",10,-0.351827402,-0.125135028,-0.127965551
47.6427936,-122.6967068,47,35,"Silverdale, Dyes Inlet",10,-0.717684057,0.586109403,-1.171084681
47.6427936,-122.6967068,48,35,"Silverdale, Dyes Inlet",10,-0.868847612,8.148127786,0.86576081
47.66142,-122.49884,257,24,Skiff Point,10,9.398453921,-1.143651001,2.014354642
47.66142,-122.49884,258,24,Skiff Point,10,0.522286333,-1.161489114,-0.234930563
47.66142,-122.49884,259,24,Skiff Point,10,2.444423115,-1.453604967,-0.545019424
47.66142,-122.49884,260,24,Skiff Point,10,-0.39465646,-0.433345419,-1.585223111
47.63237,-122.37869,92,15,"Smith Cove, Terminal 91",10,-0.111902684,-0.940993952,0.462024775
47.63237,-122.37869,93,15,"Smith Cove, Terminal 91",10,4.901451452,-1.164037415,0.105618418
47.63237,-122.37869,94,15,"Smith Cove, Terminal 91",10,-0.606069017,-0.657595973,-1.783654789
47.63237,-122.37869,95,15,"Smith Cove, Terminal 91",10,1.826759348,0.081545656,-0.071509989
47.17650485,-122.9046464,198,38,Squaxin Island,13,6.638966026,-1.304864617,1.362482167
47.17650485,-122.9046464,199,38,Squaxin Island,13,2.990217677,0.543056515,0.825615229
47.17650485,-122.9046464,200,38,Squaxin Island,13,3.888999904,-1.688652273,1.258667021
47.17650485,-122.9046464,201,38,Squaxin Island,13,0.519762631,-0.778573245,-1.240029582
47.7296079,-122.5506191,5,34,"Suquamish, Stormwater Outfall",10,2.485342953,-1.62031755,-0.147957101
47.7296079,-122.5506191,6,34,"Suquamish, Stormwater Outfall",10,-0.669339074,-0.877688771,0.449243385
47.7296079,-122.5506191,7,34,"Suquamish, Stormwater Outfall",10,3.009995539,-1.377021793,2.122528772
47.7296079,-122.5506191,8,34,"Suquamish, Stormwater Outfall",10,-0.196985962,0.241015697,0.664656975
47.259189,-122.434689,118,46,Thea Foss Waterway,11,-1.401023552,-0.565991231,-0.899987991
47.259189,-122.434689,119,46,Thea Foss Waterway,11,-0.75408718,0.108504006,-0.245779656
47.259189,-122.434689,120,46,Thea Foss Waterway,11,0.705219166,0.164164281,-0.243635385
47.259189,-122.434689,121,46,Thea Foss Waterway,11,30.1838748,1.407869657,8.566910336
47.259189,-122.434689,122,46,Thea Foss Waterway,11,5.858603194,-1.654786684,0.576604174
