latitude,longitude,site_name,sample_id,site_number,reporting_area,log2_p450,log2_sod,log2_shell,log2_length_mm,log2_height_mm,log2_width_mm,log2_ci1,log2_ci2,log2_ci3,log2_weight_initial_g,log2_weight_final_g,log2_weight_change_g
47.2632444,-122.385731,Blair Waterway Two,143,42,11,0.481967038,-2.255652537,0.570012159,-0.077583283,-0.170437595,-0.116129106,0.001293704,-0.081708677,-0.117569596,-0.278819975,-0.100344133,-0.360980871
47.2632444,-122.385731,Blair Waterway Two,144,42,11,1.052768882,-3.310858039,0.426887217,-0.078628146,-0.075935002,-0.282456099,-0.113034528,-0.114623299,-0.321928095,-0.432316567,-0.189749126,-0.547865938
47.68234,-122.5064,Brackenwood Lane,96,23,10,-0.851406032,-12.2984063,-0.127425071,0.047164023,-0.099901793,-0.083720186,0.143609019,0.03893263,-0.145050333,-0.028590585,-0.122181343,0.009135513
47.68234,-122.5064,Brackenwood Lane,97,23,10,-0.18755619,0.344457697,0.043943348,0.009065245,-0.147549304,-0.009415737,-0.017361161,-0.139247086,-0.201633861,-0.023680052,0.262657181,-0.163375699
47.68234,-122.5064,Brackenwood Lane,98,23,10,-0.472087353,-0.887107175,0.306977753,0.110190196,-0.040363796,0.096787053,0.033264912,-0.066601784,-0.145050333,0.268308533,0.415037499,0.201985398
47.68234,-122.5064,Brackenwood Lane,99,23,10,-0.083628281,-0.749199209,0.316563802,0.075385636,0.060061722,0.008318265,0.035792262,0.068557799,-0.038135129,0.114467049,-0.058893689,0.181551226
47.78184,-122.83474,Broad Spit,269,30,12,-0.855085441,-3.812979471,0.089386318,-0.014486447,-0.380323603,-0.259181246,-0.057204918,0.026910102,-0.67556505,-0.735626666,-0.800056217,-0.709170773
47.78184,-122.83474,Broad Spit,270,30,12,-0.449731205,-0.211606613,-0.114486015,0.008819324,-0.029163778,-0.105432001,-0.036702883,-0.020127354,-0.201633861,-0.139308579,-0.089708781,-0.160537423
47.78184,-122.83474,Broad Spit,271,30,12,1.071436946,-0.763908865,0.381939811,-0.018992526,-0.063028101,-0.13948618,0.19237541,-0.003591987,0.037152998,-0.022318976,-0.011283833,-0.026983202
47.78184,-122.83474,Broad Spit,272,30,12,-0.724623042,-0.440891767,0.122553182,-0.02678614,-0.036153593,0.094347182,0.020986583,0.048875433,0.131789873,0.006415553,-0.114647671,0.05442312
47.30515,-122.44441,Browns Point Lighthouse,194,54,11,-0.292957168,-1.7542146,0.470476486,0.02179571,-0.10503725,-0.093700438,0.075639077,-0.094784552,-0.173064709,-0.004382512,0.198892639,-0.099195952
47.30515,-122.44441,Browns Point Lighthouse,195,54,11,2.179520795,-3.060001559,0.400087158,-0.10393461,-0.13473866,-0.172012083,0.160691722,0.034936242,0.061400545,-0.281314018,-0.364025632,-0.247911658
47.30515,-122.44441,Browns Point Lighthouse,196,54,11,2.119083922,-2.348871365,0.435711068,-0.01398664,-0.013904361,-0.028965465,0.097175271,0.016814224,0.085247287,0.025931419,-0.013718762,0.04227946
47.30515,-122.44441,Browns Point Lighthouse,197,54,11,2.124925095,-3.040075826,0.625053523,0.043567175,-0.128002329,0.004684924,0.174519576,-0.003591987,-0.038135129,0.101623859,0.113055462,0.096791114
48.520971,-122.600717,Cap Sante,214,64,7,-0.824687703,0.190538441,0.655587891,-0.021753186,-0.194476607,-0.094256926,-0.357525041,-0.148306425,-0.597562538,-0.517830038,-0.216495412,-0.666065456
48.520971,-122.600717,Cap Sante,215,64,7,0.833384565,-1.363241249,0.258068153,-0.122132451,-0.252718819,-0.169664328,0.078093336,0.03893263,-0.090602549,-0.503833064,-0.601578088,-0.464466599
48.520971,-122.600717,Cap Sante,216,64,7,-0.569055642,1.765157312,-0.014950341,-0.122132451,-0.252718819,-0.169664328,0.078093336,0.03893263,-0.090602549,-0.503833064,-0.601578088,-0.464466599
48.520971,-122.600717,Cap Sante,217,64,7,2.330811849,-0.075973624,0.537590682,-0.15509265,-0.339113468,-0.309985617,0.092731856,-0.092596993,-0.26052755,-0.615832153,-0.415012354,-0.709378161
47.1905742,-122.5834897,Chambers Bay Park,127,56,13,3.313653188,0.308739043,0.545764613,-0.057873319,-0.125763857,-0.17612987,0.029042799,-0.119069204,-0.145050333,-0.208926014,0.042149897,-0.328921452
47.1905742,-122.5834897,Chambers Bay Park,128,56,13,0.643467005,0.202634697,0.722015253,-0.179545694,-0.298207384,-0.230758926,-0.320418887,-0.230100516,-0.487938046,-0.795437635,-0.359760168,-1.026853969
47.1905742,-122.5834897,Chambers Bay Park,129,56,13,0.967614992,-0.540349686,0.833046565,0.031996626,-0.231704402,-0.124062249,-0.035818065,-0.150580177,-0.453172628,-0.206244808,0.100164162,-0.357401385
47.1905742,-122.5834897,Chambers Bay Park,130,56,13,0.865464041,-0.706323065,1.055438986,0.011522151,0.029590446,-0.01836516,-0.105588344,-0.107980025,-0.117569596,0.028472841,0.259383764,-0.080834622
48.8208,-122.7101,"Cherry Point Aquatic Reserve, Conoco Phillips",33,75,7,0.825206581,-1.884355354,0.217710415,-0.10686286,-0.246220182,-0.232595584,0.023535514,-0.101367202,-0.230780207,-0.45809269,-0.240891523,-0.560156948
48.8208,-122.7101,"Cherry Point Aquatic Reserve, Conoco Phillips",34,75,7,0.385445702,-0.367521151,0.504423818,-0.172556556,-0.31851545,-0.426378814,0.052944993,-0.077376256,-0.353636955,-0.785090155,-0.615841814,-0.862626209
48.8208,-122.7101,"Cherry Point Aquatic Reserve, Conoco Phillips",35,75,7,0.796015115,-3.939095982,0.625053523,0.018867865,0.015462753,-0.072163155,0.07604841,-0.058039771,-0.012600037,0.098290844,0.228038984,0.040060498
48.8208,-122.7101,"Cherry Point Aquatic Reserve, Conoco Phillips",36,75,7,0.743760806,-3.105620339,0.685489377,-0.07993529,-0.155899575,-0.224653563,0.039994697,-0.166597574,-0.173064709,-0.25156003,0.082034632,-0.418646501
48.04906,-122.7724,Chimacum Creek delta,100,8,9,0.365519152,-2.276593475,0.444481277,0.064778403,0.007327233,-0.092032261,0.128691223,-0.022207665,-0.090602549,0.134374517,0.188868387,0.11083751
48.04906,-122.7724,Chimacum Creek delta,101,8,9,-0.361621837,-2.150183958,0.306977753,-0.141381322,-0.246220182,-0.156819528,-0.223039708,-0.222905015,-0.353636955,-0.541941058,-0.118245824,-0.765414249
48.04906,-122.7724,Chimacum Creek delta,102,8,9,0.259390704,-12.2984063,0.714783683,-0.059419616,-0.055197021,-0.196299455,0.001293704,-0.105772381,-0.145050333,-0.201205269,0.024162051,-0.307571232
48.04906,-122.7724,Chimacum Creek delta,103,8,9,0.431232563,-2.532208701,0.785518195,-0.079673767,0.145942851,-0.155076792,-0.169655384,-0.251904887,-0.012600037,-0.004024257,0.462452712,-0.256371465
48.68975,-122.50434,"Chuckanut, Clark's Point",25,74,7,0.939926062,-2.30292178,0.700210882,0.059089161,0.095669645,-0.084272837,0.044603281,-0.077376256,-0.064130337,0.195622502,0.367181004,0.116932753
48.68975,-122.50434,"Chuckanut, Clark's Point",26,74,7,0.037441137,-0.571847519,0.400087158,-0.114611402,-0.055197021,-0.098158363,0.145170377,0.008686343,0.22059914,-0.129017922,-0.149030665,-0.120687229
48.68975,-122.50434,"Chuckanut, Clark's Point",27,74,7,0.461353686,0.124814684,-0.351985329,0.026662285,-0.182019368,-0.136044361,-0.081193812,0.050855797,-0.453172628,-0.420196537,-0.545452486,-0.370624482
48.68975,-122.50434,"Chuckanut, Clark's Point",28,74,7,-1.107019666,0.673783737,0.100526876,-0.129422214,-0.119069204,-0.115564119,-0.058102955,-0.099169647,-0.038135129,-0.320143133,-0.106828166,-0.420173252
47.29,-122.41,Commencement Bay Skookum,37,45,11,1.483484485,-0.675622332,0.197100136,-0.090962313,-0.144524785,-0.053104819,-0.058102955,-0.090412745,-0.064130337,-0.253474971,-0.057322981,-0.344620487
47.29,-122.41,Commencement Bay Skookum,38,45,11,1.44155816,-1.610505776,0.400087158,-0.114343517,-0.137742711,-0.169664328,-0.015179556,-0.096975433,-0.090602549,-0.337980032,-0.130414986,-0.435015749
47.29,-122.41,Commencement Bay Skookum,39,45,11,1.449570652,0.460150064,0.122553182,-0.077322185,-0.185900713,-0.166734997,-0.016051802,-0.036854441,-0.201633861,-0.40640098,-0.320420183,-0.444133151
47.29,-122.41,Commencement Bay Skookum,40,45,11,1.022233779,-0.854219636,0.512787291,-0.15950794,-0.165830795,-0.233208324,-0.048255169,-0.083879776,-0.117569596,-0.520902055,-0.339383324,-0.604597823
47.292549,-122.412175,"Commencement Bay, Dick Gilmur Launch",114,48,11,0.64647752,1.300344111,0.06684375,0.03513949,-0.177375495,-0.118957366,0.127901787,0.087975253,-0.230780207,-0.219804947,-0.454160806,-0.131484651
47.292549,-122.412175,"Commencement Bay, Dick Gilmur Launch",115,48,11,1.01720278,-0.158087759,0.617317874,0.07890412,0.02556806,-0.024185687,0.062891795,-0.001538328,-0.090602549,0.1466887,0.150508706,0.145194542
47.292549,-122.412175,"Commencement Bay, Dick Gilmur Launch",116,48,11,0.818547952,-1.357358692,0.521102559,-0.053244347,-0.10503725,-0.0848257,-0.127100565,-0.066601784,-0.201633861,-0.301092991,-0.152715711,-0.368330327
47.292549,-122.412175,"Commencement Bay, Dick Gilmur Launch",117,48,11,0.038667285,-0.513935033,0.56197484,0.074915856,0.027580655,-0.014146751,0.102408997,0.012756007,-0.038135129,0.179705218,0.148060001,0.192692644
47.2694,-122.4243,"Commencement Bay, Milwaukee Waterway",157,49,11,0.896236416,-1.326862744,0.435711068,0.026905184,-0.12278462,-0.067784714,0.150621863,-0.028466655,-0.090602549,0.017221644,0.082319665,-0.011045919
47.2694,-122.4243,"Commencement Bay, Milwaukee Waterway",158,49,11,2.523070518,0.369414882,0.655587891,-0.081767284,-0.15894806,-0.118391271,0.047945756,-0.043177439,-0.064130337,-0.265984429,-0.168567809,-0.308984792
47.2694,-122.4243,"Commencement Bay, Milwaukee Waterway",159,49,11,0.595497918,-1.126478944,0.306977753,-0.147124216,-0.279010117,-0.218573929,0.154115543,-0.053777744,-0.038135129,-0.435090865,-0.315154866,-0.488645918
47.2694,-122.4243,"Commencement Bay, Milwaukee Waterway",160,49,11,1.838116209,0.130372593,0.306977753,-0.125637739,-0.269094648,-0.149282828,0.058341356,-0.018050039,-0.117569596,-0.464855816,-0.420655762,-0.48384848
47.2694,-122.4243,"Commencement Bay, Milwaukee Waterway",161,49,11,1.7835787,-12.2984063,0.453198494,-0.125637739,-0.273217815,-0.251091928,0.044603281,-0.178148437,-0.230780207,-0.424385029,-0.070887285,-0.603441045
47.40301418,-122.3305538,Des Moines Marina,1,21,11,1.149863767,-1.644844636,0.537590682,-0.024770851,-0.140753031,-0.056896398,-0.075272719,-0.077376256,-0.230780207,-0.217726435,-0.047934477,-0.295533722
47.40301418,-122.3305538,Des Moines Marina,2,21,11,2.194603727,-1.513771453,0.917362851,0.002904611,-0.12278462,-0.064509582,0.019710426,-0.083879776,-0.173064709,-0.077600703,0.106904427,-0.162807597
47.40301418,-122.3305538,Des Moines Marina,3,21,11,0.615857002,-1.314272704,0.640401487,0.005618531,-0.144524785,-0.045551425,-0.188705976,-0.146036252,-0.386058432,-0.225745188,0.070874186,-0.371280625
47.40301418,-122.3305538,Des Moines Marina,4,21,11,2.862631218,0.78307714,0.736370546,-0.082553137,-0.199175943,-0.114434808,0.006027383,-0.125763857,-0.145050333,-0.262659381,-0.001585006,-0.388279917
48.064957,-122.857524,Discovery Bay,162,12,6,1.246706169,0.475721846,0.297327583,0.024231049,-0.151338891,-0.132610734,0.025232304,-0.060175515,-0.321928095,-0.171533357,-0.035820054,-0.232629046
48.064957,-122.857524,Discovery Bay,163,12,6,1.333488382,-3.084087178,0.409075941,-0.069511148,-0.156661092,0.098248997,-0.002590893,-0.036854441,0.085247287,-0.090094106,-0.003096156,-0.128431034
48.064957,-122.857524,Discovery Bay,164,12,6,-0.597853324,0.341567429,0.306977753,-0.071850022,0.134160621,0.020192365,-0.027439254,-0.043177439,0.263034406,0.100458179,0.198629733,0.057229802
48.064957,-122.857524,Discovery Bay,165,12,6,0.485438096,-2.406015273,0.529370175,0.02374431,-0.006334754,0.02276081,0.08421078,-0.030559034,0.061400545,0.156577095,0.225718502,0.126492464
47.33775,-122.59014,Donkey Creek Delta,265,44,11,0.952791456,-6.058091969,0.316563802,0.038516474,-0.174287864,-0.028965465,0.136954329,0.048875433,-0.145050333,-0.073554134,-0.194230084,-0.025691391
47.33775,-122.59014,Donkey Creek Delta,266,44,11,0.033918834,-12.2984063,0.06684375,0.03248059,-0.20467792,0.052225324,-0.05900155,0.004605166,-0.290901199,-0.180411509,-0.189060981,-0.176790904
47.33775,-122.59014,Donkey Creek Delta,267,44,11,-0.290579611,-1.020886412,0.197100136,-0.025274409,-0.069467118,0.004165128,-0.040691291,0.042917978,-0.064130337,-0.172438846,-0.28029113,-0.129263198
47.33775,-122.59014,Donkey Creek Delta,268,44,11,1.541349603,-1.804550849,0.487549999,0.009065245,-0.051651443,-0.166149844,0.136169403,-0.032654452,-0.090602549,-0.036537325,0.041270473,-0.070541549
47.61889,-122.5275,Eagle Harbor Dr,57,31,10,0.325952252,-0.155533412,0.426887217,-0.118904342,-0.29401228,-0.383578023,0.374124306,-0.001538328,-0.064130337,-0.41733144,-0.410192656,-0.420342991
47.61889,-122.5275,Eagle Harbor Dr,58,31,10,-1.286560407,-2.808157088,0.585953703,-0.093336251,-0.431934766,-0.176719086,0.577464968,0.042917978,0.154509949,-0.165611409,-0.273345417,-0.122619287
47.61889,-122.5275,Eagle Harbor Dr,59,31,10,-0.182766024,-0.005509543,0.750584405,-0.010991424,-0.237332086,-0.152756414,0.4647558,0.00256024,0.085247287,0.063419619,0.058468173,0.065617234
47.61889,-122.5275,Eagle Harbor Dr,60,31,10,-0.557276499,0.977136258,0.444481277,-0.129151565,-0.385670225,-0.201086502,0.183285152,-0.062314426,-0.145050333,-0.467199556,-0.326839723,-0.530539381
48.69368,-122.90985,"Eastsound, Fishing Bay",49,60,7,1.286613063,-12.2984063,-0.772093818,-0.001052046,-0.146036252,-0.092032261,-0.066210535,-0.032654452,-0.290901199,-0.271040294,-0.19699453,-0.303338843
48.69368,-122.90985,"Eastsound, Fishing Bay",50,60,7,-2.446863776,-0.366634612,-0.581990934,-0.113540161,-0.230902236,-0.246754855,-0.012130841,-0.001538328,-0.26052755,-0.598961517,-0.592905002,-0.601515141
48.69368,-122.90985,"Eastsound, Fishing Bay",51,60,7,1.207191649,0.020475397,-0.063859942,-0.139744686,-0.136991112,-0.173187395,-0.143209642,-0.064456512,-0.173064709,-0.525522379,-0.380428947,-0.591159449
48.69368,-122.90985,"Eastsound, Fishing Bay",52,60,7,-1.560923992,-0.586739325,-0.221401219,-0.113807896,-0.16890036,-0.235048105,0.026079951,-0.060175515,-0.145050333,-0.428345347,-0.291695893,-0.489892307
47.81407,-122.3825,Edmonds Ferry,227,69,9,2.835322042,-3.94437736,0.545764613,-0.088855419,-0.161238658,-0.17377541,0.16608498,-0.018050039,0.012490944,-0.23759426,-0.195266131,-0.255614105
47.81407,-122.3825,Edmonds Ferry,228,69,9,1.629195772,-12.2984063,0.133441498,-0.023261229,-0.119069204,-0.273605181,0.153339901,0.032933889,-0.201633861,-0.29220809,-0.370252542,-0.260620044
47.81407,-122.3825,Edmonds Ferry,229,69,9,1.351167965,-12.2984063,0.435711068,0.021308148,-0.035453086,-0.140060615,0.289467396,0.000512412,0.061400545,0.137138146,0.136851892,0.137258463
47.81407,-122.3825,Edmonds Ferry,230,69,9,0.721284135,-12.2984063,-0.636438718,-0.12590773,-0.125763857,-0.241197709,0.181764524,-0.022207665,0.061400545,-0.286206173,-0.233068163,-0.30914194
47.8111,-122.388,Edmonds Marina,21,68,9,0.221341146,-0.840204774,0.133441498,-0.143839764,-0.255979148,-0.26230464,0.15914708,0.030928753,-0.064130337,-0.530802501,-0.604327826,-0.500979012
47.8111,-122.388,Edmonds Marina,22,68,9,1.54888589,-0.143335107,0.545764613,0.003151542,-0.126509628,-0.063964449,0.078093336,-0.001538328,-0.117569596,-0.105480195,-0.101314882,-0.107234789
47.8111,-122.388,Edmonds Marina,23,68,9,4.523633098,0.885911194,0.512787291,-0.049398184,-0.199960656,-0.063419522,-0.030079941,-0.0882318,-0.201633861,-0.252623572,-0.062040244,-0.340920649
47.8111,-122.388,Edmonds Marina,24,68,9,1.209925956,0.122396083,0.089386318,-0.034368648,-0.185900713,-0.040180253,-0.089432575,-0.001538328,-0.26052755,-0.345449289,-0.339765141,-0.347845469
47.074603,-123.003527,Eld Inlet,186,72,13,1.152058009,-0.198401074,0.055438986,-0.096243047,-0.020820458,0.021733981,0.007744877,0.058750181,0.198904068,-0.143840094,-0.293174065,-0.085403093
47.074603,-123.003527,Eld Inlet,187,72,13,-1.181774893,-0.006084666,0.032355373,-0.165601113,-0.238944036,-0.052563977,0.057926967,-0.034752918,0.085247287,-0.362110878,-0.281757656,-0.39727285
47.074603,-123.003527,Eld Inlet,188,72,13,2.858357155,-0.83897468,0.461863355,0.083115005,0.150259531,0.155544218,0.015448399,0.032933889,0.154509949,0.374900628,0.296955423,0.406450003
47.074603,-123.003527,Eld Inlet,189,72,13,2.848185687,-0.50236669,0.297327583,0.130902904,0.178309431,0.113269635,-0.026560098,0.03693582,0.012490944,0.360504703,0.267678749,0.397714806
47.61862,-122.36108,Elliot Bay Myrtle Edwards,69,19,10,-0.34295959,0.089072567,0.553892494,-0.054014812,0.080885828,-0.087039271,-0.01474363,-0.060175515,0.085247287,-0.011386336,0.12527941,-0.073074582
47.61862,-122.36108,Elliot Bay Myrtle Edwards,70,19,10,0.044577902,0.374637714,0.287612429,-0.09809588,-0.271567134,-0.096485027,0.053360815,0.016814224,-0.117569596,-0.426063836,-0.462868002,-0.410868239
47.61862,-122.36108,Elliot Bay Myrtle Edwards,71,19,10,0.447602233,-0.516227105,0.020673568,-0.152614974,-0.189013324,-0.184993476,0.023959899,-0.051651443,-0.038135129,-0.448067992,-0.330249904,-0.500620043
47.61862,-122.36108,Elliot Bay Myrtle Edwards,72,19,10,-0.193986651,-1.798560411,0.625053523,0.043567175,-0.010458706,-0.118391271,0.164546106,-0.003591987,-0.064130337,0.085133823,0.094240486,0.081288373
47.61862,-122.36108,Elliot Bay Myrtle Edwards,73,19,10,0.331232524,0.388356831,0.632747915,0.040442636,0.183132486,-0.001565028,0.103212503,0.004605166,0.198904068,0.323374084,0.314046273,0.327277336
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17",29,14,10,1.589716861,-3.351207714,0.372779812,-0.01598691,-0.273217815,-0.176719086,0.032843257,-0.099169647,-0.386058432,-0.330661549,-0.116282082,-0.431248025
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17",30,14,10,2.411105142,-0.94283496,0.122553182,-0.049142137,-0.207042348,-0.26230464,0.031999575,-0.075214914,-0.353636955,-0.40817748,-0.241604845,-0.484380741
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17",31,14,10,1.903545942,0.072281108,0.778598781,0.04596607,-0.186678236,-0.108801474,0.091922489,-0.157423012,-0.290901199,0.003389541,0.32348122,-0.155725132
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17",32,14,10,1.9934427,-3.691075985,0.632747915,0.075385636,0.075707913,-0.099275,-0.026999609,-0.099169647,-0.201633861,0.127360439,0.341691863,0.026799087
47.9726,-122.22977,Everett Harbor,206,66,8.2,1.828299731,-12.2984063,0.545764613,-0.110064107,-0.129496576,-0.167906016,0.087462841,-0.055907183,0.012490944,-0.261053233,-0.134052729,-0.317969647
47.9726,-122.22977,Everett Harbor,207,66,8.2,1.416709843,-1.196955817,0.512787291,-0.126988198,-0.249465841,-0.242430782,-0.08073748,-0.180469749,-0.321928095,-0.516041045,-0.158429363,-0.697604366
47.9726,-122.22977,Everett Harbor,208,66,8.2,1.342255408,-1.738838008,0.15497466,-0.083077277,-0.261702514,-0.232595584,0.080135368,-0.073056806,-0.26052755,-0.421631222,-0.260276122,-0.49506742
47.9726,-122.22977,Everett Harbor,209,66,8.2,0.480541428,-12.2984063,0.165621904,-0.087014408,-0.368806787,-0.20468724,0.046275487,-0.07954084,-0.353636955,-0.531060562,-0.354349573,-0.612333472
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit",61,63,7,0.441114304,-1.071512485,0.267983622,-0.032342746,-0.06803374,-0.308047813,0.214109928,0.066601602,-0.090602549,-0.258059867,-0.427944161,-0.192214778
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit",62,63,7,-0.455699992,0.103326551,0.316563802,-0.05813092,-0.259246862,-0.186772751,0.07604841,-0.015975711,-0.26052755,-0.409125841,-0.369862572,-0.425955605
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit",63,63,7,0.918800866,-0.200637505,0.287612429,-0.064327186,-0.071619859,-0.159728775,0.209639917,0.04092668,0.108706259,-0.124727376,-0.225992646,-0.084192383
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit",64,63,7,0.657645358,0.435541134,0.444481277,-0.069770836,-0.110191053,-0.14063528,0.100800641,-0.026377307,-0.012600037,-0.190159485,-0.126127628,-0.217801628
47.19483,-122.748665,Filucy Bay,174,59,13,2.444785341,-0.875080251,0.391042018,-0.064844745,-0.40273311,-0.159728775,-0.322035956,-0.232507014,-0.75802721,-0.713052974,-0.273710148,-0.947165684
47.19483,-122.748665,Filucy Bay,175,59,13,1.553964586,-2.650228503,0.426887217,0.016423447,-0.055907183,-0.453253322,0.434109423,-0.020127354,-0.117569596,-0.035072567,0.015232612,-0.056622851
47.19483,-122.748665,Filucy Bay,176,59,13,2.558169317,-0.250600744,0.799258252,0.117051472,0.03893263,-0.324929225,0.323308004,-0.073056806,-0.201633861,0.230293227,0.39245751,0.156277749
47.19483,-122.748665,Filucy Bay,177,59,13,2.239852859,-4.442914855,0.326086576,-0.057615764,-0.208620789,-0.221610543,0.002586248,-0.119069204,-0.321928095,-0.364293386,-0.115628095,-0.483139103
48.5069444,-123.0194444,Friday Harbor,222,61,7,1.590692819,-12.2984063,0.56197484,0.062884481,-0.07954084,-0.187960154,0.003016839,-0.043177439,-0.386058432,-0.155728872,-0.056695177,-0.199479118
48.5069444,-123.0194444,Friday Harbor,223,61,7,0.903735806,-0.03267406,0.043943348,-0.109797065,-0.165830795,-0.213124078,0.004307841,-0.011835981,-0.145050333,-0.470660444,-0.443042508,-0.482252872
48.5069444,-123.0194444,Friday Harbor,224,61,7,0.676173537,-2.454799252,0.277831408,-0.075235103,-0.286491698,-0.198690993,-0.61923344,-0.33738569,-0.938599455,-0.840621477,-0.259914771,-1.177938405
48.5069444,-123.0194444,Friday Harbor,225,61,7,1.496946335,-12.2984063,0.479038499,-0.009247082,-0.110191053,-0.160894119,0.153339901,0.03693582,-0.090602549,-0.161810102,-0.253785606,-0.124830526
48.5069444,-123.0194444,Friday Harbor,226,61,7,1.367021751,0.588433407,0.100526876,-0.114879337,-0.295688858,-0.302893024,0.148677268,-0.001538328,-0.230780207,-0.561445194,-0.558280458,-0.562777648
47.33785,-122.58277,Gig Harbor Boat Launch,131,58,11,1.284953995,-1.212270073,0.553892494,-0.095185353,0.015462753,-0.114434808,-0.123806202,-0.110191053,-0.038135129,-0.204906071,0.029493305,-0.315915538
47.33785,-122.58277,Gig Harbor Boat Launch,132,58,11,0.255508888,-0.340723812,0.479038499,-0.118367026,-0.210200959,-0.09147663,-0.16529459,-0.116844539,-0.230780207,-0.464979076,-0.216846049,-0.583346142
47.33785,-122.58277,Gig Harbor Boat Launch,133,58,11,1.249622014,0.218869395,0.757639162,-0.114343517,-0.269918339,-0.042326323,-0.185758692,-0.279010117,-0.26052755,-0.331110847,0.173432654,-0.610202031
47.33785,-122.58277,Gig Harbor Boat Launch,134,58,11,-0.509787158,1.245253905,0.859518776,-0.080196861,-0.029861237,-0.070519682,-0.100953919,-0.16890036,-0.038135129,-0.109424748,0.229069113,-0.279433084
