"analyte","p.value","correlation"
"a73",0.453205272692525,-0.08836727138097
"a74",0.831370930492152,-0.0251314328026657
"a75",0.475055314256574,-0.0841614216956683
"a76",0.0418559851705957,0.237467604590892
"a77",0.0704591388215279,0.211580895964458
"a78",0.962951084716869,0.00549426138467234
"a80",0.143201592210825,0.171743798593114
"a81",0.340277499085946,-0.112239911144021
"a82",0.269369180551933,0.129892632358386
"a83",0.154697961364951,0.16700481303221
"a84",0.393915760173772,0.100392447241762
"a85",0.126419458425529,0.179207700851536
"a86",0.0874315795115378,0.200088855979267
"a87",0.227813078203181,0.141740096260644
"a88",0.189853565620437,0.153972602739726
"a89",0.0607241944384755,0.219222510181414
"a90",0.898103199382903,0.0151203258052573
"a91",0.0434474892314763,0.235690485005553
"a92",0.0817317192353207,0.203731951129211
"a93",0.967954837096621,0.00475379489078119
"a94",0.031937869577204,0.250025916327286
"a95",0.0343424733087266,0.246708626434654
"a96",0.0245590170491933,0.261725286930766
"a97",0.0318339188143018,0.250174009626064
"a98",0.135011619573975,0.175298037763791
"a99",0.0404654237752283,0.239067012217697
"a100",0.0196421018992875,0.271321732691596
"a101",0.0138077705854629,0.285864494631618
"a102",0.00997628472556018,0.298689374305813
"a103",0.0147050089224059,0.283317289892632
"a104",0.0153605316280391,0.281540170307294
"a105",0.0317924184800887,0.250233246945576
"a106",0.00745799888744147,0.309737134394669
"a107",0.33429257631178,0.113631988152536
"a108",0.0121913547106569,0.290840429470566
"a109",0.040186937981325,0.239392817475009
"a110",0.00610137647005707,0.31714179933358
"a111",0.0346534810283134,0.246293965198075
"a112",0.0940460551700631,0.196090336912255
"a113",0.813976810921806,0.0277674935209182
"a114",0.933764081351642,0.00981858570899667
"a115",0.643000220944199,-0.0546612365790448
"a116",0.048792709128043,0.230092558311736
"a117",0.0773197028543462,0.206693817104776
"a118",0.192880362299095,0.152935949648278
"a119",0.743096715455418,0.0386671603109959
"a120",0.27680085083973,-0.127908182154757
"a121",0.951148270175063,0.00724176231025546
"a122",0.273789621000555,0.12870788596816
"a123",0.0441525934008231,0.234920399851907
"a124",0.162685591777178,0.163865235098112
"a125",0.0565521757935488,0.222806368011847
"a126",0.615494753188642,-0.0592225101814143
"a127",0.0576660128135683,0.221828952239911
"a128",0.0998279917674932,0.192773047019622
"a129",0.517798525018029,0.0762236208811551
"a130",0.610725263748453,-0.0600222139948167
"a131",0.517067805542327,-0.0765055646490033
