"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Commencement Bay Skookum","Edmonds Ferry",-2.27312939091027,0.023,0.3416,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Everett Harbor",-2.27704857951529,0.0228,0.3419,"No","a","a"
"Locust Beach","Tulalip Bay",-2.25825266240185,0.0239,0.342,"No","a","a"
"Brackenwood Lane","Purdy, Dexters",-2.22217993904504,0.0263,0.3428,"No","a","a"
"Miller Creek","Smith Cove, Terminal 91",2.28880614533034,0.0221,0.3429,"No","a","a"
"Kitsap St Boat Launch","North Camano",-2.29272533393536,0.0219,0.3433,"No","a","a"
"Blair Waterway","North Camano",-2.27312939091027,0.023,0.3435,"No","a","a"
"Point Defiance Ferry","Tulalip Bay",-2.25825266240185,0.0239,0.3438,"No","a","a"
"Donkey Creek Delta","Jamestown",2.28973653982443,0.022,0.3441,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Port Angeles Yacht Club",-2.25968374773924,0.0238,0.3444,"No","a","a"
"Chuckanut, Clark's Point","Purdy, Dexters",-2.22217993904504,0.0263,0.3445,"No","a","a"
"Brackenwood Lane","Everett Harbor",-2.21434156183501,0.0268,0.3448,"No","a","a"
"Chambers Bay Park","Hood Canal Holly",-2.26111483307663,0.0238,0.3449,"No","a","a"
"Chuckanut, Clark's Point","Everett Harbor",-2.21434156183501,0.0268,0.3464,"No","a","a"
"N Avenue Park","Salmon Beach",2.26137182509522,0.0237,0.3465,"No","a","a"
"Purdy, Dexters","Smith Cove, Terminal 91",2.26137182509522,0.0237,0.3484,"No","a","a"
"Chambers Bay Park","Maple Hollow Park",-2.20258399601995,0.0276,0.3536,"No","a","a"
"Des Moines Marina","Elliot Bay Myrtle Edwards",2.19861800020787,0.0279,0.3555,"No","a","a"
"Broad Spit ","Purdy, Dexters",-2.19474561880992,0.0282,0.3557,"No","a","a"
"Elliot Bay Myrtle Edwards","Minter Bay",-2.17796206258848,0.0294,0.3562,"No","a","a"
"Chimacum Creek delta","Jamestown",2.19528490755667,0.0281,0.3569,"No","a","a"
"Elliot Bay Myrtle Edwards","Penrose Point State Park",-2.17796206258848,0.0294,0.3578,"No","a","a"
"Elliot Bay Myrtle Edwards","Squaxin Island",-2.17796206258848,0.0294,0.3594,"No","a","a"
"Manchester, Stormwater Outfall","Meyer's Point, Henderson Inlet",2.17906886438985,0.0293,0.3601,"No","a","a"
"Broad Spit ","Everett Harbor",-2.18690724159988,0.0287,0.3612,"No","a","a"
"Filucy Bay","Meyer's Point, Henderson Inlet",2.18298805299486,0.029,0.3614,"No","a","a"
"Arroyo Beach","North Camano",-2.18097405418277,0.0292,0.3616,"No","a","a"
"Manchester, Stormwater Outfall","Oak Bay County Park",2.17906886438985,0.0293,0.3617,"No","a","a"
"Filucy Bay","Oak Bay County Park",2.18298805299486,0.029,0.3631,"No","a","a"
"Hood Canal Holly","Kitsap St Boat Launch",2.1623699447967,0.0306,0.3672,"No","a","a"
"Maple Hollow Park","Maristone Island",2.16380103013409,0.0305,0.3675,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Meyer's Point, Henderson Inlet",2.15163454415472,0.0314,0.3723,"No","a","a"
"Gig Harbor Boat Launch","Miller Creek",-2.15163454415472,0.0314,0.3739,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Oak Bay County Park",2.15163454415472,0.0314,0.3756,"No","a","a"
"Cap Sante","North Camano",-2.13987697833967,0.0324,0.3801,"No","a","a"
"Blair Waterway","Hood Canal Holly",-2.14090366473584,0.0323,0.3808,"No","a","a"
"Discovery Bay","Edmonds Ferry",-2.1242002239196,0.0337,0.3901,"No","a","a"
"Jamestown","Raft Island Park",-2.12659281136194,0.0335,0.3912,"No","a","a"
"Gig Harbor Boat Launch","Purdy, Dexters",-2.1242002239196,0.0337,0.3918,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Jamestown",2.11501156118467,0.0344,0.394,"No","a","a"
"Everett Harbor","Gig Harbor Boat Launch",2.11636184670956,0.0343,0.3944,"No","a","a"
"Kitsap St Boat Launch","Maple Hollow Park",-2.11244265810455,0.0346,0.3949,"No","a","a"
"Edmonds Marina","North Camano",-2.11636184670956,0.0343,0.3961,"No","a","a"
"Donkey Creek Delta","Locust Beach",2.04581645181924,0.0408,0.3976,"No","a","a"
"Locust Beach","Rich Passage",-2.08892752647444,0.0367,0.3983,"No","a","a"
"Browns Point Lighthouse","Meyer's Point, Henderson Inlet",2.08500833786942,0.0371,0.3989,"No","a","a"
"Eagle Harbor Dr","Manchester, Stormwater Outfall",-2.04581645181924,0.0408,0.399,"No","a","a"
"Point Defiance Ferry","Rich Passage",-2.08892752647444,0.0367,0.3999,"No","a","a"
"Browns Point Lighthouse","Oak Bay County Park",2.08500833786942,0.0371,0.4005,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Penn Cove Reference",2.04581645181924,0.0408,0.4005,"No","a","a"
"Blair Waterway","Maple Hollow Park",-2.09284671507946,0.0364,0.4009,"No","a","a"
"Arroyo Beach","Hood Canal Holly",-2.04800262144503,0.0406,0.4013,"No","a","a"
"Chambers Bay Park","N Avenue Park",-2.10068509228949,0.0357,0.4014,"No","a","a"
"Jamestown","Minter Bay",-2.04931420314287,0.0404,0.4015,"No","a","a"
"Miller Creek","Salmon Beach",2.08892752647444,0.0367,0.4015,"No","a","a"
"Purdy, Dexters","Salmon Beach",2.06149320623932,0.0393,0.4016,"No","a","a"
"Blair Waterway Two","Edmonds Ferry",-2.06933158344935,0.0385,0.4017,"No","a","a"
"Donkey Creek Delta","Point Defiance Ferry",2.04581645181924,0.0408,0.4019,"No","a","a"
"Elliot Bay Myrtle Edwards","Mukilteo",-2.07055118696765,0.0384,0.402,"No","a","a"
"Filucy Bay","Purdy, Burley Lagoon",2.09676590368447,0.036,0.402,"No","a","a"
"Donkey Creek Delta","Fidalgo Bay Aq Reserve, Weaverling Spit",2.0575740176343,0.0396,0.4024,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Burley Lagoon",2.06541239484433,0.0389,0.4024,"No","a","a"
"Manchester, Stormwater Outfall","Purdy, Burley Lagoon",2.09284671507946,0.0364,0.4025,"No","a","a"
"Jamestown","Penrose Point State Park",-2.04931420314287,0.0404,0.403,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Rich Passage",-2.10068509228949,0.0357,0.4031,"No","a","a"
"Manchester, Stormwater Outfall","Silverdale, Dyes Inlet",2.08892752647444,0.0367,0.4031,"No","a","a"
"Hood Canal Holly","Lions Park",2.10226436062631,0.0355,0.4032,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Silverdale, Dyes Inlet",2.06149320623932,0.0393,0.4032,"No","a","a"
"North Camano","Shilshole Bay",2.09676590368447,0.036,0.4036,"No","a","a"
"Elliot Bay Myrtle Edwards","Tulalip Reservation",-2.07055118696765,0.0384,0.4036,"No","a","a"
"Lions Park","Maple Hollow Park",-2.0575740176343,0.0396,0.4039,"No","a","a"
"North Camano","South of Skunk Island",2.06541239484433,0.0389,0.4039,"No","a","a"
"Filucy Bay","Silverdale, Dyes Inlet",2.09284671507946,0.0364,0.4042,"No","a","a"
"Jamestown","Squaxin Island",-2.04931420314287,0.0404,0.4045,"No","a","a"
"Maristone Island","N Avenue Park",-2.05217637381765,0.0402,0.4047,"No","a","a"
"Everett Harbor","Salmon Beach",2.05365482902928,0.04,0.4047,"No","a","a"
"Edmonds Ferry","Williams Olson Park",2.06149320623932,0.0393,0.4047,"No","a","a"
"Filucy Bay","Penn Cove Reference",2.07716996065939,0.0378,0.405,"No","a","a"
"Friday Harbor","Meyer's Point, Henderson Inlet",2.07055118696765,0.0384,0.4052,"No","a","a"
"Meyer's Point, Henderson Inlet","Tulalip Bay",-2.03500334976896,0.0419,0.4052,"No","a","a"
"Elliot Bay Myrtle Edwards","Salmon Bay, Commodore Park",-2.03337049925275,0.042,0.4053,"No","a","a"
"Eagle Harbor Dr","Filucy Bay",-2.04973564042426,0.0404,0.4056,"No","a","a"
"Locust Beach","Reach Island",-2.0144629429791,0.044,0.4066,"No","a","a"
"Oak Bay County Park","Tulalip Bay",-2.03500334976896,0.0419,0.4066,"No","a","a"
"Friday Harbor","Oak Bay County Park",2.07055118696765,0.0384,0.4067,"No","a","a"
"Manchester, Stormwater Outfall","Penn Cove Reference",2.07325077205437,0.0381,0.4073,"No","a","a"
"Point Defiance Ferry","Reach Island",-2.0144629429791,0.044,0.408,"No","a","a"
"Des Moines Marina","Jamestown",2.07078048320372,0.0384,0.4081,"No","a","a"
"Aiston Preserve","Locust Beach",2.00662456576907,0.0448,0.4087,"No","a","a"
