"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Fidalgo Bay Aq Reserve, Weaverling Spit","North Camano",-3.11575494098908,0.0018,0.1339,"No","a","a"
"Filucy Bay","Jamestown",3.16699185164467,0.0015,0.1342,"No","a","a"
"Locust Beach","Maple Hollow Park",-3.13143169540915,0.0017,0.1342,"No","a","a"
"Elliot Bay Myrtle Edwards","Hood Canal Holly",-3.43246971484818,6e-04,0.1346,"No","a","a"
"Friday Harbor","Jamestown",3.13895541567627,0.0017,0.1347,"No","a","a"
"Brackenwood Lane","Edmonds Ferry",-3.23724978774463,0.0012,0.1358,"No","a","a"
"Maple Hollow Park","Penn Cove Reference",3.22549222192958,0.0013,0.1359,"No","a","a"
"Jamestown","Maple Hollow Park",-3.50615907660616,5e-04,0.1364,"No","a","a"
"Elliot Bay Myrtle Edwards","Everett Harbor",-3.15209608071891,0.0016,0.1368,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Hood Canal Holly",-3.11690386483601,0.0018,0.1371,"No","a","a"
"Everett Harbor","Locust Beach",3.08832062075396,0.002,0.1394,"No","a","a"
"Jamestown","Miller Creek",-3.09400649943776,0.002,0.1404,"No","a","a"
"Chuckanut, Clark's Point","Edmonds Ferry",-3.0765630549389,0.0021,0.1414,"No","a","a"
"Edmonds Ferry","Point Defiance Ferry",3.44104759520555,6e-04,0.1423,"No","a","a"
"Everett Harbor","Jamestown",3.45893326047228,5e-04,0.1465,"No","a","a"
"Edmonds Ferry","Elliot Bay Myrtle Edwards",3.85026677225429,1e-04,0.1593,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","N Avenue Park",-3.01777522586364,0.0025,0.1678,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Jamestown",2.98667509913349,0.0028,0.1693,"No","a","a"
"Penn Cove Reference","Purdy, Dexters",-3.00601766004858,0.0026,0.1702,"No","a","a"
"North Camano","Point Defiance Ferry",2.99817928283855,0.0027,0.1706,"No","a","a"
"Jamestown","Tulalip Bay",-2.97600380928731,0.0029,0.1715,"No","a","a"
"Hood Canal Holly","Point Defiance Ferry",2.98810618447088,0.0028,0.1723,"No","a","a"
"Elliot Bay Myrtle Edwards","Purdy, Dexters",-2.9661926421444,0.003,0.1733,"No","a","a"
"Everett Harbor","Fidalgo Bay Aq Reserve, Weaverling Spit",2.89628037910809,0.0038,0.1789,"No","a","a"
"Locust Beach","Purdy, Dexters",-2.91195713352816,0.0036,0.1797,"No","a","a"
"N Avenue Park","Point Defiance Ferry",2.90019956771311,0.0037,0.1799,"No","a","a"
"North Camano","Silverdale, Dyes Inlet",2.93547226515826,0.0033,0.1799,"No","a","a"
"Hood Canal Holly","Meyer's Point, Henderson Inlet",2.92800060030049,0.0034,0.1807,"No","a","a"
"Filucy Bay","Penn Cove Reference",2.91587632213318,0.0035,0.1808,"No","a","a"
"Edmonds Ferry","Purdy, Burley Lagoon",2.90411875631812,0.0037,0.1809,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Maple Hollow Park",-2.93939145376328,0.0033,0.1813,"No","a","a"
"Hood Canal Holly","Silverdale, Dyes Inlet",2.91941408827615,0.0035,0.1822,"No","a","a"
"Meyer's Point, Henderson Inlet","North Camano",-2.9433106423683,0.0032,0.1827,"No","a","a"
"Meyer's Point, Henderson Inlet","N Avenue Park",-2.84533092724286,0.0044,0.1872,"No","a","a"
"Jamestown","Port Angeles Yacht Club",-2.848003645447,0.0044,0.1886,"No","a","a"
"Elliot Bay Myrtle Edwards","Friday Harbor",-2.81836479940783,0.0048,0.1889,"No","a","a"
"N Avenue Park","Silverdale, Dyes Inlet",2.83749255003282,0.0045,0.1889,"No","a","a"
"Filucy Bay","Locust Beach",2.82181579561275,0.0048,0.1897,"No","a","a"
"Elliot Bay Myrtle Edwards","Filucy Bay",-2.8711753290952,0.0041,0.1904,"No","a","a"
"Hood Canal Holly","Oak Bay County Park",2.82925571202056,0.0047,0.1909,"No","a","a"
"Miller Creek","Penn Cove Reference",2.84925011584788,0.0044,0.1909,"No","a","a"
"Edmonds Ferry","Maristone Island",2.85930850410576,0.0042,0.1911,"No","a","a"
"North Camano","Oak Bay County Park",2.85316930445289,0.0043,0.1917,"No","a","a"
"Maple Hollow Park","Point Defiance Ferry",2.82181579561275,0.0048,0.1925,"No","a","a"
"Friday Harbor","Penn Cove Reference",2.85960800402835,0.0042,0.1942,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Hood Canal Holly",-2.74768384778932,0.006,0.1953,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Penn Cove Reference",2.75127040072243,0.0059,0.1955,"No","a","a"
"Locust Beach","Miller Creek",-2.75518958932745,0.0059,0.1956,"No","a","a"
"Elliot Bay Myrtle Edwards","Miller Creek",-2.80094514118928,0.0051,0.1966,"No","a","a"
"Blair Waterway","Edmonds Ferry",-2.79046228677261,0.0053,0.1974,"No","a","a"
"Brackenwood Lane","North Camano",-2.79438147537763,0.0052,0.1978,"No","a","a"
"N Avenue Park","Oak Bay County Park",2.75518958932745,0.0059,0.198,"No","a","a"
"Maple Hollow Park","Silverdale, Dyes Inlet",2.75910877793247,0.0058,0.1982,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","North Camano",-2.77870472095756,0.0055,0.1992,"No","a","a"
"Brackenwood Lane","Hood Canal Holly",-2.764856871838,0.0057,0.1998,"No","a","a"
"Friday Harbor","Locust Beach",2.76045950345527,0.0058,0.1999,"No","a","a"
"Broad Spit ","Hood Canal Holly",-2.73480407975281,0.0062,0.2007,"No","a","a"
"Maple Hollow Park","Meyer's Point, Henderson Inlet",2.7669471551425,0.0057,0.2011,"No","a","a"
"Everett Harbor","Point Defiance Ferry",2.77870472095756,0.0055,0.2019,"No","a","a"
"Broad Spit ","North Camano",-2.7669471551425,0.0057,0.2038,"No","a","a"
"Browns Point Lighthouse","Jamestown",2.69473369030588,0.007,0.2046,"No","a","a"
"Everett Harbor","Meyer's Point, Henderson Inlet",2.72383608048731,0.0065,0.205,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Purdy, Dexters",-2.71991689188229,0.0065,0.2051,"No","a","a"
"Everett Harbor","Silverdale, Dyes Inlet",2.71599770327727,0.0066,0.2051,"No","a","a"
"Edmonds Ferry","Kitsap St Boat Launch",2.71207851467226,0.0067,0.2052,"No","a","a"
"North Camano","Smith Cove, Terminal 91",2.70815932606724,0.0068,0.2053,"No","a","a"
"Eagle Harbor Dr","Edmonds Ferry",-2.70424013746222,0.0068,0.2055,"No","a","a"
"Brackenwood Lane","N Avenue Park",-2.69640176025218,0.007,0.2058,"No","a","a"
"Penn Cove Reference","Tulalip Bay",-2.68900934895632,0.0072,0.2059,"No","a","a"
"Elliot Bay Myrtle Edwards","Elliott Bay, Harbor Island, Pier 17",-2.69766545309233,0.007,0.2073,"No","a","a"
"Broad Spit ","N Avenue Park",-2.66896744001706,0.0076,0.2076,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","N Avenue Park",-2.68072500583211,0.0073,0.2089,"No","a","a"
"Maple Hollow Park","Oak Bay County Park",2.6768058172271,0.0074,0.2091,"No","a","a"
"Edmonds Ferry","Three Tree Point",2.66896744001706,0.0076,0.2097,"No","a","a"
"Hood Canal Holly","Smith Cove, Terminal 91",2.67040523957024,0.0076,0.211,"No","a","a"
"Aiston Preserve","Jamestown",2.65609438619634,0.0079,0.2114,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Locust Beach",2.65720987420201,0.0079,0.2128,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Filucy Bay",-2.62977555396688,0.0085,0.2157,"No","a","a"
"Edmonds Ferry","Skiff Point",2.64153311978194,0.0083,0.2164,"No","a","a"
"Chuckanut, Clark's Point","North Camano",-2.6336947425719,0.0084,0.2173,"No","a","a"
"Jamestown","Reach Island",-2.63033485012332,0.0085,0.2174,"No","a","a"
"Elliot Bay Myrtle Edwards","Tulalip Bay",-2.64223890938535,0.0082,0.2181,"No","a","a"
"Everett Harbor","Oak Bay County Park",2.6336947425719,0.0084,0.2194,"No","a","a"
"Brackenwood Lane","Maple Hollow Park",-2.61801798815183,0.0088,0.2212,"No","a","a"
"Chimacum Creek delta","Jamestown",2.60886857006246,0.0091,0.2231,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Maple Hollow Park",-2.60234123373176,0.0093,0.2233,"No","a","a"
"N Avenue Park","Smith Cove, Terminal 91",2.6101796109418,0.009,0.2242,"No","a","a"
"Point Defiance Ferry","Purdy, Dexters",-2.60234123373176,0.0093,0.2253,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Jamestown",2.55734949791641,0.0105,0.2279,"No","a","a"
"Locust Beach","Tulalip Bay",-2.58597120466422,0.0097,0.2281,"No","a","a"
"Chuckanut, Clark's Point","Hood Canal Holly",-2.588833375339,0.0096,0.2282,"No","a","a"
"Edmonds Ferry","Rocky Point",2.57098772489162,0.0101,0.2283,"No","a","a"
"Broad Spit ","Everett Harbor",-2.54747259326151,0.0109,0.229,"No","a","a"
"Broad Spit ","Maple Hollow Park",-2.59058366791671,0.0096,0.229,"No","a","a"
"Jamestown","Rich Passage",-2.55734949791641,0.0105,0.2297,"No","a","a"
"Jamestown","Madrona Pont",-2.5745225219651,0.01,0.2298,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Jamestown",2.57145375615471,0.0101,0.2299,"No","a","a"
"Jamestown","Minter Bay",-2.53158996184339,0.0114,0.2306,"No","a","a"
"Edmonds Ferry","Gig Harbor Boat Launch",2.54747259326151,0.0109,0.2308,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Friday Harbor",-2.55803131478525,0.0105,0.2312,"No","a","a"
"Chuckanut, Clark's Point","N Avenue Park",-2.53571502744646,0.0112,0.2314,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Miller Creek",-2.56314934768158,0.0104,0.2315,"No","a","a"
"Penn Cove Reference","Port Angeles Yacht Club",-2.5745225219651,0.01,0.2317,"No","a","a"
"Maple Hollow Park","Smith Cove, Terminal 91",2.53179583884144,0.0113,0.2322,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Everett Harbor",-2.55923015907656,0.0105,0.2323,"No","a","a"
"Purdy, Dexters","Silverdale, Dyes Inlet",2.53963421605148,0.0111,0.2323,"No","a","a"
"Meyer's Point, Henderson Inlet","Purdy, Dexters",-2.54747259326151,0.0109,0.2326,"No","a","a"
"Arroyo Beach","Edmonds Ferry",-2.53588321785556,0.0112,0.233,"No","a","a"
"Brackenwood Lane","Everett Harbor",-2.57490691349664,0.01,0.2335,"No","a","a"
"Elliot Bay Myrtle Edwards","Port Angeles Yacht Club",-2.52019554174631,0.0117,0.2364,"No","a","a"
"Edmonds Ferry","Edmonds Marina",2.51611908442137,0.0119,0.2374,"No","a","a"
"Filucy Bay","Point Defiance Ferry",2.51219989581635,0.012,0.2383,"No","a","a"
"Edmonds Ferry","Eld Inlet",2.50828070721133,0.0121,0.2392,"No","a","a"
"Des Moines Marina","Jamestown",2.50153716975819,0.0124,0.242,"No","a","a"
"Jamestown","Penrose Point State Park",-2.49724391374602,0.0125,0.2432,"No","a","a"
"Everett Harbor","Smith Cove, Terminal 91",2.48868476418625,0.0128,0.2474,"No","a","a"
"Browns Point Lighthouse","Penn Cove Reference",2.48476557558123,0.013,0.2483,"No","a","a"
"Aiston Preserve","Penn Cove Reference",2.44949287813607,0.0143,0.2542,"No","a","a"
"Miller Creek","Point Defiance Ferry",2.44557368953105,0.0145,0.2553,"No","a","a"
"Locust Beach","Port Angeles Yacht Club",-2.471484377673,0.0135,0.2559,"No","a","a"
"Edmonds Ferry","Salmon Bay, Commodore Park",2.44949287813607,0.0143,0.2559,"No","a","a"
"Chuckanut, Clark's Point","Maple Hollow Park",-2.4573312553461,0.014,0.2572,"No","a","a"
"Jamestown","Manchester, Stormwater Outfall",-2.45431135362431,0.0141,0.2576,"No","a","a"
"Edmonds Ferry","Salmon Beach",2.44949287813607,0.0143,0.2576,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Fidalgo Bay Aq Reserve, Weaverling Spit",2.46516963255614,0.0137,0.2587,"No","a","a"
"Filucy Bay","Meyer's Point, Henderson Inlet",2.4573312553461,0.014,0.259,"No","a","a"
"Filucy Bay","Silverdale, Dyes Inlet",2.44949287813607,0.0143,0.2593,"No","a","a"
"North Camano","Purdy, Burley Lagoon",2.46125044395112,0.0138,0.2597,"No","a","a"
"Edmonds Ferry","Shilshole Bay",2.433816123716,0.0149,0.2604,"No","a","a"
"Oak Bay County Park","Purdy, Dexters",-2.4573312553461,0.014,0.2607,"No","a","a"
"Friday Harbor","Point Defiance Ferry",2.43409568906891,0.0149,0.2618,"No","a","a"
"Penn Cove Reference","Reach Island",-2.42597774650596,0.0153,0.2643,"No","a","a"
"Discovery Bay","Edmonds Ferry",-2.42205855790094,0.0154,0.2655,"No","a","a"
"Browns Point Lighthouse","Elliot Bay Myrtle Edwards",2.41674470146863,0.0157,0.2677,"No","a","a"
"Chuckanut, Clark's Point","Everett Harbor",-2.41422018069091,0.0158,0.2679,"No","a","a"
"Donkey Creek Delta","Jamestown",2.39849902546609,0.0165,0.2695,"No","a","a"
"Chimacum Creek delta","Penn Cove Reference",2.40638180348087,0.0161,0.2703,"No","a","a"
"Jamestown","Mukilteo",-2.39849902546609,0.0165,0.2711,"No","a","a"
"Jamestown","Squaxin Island",-2.40708553749043,0.0161,0.2715,"No","a","a"
"Browns Point Lighthouse","Locust Beach",2.3907050490608,0.0168,0.272,"No","a","a"
"Brackenwood Lane","Purdy, Dexters",-2.39854342627084,0.0165,0.2728,"No","a","a"
"Maristone Island","North Camano",-2.37417057473046,0.0176,0.273,"No","a","a"
"Hood Canal Holly","Purdy, Burley Lagoon",2.39993011080348,0.0164,0.2734,"No","a","a"
"Filucy Bay","Oak Bay County Park",2.3671899174307,0.0179,0.2735,"No","a","a"
"Meyer's Point, Henderson Inlet","Miller Creek",-2.3907050490608,0.0168,0.2736,"No","a","a"
"Broad Spit ","Purdy, Dexters",-2.37110910603571,0.0177,0.2737,"No","a","a"
"Madrona Pont","Penn Cove Reference",2.37502829464073,0.0175,0.274,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Purdy, Dexters",-2.38286667185077,0.0172,0.2745,"No","a","a"
"Friday Harbor","Silverdale, Dyes Inlet",2.36799668868687,0.0179,0.2745,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Penn Cove Reference",2.34734075106748,0.0189,0.2746,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Penn Cove Reference",2.35935154022066,0.0183,0.2747,"No","a","a"
"N Avenue Park","Purdy, Burley Lagoon",2.36327072882568,0.0181,0.2749,"No","a","a"
"Elliot Bay Myrtle Edwards","Reach Island",-2.35477688861046,0.0185,0.2751,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Tulalip Bay",-2.37560166006785,0.0175,0.2751,"No","a","a"
"Aiston Preserve","Elliot Bay Myrtle Edwards",2.37956401375372,0.0173,0.2754,"No","a","a"
"Blair Waterway","North Camano",-2.34759397440561,0.0189,0.2759,"No","a","a"
"Aiston Preserve","Locust Beach",2.35543235161564,0.0185,0.2761,"No","a","a"
"Friday Harbor","Meyer's Point, Henderson Inlet",2.37625906373462,0.0175,0.2762,"No","a","a"
"Penn Cove Reference","Rich Passage",-2.35935154022066,0.0183,0.2762,"No","a","a"
"Miller Creek","Silverdale, Dyes Inlet",2.38286667185077,0.0172,0.2762,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Point Defiance Ferry",2.34759397440561,0.0189,0.2774,"No","a","a"
"Edmonds Ferry","South of Skunk Island",2.34759397440561,0.0189,0.2789,"No","a","a"
"Chimacum Creek delta","Elliot Bay Myrtle Edwards",2.33412095099107,0.0196,0.2814,"No","a","a"
"Locust Beach","Reach Island",-2.33191721998554,0.0197,0.2816,"No","a","a"
"Minter Bay","Penn Cove Reference",2.33583640859056,0.0195,0.2817,"No","a","a"
"Hood Canal Holly","Maristone Island",2.32320297370171,0.0202,0.2867,"No","a","a"
"Eastsound, Fishing Bay","Jamestown",2.3083406492105,0.021,0.2906,"No","a","a"
"Miller Creek","Oak Bay County Park",2.3005637111454,0.0214,0.2907,"No","a","a"
"Jamestown","West Bay Park",-2.30404739319833,0.0212,0.2909,"No","a","a"
"Elliot Bay Myrtle Edwards","Madrona Pont",-2.30107145080004,0.0214,0.2918,"No","a","a"
"Chimacum Creek delta","Locust Beach",2.31232127696045,0.0208,0.292,"No","a","a"
"Brackenwood Lane","Filucy Bay",-2.30840208835543,0.021,0.2921,"No","a","a"
"Penn Cove Reference","Penrose Point State Park",-2.30448289975041,0.0212,0.2921,"No","a","a"
"Broad Spit ","Filucy Bay",-2.28096776812031,0.0226,0.2928,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Elliot Bay Myrtle Edwards",2.27502332688518,0.0229,0.2932,"No","a","a"
"Blair Waterway Two","Jamestown",2.27828785712531,0.0227,0.2935,"No","a","a"
"Des Moines Marina","Penn Cove Reference",2.30840208835543,0.021,0.2936,"No","a","a"
"Purdy, Dexters","Smith Cove, Terminal 91",2.31232127696045,0.0208,0.2936,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Filucy Bay",-2.29272533393536,0.0219,0.2938,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Locust Beach",2.26529101370024,0.0235,0.2938,"No","a","a"
"Elliot Bay Myrtle Edwards","Minter Bay",-2.25975957556126,0.0238,0.294,"No","a","a"
"Locust Beach","Madrona Pont",-2.28096776812031,0.0226,0.2942,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Elliot Bay Myrtle Edwards",2.28454670070453,0.0223,0.2943,"No","a","a"
"Blair Waterway","Hood Canal Holly",-2.27542568645053,0.0229,0.2943,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Port Angeles Yacht Club",-2.26111483307663,0.0238,0.2943,"No","a","a"
"Manchester, Stormwater Outfall","Penn Cove Reference",2.26529101370024,0.0235,0.2952,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Meyer's Point, Henderson Inlet",2.29272533393536,0.0219,0.2953,"No","a","a"
"Eagle Harbor Dr","North Camano",-2.26137182509522,0.0237,0.2954,"No","a","a"
"Friday Harbor","Oak Bay County Park",2.28124175068543,0.0225,0.2955,"No","a","a"
"Elliot Bay Myrtle Edwards","Rich Passage",-2.28454670070453,0.0223,0.2958,"No","a","a"
"Kitsap St Boat Launch","North Camano",-2.26921020230525,0.0233,0.2963,"No","a","a"
"Locust Beach","Rich Passage",-2.26529101370024,0.0235,0.2965,"No","a","a"
"Maristone Island","N Avenue Park",-2.26683917442619,0.0234,0.2967,"No","a","a"
"Maple Hollow Park","Purdy, Burley Lagoon",2.28488695672532,0.0223,0.297,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Silverdale, Dyes Inlet",2.28488695672532,0.0223,0.2984,"No","a","a"
"Brackenwood Lane","Miller Creek",-2.24177588207013,0.025,0.2998,"No","a","a"
"Point Defiance Ferry","Tulalip Bay",-2.24680397970272,0.0247,0.2999,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Locust Beach",2.2481922504944,0.0246,0.3002,"No","a","a"
"Blair Waterway","N Avenue Park",-2.24961425928017,0.0245,0.3005,"No","a","a"
"Locust Beach","Minter Bay",-2.24177588207013,0.025,0.3012,"No","a","a"
"Chuckanut, Clark's Point","Purdy, Dexters",-2.23785669346511,0.0252,0.3015,"No","a","a"
"Everett Harbor","Purdy, Burley Lagoon",2.24177588207013,0.025,0.3025,"No","a","a"
"Edmonds Ferry","Thea Foss Waterway",2.23414621291322,0.0255,0.3031,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Miller Creek",-2.22609912765006,0.026,0.3041,"No","a","a"
"Des Moines Marina","Locust Beach",2.21434156183501,0.0268,0.3042,"No","a","a"
"Des Moines Marina","Elliot Bay Myrtle Edwards",2.23084126289412,0.0257,0.3044,"No","a","a"
"Filucy Bay","Smith Cove, Terminal 91",2.22217993904504,0.0263,0.3045,"No","a","a"
"Jamestown","Raft Island Park",-2.20959576093058,0.0271,0.3054,"No","a","a"
"North Camano","Three Tree Point",2.22609912765006,0.026,0.3054,"No","a","a"
"Brackenwood Lane","Friday Harbor",-2.21927393782726,0.0265,0.3055,"No","a","a"
"Broad Spit ","Miller Creek",-2.21434156183501,0.0268,0.3055,"No","a","a"
"Penn Cove Reference","Squaxin Island",-2.22217993904504,0.0263,0.3059,"No","a","a"
"Locust Beach","Penrose Point State Park",-2.21042237322999,0.0271,0.306,"No","a","a"
"Elliot Bay Myrtle Edwards","Penrose Point State Park",-2.22671007537024,0.026,0.3063,"No","a","a"
"Donkey Creek Delta","Penn Cove Reference",2.21434156183501,0.0268,0.3068,"No","a","a"
"Browns Point Lighthouse","Fidalgo Bay Aq Reserve, Weaverling Spit",2.19866480741494,0.0279,0.3076,"No","a","a"
"Mukilteo","Penn Cove Reference",2.21434156183501,0.0268,0.3081,"No","a","a"
"Jamestown","Kopachuck State Park",-2.20100924890623,0.0277,0.3083,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Oak Bay County Park",2.20258399601995,0.0276,0.3083,"No","a","a"
"North Camano","Skiff Point",2.19866480741494,0.0279,0.3089,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Friday Harbor",-2.20274918773175,0.0276,0.3095,"No","a","a"
"Hood Canal Holly","Kitsap St Boat Launch",2.18956056620711,0.0286,0.3123,"No","a","a"
"Broad Spit ","Friday Harbor",-2.19035562516011,0.0285,0.3129,"No","a","a"
"Elliot Bay Myrtle Edwards","Manchester, Stormwater Outfall",-2.18539820013146,0.0289,0.3131,"No","a","a"
"Meyer's Point, Henderson Inlet","Tulalip Bay",-2.18669839553233,0.0288,0.3133,"No","a","a"
"Eagle Harbor Dr","Hood Canal Holly",-2.18097405418277,0.0292,0.3141,"No","a","a"
"Silverdale, Dyes Inlet","Tulalip Bay",-2.17811188350799,0.0294,0.3151,"No","a","a"
"Maple Hollow Park","Maristone Island",2.18097405418277,0.0292,0.3153,"No","a","a"
"Locust Beach","Manchester, Stormwater Outfall",-2.17123048717981,0.0299,0.3156,"No","a","a"
"Edmonds Ferry","Lions Park",2.17514967578483,0.0296,0.3162,"No","a","a"
"Blair Waterway","Maple Hollow Park",-2.17123048717981,0.0299,0.3169,"No","a","a"
"Commencement Bay Skookum","Edmonds Ferry",-2.16731129857479,0.0302,0.3175,"No","a","a"
"Kitsap St Boat Launch","N Avenue Park",-2.17123048717981,0.0299,0.3181,"No","a","a"
"Aiston Preserve","Fidalgo Bay Aq Reserve, Weaverling Spit",2.16339210996978,0.0305,0.3182,"No","a","a"
"Eagle Harbor Dr","N Avenue Park",-2.16339210996978,0.0305,0.3194,"No","a","a"
"Miller Creek","Smith Cove, Terminal 91",2.15555373275974,0.0311,0.3233,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Elliott Bay, Harbor Island, Pier 17",-2.12811941252462,0.0333,0.3238,"No","a","a"
"Blair Waterway","Everett Harbor",-2.12811941252462,0.0333,0.325,"No","a","a"
"Cap Sante","Edmonds Ferry",-2.12028103531458,0.034,0.3255,"No","a","a"
"North Camano","Rocky Point",2.12811941252462,0.0333,0.3261,"No","a","a"
"Chimacum Creek delta","Fidalgo Bay Aq Reserve, Weaverling Spit",2.12028103531458,0.034,0.3266,"No","a","a"
"Locust Beach","Squaxin Island",-2.12811941252462,0.0333,0.3273,"No","a","a"
"Broad Spit ","Elliott Bay, Harbor Island, Pier 17",-2.11636184670956,0.0343,0.3275,"No","a","a"
"Donkey Creek Delta","Locust Beach",2.12028103531458,0.034,0.3278,"No","a","a"
"Chuckanut, Clark's Point","Filucy Bay",-2.1477153555497,0.0317,0.3284,"No","a","a"
"N Avenue Park","Three Tree Point",2.12811941252462,0.0333,0.3285,"No","a","a"
"Edmonds Ferry","Kingston Marina",2.13987697833967,0.0324,0.3286,"No","a","a"
"Locust Beach","Mukilteo",-2.12028103531458,0.034,0.329,"No","a","a"
"Donkey Creek Delta","Elliot Bay Myrtle Edwards",2.13169276232104,0.033,0.3292,"No","a","a"
"Hood Canal Holly","Skiff Point",2.11228195798804,0.0347,0.3297,"No","a","a"
"Penn Cove Reference","West Bay Park",-2.12811941252462,0.0333,0.3297,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Reach Island",-2.13987697833967,0.0324,0.3299,"No","a","a"
"Hood Canal Holly","Three Tree Point",2.14233475007323,0.0322,0.3303,"No","a","a"
"Brackenwood Lane","Elliott Bay, Harbor Island, Pier 17",-2.14379616694469,0.032,0.3304,"No","a","a"
"Elliot Bay Myrtle Edwards","Mukilteo",-2.13169276232104,0.033,0.3304,"No","a","a"
"Friday Harbor","Smith Cove, Terminal 91",2.12838781230194,0.0333,0.3307,"No","a","a"
"Elliot Bay Myrtle Edwards","Squaxin Island",-2.1399551373688,0.0324,0.3311,"No","a","a"
"Eastsound, Fishing Bay","Penn Cove Reference",2.13203860112963,0.033,0.3314,"No","a","a"
"Everett Harbor","Maristone Island",2.13374823804889,0.0329,0.3324,"No","a","a"
"Point Defiance Ferry","Port Angeles Yacht Club",-2.1323171527115,0.033,0.3324,"No","a","a"
