"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Chimacum Creek delta","Shilshole Bay",-3.14349699126584,0.0017,0.0727,"No","a","a"
"Eld Inlet","Kingston Marina",3.05334682817467,0.0023,0.0728,"No","a","a"
"Blair Waterway Two","Rocky Point",-3.00043260201247,0.0027,0.0728,"No","a","a"
"Everett Harbor","Three Tree Point",-3.11605998510766,0.0018,0.0728,"No","a","a"
"Kingston Marina","Rocky Point",-3.04942725586636,0.0023,0.0729,"No","a","a"
"Gig Harbor Boat Launch","Maple Hollow Park",-3.10234148202857,0.0019,0.073,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Manchester, Stormwater Outfall",-3.15133613588246,0.0016,0.0732,"No","a","a"
"Manchester, Stormwater Outfall","Suquamish Stormwater Outfall",3.00827174662909,0.0026,0.0732,"No","a","a"
"Chambers Bay Park","Raft Island Park",-3.53545422209699,4e-04,0.0733,"No","a","a"
"Broad Spit ","Gig Harbor Boat Launch",3.08078383433285,0.0021,0.0734,"No","a","a"
"Madrona Pont","Manchester, Stormwater Outfall",-3.14545677741999,0.0017,0.0734,"No","a","a"
"Madrona Pont","Shilshole Bay",-3.01023153278325,0.0026,0.0734,"No","a","a"
"Chimacum Creek delta","Raft Island Park",-3.0964621235661,0.002,0.0735,"No","a","a"
"Commencement Bay Skookum","Locust Beach",-3.05334682817467,0.0023,0.0736,"No","a","a"
"Kingston Marina","Point Defiance Ferry",-3.05726640048298,0.0022,0.0736,"No","a","a"
"Gig Harbor Boat Launch","Maristone Island",-3.39629798341307,7e-04,0.0738,"No","a","a"
"Blair Waterway Two","Manchester, Stormwater Outfall",-3.44334427285167,6e-04,0.0739,"No","a","a"
"Locust Beach","Suquamish Stormwater Outfall",3.15329592203662,0.0016,0.0739,"No","a","a"
"Blair Waterway Two","Maristone Island",-3.05924439087461,0.0022,0.074,"No","a","a"
"Des Moines Marina","Raft Island Park",-3.15721549434493,0.0016,0.0742,"No","a","a"
"Chambers Bay Park","Salmon Bay, Commodore Park",-3.3179179589857,9e-04,0.0742,"No","a","a"
"Commencement Bay Skookum","Three Tree Point",-3.01023153278325,0.0026,0.0742,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Three Tree Point",-3.4551029897766,6e-04,0.0743,"No","a","a"
"Gig Harbor Boat Launch","Kitsap St Boat Launch",-3.0611859727913,0.0022,0.0744,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Locust Beach",-3.49821828516803,5e-04,0.0744,"No","a","a"
"Chambers Bay Park","Maple Hollow Park",-3.06902511740792,0.0021,0.0744,"No","a","a"
"Gig Harbor Boat Launch","Tulalip Bay",-3.35336122003238,8e-04,0.0744,"No","a","a"
"Minter Bay","Salmon Bay, Commodore Park",-3.0121913189374,0.0026,0.0745,"No","a","a"
"Minter Bay","Three Tree Point",-3.51389657440128,4e-04,0.0745,"No","a","a"
"Donkey Creek Delta","Gig Harbor Boat Launch",3.17093399742402,0.0015,0.0746,"No","a","a"
"Maristone Island","Minter Bay",3.02489498017005,0.0025,0.0746,"No","a","a"
"Chambers Bay Park","Kitsap St Boat Launch",-3.02786960817065,0.0025,0.0747,"No","a","a"
"Blair Waterway","Gig Harbor Boat Launch",3.16505463896155,0.0016,0.0748,"No","a","a"
"Everett Harbor","Manchester, Stormwater Outfall",-3.01415110509156,0.0026,0.0748,"No","a","a"
"Filucy Bay","Manchester, Stormwater Outfall",-2.98867388508753,0.0028,0.0749,"No","a","a"
"Gig Harbor Boat Launch","South of Skunk Island",-3.06314575894545,0.0022,0.0749,"No","a","a"
"Everett Harbor","Locust Beach",-3.15917528049908,0.0016,0.075,"No","a","a"
"Chambers Bay Park","South of Skunk Island",-3.0298293943248,0.0024,0.0751,"No","a","a"
"Chimacum Creek delta","Three Tree Point",-3.38063111591868,7e-04,0.0751,"No","a","a"
"Kingston Marina","Tulalip Bay",-3.06997858171978,0.0021,0.0751,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Shilshole Bay",-3.01611089124571,0.0026,0.0752,"No","a","a"
"Blair Waterway Two","Three Tree Point",-3.54525315286777,4e-04,0.0757,"No","a","a"
"Minter Bay","Tulalip Bay",-2.98195821678935,0.0029,0.0758,"No","a","a"
"Blair Waterway Two","Tulalip Bay",-3.01630762749391,0.0026,0.0759,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Raft Island Park",-3.17093399742402,0.0015,0.076,"No","a","a"
"Kingston Marina","Shilshole Bay",-3.35711368206881,8e-04,0.076,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Raft Island Park",-2.96907602354597,0.003,0.0761,"No","a","a"
"Minter Bay","Point Defiance Ferry",-2.9769151681626,0.0029,0.0764,"No","a","a"
"Eld Inlet","Minter Bay",2.97299559585429,0.0029,0.0766,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Maristone Island",-2.96048983509901,0.0031,0.0768,"No","a","a"
"Minter Bay","Rocky Point",-2.96907602354597,0.003,0.0768,"No","a","a"
"Madrona Pont","Raft Island Park",-2.96319666508351,0.003,0.0769,"No","a","a"
"Gig Harbor Boat Launch","Rich Passage",-3.17289378357817,0.0015,0.0769,"No","a","a"
"Locust Beach","Minter Bay",3.5570118697927,4e-04,0.0779,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Salmon Bay, Commodore Park",-2.95339773431273,0.0031,0.0779,"No","a","a"
"Chambers Bay Park","Maristone Island",-3.35980173453948,8e-04,0.078,"No","a","a"
"Gig Harbor Boat Launch","Jamestown",-2.94403074246974,0.0032,0.0788,"No","a","a"
"Des Moines Marina","Maristone Island",-2.94546196791576,0.0032,0.0792,"No","a","a"
"Des Moines Marina","Salmon Bay, Commodore Park",-2.93967923123364,0.0033,0.0792,"No","a","a"
"Arroyo Beach","Locust Beach",-2.89536907730495,0.0038,0.0793,"No","a","a"
"Des Moines Marina","Rocky Point",-2.89656393584221,0.0038,0.0796,"No","a","a"
"Chambers Bay Park","Skiff Point",-2.89852372199637,0.0037,0.0797,"No","a","a"
"Des Moines Marina","Eld Inlet",-2.90048350815052,0.0037,0.0799,"No","a","a"
"Des Moines Marina","Tulalip Bay",-2.90252520453507,0.0037,0.08,"No","a","a"
"Des Moines Marina","Point Defiance Ferry",-2.90440308045883,0.0037,0.0801,"No","a","a"
"Blair Waterway","Kingston Marina",2.90636286661299,0.0037,0.0803,"No","a","a"
"Gig Harbor Boat Launch","Skiff Point",-2.93184008661702,0.0034,0.0805,"No","a","a"
"Chambers Bay Park","Jamestown",-2.90753449359615,0.0036,0.0807,"No","a","a"
"Gig Harbor Boat Launch","Raft Island Park",-3.56877058671764,4e-04,0.0807,"No","a","a"
"Commencement Bay Skookum","Manchester, Stormwater Outfall",-2.90832265276715,0.0036,0.0811,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Rocky Point",-2.9102824389213,0.0036,0.0813,"No","a","a"
"Donkey Creek Delta","Kingston Marina",2.91224222507546,0.0036,0.0814,"No","a","a"
"Eld Inlet","Elliott Bay, Harbor Island, Pier 17",2.91420201122961,0.0036,0.0816,"No","a","a"
"Chimacum Creek delta","Maristone Island",-2.87890998467568,0.004,0.0817,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Kingston Marina",2.87108671583819,0.0041,0.0818,"No","a","a"
"Shilshole Bay","Suquamish Stormwater Outfall",2.87304650199234,0.0041,0.0819,"No","a","a"
"Reach Island","Three Tree Point",-2.8750062881465,0.004,0.082,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Tulalip Bay",-2.91755307171831,0.0035,0.0821,"No","a","a"
"Kingston Marina","Rich Passage",-2.91420201122961,0.0036,0.0823,"No","a","a"
"Chimacum Creek delta","Salmon Bay, Commodore Park",-2.87892586045481,0.004,0.0823,"No","a","a"
"Blair Waterway Two","Donkey Creek Delta",-2.86324757122156,0.0042,0.0827,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Point Defiance Ferry",-2.91812158353792,0.0035,0.0827,"No","a","a"
"Blair Waterway Two","Rich Passage",-2.86520735737572,0.0042,0.0828,"No","a","a"
"Everett Harbor","Shilshole Bay",-2.87892586045481,0.004,0.0829,"No","a","a"
"Locust Beach","Reach Island",2.91812158353792,0.0035,0.0834,"No","a","a"
"Blair Waterway","Blair Waterway Two",2.8573682127591,0.0043,0.0836,"No","a","a"
"Chambers Bay Park","Shilshole Bay",-3.58248908979673,3e-04,0.0836,"No","a","a"
"Donkey Creek Delta","Minter Bay",2.83189099275507,0.0046,0.0839,"No","a","a"
"Filucy Bay","Shilshole Bay",-2.85344864045078,0.0043,0.084,"No","a","a"
"Blair Waterway Two","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.82209206198429,0.0048,0.0842,"No","a","a"
"Blair Waterway","Minter Bay",2.8260116342926,0.0047,0.0843,"No","a","a"
"Everett Harbor","Raft Island Park",-2.83189099275507,0.0046,0.0844,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Gig Harbor Boat Launch",2.83385077890923,0.0046,0.0845,"No","a","a"
"Broad Spit ","Kingston Marina",2.82209206198429,0.0048,0.0848,"No","a","a"
"Kingston Marina","Maple Hollow Park",-2.84364970968001,0.0045,0.0848,"No","a","a"
"Arroyo Beach","Three Tree Point",-2.84813863758618,0.0044,0.0848,"No","a","a"
"Raft Island Park","Suquamish Stormwater Outfall",2.8260116342926,0.0047,0.0849,"No","a","a"
"Minter Bay","Rich Passage",-2.83385077890923,0.0046,0.0851,"No","a","a"
"Chimacum Creek delta","Rocky Point",-2.83581056506338,0.0046,0.0851,"No","a","a"
"Chimacum Creek delta","Eld Inlet",-2.83973013737169,0.0045,0.0853,"No","a","a"
"Chimacum Creek delta","Point Defiance Ferry",-2.84364970968001,0.0045,0.0854,"No","a","a"
"Chimacum Creek delta","Tulalip Bay",-2.83597322129499,0.0046,0.0857,"No","a","a"
"Chambers Bay Park","Commencement Bay, Dick Gilmur Launch",-2.80053441428858,0.0051,0.0878,"No","a","a"
"Kingston Marina","Kitsap St Boat Launch",-2.80249420044274,0.0051,0.0878,"No","a","a"
"Kingston Marina","South of Skunk Island",-2.80445398659689,0.005,0.0878,"No","a","a"
"Filucy Bay","Raft Island Park",-2.80641377275105,0.005,0.0879,"No","a","a"
"Blair Waterway Two","Maple Hollow Park",-2.79465505582611,0.0052,0.0888,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Minter Bay",2.7907354835178,0.0053,0.0893,"No","a","a"
"Blair Waterway Two","Locust Beach",-3.58836844825919,3e-04,0.0899,"No","a","a"
"Chambers Bay Park","Three Tree Point",-3.81962321444957,1e-04,0.0903,"No","a","a"
"Chambers Bay Park","Manchester, Stormwater Outfall",-3.71771433443347,2e-04,0.0905,"No","a","a"
"Blair Waterway Two","Broad Spit ",-2.7730974081304,0.0056,0.0914,"No","a","a"
"Donkey Creek Delta","Elliott Bay, Harbor Island, Pier 17",2.7730974081304,0.0056,0.092,"No","a","a"
"Blair Waterway","Elliott Bay, Harbor Island, Pier 17",2.76721804966793,0.0057,0.0925,"No","a","a"
"Maple Hollow Park","Minter Bay",2.76329847735962,0.0057,0.0925,"No","a","a"
"Des Moines Marina","Rich Passage",-2.76133869120546,0.0058,0.0925,"No","a","a"
"Gig Harbor Boat Launch","Seattle Aquarium, Pier 59",-2.76525826351378,0.0057,0.0925,"No","a","a"
"Blair Waterway","Des Moines Marina",2.75349954658884,0.0059,0.0926,"No","a","a"
"Des Moines Marina","Donkey Creek Delta",-2.75937890505131,0.0058,0.0926,"No","a","a"
"Manchester, Stormwater Outfall","Reach Island",2.7730974081304,0.0056,0.0926,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Salmon Bay, Commodore Park",-2.75153976043469,0.0059,0.0926,"No","a","a"
"Blair Waterway Two","Kitsap St Boat Launch",-2.75349954658884,0.0059,0.0931,"No","a","a"
"Blair Waterway Two","South of Skunk Island",-2.755459332743,0.0059,0.0931,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Rich Passage",-2.77505719428455,0.0055,0.0932,"No","a","a"
"Commencement Bay Skookum","Shilshole Bay",-2.7730974081304,0.0056,0.0932,"No","a","a"
"Madrona Pont","Salmon Bay, Commodore Park",-2.74566040197222,0.006,0.0937,"No","a","a"
"Broad Spit ","Minter Bay",2.74174082966391,0.0061,0.0943,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.73194189889313,0.0063,0.0945,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Maristone Island",-2.73936550368842,0.0062,0.0945,"No","a","a"
"Arroyo Beach","Manchester, Stormwater Outfall",-2.73650305279637,0.0062,0.0948,"No","a","a"
"Chambers Bay Park","Seattle Aquarium, Pier 59",-2.73194189889313,0.0063,0.095,"No","a","a"
"Gig Harbor Boat Launch","Manchester, Stormwater Outfall",-3.75103069905412,2e-04,0.0951,"No","a","a"
"Madrona Pont","Maristone Island",-2.73292498918132,0.0063,0.0953,"No","a","a"
"Commencement Bay Skookum","Raft Island Park",-2.72606254043066,0.0064,0.0956,"No","a","a"
"Kitsap St Boat Launch","Minter Bay",2.72214296812235,0.0065,0.0957,"No","a","a"
"Minter Bay","South of Skunk Island",-2.7241027542765,0.0064,0.0957,"No","a","a"
"Edmonds Ferry","Gig Harbor Boat Launch",2.7064646788891,0.0068,0.0962,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Maple Hollow Park",-2.70450489273495,0.0068,0.0962,"No","a","a"
"Des Moines Marina","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.71822339581404,0.0066,0.0963,"No","a","a"
"Madrona Pont","Rocky Point",-2.70254510658079,0.0069,0.0963,"No","a","a"
"Chimacum Creek delta","Donkey Creek Delta",-2.69862553427248,0.007,0.0964,"No","a","a"
"Gig Harbor Boat Launch","Penn Cove Reference",-2.71430382350573,0.0066,0.0964,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Point Defiance Ferry",-2.71626360965988,0.0066,0.0964,"No","a","a"
"Chimacum Creek delta","Rich Passage",-2.70058532042664,0.0069,0.0964,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Eld Inlet",-2.71234403735157,0.0067,0.0965,"No","a","a"
"Madrona Pont","Point Defiance Ferry",-2.71038425119741,0.0067,0.0966,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Rocky Point",-2.70842446504326,0.0068,0.0966,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Tulalip Bay",-2.69642874030772,0.007,0.0966,"No","a","a"
"Eld Inlet","Madrona Pont",2.7064646788891,0.0068,0.0967,"No","a","a"
"Madrona Pont","Tulalip Bay",-2.68998822580062,0.0071,0.097,"No","a","a"
"Blair Waterway","Chimacum Creek delta",2.69274617581001,0.0071,0.0972,"No","a","a"
"Des Moines Marina","Maple Hollow Park",-2.69078638965586,0.0071,0.0972,"No","a","a"
"Kingston Marina","Three Tree Point",-3.59424780672166,3e-04,0.0976,"No","a","a"
"Broad Spit ","Elliott Bay, Harbor Island, Pier 17",2.68294724503923,0.0073,0.0986,"No","a","a"
"Chambers Bay Park","Penn Cove Reference",-2.68098745888508,0.0073,0.0986,"No","a","a"
"Chambers Bay Park","Edmonds Ferry",-2.67314831426846,0.0075,0.1,"No","a","a"
"Kingston Marina","Skiff Point",-2.67314831426846,0.0075,0.1005,"No","a","a"
"Broad Spit ","Des Moines Marina",2.66922874196014,0.0076,0.1007,"No","a","a"
"Eagle Harbor Dr","Gig Harbor Boat Launch",2.66530916965183,0.0077,0.1009,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Kitsap St Boat Launch",-2.66334938349768,0.0077,0.101,"No","a","a"
"Gig Harbor Boat Launch","Shilshole Bay",-3.61580545441737,3e-04,0.1011,"No","a","a"
"Jamestown","Kingston Marina",2.66064810415714,0.0078,0.1013,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","South of Skunk Island",-2.66530916965183,0.0077,0.1013,"No","a","a"
"Chimacum Creek delta","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.65747002503521,0.0079,0.1017,"No","a","a"
"Gig Harbor Boat Launch","Meyer's Point, Henderson Inlet",-2.65159066657274,0.008,0.1026,"No","a","a"
"Des Moines Marina","Kitsap St Boat Launch",-2.64963088041859,0.0081,0.1027,"No","a","a"
"Des Moines Marina","South of Skunk Island",-2.65159066657274,0.008,0.103,"No","a","a"
"Gig Harbor Boat Launch","Three Tree Point",-3.85293957907022,1e-04,0.1051,"No","a","a"
"Reach Island","Shilshole Bay",-2.63787216349365,0.0083,0.1058,"No","a","a"
"Kingston Marina","Locust Beach",-3.63736310211309,3e-04,0.1063,"No","a","a"
"Chambers Bay Park","Eagle Harbor Dr",-2.63199280503118,0.0085,0.1071,"No","a","a"
"Chimacum Creek delta","Maple Hollow Park",-2.63003301887703,0.0085,0.1073,"No","a","a"
"Blair Waterway Two","Skiff Point",-2.62415366041456,0.0087,0.1086,"No","a","a"
"Chambers Bay Park","Meyer's Point, Henderson Inlet",-2.61827430195209,0.0088,0.11,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Locust Beach",-2.61612404342203,0.0089,0.1102,"No","a","a"
"Everett Harbor","Salmon Bay, Commodore Park",-2.61435472964378,0.0089,0.1103,"No","a","a"
"Blair Waterway Two","Jamestown",-2.60697714993127,0.0091,0.1111,"No","a","a"
"Broad Spit ","Chimacum Creek delta",2.60847537118131,0.0091,0.1112,"No","a","a"
"Salmon Bay, Commodore Park","Suquamish Stormwater Outfall",2.60847537118131,0.0091,0.1117,"No","a","a"
"Arroyo Beach","Shilshole Bay",-2.58837121913297,0.0096,0.1123,"No","a","a"
"Chimacum Creek delta","Kitsap St Boat Launch",-2.58887750963976,0.0096,0.1126,"No","a","a"
"Blair Waterway","Cherry Point Aquatic Reserve, Conoco Phillips",2.56536007578989,0.0103,0.1127,"No","a","a"
"Filucy Bay","Salmon Bay, Commodore Park",-2.58887750963976,0.0096,0.1131,"No","a","a"
"Donkey Creek Delta","Madrona Pont",2.56536007578989,0.0103,0.1132,"No","a","a"
"Blair Waterway","Madrona Pont",2.55948071732742,0.0105,0.1133,"No","a","a"
"Eld Inlet","Suquamish Stormwater Outfall",2.5692796480982,0.0102,0.1133,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Three Tree Point",-2.57067653161274,0.0102,0.1133,"No","a","a"
"Chambers Bay Park","North Camano",-2.55752093117327,0.0105,0.1134,"No","a","a"
"Gig Harbor Boat Launch","North Camano",-2.59083729579391,0.0096,0.1134,"No","a","a"
"Everett Harbor","Maristone Island",-2.58908683185598,0.0096,0.1135,"No","a","a"
"Madrona Pont","Rich Passage",-2.56731986194404,0.0102,0.1135,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Donkey Creek Delta",-2.57123943425236,0.0101,0.1136,"No","a","a"
"Filucy Bay","Maristone Island",-2.56117793565853,0.0104,0.1136,"No","a","a"
"Rocky Point","Suquamish Stormwater Outfall",2.56536007578989,0.0103,0.1136,"No","a","a"
"Chambers Bay Park","Smith Cove, Terminal 91",-2.55948071732742,0.0105,0.1137,"No","a","a"
"Maristone Island","Suquamish Stormwater Outfall",2.58264631734888,0.0098,0.1137,"No","a","a"
"Raft Island Park","Reach Island",2.59083729579391,0.0096,0.1139,"No","a","a"
"Everett Harbor","Rocky Point",-2.57123943425236,0.0101,0.114,"No","a","a"
"Jamestown","Minter Bay",2.57262773922672,0.0101,0.1141,"No","a","a"
"Everett Harbor","Point Defiance Ferry",-2.57907857886898,0.0099,0.1143,"No","a","a"
"Filucy Bay","Point Defiance Ferry",-2.55360135886495,0.0107,0.1143,"No","a","a"
"Minter Bay","Skiff Point",-2.59279708194807,0.0095,0.1143,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Rich Passage",-2.57319922040651,0.0101,0.1144,"No","a","a"
"Chimacum Creek delta","South of Skunk Island",-2.59083729579391,0.0096,0.1144,"No","a","a"
"Eld Inlet","Everett Harbor",2.57515900656067,0.01,0.1147,"No","a","a"
"Gig Harbor Boat Launch","Smith Cove, Terminal 91",-2.59279708194807,0.0095,0.1148,"No","a","a"
"Point Defiance Ferry","Suquamish Stormwater Outfall",2.57319922040651,0.0101,0.1148,"No","a","a"
"Filucy Bay","Rocky Point",-2.54576221424833,0.0109,0.115,"No","a","a"
"Eld Inlet","Filucy Bay",2.54968178655664,0.0108,0.1151,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Kingston Marina",2.57515900656067,0.01,0.1152,"No","a","a"
"Locust Beach","Thea Foss Waterway",2.59298712831911,0.0095,0.1152,"No","a","a"
"Thea Foss Waterway","Three Tree Point",-2.54753961650982,0.0108,0.1154,"No","a","a"
"Everett Harbor","Tulalip Bay",-2.54615006847529,0.0109,0.1154,"No","a","a"
"Suquamish Stormwater Outfall","Tulalip Bay",-2.53970955396818,0.0111,0.1166,"No","a","a"
"Arroyo Beach","Raft Island Park",-2.53684710307614,0.0112,0.1171,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Skiff Point",-2.5340034973234,0.0113,0.1176,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.53008392501508,0.0114,0.1185,"No","a","a"
"Blair Waterway Two","Commencement Bay, Dick Gilmur Launch",-2.52616435270677,0.0115,0.1193,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Madrona Pont",2.52420456655262,0.0116,0.1195,"No","a","a"
"Des Moines Marina","Skiff Point",-2.52028499424431,0.0117,0.1204,"No","a","a"
"Filucy Bay","Tulalip Bay",-2.51824117227783,0.0118,0.1207,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Jamestown",-2.50822259415567,0.0121,0.1232,"No","a","a"
"Kingston Marina","Seattle Aquarium, Pier 59",-2.50656649116522,0.0122,0.1233,"No","a","a"
"Commencement Bay Skookum","Salmon Bay, Commodore Park",-2.50852627731937,0.0121,0.1236,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Maple Hollow Park",-2.5026469188569,0.0123,0.1242,"No","a","a"
"Browns Point Lighthouse","Gig Harbor Boat Launch",2.49480777424028,0.0126,0.1256,"No","a","a"
"Des Moines Marina","Jamestown",-2.49319472697243,0.0127,0.1257,"No","a","a"
"Madrona Pont","Maple Hollow Park",-2.49676756039444,0.0125,0.1258,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Minter Bay",2.49480777424028,0.0126,0.1261,"No","a","a"
"Gig Harbor Boat Launch","Mukilteo",-2.48696862962366,0.0129,0.1275,"No","a","a"
"Broad Spit ","Cherry Point Aquatic Reserve, Conoco Phillips",2.48108927116119,0.0131,0.1291,"No","a","a"
"Commencement Bay Skookum","Maristone Island",-2.4731575707281,0.0134,0.1306,"No","a","a"
"Broad Spit ","Madrona Pont",2.47520991269872,0.0133,0.1308,"No","a","a"
"Commencement Bay Skookum","Point Defiance Ferry",-2.47325012654457,0.0134,0.131,"No","a","a"
"Kitsap St Boat Launch","Madrona Pont",2.45561205115717,0.0141,0.1314,"No","a","a"
"Commencement Bay Skookum","Eld Inlet",-2.46933055423626,0.0135,0.1315,"No","a","a"
"Chambers Bay Park","Mukilteo",-2.45365226500301,0.0141,0.1317,"No","a","a"
"Kingston Marina","Penn Cove Reference",-2.45561205115717,0.0141,0.1319,"No","a","a"
"Browns Point Lighthouse","Chambers Bay Park",2.46149140961963,0.0138,0.1321,"No","a","a"
