"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Chimacum Creek delta","Silverdale, Dyes Inlet",-3.09050196848971,0.002,0.2249,"No","a","a"
"Meyer's Point, Henderson Inlet","North Camano",3.11599468777294,0.0018,0.2251,"No","a","a"
"Cap Sante","North Camano",3.10226783892813,0.0019,0.2255,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Hood Canal Holly",2.9422415277575,0.0033,0.2257,"No","a","a"
"N Avenue Park","Silverdale, Dyes Inlet",-3.2669900250659,0.0011,0.2258,"No","a","a"
"Donkey Creek Delta","Silverdale, Dyes Inlet",-2.93362369597755,0.0034,0.2262,"No","a","a"
"Edmonds Ferry","Penn Cove Reference",-3.1728630615586,0.0015,0.2265,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Purdy, Dexters",2.80419912115501,0.005,0.2271,"No","a","a"
"Edmonds Ferry","Kitsap St Boat Launch",-2.83165281884464,0.0046,0.2274,"No","a","a"
"Hood Canal Holly","Lions Park",-2.90787122030256,0.0036,0.2286,"No","a","a"
"Elliot Bay Myrtle Edwards","Purdy, Dexters",2.84757184848815,0.0044,0.2288,"No","a","a"
"Gig Harbor Boat Launch","N Avenue Park",2.78066738027818,0.0054,0.2289,"No","a","a"
"Meyer's Point, Henderson Inlet","N Avenue Park",2.81792596999982,0.0048,0.229,"No","a","a"
"North Camano","Penn Cove Reference",-2.92185782553913,0.0035,0.2292,"No","a","a"
"Edmonds Marina","Purdy, Dexters",2.94538956641596,0.0032,0.2293,"No","a","a"
"Lions Park","North Camano",2.80616009956141,0.005,0.2295,"No","a","a"
"North Camano","Thea Foss Waterway",-2.82111357347316,0.0048,0.2308,"No","a","a"
"Eld Inlet","Hood Canal Holly",2.83268617274487,0.0046,0.2309,"No","a","a"
"Eagle Harbor Dr","Hood Canal Holly",2.84987132647235,0.0044,0.2316,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","North Camano",2.83753575406384,0.0045,0.2317,"No","a","a"
"Meyer's Point, Henderson Inlet","Purdy, Dexters",2.8963651062559,0.0038,0.2317,"No","a","a"
"Chambers Bay Park","Purdy, Dexters",2.80812107796781,0.005,0.2321,"No","a","a"
"Hood Canal Holly","Purdy, Burley Lagoon",-2.85416761490421,0.0043,0.2331,"No","a","a"
"Hood Canal Holly","Thea Foss Waterway",-2.94820780803432,0.0032,0.2333,"No","a","a"
"Eagle Harbor Dr","North Camano",2.75321368258855,0.0059,0.2344,"No","a","a"
"North Camano","Purdy, Burley Lagoon",-2.75713563940136,0.0058,0.2351,"No","a","a"
"Elliot Bay Myrtle Edwards","N Avenue Park",2.76488973906631,0.0057,0.2366,"No","a","a"
"Cap Sante","Purdy, Dexters",2.88263825741109,0.0039,0.2367,"No","a","a"
"Chuckanut, Clark's Point","Hood Canal Holly",2.75964926940312,0.0058,0.2368,"No","a","a"
"Browns Point Lighthouse","Silverdale, Dyes Inlet",-2.85518455972146,0.0043,0.2371,"No","a","a"
"Edmonds Ferry","Fidalgo Bay Aq Reserve, Weaverling Spit",-3.27483393869151,0.0011,0.238,"No","a","a"
"Edmonds Marina","N Avenue Park",2.86695043015987,0.0041,0.2382,"No","a","a"
"Gig Harbor Boat Launch","Purdy, Dexters",2.85910651653427,0.0042,0.2391,"No","a","a"
"Rich Passage","Silverdale, Dyes Inlet",-2.87087238697268,0.0041,0.2404,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","N Avenue Park",2.72575998489892,0.0064,0.2407,"No","a","a"
"Eld Inlet","North Camano",2.73752585533733,0.0062,0.2423,"No","a","a"
"Edmonds Ferry","Jamestown",-2.72671105809213,0.0064,0.2434,"No","a","a"
"Chambers Bay Park","N Avenue Park",2.72968194171173,0.0063,0.2446,"No","a","a"
"Hood Canal Holly","Silverdale, Dyes Inlet",-3.73920303186899,2e-04,0.2493,"No","a","a"
"Penn Cove Reference","Purdy, Dexters",2.7022282440221,0.0069,0.2548,"No","a","a"
"Chambers Bay Park","Edmonds Ferry",3.27875589550432,0.001,0.256,"No","a","a"
"Edmonds Marina","Hood Canal Holly",3.30098161181847,0.001,0.2602,"No","a","a"
"Chimacum Creek delta","Edmonds Marina",-2.69046237358368,0.0071,0.2604,"No","a","a"
"Edmonds Ferry","Gig Harbor Boat Launch",-3.32974133407077,9e-04,0.2609,"No","a","a"
"Chuckanut, Clark's Point","North Camano",2.67085258951966,0.0076,0.2689,"No","a","a"
"Aiston Preserve","Silverdale, Dyes Inlet",-2.67477454633247,0.0075,0.2693,"No","a","a"
"Hood Canal Holly","Kitsap St Boat Launch",-2.66083463547016,0.0078,0.2734,"No","a","a"
"Edmonds Ferry","Elliot Bay Myrtle Edwards",-3.34366450501919,8e-04,0.2791,"No","a","a"
"N Avenue Park","Penn Cove Reference",-2.62378910776601,0.0087,0.2796,"No","a","a"
"Edmonds Marina","Everett Harbor",2.63947693501723,0.0083,0.2803,"No","a","a"
"Cap Sante","Everett Harbor",2.57672562601236,0.01,0.2806,"No","a","a"
"Hood Canal Holly","Oak Bay County Park",-2.62646432801522,0.0086,0.2808,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Purdy, Dexters",2.61790617254681,0.0088,0.2811,"No","a","a"
"Chimacum Creek delta","Elliot Bay Myrtle Edwards",-2.57885499286717,0.0099,0.2818,"No","a","a"
"Chimacum Creek delta","Meyer's Point, Henderson Inlet",-2.64143791342363,0.0083,0.2823,"No","a","a"
"Chimacum Creek delta","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.54927192832273,0.0108,0.2831,"No","a","a"
"Kitsap St Boat Launch","North Camano",2.58064758282517,0.0099,0.2834,"No","a","a"
"Commencement Bay Skookum","Edmonds Ferry",2.64339889183003,0.0082,0.2842,"No","a","a"
"Hood Canal Holly","Rocky Point",-2.62646432801522,0.0086,0.2842,"No","a","a"
"Edmonds Ferry","South of Skunk Island",-2.58260856123157,0.0098,0.2848,"No","a","a"
"Donkey Creek Delta","Edmonds Marina",-2.53358410107152,0.0113,0.285,"No","a","a"
"Chimacum Creek delta","Gig Harbor Boat Launch",-2.60417932370199,0.0092,0.2859,"No","a","a"
"North Camano","Oak Bay County Park",-2.54927192832273,0.0108,0.2859,"No","a","a"
"Edmonds Ferry","Three Tree Point",-2.58456953963797,0.0098,0.2862,"No","a","a"
"Cap Sante","Chimacum Creek delta",2.62771106457882,0.0086,0.2866,"No","a","a"
"Purdy, Burley Lagoon","Purdy, Dexters",2.53750605788432,0.0112,0.2872,"No","a","a"
"Maple Hollow Park","Silverdale, Dyes Inlet",-2.56495975557395,0.0103,0.2873,"No","a","a"
"Manchester, Stormwater Outfall","Silverdale, Dyes Inlet",-2.60614030210839,0.0092,0.2876,"No","a","a"
"Eagle Harbor Dr","Purdy, Dexters",2.53358410107152,0.0113,0.2877,"No","a","a"
"Lions Park","Purdy, Dexters",2.58653051804437,0.0097,0.2878,"No","a","a"
"Chambers Bay Park","Chimacum Creek delta",2.55319388513554,0.0107,0.2883,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","N Avenue Park",2.53946703629072,0.0111,0.2883,"No","a","a"
"Purdy, Dexters","Thea Foss Waterway",-2.58960366709201,0.0096,0.2884,"No","a","a"
"North Camano","Rocky Point",-2.54927192832273,0.0108,0.2887,"No","a","a"
"Elliot Bay Myrtle Edwards","Everett Harbor",2.52511162174298,0.0116,0.2893,"No","a","a"
"Everett Harbor","Meyer's Point, Henderson Inlet",-2.59045247485718,0.0096,0.2909,"No","a","a"
"Everett Harbor","Gig Harbor Boat Launch",-2.55319388513554,0.0107,0.2912,"No","a","a"
"Hood Canal Holly","Jamestown",-2.55540693390427,0.0106,0.2923,"No","a","a"
"Eld Inlet","Purdy, Dexters",2.5178962738203,0.0118,0.2925,"No","a","a"
"Raft Island Park","Silverdale, Dyes Inlet",-2.59241345326358,0.0095,0.2925,"No","a","a"
"N Avenue Park","Thea Foss Waterway",-2.50692155767017,0.0122,0.2964,"No","a","a"
"Chambers Bay Park","Everett Harbor",2.50220844656908,0.0123,0.2976,"No","a","a"
"Lions Park","N Avenue Park",2.50809138178829,0.0121,0.2981,"No","a","a"
"Everett Harbor","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.49828648975628,0.0125,0.2983,"No","a","a"
"Miller Creek","Silverdale, Dyes Inlet",-2.48259866250506,0.013,0.3037,"No","a","a"
"Donkey Creek Delta","Meyer's Point, Henderson Inlet",-2.48455964091146,0.013,0.3047,"No","a","a"
"Silverdale, Dyes Inlet","Tulalip Reservation",2.48652061931787,0.0129,0.3056,"No","a","a"
"Donkey Creek Delta","Gig Harbor Boat Launch",-2.44730105118982,0.0144,0.3061,"No","a","a"
"Chuckanut, Clark's Point","Purdy, Dexters",2.45122300800263,0.0142,0.3076,"No","a","a"
"Chimacum Creek delta","Penn Cove Reference",-2.44730105118982,0.0144,0.3085,"No","a","a"
"Cap Sante","Donkey Creek Delta",2.47083279206665,0.0135,0.3086,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Silverdale, Dyes Inlet",-2.45122300800263,0.0142,0.3101,"No","a","a"
"Eld Inlet","N Avenue Park",2.43945713756422,0.0147,0.3104,"No","a","a"
"Edmonds Marina","Rich Passage",2.47083279206665,0.0135,0.3112,"No","a","a"
"Commencement Bay Skookum","Hood Canal Holly",2.4546127907405,0.0141,0.3122,"No","a","a"
"Jamestown","North Camano",2.45174859845259,0.0142,0.3122,"No","a","a"
"Browns Point Lighthouse","Edmonds Marina",-2.45514496481543,0.0141,0.3144,"No","a","a"
"N Avenue Park","Purdy, Burley Lagoon",-2.45906692162824,0.0139,0.3162,"No","a","a"
"Eagle Harbor Dr","N Avenue Park",2.45514496481543,0.0141,0.317,"No","a","a"
"Purdy, Dexters","Silverdale, Dyes Inlet",-3.34542916132199,8e-04,0.317,"No","a","a"
"Hood Canal Holly","South of Skunk Island",-2.38802032004655,0.0169,0.3177,"No","a","a"
"Hood Canal Holly","Three Tree Point",-2.39016846426248,0.0168,0.3181,"No","a","a"
"Discovery Bay","Edmonds Ferry",2.4276912671258,0.0152,0.3182,"No","a","a"
"Browns Point Lighthouse","Cap Sante",-2.39239365581056,0.0167,0.3184,"No","a","a"
"Gig Harbor Boat Launch","Rich Passage",2.38454974218496,0.0171,0.3185,"No","a","a"
"Salmon Bay, Commodore Park","Silverdale, Dyes Inlet",-2.41984735350019,0.0155,0.3201,"No","a","a"
"Donkey Creek Delta","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.39239365581056,0.0167,0.3207,"No","a","a"
"Donkey Creek Delta","Elliot Bay Myrtle Edwards",-2.41349077402349,0.0158,0.3209,"No","a","a"
"Meyer's Point, Henderson Inlet","Rich Passage",2.4218083319066,0.0154,0.3209,"No","a","a"
"Blair Waterway Two","Edmonds Ferry",2.41592539668739,0.0157,0.3212,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Edmonds Ferry",2.40439574198709,0.0162,0.3217,"No","a","a"
"Chambers Bay Park","Donkey Creek Delta",2.39631561262337,0.0166,0.3218,"No","a","a"
"Browns Point Lighthouse","Meyer's Point, Henderson Inlet",-2.40612050465538,0.0161,0.3226,"No","a","a"
"Commencement Bay Skookum","North Camano",2.39239365581056,0.0167,0.3229,"No","a","a"
"Cap Sante","Rich Passage",2.40808148306178,0.016,0.3232,"No","a","a"
"Everett Harbor","Penn Cove Reference",-2.39631561262337,0.0166,0.3241,"No","a","a"
"Edmonds Ferry","Smith Cove, Terminal 91",-2.39631561262337,0.0166,0.3265,"No","a","a"
"Chuckanut, Clark's Point","N Avenue Park",2.37278387174654,0.0177,0.3266,"No","a","a"
"North Camano","Silverdale, Dyes Inlet",-3.56505874283902,4e-04,0.3275,"No","a","a"
"Browns Point Lighthouse","Gig Harbor Boat Launch",-2.36886191493374,0.0178,0.3278,"No","a","a"
"Kitsap St Boat Launch","Purdy, Dexters",2.36101800130813,0.0182,0.3304,"No","a","a"
"Chimacum Creek delta","Commencement Bay, Dick Gilmur Launch",-2.36297897971453,0.0181,0.3308,"No","a","a"
"Oak Bay County Park","Purdy, Dexters",2.3296423468057,0.0198,0.3389,"No","a","a"
"Elliot Bay Myrtle Edwards","Rich Passage",2.34734508648602,0.0189,0.3405,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Rich Passage",2.3296423468057,0.0198,0.3411,"No","a","a"
"Purdy, Dexters","Rocky Point",-2.3296423468057,0.0198,0.3433,"No","a","a"
"Browns Point Lighthouse","Elliot Bay Myrtle Edwards",-2.33080866460165,0.0198,0.3444,"No","a","a"
"Chimacum Creek delta","Thea Foss Waterway",-2.32088681147103,0.0203,0.3447,"No","a","a"
"Browns Point Lighthouse","Chambers Bay Park",-2.31787647636729,0.0205,0.3453,"No","a","a"
"Chimacum Creek delta","Lions Park",-2.3316033252121,0.0197,0.3459,"No","a","a"
"Des Moines Marina","Edmonds Ferry",2.31003256274168,0.0209,0.3461,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Everett Harbor",2.31199354114808,0.0208,0.3464,"No","a","a"
"Browns Point Lighthouse","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.31395451955448,0.0207,0.3468,"No","a","a"
"North Camano","South of Skunk Island",-2.3316033252121,0.0197,0.3482,"No","a","a"
"Chambers Bay Park","Rich Passage",2.3335643036185,0.0196,0.3486,"No","a","a"
"North Camano","Three Tree Point",-2.3335643036185,0.0196,0.3509,"No","a","a"
"Eastsound, Fishing Bay","Edmonds Ferry",2.30218864911607,0.0213,0.3512,"No","a","a"
"Silverdale, Dyes Inlet","Tulalip Bay",2.27846496503392,0.0227,0.3565,"No","a","a"
"Aiston Preserve","Edmonds Marina",-2.27473495142644,0.0229,0.3579,"No","a","a"
"Chimacum Creek delta","Eagle Harbor Dr",-2.27865690823924,0.0227,0.3584,"No","a","a"
"Everett Harbor","Lions Park",-2.28061788664565,0.0226,0.3586,"No","a","a"
"Friday Harbor","Silverdale, Dyes Inlet",-2.28946760989073,0.0221,0.3588,"No","a","a"
"Broad Spit ","Edmonds Ferry",2.28257886505205,0.0225,0.3589,"No","a","a"
"Cap Sante","Edmonds Ferry",3.3532730749476,8e-04,0.3595,"No","a","a"
"Reach Island","Silverdale, Dyes Inlet",-2.27081299461363,0.0232,0.3595,"No","a","a"
"Donkey Creek Delta","Penn Cove Reference",-2.29042277867766,0.022,0.3601,"No","a","a"
"Chimacum Creek delta","Eld Inlet",-2.26296908098803,0.0236,0.3607,"No","a","a"
"Everett Harbor","Thea Foss Waterway",-2.26714344034684,0.0234,0.3609,"No","a","a"
"Kitsap St Boat Launch","N Avenue Park",2.28257886505205,0.0225,0.361,"No","a","a"
"Edmonds Ferry","Shilshole Bay",-2.26296908098803,0.0236,0.3628,"No","a","a"
"Chimacum Creek delta","Purdy, Burley Lagoon",-2.28257886505205,0.0225,0.3632,"No","a","a"
"Edmonds Ferry","Silverdale, Dyes Inlet",-3.81606397885849,1e-04,0.3662,"No","a","a"
"N Avenue Park","Oak Bay County Park",-2.25120321054961,0.0244,0.3678,"No","a","a"
"N Avenue Park","Rocky Point",-2.25120321054961,0.0244,0.3698,"No","a","a"
"Silverdale, Dyes Inlet","West Bay Park",2.20413972879596,0.0275,0.3792,"No","a","a"
"Blair Waterway Two","Hood Canal Holly",2.20542806169217,0.0274,0.3799,"No","a","a"
"Aiston Preserve","Meyer's Point, Henderson Inlet",-2.22571049126639,0.026,0.3801,"No","a","a"
"Eagle Harbor Dr","Everett Harbor",2.22767146967279,0.0259,0.3802,"No","a","a"
"Jamestown","Purdy, Dexters",2.21115644626799,0.027,0.3802,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Donkey Creek Delta",2.20610070720237,0.0274,0.3812,"No","a","a"
"Aiston Preserve","Cap Sante",-2.21198364242157,0.027,0.3814,"No","a","a"
"Penn Cove Reference","Rich Passage",2.22767146967279,0.0259,0.3823,"No","a","a"
"Edmonds Marina","Manchester, Stormwater Outfall",2.20610070720237,0.0274,0.3831,"No","a","a"
"Discovery Bay","Hood Canal Holly",2.21831692698777,0.0265,0.3832,"No","a","a"
"Eld Inlet","Everett Harbor",2.21198364242157,0.027,0.3834,"No","a","a"
"Madrona Pont","Silverdale, Dyes Inlet",-2.21590559923438,0.0267,0.3836,"No","a","a"
"Edmonds Ferry","Mukilteo",-2.21982755604718,0.0264,0.3838,"No","a","a"
"Kingston Marina","Silverdale, Dyes Inlet",-2.22767146967279,0.0259,0.3844,"No","a","a"
"Everett Harbor","Purdy, Burley Lagoon",-2.23159342648559,0.0256,0.3848,"No","a","a"
"Edmonds Marina","Raft Island Park",2.19237385835755,0.0284,0.3848,"No","a","a"
"Chimacum Creek delta","Chuckanut, Clark's Point",-2.19629581517035,0.0281,0.3849,"No","a","a"
"Browns Point Lighthouse","Penn Cove Reference",-2.21198364242157,0.027,0.3854,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Hood Canal Holly",2.19344706844641,0.0283,0.3857,"No","a","a"
"Arroyo Beach","Edmonds Ferry",2.18681081182074,0.0288,0.3864,"No","a","a"
"Penrose Point State Park","Silverdale, Dyes Inlet",-2.22767146967279,0.0259,0.3865,"No","a","a"
"Aiston Preserve","Gig Harbor Boat Launch",-2.18845190154475,0.0286,0.3867,"No","a","a"
"Hood Canal Holly","Smith Cove, Terminal 91",-2.18394661953283,0.029,0.3873,"No","a","a"
"Discovery Bay","North Camano",2.17668603110633,0.0295,0.3906,"No","a","a"
"Donkey Creek Delta","Lions Park",-2.17472505269993,0.0297,0.3907,"No","a","a"
"Commencement Bay Skookum","Purdy, Dexters",2.17276407429353,0.0298,0.3907,"No","a","a"
"Edmonds Ferry","Salmon Beach",-2.17668603110633,0.0295,0.3926,"No","a","a"
"Edmonds Marina","Maple Hollow Park",2.16492016066792,0.0304,0.3928,"No","a","a"
"Blair Waterway Two","North Camano",2.16492016066792,0.0304,0.3947,"No","a","a"
"Donkey Creek Delta","Eld Inlet",-2.10609080847586,0.0352,0.3961,"No","a","a"
"Donkey Creek Delta","Thea Foss Waterway",-2.15552259262735,0.0311,0.3965,"No","a","a"
"Kopachuck State Park","Silverdale, Dyes Inlet",-2.16492016066792,0.0304,0.3966,"No","a","a"
"Manchester, Stormwater Outfall","Meyer's Point, Henderson Inlet",-2.15707624704231,0.031,0.3968,"No","a","a"
"Edmonds Ferry","Point Defiance Ferry",-2.11001276528866,0.0349,0.3973,"No","a","a"
"Commencement Bay, Milwaukee Waterway","North Camano",2.1398129918372,0.0324,0.3974,"No","a","a"
"Cap Sante","Manchester, Stormwater Outfall",2.1433493981975,0.0321,0.3975,"No","a","a"
"Donkey Creek Delta","Eagle Harbor Dr",-2.12177863572707,0.0339,0.3976,"No","a","a"
"Jamestown","N Avenue Park",2.12523067763063,0.0336,0.3977,"No","a","a"
"Chimacum Creek delta","Kitsap St Boat Launch",-2.10609080847586,0.0352,0.3978,"No","a","a"
"Gig Harbor Boat Launch","Manchester, Stormwater Outfall",2.11981765732067,0.034,0.3978,"No","a","a"
"Aiston Preserve","Chambers Bay Park",-2.13746646297829,0.0326,0.3979,"No","a","a"
"Aiston Preserve","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.13354450616549,0.0329,0.3982,"No","a","a"
"Cap Sante","Maple Hollow Park",2.10216885166305,0.0355,0.3983,"No","a","a"
"Maristone Island","Silverdale, Dyes Inlet",-2.13525535063833,0.0327,0.3983,"No","a","a"
"Aiston Preserve","Elliot Bay Myrtle Edwards",-2.14063981293142,0.0323,0.3984,"No","a","a"
"Brackenwood Lane","Edmonds Ferry",2.12962254935268,0.0332,0.3986,"No","a","a"
"Lions Park","Rich Passage",2.11197374369506,0.0347,0.3987,"No","a","a"
"Filucy Bay","Silverdale, Dyes Inlet",-2.15707624704231,0.031,0.3987,"No","a","a"
"Browns Point Lighthouse","Commencement Bay, Dick Gilmur Launch",-2.12766157094628,0.0334,0.3988,"No","a","a"
"Donkey Creek Delta","Purdy, Burley Lagoon",-2.12570059253988,0.0335,0.3989,"No","a","a"
"Silverdale, Dyes Inlet","Skiff Point",2.11001276528866,0.0349,0.3989,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Maple Hollow Park",2.02372971540697,0.043,0.3991,"No","a","a"
"Edmonds Ferry","Seattle Aquarium, Pier 59",-2.12177863572707,0.0339,0.3993,"No","a","a"
"Gig Harbor Boat Launch","Raft Island Park",2.10609080847586,0.0352,0.3994,"No","a","a"
"Meyer's Point, Henderson Inlet","Raft Island Park",2.1433493981975,0.0321,0.3994,"No","a","a"
"Maple Hollow Park","Meyer's Point, Henderson Inlet",-2.11589570050787,0.0344,0.4,"No","a","a"
"Cap Sante","Miller Creek",2.01980775859417,0.0434,0.4001,"No","a","a"
"Purdy, Dexters","Three Tree Point",-2.11393472210147,0.0345,0.4002,"No","a","a"
"Cap Sante","Raft Island Park",2.12962254935268,0.0332,0.4004,"No","a","a"
"Purdy, Dexters","South of Skunk Island",-2.11197374369506,0.0347,0.4004,"No","a","a"
"Everett Harbor","Oak Bay County Park",-2.02372971540697,0.043,0.4005,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Silverdale, Dyes Inlet",-2.08648102441184,0.0369,0.4006,"No","a","a"
"Blair Waterway","Edmonds Ferry",2.1453103766039,0.0319,0.4011,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Rich Passage",2.1433493981975,0.0321,0.4012,"No","a","a"
"Broad Spit ","North Camano",2.03157362903258,0.0422,0.4013,"No","a","a"
"Edmonds Marina","Salmon Bay, Commodore Park",2.01980775859417,0.0434,0.4015,"No","a","a"
"Edmonds Ferry","Port Angeles Yacht Club",-2.0937245624636,0.0363,0.4017,"No","a","a"
"Everett Harbor","Rocky Point",-2.02372971540697,0.043,0.4019,"No","a","a"
"Edmonds Ferry","Locust Beach",-2.07863711078623,0.0377,0.402,"No","a","a"
"Browns Point Lighthouse","Eld Inlet",-2.02765167221977,0.0426,0.4023,"No","a","a"
"Edmonds Marina","Tulalip Reservation",2.08648102441184,0.0369,0.4023,"No","a","a"
"Browns Point Lighthouse","Lions Park",-2.09628591644385,0.0361,0.4024,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Edmonds Marina",-2.0511834130966,0.0402,0.4026,"No","a","a"
"Chimacum Creek delta","Oak Bay County Park",-2.07471515397342,0.038,0.4026,"No","a","a"
"Commencement Bay Skookum","N Avenue Park",2.09432493803745,0.0362,0.4027,"No","a","a"
"Aiston Preserve","Penn Cove Reference",-2.03157362903258,0.0422,0.4027,"No","a","a"
"Rich Passage","Thea Foss Waterway",-2.08937690508988,0.0367,0.4027,"No","a","a"
"Browns Point Lighthouse","Eagle Harbor Dr",-2.04333949947099,0.041,0.4029,"No","a","a"
"Edmonds Marina","Miller Creek",2.08255906759903,0.0373,0.4029,"No","a","a"
"Browns Point Lighthouse","Thea Foss Waterway",-2.07284048320551,0.0382,0.4029,"No","a","a"
"Chuckanut, Clark's Point","Everett Harbor",2.1453103766039,0.0319,0.403,"No","a","a"
"Eastsound, Fishing Bay","Hood Canal Holly",2.080835697168,0.0374,0.403,"No","a","a"
"Cap Sante","Tulalip Reservation",2.02372971540697,0.043,0.4033,"No","a","a"
"Elliot Bay Myrtle Edwards","Maple Hollow Park",2.02488485974085,0.0429,0.4035,"No","a","a"
"Gig Harbor Boat Launch","Maple Hollow Park",2.07863711078623,0.0377,0.4035,"No","a","a"
"Chambers Bay Park","Maple Hollow Park",2.02765167221977,0.0426,0.4037,"No","a","a"
"Meyer's Point, Henderson Inlet","Miller Creek",2.03353460743898,0.042,0.4037,"No","a","a"
"Port Angeles Yacht Club","Silverdale, Dyes Inlet",-2.08656408174382,0.0369,0.4038,"No","a","a"
"Eastsound, Fishing Bay","North Camano",2.0511834130966,0.0402,0.4041,"No","a","a"
"Elliot Bay Myrtle Edwards","Manchester, Stormwater Outfall",2.06829296718731,0.0386,0.4042,"No","a","a"
"Chimacum Creek delta","Rocky Point",-2.07471515397342,0.038,0.4042,"No","a","a"
"Meyer's Point, Henderson Inlet","Tulalip Reservation",2.03745656425178,0.0416,0.4042,"No","a","a"
"Silverdale, Dyes Inlet","Williams Olson Park",2.03157362903258,0.0422,0.4042,"No","a","a"
"Des Moines Marina","Hood Canal Holly",2.08942827403173,0.0367,0.4043,"No","a","a"
"Eld Inlet","Rich Passage",2.04333949947099,0.041,0.4043,"No","a","a"
"Elliot Bay Myrtle Edwards","Raft Island Park",2.05382359803849,0.04,0.4046,"No","a","a"
"N Avenue Park","Three Tree Point",-2.03549558584538,0.0418,0.4047,"No","a","a"
"Everett Harbor","Kitsap St Boat Launch",-2.0551053699094,0.0399,0.4048,"No","a","a"
"North Camano","Smith Cove, Terminal 91",-2.1453103766039,0.0319,0.4049,"No","a","a"
"Browns Point Lighthouse","Purdy, Burley Lagoon",-2.0472614562838,0.0406,0.405,"No","a","a"
"N Avenue Park","South of Skunk Island",-2.03353460743898,0.042,0.4051,"No","a","a"
"Chuckanut, Clark's Point","Donkey Creek Delta",2.03941754265819,0.0414,0.4052,"No","a","a"
"Chambers Bay Park","Manchester, Stormwater Outfall",2.06883221875422,0.0386,0.4053,"No","a","a"
"Hood Canal Holly","Shilshole Bay",-2.03787281284932,0.0416,0.4053,"No","a","a"
"Des Moines Marina","North Camano",2.05902732672221,0.0395,0.4056,"No","a","a"
