"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Kingston Marina",2.8571099419127,0.0043,0.1804,"No","ab","ab"
"Kingston Marina","Point Defiance Ferry",-2.84731189684441,0.0044,0.1832,"No","ab","ab"
"Blair Waterway Two","Browns Point Lighthouse",-2.82771580670783,0.0047,0.1919,"No","ab","ab"
"Browns Point Lighthouse","Chambers Bay Park",2.81791776163955,0.0048,0.192,"No","ab","ab"
"Chimacum Creek delta","Edmonds Ferry",-2.8198773706532,0.0048,0.1937,"No","ab","a"
"Edmonds Ferry","Purdy, Burley Lagoon",2.78264479939371,0.0054,0.1942,"No","a","ab"
"Edmonds Ferry","Locust Beach",2.78460440840737,0.0054,0.1956,"No","a","ab"
"Lions Park","Oak Bay County Park",-2.78852362643468,0.0053,0.1959,"No","b","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","North Camano",2.80028128051663,0.0051,0.197,"No","ab","ab"
"North Camano","Point Defiance Ferry",-2.79048323544834,0.0053,0.1974,"No","ab","ab"
"Eagle Harbor Dr","Maristone Island",2.79135290578423,0.0052,0.1997,"No","a","ab"
"Blair Waterway Two","Maple Hollow Park",-2.66506825857426,0.0077,0.1999,"No","ab","ab"
"Gig Harbor Boat Launch","Oak Bay County Park",-2.80028128051663,0.0051,0.1999,"No","ab","ab"
"Point Defiance Ferry","Reach Island",2.66702786758792,0.0077,0.2007,"No","ab","ab"
"Point Defiance Ferry","Tulalip Reservation",2.66702786758792,0.0077,0.2026,"No","ab","ab"
"Elliot Bay Myrtle Edwards","Gig Harbor Boat Launch",2.69768570511977,0.007,0.2028,"No","ab","ab"
"Eagle Harbor Dr","Penn Cove Reference",2.75912949122982,0.0058,0.2033,"No","a","ab"
"Browns Point Lighthouse","North Camano",2.66898747660157,0.0076,0.2035,"No","ab","ab"
"Browns Point Lighthouse","Penrose Point State Park",2.76304870925714,0.0057,0.2035,"No","ab","ab"
"Browns Point Lighthouse","Kingston Marina",2.72581613799764,0.0064,0.2038,"No","ab","ab"
"Chambers Bay Park","Maple Hollow Park",-2.65527021350597,0.0079,0.2038,"No","ab","ab"
"Mukilteo","Point Defiance Ferry",-2.67486630364255,0.0075,0.204,"No","ab","ab"
"Browns Point Lighthouse","Madrona Pont",2.74933144616153,0.006,0.2042,"No","ab","ab"
"Commencement Bay Skookum","Point Defiance Ferry",-2.67094708561523,0.0076,0.2043,"No","ab","ab"
"Eastsound, Fishing Bay","Point Defiance Ferry",-2.69838161180644,0.007,0.2046,"No","ab","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Reach Island",2.6768259126562,0.0074,0.2048,"No","ab","ab"
"Eagle Harbor Dr","Salmon Beach",2.71209887490204,0.0067,0.2052,"No","a","ab"
"Eastsound, Fishing Bay","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.70817965687472,0.0068,0.2053,"No","ab","ab"
"Chambers Bay Park","Seattle Aquarium, Pier 59",-2.70426043884741,0.0068,0.2054,"No","ab","ab"
"Penrose Point State Park","Seattle Aquarium, Pier 59",-2.649391386465,0.0081,0.2055,"No","ab","ab"
"Edmonds Ferry","Suquamish Stormwater Outfall",2.70034122082009,0.0069,0.2056,"No","a","ab"
"Edmonds Ferry","Kitsap St Boat Launch",2.72581613799764,0.0064,0.2062,"No","a","ab"
"Des Moines Marina","Point Defiance Ferry",-2.71797770194301,0.0066,0.2063,"No","ab","ab"
"Blair Waterway Two","Seattle Aquarium, Pier 59",-2.7140584839157,0.0066,0.2063,"No","ab","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Mukilteo",2.68466434871083,0.0073,0.2064,"No","ab","ab"
"Commencement Bay Skookum","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.68074513068352,0.0073,0.2067,"No","ab","ab"
"Gig Harbor Boat Launch","Raft Island Park",-2.74933144616153,0.006,0.2068,"No","ab","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Tulalip Reservation",2.6768259126562,0.0074,0.207,"No","ab","ab"
"Des Moines Marina","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.7277757470113,0.0064,0.2075,"No","ab","ab"
"Elliot Bay Myrtle Edwards","Lions Park",2.68529204950666,0.0072,0.2082,"No","ab","b"
"Aiston Preserve","Edmonds Ferry",-2.72973535602496,0.0063,0.2088,"No","ab","a"
"Lions Park","Raft Island Park",-2.73757379207959,0.0062,0.209,"No","b","ab"
"Edmonds Ferry","West Bay Park",2.73169496503862,0.0063,0.2101,"No","a","ab"
"Madrona Pont","Seattle Aquarium, Pier 59",-2.6356741233694,0.0084,0.212,"No","ab","ab"
"Kingston Marina","Seattle Aquarium, Pier 59",-2.61215881520551,0.009,0.225,"No","ab","ab"
"Eagle Harbor Dr","Skiff Point",2.59452233408259,0.0095,0.2305,"No","a","ab"
"Maple Hollow Park","Penrose Point State Park",2.60040116112356,0.0093,0.2307,"No","ab","ab"
"Browns Point Lighthouse","Des Moines Marina",2.59648194309624,0.0094,0.2313,"No","ab","ab"
"Madrona Pont","Maple Hollow Park",-2.58668389802796,0.0097,0.2337,"No","ab","ab"
"Browns Point Lighthouse","Eastsound, Fishing Bay",2.57688585295967,0.01,0.2383,"No","ab","ab"
"Browns Point Lighthouse","Reach Island",2.54553210874115,0.0109,0.2416,"No","ab","ab"
"Lions Park","Three Tree Point",-2.53965328170018,0.0111,0.2417,"No","b","ab"
"Eagle Harbor Dr","Eld Inlet",2.54161289071383,0.011,0.2423,"No","a","ab"
"Browns Point Lighthouse","Commencement Bay Skookum",2.54945132676846,0.0108,0.2428,"No","ab","ab"
"Blair Waterway Two","Meyer's Point, Henderson Inlet",-2.56708780789138,0.0103,0.243,"No","ab","ab"
"Gig Harbor Boat Launch","Three Tree Point",-2.55141093578212,0.0107,0.2435,"No","ab","ab"
"Kingston Marina","Maple Hollow Park",-2.56316858986407,0.0104,0.2436,"No","ab","ab"
"Browns Point Lighthouse","Tulalip Reservation",2.54553210874115,0.0109,0.2436,"No","ab","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Shilshole Bay",2.5337744546592,0.0113,0.2438,"No","ab","ab"
"Browns Point Lighthouse","Mukilteo",2.55337054479578,0.0107,0.2442,"No","ab","ab"
"North Camano","Seattle Aquarium, Pier 59",-2.55533015380944,0.0106,0.2449,"No","ab","ab"
"Chambers Bay Park","Meyer's Point, Henderson Inlet",-2.55728976282309,0.0105,0.2456,"No","ab","ab"
"Point Defiance Ferry","Shilshole Bay",2.52397640959092,0.0116,0.2487,"No","ab","ab"
"Arroyo Beach","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.51515136217164,0.0119,0.253,"No","ab","ab"
"Edmonds Ferry","Penn Cove Reference",2.49850149241337,0.0125,0.2533,"No","a","ab"
"Eagle Harbor Dr","Rocky Point",2.50046110142703,0.0124,0.2538,"No","a","ab"
"Meyer's Point, Henderson Inlet","Penrose Point State Park",2.50242071044068,0.0123,0.2543,"No","ab","ab"
"Arroyo Beach","Point Defiance Ferry",-2.50441814156493,0.0123,0.2548,"No","ab","ab"
"Edmonds Ferry","Maristone Island",2.50584923764583,0.0122,0.2558,"No","a","ab"
"Madrona Pont","Meyer's Point, Henderson Inlet",-2.48870344734508,0.0128,0.2565,"No","ab","ab"
"Chuckanut, Clark's Point","Eagle Harbor Dr",-2.49066305635874,0.0128,0.257,"No","ab","a"
"Maple Hollow Park","North Camano",2.506339928468,0.0122,0.2574,"No","ab","ab"
"Des Moines Marina","Seattle Aquarium, Pier 59",-2.48282462030411,0.013,0.2589,"No","ab","ab"
"Commencement Bay, Dick Gilmur Launch","Gig Harbor Boat Launch",2.38288456060757,0.0172,0.2621,"No","ab","ab"
"Commencement Bay, Milwaukee Waterway","Madrona Pont",2.38082124327799,0.0173,0.2621,"No","ab","ab"
"Point Defiance Ferry","Purdy, Burley Lagoon",2.39464221468952,0.0166,0.2628,"No","ab","ab"
"Maple Hollow Park","Reach Island",2.38288456060757,0.0172,0.2636,"No","ab","ab"
"Commencement Bay, Milwaukee Waterway","Penrose Point State Park",2.39528050815994,0.0166,0.2639,"No","ab","ab"
"Maple Hollow Park","Mukilteo",2.3907229966622,0.0168,0.2641,"No","ab","ab"
"Locust Beach","Point Defiance Ferry",-2.39660182370318,0.0165,0.2645,"No","ab","ab"
"Commencement Bay, Dick Gilmur Launch","Lions Park",2.37112690652563,0.0177,0.2646,"No","ab","b"
"Gig Harbor Boat Launch","Smith Cove, Terminal 91",-2.42991517693535,0.0151,0.2649,"No","ab","ab"
"Maple Hollow Park","Tulalip Reservation",2.38288456060757,0.0172,0.2651,"No","ab","ab"
"Lions Park","Rich Passage",-2.38484416962123,0.0171,0.2652,"No","b","ab"
"Commencement Bay Skookum","Maple Hollow Park",-2.38680377863489,0.017,0.2653,"No","ab","ab"
"Eastsound, Fishing Bay","Seattle Aquarium, Pier 59",-2.46322853016753,0.0138,0.2656,"No","ab","ab"
"Arroyo Beach","Browns Point Lighthouse",-2.37132620604177,0.0177,0.266,"No","ab","ab"
"Broad Spit ","Eagle Harbor Dr",-2.42599595890804,0.0153,0.266,"No","ab","a"
"Gig Harbor Boat Launch","Rich Passage",-2.39660182370318,0.0165,0.266,"No","ab","ab"
"Gig Harbor Boat Launch","Jamestown",-2.37275730212266,0.0177,0.2664,"No","ab","ab"
"Browns Point Lighthouse","Shilshole Bay",2.40248065074415,0.0163,0.2666,"No","ab","ab"
"Eagle Harbor Dr","South of Skunk Island",2.42991517693535,0.0151,0.2666,"No","a","ab"
"Discovery Bay","Eagle Harbor Dr",-2.45930931214022,0.0139,0.2667,"No","ab","a"
"Lions Park","Smith Cove, Terminal 91",-2.41815752285341,0.0156,0.2667,"No","b","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Purdy, Burley Lagoon",2.40444025975781,0.0162,0.2668,"No","ab","ab"
"Chimacum Creek delta","Point Defiance Ferry",-2.43187478594901,0.015,0.2669,"No","ab","ab"
"Edmonds Ferry","Salmon Beach",2.45147087608559,0.0142,0.2669,"No","a","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Locust Beach",2.40639986877146,0.0161,0.267,"No","ab","ab"
"Lions Park","Port Angeles Yacht Club",-2.41998347279217,0.0155,0.267,"No","b","ab"
"Eagle Harbor Dr","Purdy, Dexters",2.4691073572085,0.0135,0.267,"No","a","ab"
"Filucy Bay","Gig Harbor Boat Launch",2.42207674088072,0.0154,0.2672,"No","ab","ab"
"Meyer's Point, Henderson Inlet","North Camano",2.40835947778512,0.016,0.2672,"No","ab","ab"
"Blair Waterway Two","Commencement Bay, Milwaukee Waterway",-2.46344561403204,0.0138,0.2674,"No","ab","ab"
"Filucy Bay","Lions Park",2.41031908679878,0.0159,0.2674,"No","ab","b"
"Eagle Harbor Dr","Williams Olson Park",2.39660182370318,0.0165,0.2676,"No","a","ab"
"Lions Park","Squaxin Island",-2.39856143271683,0.0165,0.2678,"No","b","ab"
"Eagle Harbor Dr","Thea Foss Waterway",2.45270444583401,0.0142,0.2678,"No","a","ab"
"Eastsound, Fishing Bay","Maple Hollow Park",-2.41423830482609,0.0158,0.2679,"No","ab","ab"
"Kingston Marina","Meyer's Point, Henderson Inlet",-2.46518813918119,0.0137,0.268,"No","ab","ab"
"Des Moines Marina","Meyer's Point, Henderson Inlet",-2.33585394427979,0.0195,0.2687,"No","ab","ab"
"Reach Island","Seattle Aquarium, Pier 59",-2.43187478594901,0.015,0.2687,"No","ab","ab"
"Edmonds Ferry","Skiff Point",2.33389433526613,0.0196,0.2687,"No","a","ab"
"Gig Harbor Boat Launch","Minter Bay",-2.363288470471,0.0181,0.2688,"No","ab","ab"
"Gig Harbor Boat Launch","Squaxin Island",-2.41031908679878,0.0159,0.2691,"No","ab","ab"
"Lions Park","Tulalip Bay",-2.33697990010031,0.0194,0.2693,"No","b","ab"
"Chambers Bay Park","Commencement Bay, Milwaukee Waterway",-2.45311756768778,0.0142,0.2694,"No","ab","ab"
"Eagle Harbor Dr","Friday Harbor",2.3403353016085,0.0193,0.2696,"No","a","ab"
"Jamestown","Lions Park",2.35987743739461,0.0183,0.2698,"No","ab","b"
"Gig Harbor Boat Launch","Tulalip Bay",-2.34985976482835,0.0188,0.2698,"No","ab","ab"
"Aiston Preserve","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.35153081638905,0.0187,0.27,"No","ab","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Kitsap St Boat Launch",2.34761159836174,0.0189,0.27,"No","ab","ab"
"Kitsap St Boat Launch","Point Defiance Ferry",-2.33781355329345,0.0194,0.2701,"No","ab","ab"
"Gig Harbor Boat Launch","Hood Canal Holly",-2.34127318834299,0.0192,0.2704,"No","ab","ab"
"Seattle Aquarium, Pier 59","Tulalip Reservation",2.43187478594901,0.015,0.2705,"No","ab","ab"
"Commencement Bay, Milwaukee Waterway","Kingston Marina",2.35603393205177,0.0185,0.2711,"No","ab","ab"
"Hood Canal Holly","Lions Park",2.32839332361494,0.0199,0.2713,"No","ab","b"
"Aiston Preserve","Point Defiance Ferry",-2.34173277132076,0.0192,0.2714,"No","ab","ab"
"Point Defiance Ferry","West Bay Park",2.34369238033442,0.0191,0.2714,"No","ab","ab"
"Lions Park","Minter Bay",-2.35153081638905,0.0187,0.2715,"No","b","ab"
"Gig Harbor Boat Launch","Port Angeles Yacht Club",-2.43286333752022,0.015,0.2715,"No","ab","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","West Bay Park",2.35349042540271,0.0186,0.2715,"No","ab","ab"
"Mukilteo","Seattle Aquarium, Pier 59",-2.43971322200364,0.0147,0.2719,"No","ab","ab"
"Chimacum Creek delta","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.4416728310173,0.0146,0.2723,"No","ab","ab"
"Des Moines Marina","Maple Hollow Park",-2.43383439496267,0.0149,0.2727,"No","ab","ab"
"Commencement Bay Skookum","Seattle Aquarium, Pier 59",-2.43579400397633,0.0149,0.273,"No","ab","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Suquamish Stormwater Outfall",2.32213668118419,0.0202,0.2745,"No","ab","ab"
"Cherry Point Aquatic Reserve, Conoco Phillips","Gig Harbor Boat Launch",2.31625785414322,0.0205,0.2761,"No","ab","ab"
"Browns Point Lighthouse","Chimacum Creek delta",2.31037902710224,0.0209,0.2763,"No","ab","ab"
"Eastsound, Fishing Bay","Meyer's Point, Henderson Inlet",-2.31625785414322,0.0205,0.2774,"No","ab","ab"
"Eagle Harbor Dr","Hood Canal Holly",2.31050462260376,0.0209,0.2776,"No","a","ab"
"Point Defiance Ferry","Suquamish Stormwater Outfall",2.3123386361159,0.0208,0.2776,"No","ab","ab"
"Cherry Point Aquatic Reserve, Conoco Phillips","Lions Park",2.30450020006127,0.0212,0.2793,"No","ab","b"
"Eagle Harbor Dr","Tulalip Bay",2.3019180461184,0.0213,0.2798,"No","a","ab"
"Commencement Bay, Milwaukee Waterway","North Camano",2.29613126325508,0.0217,0.2827,"No","ab","ab"
"Meyer's Point, Henderson Inlet","Mukilteo",2.29274254597933,0.0219,0.2839,"No","ab","ab"
"Commencement Bay Skookum","Meyer's Point, Henderson Inlet",-2.28882332795201,0.0221,0.2841,"No","ab","ab"
"Meyer's Point, Henderson Inlet","Reach Island",2.2849041099247,0.0223,0.2843,"No","ab","ab"
"Seattle Aquarium, Pier 59","Shilshole Bay",2.28882332795201,0.0221,0.2855,"No","ab","ab"
"Meyer's Point, Henderson Inlet","Tulalip Reservation",2.2849041099247,0.0223,0.2857,"No","ab","ab"
"Edmonds Ferry","Eld Inlet",2.28098489189738,0.0225,0.2859,"No","a","ab"
"Eagle Harbor Dr","Jamestown",2.27902050882409,0.0227,0.2861,"No","a","ab"
"Browns Point Lighthouse","Locust Beach",2.27510606485641,0.0229,0.2877,"No","ab","ab"
"Browns Point Lighthouse","Purdy, Burley Lagoon",2.27314645584275,0.023,0.2878,"No","ab","ab"
"Blair Waterway","Eagle Harbor Dr",-2.26726762880178,0.0234,0.2896,"No","ab","a"
"Eagle Harbor Dr","Kopachuck State Park",2.26530801978812,0.0235,0.2898,"No","a","ab"
"Eagle Harbor Dr","Edmonds Marina",2.26726762880178,0.0234,0.2909,"No","a","ab"
"Brackenwood Lane","Gig Harbor Boat Launch",2.25746958373349,0.024,0.2944,"No","ab","ab"
"Brackenwood Lane","Lions Park",2.24571192965154,0.0247,0.3008,"No","ab","b"
"Arroyo Beach","Seattle Aquarium, Pier 59",-2.24682084700397,0.0247,0.3013,"No","ab","ab"
"Edmonds Ferry","Rocky Point",2.23983310261057,0.0251,0.3027,"No","a","ab"
"Blair Waterway Two","N Avenue Park",-2.23787349359691,0.0252,0.3029,"No","ab","ab"
"Maple Hollow Park","Shilshole Bay",2.23983310261057,0.0251,0.304,"No","ab","ab"
"Chuckanut, Clark's Point","Edmonds Ferry",-2.23003505754228,0.0257,0.3077,"No","ab","a"
"Chambers Bay Park","N Avenue Park",-2.22807544852863,0.0259,0.3079,"No","ab","ab"
"Eagle Harbor Dr","Port Angeles Yacht Club",2.21891447342653,0.0265,0.3084,"No","a","ab"
"Commencement Bay, Milwaukee Waterway","Des Moines Marina",2.21970372030759,0.0264,0.3091,"No","ab","ab"
"Browns Point Lighthouse","Kitsap St Boat Launch",2.21631779444668,0.0267,0.3092,"No","ab","ab"
"Eagle Harbor Dr","Elliott Bay, Harbor Island, Pier 17",2.22219662148765,0.0263,0.3098,"No","a","ab"
"Aiston Preserve","Browns Point Lighthouse",-2.220237012474,0.0264,0.3101,"No","ab","ab"
"Browns Point Lighthouse","West Bay Park",2.22219662148765,0.0263,0.3112,"No","ab","ab"
"Edmonds Ferry","Purdy, Dexters",2.20847935839205,0.0272,0.3141,"No","a","ab"
"Discovery Bay","Edmonds Ferry",-2.19868131332376,0.0279,0.3193,"No","ab","a"
"Chimacum Creek delta","Seattle Aquarium, Pier 59",-2.19672170431011,0.028,0.3196,"No","ab","ab"
"Commencement Bay, Milwaukee Waterway","Eastsound, Fishing Bay",2.19904762761907,0.0279,0.3204,"No","ab","ab"
"Arroyo Beach","Maple Hollow Park",-2.19315474397043,0.0283,0.3211,"No","ab","ab"
"Browns Point Lighthouse","Suquamish Stormwater Outfall",2.19084287726913,0.0285,0.3217,"No","ab","ab"
"Madrona Pont","N Avenue Park",-2.15948913305061,0.0308,0.3264,"No","ab","ab"
"Donkey Creek Delta","Gig Harbor Boat Launch",2.15752952403695,0.031,0.3267,"No","ab","ab"
"Gig Harbor Boat Launch","Salmon Bay, Commodore Park",-2.1830044412145,0.029,0.3268,"No","ab","ab"
"Purdy, Burley Lagoon","Seattle Aquarium, Pier 59",-2.15948913305061,0.0308,0.3277,"No","ab","ab"
"Broad Spit ","Edmonds Ferry",-2.16536796009159,0.0304,0.328,"No","ab","a"
"Edmonds Ferry","Thea Foss Waterway",2.17797841307679,0.0294,0.3282,"No","a","ab"
"Everett Harbor","Gig Harbor Boat Launch",2.16144874206427,0.0307,0.3286,"No","ab","ab"
"Eagle Harbor Dr","Manchester, Stormwater Outfall",2.17908522318719,0.0293,0.3287,"No","a","ab"
"Edmonds Ferry","South of Skunk Island",2.1692871781189,0.0301,0.3287,"No","a","ab"
"Commencement Bay, Milwaukee Waterway","Reach Island",2.16599787931745,0.0303,0.3288,"No","ab","ab"
"Eagle Harbor Dr","Silverdale, Dyes Inlet",2.15948913305061,0.0308,0.3289,"No","a","ab"
"Commencement Bay Skookum","Commencement Bay, Milwaukee Waterway",-2.17012909785516,0.03,0.3294,"No","ab","ab"
"N Avenue Park","Penrose Point State Park",2.17320639614622,0.0298,0.3295,"No","ab","ab"
"Lions Park","Salmon Bay, Commodore Park",-2.17124678713256,0.0299,0.3298,"No","b","ab"
"Locust Beach","Seattle Aquarium, Pier 59",-2.16144874206427,0.0307,0.3299,"No","ab","ab"
"Donkey Creek Delta","Lions Park",2.14577186995501,0.0319,0.33,"No","ab","b"
"Commencement Bay, Milwaukee Waterway","Mukilteo",2.17426031639286,0.0297,0.33,"No","ab","ab"
"Commencement Bay, Milwaukee Waterway","Tulalip Reservation",2.16599787931745,0.0303,0.3301,"No","ab","ab"
"Blair Waterway Two","Oak Bay County Park",-2.15165069699598,0.0314,0.3303,"No","ab","ab"
"Everett Harbor","Lions Park",2.14969108798232,0.0316,0.3306,"No","ab","b"
"Chambers Bay Park","Oak Bay County Park",-2.14185265192769,0.0322,0.3307,"No","ab","ab"
"Chimacum Creek delta","Maple Hollow Park",-2.14773147896867,0.0317,0.331,"No","ab","ab"
"Gig Harbor Boat Launch","Miller Creek",-2.14577186995501,0.0319,0.3313,"No","ab","ab"
"Friday Harbor","Gig Harbor Boat Launch",2.13583998399222,0.0327,0.332,"No","ab","ab"
"Meyer's Point, Henderson Inlet","Shilshole Bay",2.14185265192769,0.0322,0.332,"No","ab","ab"
"Lions Park","Miller Creek",-2.13401421587306,0.0328,0.3322,"No","b","ab"
"Kingston Marina","N Avenue Park",-2.13597382488672,0.0327,0.3331,"No","ab","ab"
"Edmonds Ferry","Williams Olson Park",2.13597382488672,0.0327,0.3344,"No","a","ab"
"Cap Sante","Gig Harbor Boat Launch",2.12617577981843,0.0335,0.3375,"No","ab","ab"
