"analyte","p.value","correlation"
"a113",0.110047764066159,-0.187301916597298
"a114",0.220179409534631,-0.144234471870094
"a115",0.0965423411613656,-0.19464767058103
"a116",0.875498728467041,0.0185272948259049
"a117",0.980717248305548,0.00285832765899252
"a118",0.607393438379071,-0.0607061402808826
"a119",0.685953264468853,-0.0477918308578698
"a120",0.105152815041744,-0.189878854486752
"a121",0.88567736857099,-0.0170018660752509
"a122",0.566072906217397,-0.067785314482947
"a123",0.802962284875428,-0.0295014958378917
"a124",0.2923936877167,-0.124033648414831
"a125",0.00660415305190998,0.313097953568709
"a126",0.750047715507,-0.0376617991544973
"a127",0.802283910582431,0.0296051657529847
"a128",0.998201438721927,0.000266579781667696
"a129",0.922282907099781,-0.0115369805510631
"a130",0.107691277333708,-0.188531145590543
"a131",0.744347979454352,0.0385506838826772
