"Group1","Group2","Diff","Lower","Upper","P.adj","Significant","Group1_CLD","Group2_CLD"
"Discovery Bay","Arroyo Beach","-1.68837580833336","-8.2808622272278","4.90411061056108","1","No","abcdef","abcde"
"Donkey Creek Delta","Arroyo Beach","-3.01693382133336","-9.6094202402278","3.57555259756108","0.999985031402781","No","abcdefg","abcde"
"Eagle Harbor Dr","Arroyo Beach","0.498209255166616","-6.09427716372782","7.09069567406106","1","No","abcde","abcde"
"Eastsound, Fishing Bay","Arroyo Beach","-8.96776658858338","-15.5602530074778","-2.37528016968894","6.40230265790409e-05","No","g","abcde"
"Edmonds Ferry","Arroyo Beach","-3.98567403933335","-10.5781604582278","2.60681237956109","0.979899967719458","No","abcfg","abcde"
"Edmonds Marina","Arroyo Beach","-2.32497652283335","-8.91746294172779","4.26750989606109","0.999999999522792","No","abcdefg","abcde"
"Eld Inlet","Arroyo Beach","-3.59817795233337","-10.1906643712278","2.99430846656107","0.997682156862066","No","abcefg","abcde"
"Elliot Bay Myrtle Edwards","Arroyo Beach","-1.01856114333334","-7.20286158245422","5.16573929578754","1","No","abcdef","abcde"
"Elliott Bay, Harbor Island, Pier 17","Arroyo Beach","-0.304461211583353","-6.89694763047779","6.28802520731109","1","No","abcdef","abcde"
"Everett Harbor","Arroyo Beach","-2.07587189533336","-8.6683583142278","4.51661452356108","1","No","abcdefg","abcde"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Arroyo Beach","-2.38033310658336","-8.9728195254778","4.21215331231108","0.999999998615638","No","abcdefg","abcde"
"Filucy Bay","Arroyo Beach","-0.304461211083359","-6.8969476299778","6.28802520781108","1","No","abcdef","abcde"
"Friday Harbor","Arroyo Beach","-2.65711602613336","-8.84141646525424","3.52718441298752","0.999998347266191","No","abcdefg","abcde"
"Gig Harbor Boat Launch","Arroyo Beach","2.10355018841668","-4.48893623047776","8.69603660731112","1","No","abde","abcde"
"Hood Canal Holly","Arroyo Beach","-4.28090915350002","-10.1774082628569","1.61558995585683","0.749803670203441","No","bcfg","abcde"
"Jamestown","Arroyo Beach","-6.56898128716667","-12.4654803965235","-0.67248217780982","0.00801748432221971","Yes","fg","abcde"
"Kingston Marina","Arroyo Beach","-1.30087972108336","-7.8933661399778","5.29160669781108","1","No","abcdef","abcde"
"Kitsap St Boat Launch","Arroyo Beach","-0.830348758083361","-7.4228351769778","5.76213766081108","1","No","abcdef","abcde"
"Kopachuck State Park","Arroyo Beach","-2.04819360358336","-8.6406800224778","4.54429281531108","1","No","abcdefg","abcde"
"Lions Park","Arroyo Beach","-2.65711602633336","-9.2496024452278","3.93537039256108","0.999999855472864","No","abcdefg","abcde"
"Locust Beach","Arroyo Beach","-4.04103062333336","-10.6335170422278","2.55145579556107","0.974226014798579","No","abcfg","abcde"
"Madrona Pont","Arroyo Beach","-1.43927118083336","-8.0317575997278","5.15321523806108","1","No","abcdef","abcde"
"Manchester, Stormwater Outfall","Arroyo Beach","-5.84011959933337","-12.4326060182278","0.752366819561066","0.217453018401644","No","cfg","abcde"
"Maple Hollow Park","Arroyo Beach","-2.10355018733336","-8.6960366062278","4.48893623156108","1","No","abcdefg","abcde"
"Maristone Island","Arroyo Beach","-3.78269989833337","-9.67919900769021","2.11379921102348","0.945424235727662","No","abcfg","abcde"
"Meyer's Point, Henderson Inlet","Arroyo Beach","-1.79908897608335","-8.39157539497779","4.79339744281109","1","No","abcdefg","abcde"
"Miller Creek","Arroyo Beach","-1.07945338583335","-7.67193980472779","5.51303303306109","1","No","abcdef","abcde"
"Minter Bay","Arroyo Beach","1.05177509441665","-5.54071132447779","7.64426151331109","1","No","abcde","abcde"
"Mukilteo","Arroyo Beach","-1.74373239208336","-8.3362188109778","4.84875402681108","1","No","abcdef","abcde"
"N Avenue Park","Arroyo Beach","-1.05177509383336","-7.6442615127278","5.54071132506108","1","No","abcdef","abcde"
"North Camano","Arroyo Beach","-2.26961993933336","-8.8621063582278","4.32286647956108","0.999999999843628","No","abcdefg","abcde"
"Oak Bay County Park","Arroyo Beach","-2.13122847933336","-8.7237148982278","4.46125793956108","1","No","abcdefg","abcde"
"Penn Cove Reference","Arroyo Beach","-5.84011959933336","-12.4326060182278","0.752366819561074","0.217453018401647","No","cfg","abcde"
"Penrose Point State Park","Arroyo Beach","-0.276782919583363","-6.8692693384778","6.31570349931108","1","No","abcdef","abcde"
"Point Defiance Ferry","Arroyo Beach","-0.691957298583359","-7.2844437174778","5.90052912031108","1","No","abcdef","abcde"
"Port Angeles Yacht Club","Arroyo Beach","-1.53153215400003","-7.42803126335688","4.36496695535682","1","No","abcdef","abcde"
"Purdy, Burley Lagoon","Arroyo Beach","0.996418508916648","-5.59606790997779","7.58890492781109","1","No","abcde","abcde"
"Purdy, Dexters","Arroyo Beach","-0.581244130583356","-7.1737305494778","6.01124228831108","1","No","abcdef","abcde"
"Raft Island Park","Arroyo Beach","-4.78834450533335","-11.3808309242278","1.80414191356109","0.748744759957831","No","bcfg","abcde"
"Reach Island","Arroyo Beach","-2.21426335533336","-8.8067497742278","4.37822306356108","0.999999999951461","No","abcdefg","abcde"
"Rich Passage","Arroyo Beach","-1.32855801333335","-7.92104443222779","5.26392840556108","1","No","abcdef","abcde"
"Rocky Point","Arroyo Beach","-4.01335233108336","-10.6058387499778","2.57913408781108","0.977200889527122","No","abcfg","abcde"
"Salmon Bay, Commodore Park","Arroyo Beach","-3.59817795233336","-10.1906643712278","2.99430846656108","0.997682156862067","No","abcefg","abcde"
"Salmon Beach","Arroyo Beach","-0.138391459583354","-6.73087787847779","6.45409495931109","1","No","abcdef","abcde"
"Seattle Aquarium, Pier 59","Arroyo Beach","-0.608922422333356","-7.2014088412278","5.98356399656108","1","No","abcdef","abcde"
"Shilshole Bay","Arroyo Beach","-6.94725127733335","-13.5397376962278","-0.35476485843891","0.0219214789512543","Yes","fg","abcde"
"Silverdale, Dyes Inlet","Arroyo Beach","-4.04103062308336","-10.6335170419778","2.55145579581108","0.974226014826746","No","abcfg","abcde"
"Skiff Point","Arroyo Beach","-6.89189469308336","-13.4843811119778","-0.299408274188924","0.0250525513771143","Yes","fg","abcde"
"Smith Cove, Terminal 91","Arroyo Beach","-2.87854236158336","-9.4710287804778","3.71394405731108","0.999997040345495","No","abcdefg","abcde"
"South of Skunk Island","Arroyo Beach","-1.85444555983336","-8.4469319787278","4.73804085906108","1","No","abcdefg","abcde"
"Squaxin Island","Arroyo Beach","-0.304461211333358","-6.8969476302278","6.28802520756108","1","No","abcdef","abcde"
"Suquamish, Stormwater Outfall","Arroyo Beach","3.34907332441664","-3.2434130944778","9.94155974331108","0.999636340067202","No","de","abcde"
"Thea Foss Waterway","Arroyo Beach","0.59785110586664","-5.58644933325424","6.78215154498752","1","No","abcde","abcde"
"Three Tree Point","Arroyo Beach","-1.27320142933336","-7.8656878482278","5.31928498956108","1","No","abcdef","abcde"
"Tulalip Bay","Arroyo Beach","0.092260973166642","-5.80423813619021","5.98876008252349","1","No","abcde","abcde"
"Tulalip Reservation","Arroyo Beach","-1.90980214383336","-8.5022885627278","4.68268427506108","1","No","abcdefg","abcde"
"West Bay Park","Arroyo Beach","-2.15890677108336","-8.7513931899778","4.43357964781108","0.999999999985842","No","abcdefg","abcde"
"Williams Olson Park","Arroyo Beach","-4.40084841858336","-10.9933348374778","2.19163800031108","0.903520217209131","No","abcfg","abcde"
"Blair Waterway Two","Blair Waterway","0.415174378749987","-6.80653266459989","7.63688142209986","1","No","abcdef","abcdef"
"Brackenwood Lane","Blair Waterway","-3.70889112050004","-10.9305981638499","3.51281592284983","0.999509592122554","No","abcfg","abcdef"
"Broad Spit","Blair Waterway","-4.80679670091661","-12.6071318255526","2.99353842371942","0.971719659888192","No","abcdefg","abcdef"
"Broad Spit","Blair Waterway","-1.07945338625001","-12.497974811983","10.339068039483","1","No","abcdefg","abcdef"
"Browns Point Lighthouse","Blair Waterway","0.221426335249997","-7.00028070809988","7.44313337859987","1","No","abcdef","abcdef"
"Cap Sante","Blair Waterway","-1.07945338625","-8.30116042959988","6.14225365709987","1","No","abcdefg","abcdef"
"Chambers Bay Park","Blair Waterway","4.81602279725001","-2.40568424609987","12.0377298405999","0.90481284124314","No","d","abcdef"
"Cherry Point Aquatic Reserve, Conoco Phillips","Blair Waterway","0.664279005999978","-6.5574280373499","7.88598604934985","1","No","abcdef","abcdef"
"Chimacum Creek delta","Blair Waterway","1.43927118050002","-5.78243586284985","8.66097822384989","1","No","abcde","abcdef"
"Chuckanut, Clark's Point","Blair Waterway","-2.46336798299999","-9.68507502634987","4.75833906034988","0.99999999989876","No","abcefg","abcdef"
"Commencement Bay Skookum","Blair Waterway","-1.85444556025001","-9.07615260359988","5.36726148309987","1","No","abcdefg","abcdef"
"Commencement Bay, Dick Gilmur Launch","Blair Waterway","-0.138391459999997","-7.36009850334987","7.08331558334988","1","No","abcdef","abcdef"
"Commencement Bay, Milwaukee Waterway","Blair Waterway","-0.393031746049991","-7.24414460148977","6.45808110938979","1","No","abcdef","abcdef"
"Des Moines Marina","Blair Waterway","3.45978649325","-3.76192055009988","10.6814935365999","0.999934866355756","No","ade","abcdef"
"Discovery Bay","Blair Waterway","-0.996418510250001","-8.21812555359987","6.22528853309987","1","No","abcdef","abcdef"
"Donkey Creek Delta","Blair Waterway","-2.32497652325","-9.54668356659987","4.89673052009987","1","No","abcdefg","abcdef"
"Eagle Harbor Dr","Blair Waterway","1.19016655324997","-6.0315404900999","8.41187359659984","1","No","abcde","abcdef"
"Eastsound, Fishing Bay","Blair Waterway","-8.27580929050003","-15.4975163338499","-1.05410224715015","0.0045577636859716","Yes","g","abcdef"
"Edmonds Ferry","Blair Waterway","-3.29371674124999","-10.5154237845999","3.92799030209988","0.999986631337888","No","abcfg","abcdef"
"Edmonds Marina","Blair Waterway","-1.63301922475","-8.85472626809987","5.58868781859988","1","No","abcdefg","abcdef"
"Eld Inlet","Blair Waterway","-2.90622065425001","-10.1279276975999","4.31548638909986","0.999999864095639","No","abcefg","abcdef"
"Elliot Bay Myrtle Edwards","Blair Waterway","-0.326603845249986","-7.17771670068977","6.5245090101898","1","No","abcdef","abcdef"
"Elliott Bay, Harbor Island, Pier 17","Blair Waterway","0.387496086500001","-6.83421095684987","7.60920312984987","1","No","abcdef","abcdef"
"Everett Harbor","Blair Waterway","-1.38391459725","-8.60562164059987","5.83779244609987","1","No","abcdefg","abcdef"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Blair Waterway","-1.6883758085","-8.91008285184988","5.53333123484987","1","No","abcdefg","abcdef"
"Filucy Bay","Blair Waterway","0.387496086999996","-6.83421095634988","7.60920313034987","1","No","abcdef","abcdef"
"Friday Harbor","Blair Waterway","-1.96515872805001","-8.81627158348979","4.88595412738977","1","No","abcdefg","abcdef"
"Gig Harbor Boat Launch","Blair Waterway","2.79550748650004","-4.42619955684984","10.0172145298499","0.999999972012181","No","abde","abcdef"
"Hood Canal Holly","Blair Waterway","-3.58895185541666","-10.1814382743111","3.00353456347778","0.997820350943699","No","bcfg","abcdef"
"Jamestown","Blair Waterway","-5.87702398908331","-12.4695104079778","0.715462429811126","0.204380004824402","No","fg","abcdef"
"Kingston Marina","Blair Waterway","-0.608922423000004","-7.83062946634988","6.61278462034987","1","No","abcdef","abcdef"
"Kitsap St Boat Launch","Blair Waterway","-0.138391460000006","-7.36009850334988","7.08331558334987","1","No","abcdef","abcdef"
"Kopachuck State Park","Blair Waterway","-1.35623630550001","-8.57794334884988","5.86547073784987","1","No","abcdefg","abcdef"
"Lions Park","Blair Waterway","-1.96515872825","-9.18686577159987","5.25654831509987","1","No","abcdefg","abcdef"
"Locust Beach","Blair Waterway","-3.34907332525001","-10.5707803685999","3.87263371809986","0.999976810611149","No","abcfg","abcdef"
"Madrona Pont","Blair Waterway","-0.747313882750001","-7.96902092609987","6.47439316059987","1","No","abcdef","abcdef"
"Manchester, Stormwater Outfall","Blair Waterway","-5.14816230125002","-12.3698693445999","2.07354474209985","0.790973971712103","No","cfg","abcdef"
"Maple Hollow Park","Blair Waterway","-1.41159288925","-8.63329993259988","5.81011415409987","1","No","abcdefg","abcdef"
"Maristone Island","Blair Waterway","-3.09074260025001","-9.68322901914445","3.50174381864443","0.999967027800806","No","abcfg","abcdef"
"Meyer's Point, Henderson Inlet","Blair Waterway","-1.107131678","-8.32883872134987","6.11457536534988","1","No","abcdefg","abcdef"
"Miller Creek","Blair Waterway","-0.387496087749998","-7.60920313109987","6.83421095559988","1","No","abcdef","abcdef"
"Minter Bay","Blair Waterway","1.74373239250001","-5.47797465084987","8.96543943584988","1","No","abcde","abcdef"
"Mukilteo","Blair Waterway","-1.051775094","-8.27348213734988","6.16993194934987","1","No","abcdef","abcdef"
"N Avenue Park","Blair Waterway","-0.359817795750005","-7.58152483909988","6.86188924759987","1","No","abcdef","abcdef"
"North Camano","Blair Waterway","-1.57766264125","-8.79936968459988","5.64404440209987","1","No","abcdefg","abcdef"
"Oak Bay County Park","Blair Waterway","-1.43927118125","-8.66097822459988","5.78243586209987","1","No","abcdefg","abcdef"
"Penn Cove Reference","Blair Waterway","-5.14816230125001","-12.3698693445999","2.07354474209986","0.790973971712107","No","cfg","abcdef"
"Penrose Point State Park","Blair Waterway","0.415174378499992","-6.80653266484988","7.63688142184987","1","No","abcdef","abcdef"
"Point Defiance Ferry","Blair Waterway","-5.00004482262284e-10","-7.22170704384988","7.22170704284987","1","No","abcdef","abcdef"
"Port Angeles Yacht Club","Blair Waterway","-0.839574855916673","-7.43206127481111","5.75291156297777","1","No","abcdef","abcdef"
"Purdy, Burley Lagoon","Blair Waterway","1.688375807","-5.53333123634987","8.91008285034988","1","No","abcde","abcdef"
"Purdy, Dexters","Blair Waterway","0.110713167499999","-7.11099387584987","7.33242021084987","1","No","abcdef","abcdef"
"Raft Island Park","Blair Waterway","-4.09638720725","-11.3180942505999","3.12531983609988","0.994415010793243","No","bcfg","abcdef"
"Reach Island","Blair Waterway","-1.52230605725","-8.74401310059988","5.69940098609987","1","No","abcdefg","abcdef"
"Rich Passage","Blair Waterway","-0.63660071525","-7.85830775859987","6.58510632809987","1","No","abcdef","abcdef"
"Rocky Point","Blair Waterway","-3.32139503300001","-10.5431020763499","3.90031201034986","0.999982340585835","No","abcfg","abcdef"
"Salmon Bay, Commodore Park","Blair Waterway","-2.90622065425","-10.1279276975999","4.31548638909987","0.999999864095639","No","abcefg","abcdef"
"Salmon Beach","Blair Waterway","0.553565838500001","-6.66814120484987","7.77527288184987","1","No","abcdef","abcdef"
"Seattle Aquarium, Pier 59","Blair Waterway","0.0830348757499992","-7.13867216759987","7.30474191909987","1","No","abcdef","abcdef"
"Shilshole Bay","Blair Waterway","-6.25529397925","-13.4770010225999","0.966413064099878","0.267979308294397","No","fg","abcdef"
"Silverdale, Dyes Inlet","Blair Waterway","-3.349073325","-10.5707803683499","3.87263371834987","0.999976810611205","No","abcfg","abcdef"
"Skiff Point","Blair Waterway","-6.19993739500001","-13.4216444383499","1.02176964834987","0.289525243508269","No","fg","abcdef"
"Smith Cove, Terminal 91","Blair Waterway","-2.18658506350001","-9.40829210684988","5.03512197984987","1","No","abcdefg","abcdef"
"South of Skunk Island","Blair Waterway","-1.16248826175","-8.38419530509988","6.05921878159987","1","No","abcdefg","abcdef"
"Squaxin Island","Blair Waterway","0.387496086749997","-6.83421095659988","7.60920313009987","1","No","abcdef","abcdef"
"Suquamish, Stormwater Outfall","Blair Waterway","4.0410306225","-3.18067642084988","11.2627376658499","0.995868721121951","No","de","abcdef"
"Thea Foss Waterway","Blair Waterway","1.28980840395","-5.56130445148979","8.14092125938978","1","No","abcde","abcdef"
"Three Tree Point","Blair Waterway","-0.581244131250003","-7.80295117459988","6.64046291209987","1","No","abcdef","abcdef"
"Tulalip Bay","Blair Waterway","0.784218271249997","-5.80826814764444","7.37670469014444","1","No","abcde","abcdef"
"Tulalip Reservation","Blair Waterway","-1.21784484575","-8.43955188909988","6.00386219759987","1","No","abcdefg","abcdef"
"West Bay Park","Blair Waterway","-1.466949473","-8.68865651634988","5.75475757034987","1","No","abcdefg","abcdef"
"Williams Olson Park","Blair Waterway","-3.7088911205","-10.9305981638499","3.51281592284987","0.999509592122554","No","abcfg","abcdef"
"Brackenwood Lane","Blair Waterway Two","-4.12406549925003","-11.3457725425999","3.09764154409985","0.993540098421339","No","abcfg","abcdef"
"Broad Spit","Blair Waterway Two","-5.2219710796666","-13.0223062043026","2.57836404496943","0.899814270288738","No","abcdefg","abcdef"
