"Comparison","Z","P.adjusted"
"Broad Spit (Fisherman's Point) - Chimacum Creek delta",1.57516580376613,1
"Browns Point Lighthouse - Chimacum Creek delta",0.236374187450403,1
"Cap Sante - Chimacum Creek delta",2.12280904565973,1
"Chambers Bay Park - Chimacum Creek delta",2.58422536027709,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Chimacum Creek delta",0.645559755641857,1
"Aiston Preserve - Chuckanut, Clark's Point",-1.8016083026682,1
"Arroyo Beach - Chuckanut, Clark's Point",-0.53349610925296,1
"Blair Waterway - Chuckanut, Clark's Point",-0.786589733028231,1
"Blair Waterway #2 - Chuckanut, Clark's Point",-0.512475129094151,1
"Brackenwood Ln - Chuckanut, Clark's Point",-0.800494096995902,1
"Broad Spit (Fisherman's Point) - Chuckanut, Clark's Point",-0.647546093351524,1
"Browns Point Lighthouse - Chuckanut, Clark's Point",-1.98633770966725,1
"Cap Sante - Chuckanut, Clark's Point",0.0649776953046293,1
"Chambers Bay Park - Chuckanut, Clark's Point",0.36151346315944,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Chuckanut, Clark's Point",-1.5771521414758,1
"Chimacum Creek delta - Chuckanut, Clark's Point",-2.22271189711765,1
"Aiston Preserve - Comm Bay Skookum",-1.51954834789545,1
"Arroyo Beach - Comm Bay Skookum",-0.236178811317637,1
"Blair Waterway - Comm Bay Skookum",-0.504529778255482,1
"Blair Waterway #2 - Comm Bay Skookum",-0.230415174321401,1
"Brackenwood Ln - Comm Bay Skookum",-0.518434142223153,1
"Broad Spit (Fisherman's Point) - Comm Bay Skookum",-0.365486138578774,1
"Browns Point Lighthouse - Comm Bay Skookum",-1.7042777548945,1
"Cap Sante - Comm Bay Skookum",0.326114470774178,1
"Chambers Bay Park - Comm Bay Skookum",0.643573417932189,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay Skookum",-1.29509218670305,1
"Chimacum Creek delta - Comm Bay Skookum",-1.9406519423449,1
"Chuckanut, Clark's Point - Comm Bay Skookum",0.28205995477275,1
"Aiston Preserve - Comm Bay, Dick Gilmur Launch",-1.96846067028025,1
"Arroyo Beach - Comm Bay, Dick Gilmur Launch",-0.709373947468222,1
"Blair Waterway - Comm Bay, Dick Gilmur Launch",-0.95344210064028,1
"Blair Waterway #2 - Comm Bay, Dick Gilmur Launch",-0.6793274967062,1
"Brackenwood Ln - Comm Bay, Dick Gilmur Launch",-0.967346464607951,1
"Broad Spit (Fisherman's Point) - Comm Bay, Dick Gilmur Launch",-0.814398460963573,1
"Browns Point Lighthouse - Comm Bay, Dick Gilmur Launch",-2.1531900772793,1
"Cap Sante - Comm Bay, Dick Gilmur Launch",-0.0894975803252444,1
"Chambers Bay Park - Comm Bay, Dick Gilmur Launch",0.194661095547391,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay, Dick Gilmur Launch",-1.74400450908785,1
"Chimacum Creek delta - Comm Bay, Dick Gilmur Launch",-2.3895642647297,1
"Chuckanut, Clark's Point - Comm Bay, Dick Gilmur Launch",-0.166852367612049,1
"Comm Bay Skookum - Comm Bay, Dick Gilmur Launch",-0.448912322384799,1
"Aiston Preserve - Comm Bay, Milwaukee Waterway",-1.21648838098889,1
"Arroyo Beach - Comm Bay, Milwaukee Waterway",0.158120466765105,1
"Blair Waterway - Comm Bay, Milwaukee Waterway",-0.146564865179385,1
"Blair Waterway #2 - Comm Bay, Milwaukee Waterway",0.142377297602831,1
"Brackenwood Ln - Comm Bay, Milwaukee Waterway",-0.161221351697323,1
"Broad Spit (Fisherman's Point) - Comm Bay, Milwaukee Waterway",0,1
"Browns Point Lighthouse - Comm Bay, Milwaukee Waterway",-1.41121027329865,1
"Cap Sante - Comm Bay, Milwaukee Waterway",0.694939109210149,1
"Chambers Bay Park - Comm Bay, Milwaukee Waterway",1.06364216444468,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay, Milwaukee Waterway",-0.9798908129136,1
"Chimacum Creek delta - Comm Bay, Milwaukee Waterway",-1.6603705441036,1
"Chuckanut, Clark's Point - Comm Bay, Milwaukee Waterway",0.682573514978277,1
"Comm Bay Skookum - Comm Bay, Milwaukee Waterway",0.385256217042954,1
"Comm Bay, Dick Gilmur Launch - Comm Bay, Milwaukee Waterway",0.858451353193539,1
"Aiston Preserve - Des Moines Marina",-1.18187093725201,1
"Arroyo Beach - Des Moines Marina",0.11976443268944,1
"Blair Waterway - Des Moines Marina",-0.166852367612049,1
"Blair Waterway #2 - Des Moines Marina",0.107262236322032,1
"Brackenwood Ln - Des Moines Marina",-0.18075673157972,1
"Broad Spit (Fisherman's Point) - Des Moines Marina",-0.0278087279353415,1
"Browns Point Lighthouse - Des Moines Marina",-1.36660034425107,1
"Cap Sante - Des Moines Marina",0.638743004787017,1
"Chambers Bay Park - Des Moines Marina",0.981250828575622,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Des Moines Marina",-0.957414776059615,1
"Chimacum Creek delta - Des Moines Marina",-1.60297453170147,1
"Chuckanut, Clark's Point - Des Moines Marina",0.619737365416182,1
"Comm Bay Skookum - Des Moines Marina",0.337677410643433,1
"Comm Bay, Dick Gilmur Launch - Des Moines Marina",0.786589733028231,1
"Comm Bay, Milwaukee Waterway - Des Moines Marina",-0.0293129730358769,1
"Aiston Preserve - Discovery Bay",-1.30105119983205,1
"Arroyo Beach - Discovery Bay",-0.00586259460717529,1
"Blair Waterway - Discovery Bay",-0.286032630192084,1
"Blair Waterway #2 - Discovery Bay",-0.0119180262580035,1
"Brackenwood Ln - Discovery Bay",-0.299936994159755,1
"Broad Spit (Fisherman's Point) - Discovery Bay",-0.146988990515377,1
"Browns Point Lighthouse - Discovery Bay",-1.4857806068311,1
"Cap Sante - Discovery Bay",0.52840352219425,1
"Chambers Bay Park - Discovery Bay",0.862070565995587,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Discovery Bay",-1.07659503863965,1
"Chimacum Creek delta - Discovery Bay",-1.72215479428151,1
"Chuckanut, Clark's Point - Discovery Bay",0.500557102836147,1
"Comm Bay Skookum - Discovery Bay",0.218497148063398,1
"Comm Bay, Dick Gilmur Launch - Discovery Bay",0.667409470448196,1
"Comm Bay, Milwaukee Waterway - Discovery Bay",-0.154940000332492,1
"Des Moines Marina - Discovery Bay",-0.119180262580035,1
"Aiston Preserve - Donkey Creek Delta",0.262196577676077,1
"Arroyo Beach - Donkey Creek Delta",1.64194524676676,1
"Blair Waterway - Donkey Creek Delta",1.27721514731604,1
"Blair Waterway #2 - Donkey Creek Delta",1.55132975125012,1
"Brackenwood Ln - Donkey Creek Delta",1.26331078334837,1
"Broad Spit (Fisherman's Point) - Donkey Creek Delta",1.41625878699275,1
"Browns Point Lighthouse - Donkey Creek Delta",0.0774671706770228,1
"Cap Sante - Donkey Creek Delta",1.97568973553604,1
"Chambers Bay Park - Donkey Creek Delta",2.42531834350371,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Donkey Creek Delta",0.486652738868476,1
"Chimacum Creek delta - Donkey Creek Delta",-0.15890701677338,1
"Chuckanut, Clark's Point - Donkey Creek Delta",2.06380488034427,1
"Comm Bay Skookum - Donkey Creek Delta",1.78174492557152,1
"Comm Bay, Dick Gilmur Launch - Donkey Creek Delta",2.23065724795632,1
"Comm Bay, Milwaukee Waterway - Donkey Creek Delta",1.49286784104145,1
"Des Moines Marina - Donkey Creek Delta",1.44406751492809,1
"Discovery Bay - Donkey Creek Delta",1.56324777750813,1
"Aiston Preserve - Eagle Harbor Dr",-1.88503448647422,1
"Arroyo Beach - Eagle Harbor Dr",-0.621435028360591,1
"Blair Waterway - Eagle Harbor Dr",-0.870015916834256,1
"Blair Waterway #2 - Eagle Harbor Dr",-0.595901312900175,1
"Brackenwood Ln - Eagle Harbor Dr",-0.883920280801927,1
"Broad Spit (Fisherman's Point) - Eagle Harbor Dr",-0.730972277157548,1
"Browns Point Lighthouse - Eagle Harbor Dr",-2.06976389347328,1
"Cap Sante - Eagle Harbor Dr",-0.0122599425103076,1
"Chambers Bay Park - Eagle Harbor Dr",0.278087279353415,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Eagle Harbor Dr",-1.66057832528182,1
"Chimacum Creek delta - Eagle Harbor Dr",-2.30613808092368,1
"Chuckanut, Clark's Point - Eagle Harbor Dr",-0.0834261838060245,1
"Comm Bay Skookum - Eagle Harbor Dr",-0.365486138578774,1
"Comm Bay, Dick Gilmur Launch - Eagle Harbor Dr",0.0834261838060245,1
"Comm Bay, Milwaukee Waterway - Eagle Harbor Dr",-0.770512434085908,1
"Des Moines Marina - Eagle Harbor Dr",-0.703163549222207,1
"Discovery Bay - Eagle Harbor Dr",-0.583983286642172,1
"Donkey Creek Delta - Eagle Harbor Dr",-2.1472310641503,1
"Aiston Preserve - Eastsound, Fishing Bay",-1.17591192412301,1
"Arroyo Beach - Eastsound, Fishing Bay",0.126045784054271,1
"Blair Waterway - Eastsound, Fishing Bay",-0.160893354483047,1
"Blair Waterway #2 - Eastsound, Fishing Bay",0.113221249451033,1
"Brackenwood Ln - Eastsound, Fishing Bay",-0.174797718450718,1
"Broad Spit (Fisherman's Point) - Eastsound, Fishing Bay",-0.0218497148063398,1
"Browns Point Lighthouse - Eastsound, Fishing Bay",-1.36064133112207,1
"Cap Sante - Eastsound, Fishing Bay",0.644259978916656,1
"Chambers Bay Park - Eastsound, Fishing Bay",0.987209841704624,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Eastsound, Fishing Bay",-0.951455762930613,1
"Chimacum Creek delta - Eastsound, Fishing Bay",-1.59701551857247,1
"Chuckanut, Clark's Point - Eastsound, Fishing Bay",0.625696378545184,1
"Comm Bay Skookum - Eastsound, Fishing Bay",0.343636423772434,1
"Comm Bay, Dick Gilmur Launch - Eastsound, Fishing Bay",0.792548746157233,1
"Comm Bay, Milwaukee Waterway - Eastsound, Fishing Bay",-0.0230316216710462,1
"Des Moines Marina - Eastsound, Fishing Bay",0.00595901312900175,1
"Discovery Bay - Eastsound, Fishing Bay",0.125139275709037,1
"Donkey Creek Delta - Eastsound, Fishing Bay",-1.43810850179909,1
"Eagle Harbor Dr - Eastsound, Fishing Bay",0.709122562351209,1
"Aiston Preserve - Edmonds Ferry",1.15207587160701,1
"Arroyo Beach - Edmonds Ferry",2.57996038391483,1
"Blair Waterway - Edmonds Ferry",2.16709444124697,1
"Blair Waterway #2 - Edmonds Ferry",2.44120904518105,1
"Brackenwood Ln - Edmonds Ferry",2.1531900772793,1
"Broad Spit (Fisherman's Point) - Edmonds Ferry",2.30613808092368,1
"Browns Point Lighthouse - Edmonds Ferry",0.967346464607951,1
"Cap Sante - Edmonds Ferry",2.7995578722287,1
"Chambers Bay Park - Edmonds Ferry",3.31519763743464,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Edmonds Ferry",1.3765320327994,1
"Chimacum Creek delta - Edmonds Ferry",0.730972277157548,1
"Chuckanut, Clark's Point - Edmonds Ferry",2.9536841742752,1
"Comm Bay Skookum - Edmonds Ferry",2.67162421950245,1
"Comm Bay, Dick Gilmur Launch - Edmonds Ferry",3.12053654188725,1
"Comm Bay, Milwaukee Waterway - Edmonds Ferry",2.43088297818951,1
"Des Moines Marina - Edmonds Ferry",2.33394680885902,1
"Discovery Bay - Edmonds Ferry",2.45312707143905,1
"Donkey Creek Delta - Edmonds Ferry",0.889879293930928,1
"Eagle Harbor Dr - Edmonds Ferry",3.03711035808123,1
"Eastsound, Fishing Bay - Edmonds Ferry",2.32798779573002,1
"Aiston Preserve - Edmonds Marina",-2.30216540550434,1
"Arroyo Beach - Edmonds Marina",-1.06112962389875,1
"Blair Waterway - Edmonds Marina",-1.28714683586438,1
"Blair Waterway #2 - Edmonds Marina",-1.0130322319303,1
"Brackenwood Ln - Edmonds Marina",-1.30105119983205,1
"Broad Spit (Fisherman's Point) - Edmonds Marina",-1.14810319618767,1
"Browns Point Lighthouse - Edmonds Marina",-2.4868948125034,1
"Cap Sante - Edmonds Marina",-0.398448131584992,1
"Chambers Bay Park - Edmonds Marina",-0.139043639676708,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Edmonds Marina",-2.07770924431194,1
"Chimacum Creek delta - Edmonds Marina",-2.7232689999538,1
"Chuckanut, Clark's Point - Edmonds Marina",-0.500557102836147,1
"Comm Bay Skookum - Edmonds Marina",-0.782617057608897,1
"Comm Bay, Dick Gilmur Launch - Edmonds Marina",-0.333704735224098,1
"Comm Bay, Milwaukee Waterway - Edmonds Marina",-1.21020702962406,1
"Des Moines Marina - Edmonds Marina",-1.12029446825233,1
"Discovery Bay - Edmonds Marina",-1.00111420567229,1
"Donkey Creek Delta - Edmonds Marina",-2.56436198318042,1
"Eagle Harbor Dr - Edmonds Marina",-0.417130919030123,1
"Eastsound, Fishing Bay - Edmonds Marina",-1.12625348138133,1
"Edmonds Ferry - Edmonds Marina",-3.45424127711135,0.745264545532967
"Aiston Preserve - Eld Inlet",-1.86914378479688,1
"Arroyo Beach - Eld Inlet",-0.604684758054376,1
"Blair Waterway - Eld Inlet",-0.854125215156918,1
"Blair Waterway #2 - Eld Inlet",-0.580010611222837,1
"Brackenwood Ln - Eld Inlet",-0.868029579124589,1
"Broad Spit (Fisherman's Point) - Eld Inlet",-0.71508157548021,1
"Browns Point Lighthouse - Eld Inlet",-2.05387319179594,1
"Cap Sante - Eld Inlet",0.00245198850206135,1
"Chambers Bay Park - Eld Inlet",0.293977981030753,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Eld Inlet",-1.64468762360448,1
"Chimacum Creek delta - Eld Inlet",-2.29024737924634,1
"Chuckanut, Clark's Point - Eld Inlet",-0.0675354821286865,1
"Comm Bay Skookum - Eld Inlet",-0.349595436901436,1
"Comm Bay, Dick Gilmur Launch - Eld Inlet",0.0993168854833626,1
"Comm Bay, Milwaukee Waterway - Eld Inlet",-0.753762163779693,1
"Des Moines Marina - Eld Inlet",-0.687272847544869,1
"Discovery Bay - Eld Inlet",-0.568092584964834,1
"Donkey Creek Delta - Eld Inlet",-2.13134036247296,1
"Eagle Harbor Dr - Eld Inlet",0.015890701677338,1
"Eastsound, Fishing Bay - Eld Inlet",-0.69323186067387,1
"Edmonds Ferry - Eld Inlet",-3.02121965640389,1
"Edmonds Marina - Eld Inlet",0.433021620707461,1
"Aiston Preserve - Elliot Bay Myrtle Edwards",-2.16622870735131,1
"Arroyo Beach - Elliot Bay Myrtle Edwards",-0.849231270940675,1
"Blair Waterway - Elliot Bay Myrtle Edwards",-1.0963051915418,1
"Blair Waterway #2 - Elliot Bay Myrtle Edwards",-0.807363028759582,1
"Brackenwood Ln - Elliot Bay Myrtle Edwards",-1.11096167805974,1
"Broad Spit (Fisherman's Point) - Elliot Bay Myrtle Edwards",-0.949740326362413,1
"Browns Point Lighthouse - Elliot Bay Myrtle Edwards",-2.36095059966106,1
"Cap Sante - Elliot Bay Myrtle Edwards",-0.177453086189455,1
"Chambers Bay Park - Elliot Bay Myrtle Edwards",0.113901838082265,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Elliot Bay Myrtle Edwards",-1.92963113927601,1
"Chimacum Creek delta - Elliot Bay Myrtle Edwards",-2.61011087046601,1
"Chuckanut, Clark's Point - Elliot Bay Myrtle Edwards",-0.267166811384135,1
"Comm Bay Skookum - Elliot Bay Myrtle Edwards",-0.564484109319459,1
"Comm Bay, Dick Gilmur Launch - Elliot Bay Myrtle Edwards",-0.0912889731688737,1
"Comm Bay, Milwaukee Waterway - Elliot Bay Myrtle Edwards",-1.00735173770578,1
"Des Moines Marina - Elliot Bay Myrtle Edwards",-0.920427353326536,1
"Discovery Bay - Elliot Bay Myrtle Edwards",-0.79480032602992,1
"Donkey Creek Delta - Elliot Bay Myrtle Edwards",-2.44260816740386,1
"Eagle Harbor Dr - Elliot Bay Myrtle Edwards",-0.179227892276505,1
"Eastsound, Fishing Bay - Elliot Bay Myrtle Edwards",-0.926708704691366,1
"Edmonds Ferry - Elliot Bay Myrtle Edwards",-3.38062330455192,0.976703442846127
"Edmonds Marina - Elliot Bay Myrtle Edwards",0.26046670326165,1
"Eld Inlet - Elliot Bay Myrtle Edwards",-0.19597816258272,1
"Aiston Preserve - Elliott Bay, Harbor Island, Pier 17",-0.593914975190508,1
"Arroyo Beach - Elliott Bay, Harbor Island, Pier 17",0.73952443401941,1
"Blair Waterway - Elliott Bay, Harbor Island, Pier 17",0.421103594449457,1
"Blair Waterway #2 - Elliott Bay, Harbor Island, Pier 17",0.695218198383538,1
"Brackenwood Ln - Elliott Bay, Harbor Island, Pier 17",0.407199230481786,1
"Broad Spit (Fisherman's Point) - Elliott Bay, Harbor Island, Pier 17",0.560147234126165,1
"Browns Point Lighthouse - Elliott Bay, Harbor Island, Pier 17",-0.778644382189562,1
"Cap Sante - Elliott Bay, Harbor Island, Pier 17",1.18308445224467,1
"Chambers Bay Park - Elliott Bay, Harbor Island, Pier 17",1.56920679063713,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Elliott Bay, Harbor Island, Pier 17",-0.369458813998109,1
"Chimacum Creek delta - Elliott Bay, Harbor Island, Pier 17",-1.01501856963997,1
"Chuckanut, Clark's Point - Elliott Bay, Harbor Island, Pier 17",1.20769332747769,1
"Comm Bay Skookum - Elliott Bay, Harbor Island, Pier 17",0.925633372704939,1
"Comm Bay, Dick Gilmur Launch - Elliott Bay, Harbor Island, Pier 17",1.37454569508974,1
"Comm Bay, Milwaukee Waterway - Elliott Bay, Harbor Island, Pier 17",0.590447028294093,1
"Des Moines Marina - Elliott Bay, Harbor Island, Pier 17",0.587955962061506,1
"Discovery Bay - Elliott Bay, Harbor Island, Pier 17",0.707136224641541,1
"Donkey Creek Delta - Elliott Bay, Harbor Island, Pier 17",-0.856111552866585,1
"Eagle Harbor Dr - Elliott Bay, Harbor Island, Pier 17",1.29111951128371,1
"Eastsound, Fishing Bay - Elliott Bay, Harbor Island, Pier 17",0.581996948932505,1
"Edmonds Ferry - Elliott Bay, Harbor Island, Pier 17",-1.74599084679751,1
"Edmonds Marina - Elliott Bay, Harbor Island, Pier 17",1.70825043031384,1
"Eld Inlet - Elliott Bay, Harbor Island, Pier 17",1.27522880960638,1
"Elliot Bay Myrtle Edwards - Elliott Bay, Harbor Island, Pier 17",1.54018735465651,1
"Aiston Preserve - Everett Harbor",0.367472476288441,1
"Arroyo Beach - Everett Harbor",1.75291578754544,1
"Blair Waterway - Everett Harbor",1.38249104592841,1
"Blair Waterway #2 - Everett Harbor",1.65660564986249,1
"Brackenwood Ln - Everett Harbor",1.36858668196074,1
"Broad Spit (Fisherman's Point) - Everett Harbor",1.52153468560511,1
"Browns Point Lighthouse - Everett Harbor",0.182743069289387,1
"Cap Sante - Everett Harbor",2.07315627849299,1
"Chambers Bay Park - Everett Harbor",2.53059424211608,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Everett Harbor",0.591928637480841,1
"Chimacum Creek delta - Everett Harbor",-0.0536311181610158,1
"Chuckanut, Clark's Point - Everett Harbor",2.16908077895664,1
"Comm Bay Skookum - Everett Harbor",1.88702082418389,1
"Comm Bay, Dick Gilmur Launch - Everett Harbor",2.33593314656869,1
"Comm Bay, Milwaukee Waterway - Everett Harbor",1.60383838182012,1
"Des Moines Marina - Everett Harbor",1.54934341354046,1
"Discovery Bay - Everett Harbor",1.66852367612049,1
"Donkey Creek Delta - Everett Harbor",0.105275898612364,1
"Eagle Harbor Dr - Everett Harbor",2.25250696276266,1
"Eastsound, Fishing Bay - Everett Harbor",1.54338440041145,1
"Edmonds Ferry - Everett Harbor",-0.784603395318564,1
"Edmonds Marina - Everett Harbor",2.66963788179279,1
"Eld Inlet - Everett Harbor",2.23661626108532,1
"Elliot Bay Myrtle Edwards - Everett Harbor",2.55357870818254,1
"Elliott Bay, Harbor Island, Pier 17 - Everett Harbor",0.96138745147895,1
"Aiston Preserve - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.1591490904083,1
"Arroyo Beach - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.910377191142806,1
"Blair Waterway - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.14413052076834,1
"Blair Waterway #2 - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.870015916834256,1
"Brackenwood Ln - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.15803488473601,1
"Broad Spit (Fisherman's Point) - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.00508688109163,1
"Browns Point Lighthouse - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.34387849740736,1
"Cap Sante - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.266040752473672,1
"Chambers Bay Park - Fidalgo Bay Aq Reserve, Weaverling Spit",0.0039726754193345,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.9346929292159,1
"Chimacum Creek delta - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.58025268485776,1
"Chuckanut, Clark's Point - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.357540787740105,1
"Comm Bay Skookum - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.639600742512855,1
"Comm Bay, Dick Gilmur Launch - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.190688420128056,1
"Comm Bay, Milwaukee Waterway - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.05945459686812,1
"Des Moines Marina - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.977278153156287,1
"Discovery Bay - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.858097890576252,1
"Donkey Creek Delta - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.42134566808438,1
"Eagle Harbor Dr - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.274114603934081,1
"Eastsound, Fishing Bay - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.983237166285289,1
"Edmonds Ferry - Fidalgo Bay Aq Reserve, Weaverling Spit",-3.31122496201531,1
"Edmonds Marina - Fidalgo Bay Aq Reserve, Weaverling Spit",0.143016315096042,1
"Eld Inlet - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.290005305611419,1
"Elliot Bay Myrtle Edwards - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.109714270505711,1
"Elliott Bay, Harbor Island, Pier 17 - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.56523411521779,1
"Everett Harbor - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.52662156669674,1
"Aiston Preserve - Filucy Bay",-0.522406817642487,1
"Arroyo Beach - Filucy Bay",0.814900650397379,1
"Blair Waterway - Filucy Bay",0.492611751997478,1
"Blair Waterway #2 - Filucy Bay",0.766726355931559,1
"Brackenwood Ln - Filucy Bay",0.478707388029808,1
"Broad Spit (Fisherman's Point) - Filucy Bay",0.631655391674186,1
"Browns Point Lighthouse - Filucy Bay",-0.707136224641541,1
"Cap Sante - Filucy Bay",1.24928814180033,1
"Chambers Bay Park - Filucy Bay",1.64071494818515,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Filucy Bay",-0.297950656450088,1
"Chimacum Creek delta - Filucy Bay",-0.943510412091944,1
"Chuckanut, Clark's Point - Filucy Bay",1.27920148502571,1
"Comm Bay Skookum - Filucy Bay",0.99714153025296,1
"Comm Bay, Dick Gilmur Launch - Filucy Bay",1.44605385263776,1
"Comm Bay, Milwaukee Waterway - Filucy Bay",0.665823244672062,1
"Des Moines Marina - Filucy Bay",0.659464119609527,1
"Discovery Bay - Filucy Bay",0.778644382189562,1
"Donkey Creek Delta - Filucy Bay",-0.784603395318564,1
"Eagle Harbor Dr - Filucy Bay",1.36262766883173,1
"Eastsound, Fishing Bay - Filucy Bay",0.653505106480526,1
"Edmonds Ferry - Filucy Bay",-1.67448268924949,1
"Edmonds Marina - Filucy Bay",1.77975858786186,1
"Eld Inlet - Filucy Bay",1.3467369671544,1
"Elliot Bay Myrtle Edwards - Filucy Bay",1.61556357103447,1
"Elliott Bay, Harbor Island, Pier 17 - Filucy Bay",0.071508157548021,1
"Everett Harbor - Filucy Bay",-0.889879293930928,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Filucy Bay",1.63674227276581,1
"Aiston Preserve - Friday Harbor",-0.53810243358717,1
"Arroyo Beach - Friday Harbor",0.877657422269234,1
