"Comparison","Z","P.adjusted"
"Broad Spit (Fisherman's Point) - Chimacum Creek delta",1.55996554214266,1
"Browns Point Lighthouse - Chimacum Creek delta",0.234093189804509,1
"Cap Sante - Chimacum Creek delta",2.63404017771629,1
"Chambers Bay Park - Chimacum Creek delta",2.55928773055182,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Chimacum Creek delta",0.6393301402224,1
"Aiston Preserve - Chuckanut, Clark's Point",-1.78422288363605,1
"Arroyo Beach - Chuckanut, Clark's Point",-0.528347901733243,1
"Blair Waterway - Chuckanut, Clark's Point",-0.778999186240216,1
"Blair Waterway #2 - Chuckanut, Clark's Point",-0.507529772853474,1
"Brackenwood Ln - Chuckanut, Clark's Point",-0.792769373875776,1
"Broad Spit (Fisherman's Point) - Chuckanut, Clark's Point",-0.641297309884623,1
"Browns Point Lighthouse - Chuckanut, Clark's Point",-1.96716966222277,1
"Cap Sante - Chuckanut, Clark's Point",0.432777325689009,1
"Chambers Bay Park - Chuckanut, Clark's Point",0.358024878524544,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Chuckanut, Clark's Point",-1.56193271180488,1
"Chimacum Creek delta - Chuckanut, Clark's Point",-2.20126285202728,1
"Aiston Preserve - Comm Bay Skookum",-1.50488479160042,1
"Arroyo Beach - Comm Bay Skookum",-0.233899699040462,1
"Blair Waterway - Comm Bay Skookum",-0.499661094204583,1
"Blair Waterway #2 - Comm Bay Skookum",-0.228191680817841,1
"Brackenwood Ln - Comm Bay Skookum",-0.513431281840143,1
"Broad Spit (Fisherman's Point) - Comm Bay Skookum",-0.361959217848989,1
"Browns Point Lighthouse - Comm Bay Skookum",-1.68783157018714,1
"Cap Sante - Comm Bay Skookum",0.712115417724642,1
"Chambers Bay Park - Comm Bay Skookum",0.637362970560177,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay Skookum",-1.28259461976925,1
"Chimacum Creek delta - Comm Bay Skookum",-1.92192475999164,1
"Chuckanut, Clark's Point - Comm Bay Skookum",0.279338092035633,1
"Aiston Preserve - Comm Bay, Dick Gilmur Launch",-1.94946513526276,1
"Arroyo Beach - Comm Bay, Dick Gilmur Launch",-0.702528528678268,1
"Blair Waterway - Comm Bay, Dick Gilmur Launch",-0.944241437866929,1
"Blair Waterway #2 - Comm Bay, Dick Gilmur Launch",-0.672772024480187,1
"Brackenwood Ln - Comm Bay, Dick Gilmur Launch",-0.958011625502488,1
"Broad Spit (Fisherman's Point) - Comm Bay, Dick Gilmur Launch",-0.806539561511335,1
"Browns Point Lighthouse - Comm Bay, Dick Gilmur Launch",-2.13241191384948,1
"Cap Sante - Comm Bay, Dick Gilmur Launch",0.267535074062297,1
"Chambers Bay Park - Comm Bay, Dick Gilmur Launch",0.192782626897831,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay, Dick Gilmur Launch",-1.72717496343159,1
"Chimacum Creek delta - Comm Bay, Dick Gilmur Launch",-2.36650510365399,1
"Chuckanut, Clark's Point - Comm Bay, Dick Gilmur Launch",-0.165242251626713,1
"Comm Bay Skookum - Comm Bay, Dick Gilmur Launch",-0.444580343662346,1
"Aiston Preserve - Comm Bay, Milwaukee Waterway",-1.20474933636976,1
"Arroyo Beach - Comm Bay, Milwaukee Waterway",0.156594613132993,1
"Blair Waterway - Comm Bay, Milwaukee Waterway",-0.145150522454188,1
"Blair Waterway #2 - Comm Bay, Milwaukee Waterway",0.141003364669782,1
"Brackenwood Ln - Comm Bay, Milwaukee Waterway",-0.159665574699606,1
"Broad Spit (Fisherman's Point) - Comm Bay, Milwaukee Waterway",0,1
"Browns Point Lighthouse - Comm Bay, Milwaukee Waterway",-1.39759217334461,1
"Cap Sante - Comm Bay, Milwaukee Waterway",1.13217407514266,1
"Chambers Bay Park - Comm Bay, Milwaukee Waterway",1.05337807723896,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay, Milwaukee Waterway",-0.970434921550854,1
"Chimacum Creek delta - Comm Bay, Milwaukee Waterway",-1.64434806151672,1
"Chuckanut, Clark's Point - Comm Bay, Milwaukee Waterway",0.675986718858073,1
"Comm Bay Skookum - Comm Bay, Milwaukee Waterway",0.381538516165293,1
"Comm Bay, Dick Gilmur Launch - Comm Bay, Milwaukee Waterway",0.850167345803098,1
"Aiston Preserve - Des Moines Marina",-1.17046594902255,1
"Arroyo Beach - Des Moines Marina",0.118608712633993,1
"Blair Waterway - Des Moines Marina",-0.165242251626713,1
"Blair Waterway #2 - Des Moines Marina",0.10622716176003,1
"Brackenwood Ln - Des Moines Marina",-0.179012439262272,1
"Broad Spit (Fisherman's Point) - Des Moines Marina",-0.0275403752711188,1
"Browns Point Lighthouse - Des Moines Marina",-1.35341272760926,1
"Cap Sante - Des Moines Marina",1.04653426030251,1
"Chambers Bay Park - Des Moines Marina",0.971781813138048,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Des Moines Marina",-0.948175777191374,1
"Chimacum Creek delta - Des Moines Marina",-1.58750591741377,1
"Chuckanut, Clark's Point - Des Moines Marina",0.613756934613504,1
"Comm Bay Skookum - Des Moines Marina",0.334418842577871,1
"Comm Bay, Dick Gilmur Launch - Des Moines Marina",0.778999186240216,1
"Comm Bay, Milwaukee Waterway - Des Moines Marina",-0.0290301044908375,1
"Aiston Preserve - Discovery Bay",-1.28849612875591,1
"Arroyo Beach - Discovery Bay",-0.00580602089816741,1
"Blair Waterway - Discovery Bay",-0.283272431360079,1
"Blair Waterway #2 - Discovery Bay",-0.0118030179733366,1
"Brackenwood Ln - Discovery Bay",-0.297042618995638,1
"Broad Spit (Fisherman's Point) - Discovery Bay",-0.145570555004485,1
"Browns Point Lighthouse - Discovery Bay",-1.47144290734263,1
"Cap Sante - Discovery Bay",0.928504080569147,1
"Chambers Bay Park - Discovery Bay",0.853751633404682,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Discovery Bay",-1.06620595692474,1
"Chimacum Creek delta - Discovery Bay",-1.70553609714714,1
"Chuckanut, Clark's Point - Discovery Bay",0.495726754880138,1
"Comm Bay Skookum - Discovery Bay",0.216388662844505,1
"Comm Bay, Dick Gilmur Launch - Discovery Bay",0.66096900650685,1
"Comm Bay, Milwaukee Waterway - Discovery Bay",-0.153444838022998,1
"Des Moines Marina - Discovery Bay",-0.118030179733366,1
"Aiston Preserve - Donkey Creek Delta",0.259666395413405,1
"Arroyo Beach - Donkey Creek Delta",1.62610056726534,1
"Blair Waterway - Donkey Creek Delta",1.26489009280924,1
"Blair Waterway #2 - Donkey Creek Delta",1.53635950619598,1
"Brackenwood Ln - Donkey Creek Delta",1.25111990517368,1
"Broad Spit (Fisherman's Point) - Donkey Creek Delta",1.40259196916483,1
"Browns Point Lighthouse - Donkey Creek Delta",0.076719616826688,1
"Cap Sante - Donkey Creek Delta",2.47666660473847,1
"Chambers Bay Park - Donkey Creek Delta",2.401914157574,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Donkey Creek Delta",0.481956567244578,1
"Chimacum Creek delta - Donkey Creek Delta",-0.157373572977821,1
"Chuckanut, Clark's Point - Donkey Creek Delta",2.04388927904946,1
"Comm Bay Skookum - Donkey Creek Delta",1.76455118701382,1
"Comm Bay, Dick Gilmur Launch - Donkey Creek Delta",2.20913153067617,1
"Comm Bay, Milwaukee Waterway - Donkey Creek Delta",1.47846175014051,1
"Des Moines Marina - Donkey Creek Delta",1.43013234443595,1
"Discovery Bay - Donkey Creek Delta",1.54816252416932,1
"Aiston Preserve - Eagle Harbor Dr",-1.86684400944941,1
"Arroyo Beach - Eagle Harbor Dr",-0.615438215205755,1
"Blair Waterway - Eagle Harbor Dr",-0.861620312053573,1
"Blair Waterway #2 - Eagle Harbor Dr",-0.590150898666831,1
"Brackenwood Ln - Eagle Harbor Dr",-0.875390499689132,1
"Broad Spit (Fisherman's Point) - Eagle Harbor Dr",-0.723918435697979,1
"Browns Point Lighthouse - Eagle Harbor Dr",-2.04979078803613,1
"Cap Sante - Eagle Harbor Dr",0.350156199875653,1
"Chambers Bay Park - Eagle Harbor Dr",0.275403752711188,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Eagle Harbor Dr",-1.64455383761823,1
"Chimacum Creek delta - Eagle Harbor Dr",-2.28388397784063,1
"Chuckanut, Clark's Point - Eagle Harbor Dr",-0.0826211258133563,1
"Comm Bay Skookum - Eagle Harbor Dr",-0.361959217848989,1
"Comm Bay, Dick Gilmur Launch - Eagle Harbor Dr",0.0826211258133563,1
"Comm Bay, Milwaukee Waterway - Eagle Harbor Dr",-0.763077032330586,1
"Des Moines Marina - Eagle Harbor Dr",-0.69637806042686,1
"Discovery Bay - Eagle Harbor Dr",-0.578347880693494,1
"Donkey Creek Delta - Eagle Harbor Dr",-2.12651040486281,1
"Aiston Preserve - Eastsound, Fishing Bay",-1.16456444003588,1
"Arroyo Beach - Eastsound, Fishing Bay",0.124829449310601,1
"Blair Waterway - Eastsound, Fishing Bay",-0.159340742640044,1
"Blair Waterway #2 - Eastsound, Fishing Bay",0.112128670746698,1
"Brackenwood Ln - Eastsound, Fishing Bay",-0.173110930275604,1
"Broad Spit (Fisherman's Point) - Eastsound, Fishing Bay",-0.0216388662844505,1
"Browns Point Lighthouse - Eastsound, Fishing Bay",-1.3475112186226,1
"Cap Sante - Eastsound, Fishing Bay",1.05243576928918,1
"Chambers Bay Park - Eastsound, Fishing Bay",0.977683322124716,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Eastsound, Fishing Bay",-0.942274268204706,1
"Chimacum Creek delta - Eastsound, Fishing Bay",-1.58160440842711,1
"Chuckanut, Clark's Point - Eastsound, Fishing Bay",0.619658443600172,1
"Comm Bay Skookum - Eastsound, Fishing Bay",0.340320351564539,1
"Comm Bay, Dick Gilmur Launch - Eastsound, Fishing Bay",0.784900695226885,1
"Comm Bay, Milwaukee Waterway - Eastsound, Fishing Bay",-0.0228093678142295,1
"Des Moines Marina - Eastsound, Fishing Bay",0.00590150898666831,1
"Discovery Bay - Eastsound, Fishing Bay",0.123931688720034,1
"Donkey Creek Delta - Eastsound, Fishing Bay",-1.42423083544928,1
"Eagle Harbor Dr - Eastsound, Fishing Bay",0.702279569413528,1
"Aiston Preserve - Edmonds Ferry",1.14095840408921,1
"Arroyo Beach - Edmonds Ferry",2.55506391097214,1
"Blair Waterway - Edmonds Ferry",2.14618210148504,1
"Blair Waterway #2 - Edmonds Ferry",2.41765151487178,1
"Brackenwood Ln - Edmonds Ferry",2.13241191384948,1
"Broad Spit (Fisherman's Point) - Edmonds Ferry",2.28388397784063,1
"Browns Point Lighthouse - Edmonds Ferry",0.958011625502488,1
"Cap Sante - Edmonds Ferry",3.35795861341427,1
"Chambers Bay Park - Edmonds Ferry",3.2832061662498,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Edmonds Ferry",1.36324857592038,1
"Chimacum Creek delta - Edmonds Ferry",0.723918435697979,1
"Chuckanut, Clark's Point - Edmonds Ferry",2.92518128772526,1
"Comm Bay Skookum - Edmonds Ferry",2.64584319568962,1
"Comm Bay, Dick Gilmur Launch - Edmonds Ferry",3.09042353935197,1
"Comm Bay, Milwaukee Waterway - Edmonds Ferry",2.40742509384731,1
"Des Moines Marina - Edmonds Ferry",2.31142435311175,1
"Discovery Bay - Edmonds Ferry",2.42945453284512,1
"Donkey Creek Delta - Edmonds Ferry",0.8812920086758,1
"Eagle Harbor Dr - Edmonds Ferry",3.00780241353861,1
"Eastsound, Fishing Bay - Edmonds Ferry",2.30552284412508,1
"Aiston Preserve - Edmonds Marina",-2.27994963851619,1
"Arroyo Beach - Edmonds Marina",-1.05088978256832,1
"Blair Waterway - Edmonds Marina",-1.27472594112035,1
"Blair Waterway #2 - Edmonds Marina",-1.00325652773361,1
"Brackenwood Ln - Edmonds Marina",-1.28849612875591,1
"Broad Spit (Fisherman's Point) - Edmonds Marina",-1.13702406476476,1
"Browns Point Lighthouse - Edmonds Marina",-2.46289641710291,1
"Cap Sante - Edmonds Marina",-0.0629494291911286,1
"Chambers Bay Park - Edmonds Marina",-0.137701876355594,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Edmonds Marina",-2.05765946668502,1
"Chimacum Creek delta - Edmonds Marina",-2.69698960690742,1
"Chuckanut, Clark's Point - Edmonds Marina",-0.495726754880138,1
"Comm Bay Skookum - Edmonds Marina",-0.775064846915771,1
"Comm Bay, Dick Gilmur Launch - Edmonds Marina",-0.330484503253425,1
"Comm Bay, Milwaukee Waterway - Edmonds Marina",-1.19852859969315,1
"Des Moines Marina - Edmonds Marina",-1.10948368949364,1
"Discovery Bay - Edmonds Marina",-0.991453509760275,1
"Donkey Creek Delta - Edmonds Marina",-2.53961603392959,1
"Eagle Harbor Dr - Edmonds Marina",-0.413105629066781,1
"Eastsound, Fishing Bay - Edmonds Marina",-1.11538519848031,1
"Edmonds Ferry - Edmonds Marina",-3.42090804260539,0.842879888454654
"Aiston Preserve - Eld Inlet",-1.85110665215163,1
"Arroyo Beach - Eld Inlet",-0.598849584068134,1
"Blair Waterway - Eld Inlet",-0.84588295475579,1
"Blair Waterway #2 - Eld Inlet",-0.574413541369048,1
"Brackenwood Ln - Eld Inlet",-0.85965314239135,1
"Broad Spit (Fisherman's Point) - Eld Inlet",-0.708181078400197,1
"Browns Point Lighthouse - Eld Inlet",-2.03405343073834,1
"Cap Sante - Eld Inlet",0.365893557173435,1
"Chambers Bay Park - Eld Inlet",0.29114111000897,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Eld Inlet",-1.62881648032045,1
"Chimacum Creek delta - Eld Inlet",-2.26814662054285,1
"Chuckanut, Clark's Point - Eld Inlet",-0.0668837685155741,1
"Comm Bay Skookum - Eld Inlet",-0.346221860551207,1
"Comm Bay, Dick Gilmur Launch - Eld Inlet",0.0983584831111384,1
"Comm Bay, Milwaukee Waterway - Eld Inlet",-0.746488401192964,1
"Des Moines Marina - Eld Inlet",-0.680640703129078,1
"Discovery Bay - Eld Inlet",-0.562610523395712,1
"Donkey Creek Delta - Eld Inlet",-2.11077304756503,1
"Eagle Harbor Dr - Eld Inlet",0.0157373572977822,1
"Eastsound, Fishing Bay - Eld Inlet",-0.686542212115746,1
"Edmonds Ferry - Eld Inlet",-2.99206505624083,1
"Edmonds Marina - Eld Inlet",0.428842986364564,1
"Aiston Preserve - Elliot Bay Myrtle Edwards",-2.14532472187289,1
"Arroyo Beach - Elliot Bay Myrtle Edwards",-0.841036236826634,1
"Blair Waterway - Elliot Bay Myrtle Edwards",-1.08572590795732,1
"Blair Waterway #2 - Elliot Bay Myrtle Edwards",-0.799572020833353,1
"Brackenwood Ln - Elliot Bay Myrtle Edwards",-1.10024096020274,1
"Broad Spit (Fisherman's Point) - Elliot Bay Myrtle Edwards",-0.940575385503135,1
"Browns Point Lighthouse - Elliot Bay Myrtle Edwards",-2.33816755884774,1
"Cap Sante - Elliot Bay Myrtle Edwards",0.191598689639528,1
"Chambers Bay Park - Elliot Bay Myrtle Edwards",0.112802691735826,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Elliot Bay Myrtle Edwards",-1.91101030705399,1
"Chimacum Creek delta - Elliot Bay Myrtle Edwards",-2.58492344701986,1
"Chuckanut, Clark's Point - Elliot Bay Myrtle Edwards",-0.264588666645062,1
"Comm Bay Skookum - Elliot Bay Myrtle Edwards",-0.559036869337842,1
"Comm Bay, Dick Gilmur Launch - Elliot Bay Myrtle Edwards",-0.0904080397000366,1
"Comm Bay, Milwaukee Waterway - Elliot Bay Myrtle Edwards",-0.997630849959627,1
"Des Moines Marina - Elliot Bay Myrtle Edwards",-0.911545281012298,1
"Discovery Bay - Elliot Bay Myrtle Edwards",-0.787130547480137,1
"Donkey Creek Delta - Elliot Bay Myrtle Edwards",-2.41903713564365,1
"Eagle Harbor Dr - Elliot Bay Myrtle Edwards",-0.177498353172549,1
"Eastsound, Fishing Bay - Elliot Bay Myrtle Edwards",-0.917766017688906,1
"Edmonds Ferry - Elliot Bay Myrtle Edwards",-3.34800047935045,1
"Edmonds Marina - Elliot Bay Myrtle Edwards",0.257953214190013,1
"Eld Inlet - Elliot Bay Myrtle Edwards",-0.194086984310171,1
"Aiston Preserve - Elliott Bay, Harbor Island, Pier 17",-0.588183729004608,1
"Arroyo Beach - Elliott Bay, Harbor Island, Pier 17",0.732388064725986,1
"Blair Waterway - Elliott Bay, Harbor Island, Pier 17",0.417039968391227,1
"Blair Waterway #2 - Elliott Bay, Harbor Island, Pier 17",0.688509381777969,1
"Brackenwood Ln - Elliott Bay, Harbor Island, Pier 17",0.403269780755668,1
"Broad Spit (Fisherman's Point) - Elliott Bay, Harbor Island, Pier 17",0.554741844746821,1
"Browns Point Lighthouse - Elliott Bay, Harbor Island, Pier 17",-0.771130507591325,1
"Cap Sante - Elliott Bay, Harbor Island, Pier 17",1.62881648032045,1
"Chambers Bay Park - Elliott Bay, Harbor Island, Pier 17",1.55406403315599,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Elliott Bay, Harbor Island, Pier 17",-0.365893557173435,1
"Chimacum Creek delta - Elliott Bay, Harbor Island, Pier 17",-1.00522369739583,1
"Chuckanut, Clark's Point - Elliott Bay, Harbor Island, Pier 17",1.19603915463144,1
"Comm Bay Skookum - Elliott Bay, Harbor Island, Pier 17",0.91670106259581,1
"Comm Bay, Dick Gilmur Launch - Elliott Bay, Harbor Island, Pier 17",1.36128140625816,1
"Comm Bay, Milwaukee Waterway - Elliott Bay, Harbor Island, Pier 17",0.584749247601156,1
"Des Moines Marina - Elliott Bay, Harbor Island, Pier 17",0.58228222001794,1
"Discovery Bay - Elliott Bay, Harbor Island, Pier 17",0.700312399751306,1
"Donkey Creek Delta - Elliott Bay, Harbor Island, Pier 17",-0.847850124418013,1
"Eagle Harbor Dr - Elliott Bay, Harbor Island, Pier 17",1.2786602804448,1
"Eastsound, Fishing Bay - Elliott Bay, Harbor Island, Pier 17",0.576380711031271,1
"Edmonds Ferry - Elliott Bay, Harbor Island, Pier 17",-1.72914213309381,1
"Edmonds Marina - Elliott Bay, Harbor Island, Pier 17",1.69176590951158,1
"Eld Inlet - Elliott Bay, Harbor Island, Pier 17",1.26292292314702,1
"Elliot Bay Myrtle Edwards - Elliott Bay, Harbor Island, Pier 17",1.52532463310429,1
"Aiston Preserve - Everett Harbor",0.363926387511212,1
"Arroyo Beach - Everett Harbor",1.73600024855208,1
"Blair Waterway - Everett Harbor",1.36915008490705,1
"Blair Waterway #2 - Everett Harbor",1.64061949829379,1
"Brackenwood Ln - Everett Harbor",1.35537989727149,1
"Broad Spit (Fisherman's Point) - Everett Harbor",1.50685196126264,1
"Browns Point Lighthouse - Everett Harbor",0.180979608924495,1
"Cap Sante - Everett Harbor",2.58092659683627,1
"Chambers Bay Park - Everett Harbor",2.50617414967181,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Everett Harbor",0.586216559342385,1
"Chimacum Creek delta - Everett Harbor",-0.0531135808800147,1
"Chuckanut, Clark's Point - Everett Harbor",2.14814927114726,1
"Comm Bay Skookum - Everett Harbor",1.86881117911163,1
"Comm Bay, Dick Gilmur Launch - Everett Harbor",2.31339152277398,1
"Comm Bay, Milwaukee Waterway - Everett Harbor",1.58836143142725,1
"Des Moines Marina - Everett Harbor",1.53439233653376,1
"Discovery Bay - Everett Harbor",1.65242251626713,1
"Donkey Creek Delta - Everett Harbor",0.104259992097807,1
"Eagle Harbor Dr - Everett Harbor",2.23077039696062,1
"Eastsound, Fishing Bay - Everett Harbor",1.52849082754709,1
"Edmonds Ferry - Everett Harbor",-0.777032016577994,1
"Edmonds Marina - Everett Harbor",2.6438760260274,1
"Eld Inlet - Everett Harbor",2.21503303966284,1
"Elliot Bay Myrtle Edwards - Everett Harbor",2.52893681693039,1
"Elliott Bay, Harbor Island, Pier 17 - Everett Harbor",0.95211011651582,1
"Aiston Preserve - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.13831342283615,1
"Arroyo Beach - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.901592102329725,1
"Blair Waterway - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.13308972544031,1
"Blair Waterway #2 - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.861620312053573,1
"Brackenwood Ln - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.14685991307587,1
"Broad Spit (Fisherman's Point) - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.995387849084721,1
"Browns Point Lighthouse - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.32126020142287,1
"Cap Sante - Fidalgo Bay Aq Reserve, Weaverling Spit",0.0786867864889107,1
"Chambers Bay Park - Fidalgo Bay Aq Reserve, Weaverling Spit",0.00393433932444554,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.91602325100498,1
"Chimacum Creek delta - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.55535339122738,1
"Chuckanut, Clark's Point - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.354090539200098,1
"Comm Bay Skookum - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.633428631235731,1
"Comm Bay, Dick Gilmur Launch - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.188848287573386,1
"Comm Bay, Milwaukee Waterway - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.04923091945456,1
"Des Moines Marina - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.967847473813602,1
"Discovery Bay - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.849817294080236,1
"Donkey Creek Delta - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.39797981824956,1
"Eagle Harbor Dr - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.271469413386742,1
"Eastsound, Fishing Bay - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.97374898280027,1
"Edmonds Ferry - Fidalgo Bay Aq Reserve, Weaverling Spit",-3.27927182692536,1
"Edmonds Marina - Fidalgo Bay Aq Reserve, Weaverling Spit",0.141636215680039,1
"Eld Inlet - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.287206770684524,1
"Elliot Bay Myrtle Edwards - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.108655533951421,1
"Elliott Bay, Harbor Island, Pier 17 - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.55012969383154,1
"Everett Harbor - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.50223981034736,1
"Aiston Preserve - Filucy Bay",-0.517365621164588,1
"Arroyo Beach - Filucy Bay",0.807036904845283,1
"Blair Waterway - Filucy Bay",0.487858076231247,1
"Blair Waterway #2 - Filucy Bay",0.759327489617989,1
"Brackenwood Ln - Filucy Bay",0.474087888595687,1
"Broad Spit (Fisherman's Point) - Filucy Bay",0.62555995258684,1
"Browns Point Lighthouse - Filucy Bay",-0.700312399751306,1
"Cap Sante - Filucy Bay",1.69963458816047,1
"Chambers Bay Park - Filucy Bay",1.62488214099601,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Filucy Bay",-0.295075449333415,1
"Chimacum Creek delta - Filucy Bay",-0.934405589555815,1
"Chuckanut, Clark's Point - Filucy Bay",1.26685726247146,1
"Comm Bay Skookum - Filucy Bay",0.98751917043583,1
"Comm Bay, Dick Gilmur Launch - Filucy Bay",1.43209951409818,1
"Comm Bay, Milwaukee Waterway - Filucy Bay",0.659398087720452,1
"Des Moines Marina - Filucy Bay",0.653100327857959,1
"Discovery Bay - Filucy Bay",0.771130507591325,1
"Donkey Creek Delta - Filucy Bay",-0.777032016577994,1
"Eagle Harbor Dr - Filucy Bay",1.34947838828482,1
"Eastsound, Fishing Bay - Filucy Bay",0.647198818871291,1
"Edmonds Ferry - Filucy Bay",-1.65832402525379,1
"Edmonds Marina - Filucy Bay",1.7625840173516,1
"Eld Inlet - Filucy Bay",1.33374103098704,1
"Elliot Bay Myrtle Edwards - Filucy Bay",1.59997347322359,1
"Elliott Bay, Harbor Island, Pier 17 - Filucy Bay",0.0708181078400197,1
"Everett Harbor - Filucy Bay",-0.8812920086758,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Filucy Bay",1.62094780167156,1
"Aiston Preserve - Friday Harbor",-0.532909775296089,1
"Arroyo Beach - Friday Harbor",0.869188077389869,1
"Blair Waterway - Friday Harbor",0.52668903861948,1
