"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"site_name","Jamestown-Cherry Point Aquatic Reserve, Conoco Phillips",0,-0.295416666666669,-0.58794654026899,-0.00288679306434753,0.0432637016880754
"site_name","Eastsound, Fishing Bay-Chimacum Creek delta",0,-0.438749999999999,-0.759200421032251,-0.118299578967747,5.52603677383967e-05
"site_name","Jamestown-Chimacum Creek delta",0,-0.330416666666668,-0.622946540268989,-0.0378867930643471,0.00619249228638463
"site_name","Shilshole Bay-Chimacum Creek delta",0,-0.3475,-0.667950421032252,-0.027049578967747,0.0133923892515716
"site_name","Skiff Point-Chimacum Creek delta",0,-0.345,-0.665450421032252,-0.0245495789677474,0.0152352444269492
"site_name","Eastsound, Fishing Bay-Comm Bay, Dick Gilmur Launch",0,-0.3675,-0.687950421032252,-0.0470495789677475,0.00455450380343381
"site_name","Eastsound, Fishing Bay-Comm Bay, Milwaukee Waterway",0,-0.355999999999999,-0.660005962286552,-0.0519940377134458,0.0029348013537932
"site_name","Eastsound, Fishing Bay-Des Moines Marina",0,-0.530000000000002,-0.850450421032254,-0.209549578967749,7.31045626256588e-08
"site_name","Hood Canal Holly-Des Moines Marina",0,-0.318333333333335,-0.610863206935657,-0.0258034597310144,0.0125716934080103
"site_name","Jamestown-Des Moines Marina",0,-0.421666666666671,-0.714196540268992,-0.12913679306435,1.12488165748825e-05
"site_name","Manchester, Stormwater Outfall-Des Moines Marina",0,-0.388750000000002,-0.709200421032254,-0.0682995789677496,0.00133144402226848
"site_name","Maristone Island-Des Moines Marina",0,-0.295833333333336,-0.588363206935657,-0.00330345973101448,0.0423603194502666
"site_name","Penn Cove Reference-Des Moines Marina",0,-0.388750000000003,-0.709200421032255,-0.0682995789677504,0.00133144402226881
"site_name","Raft Island Park-Des Moines Marina",0,-0.341250000000002,-0.661700421032255,-0.0207995789677499,0.0184376414355336
"site_name","Shilshole Bay-Des Moines Marina",0,-0.438750000000002,-0.759200421032254,-0.11829957896775,5.52603677383967e-05
"site_name","Skiff Point-Des Moines Marina",0,-0.436250000000002,-0.756700421032255,-0.11579957896775,6.53472479318351e-05
"site_name","Williams Olson Park-Des Moines Marina",0,-0.323750000000002,-0.644200421032255,-0.00329957896774985,0.0429902801417609
"site_name","Eastsound, Fishing Bay-Discovery Bay",0,-0.32875,-0.649200421032252,-0.00829957896774702,0.0340128728495538
"site_name","Eastsound, Fishing Bay-Eagle Harbor Dr",0,-0.427499999999999,-0.747950421032251,-0.107049578967746,0.000116727927002569
"site_name","Jamestown-Eagle Harbor Dr",0,-0.319166666666668,-0.611696540268989,-0.0266367930643469,0.0119866112560226
"site_name","Shilshole Bay-Eagle Harbor Dr",0,-0.336249999999999,-0.656700421032252,-0.0157995789677468,0.0236598654456684
"site_name","Skiff Point-Eagle Harbor Dr",0,-0.33375,-0.654200421032252,-0.0132995789677472,0.0267430898364044
"site_name","Elliot Bay Myrtle Edwards-Eastsound, Fishing Bay",0,0.359,0.0549940377134467,0.663005962286553,0.00244561124787279
"site_name","Elliott Bay, Harbor Island, Pier 17-Eastsound, Fishing Bay",0,0.39125,0.0707995789677471,0.711700421032252,0.00114610464971865
"site_name","Filucy Bay-Eastsound, Fishing Bay",0,0.39125,0.0707995789677471,0.711700421032252,0.00114610464971865
"site_name","Gig Harbor Boat Launch-Eastsound, Fishing Bay",0,0.499999999999999,0.179549578967747,0.820450421032252,7.14637725662826e-07
"site_name","Kingston Marina-Eastsound, Fishing Bay",0,0.346249999999999,0.025799578967747,0.666700421032252,0.0142865802548632
"site_name","Kitsap St Boat Launch-Eastsound, Fishing Bay",0,0.367499999999999,0.0470495789677468,0.687950421032252,0.00455450380343292
"site_name","Madrona Pont-Eastsound, Fishing Bay",0,0.339999999999999,0.0195495789677468,0.660450421032252,0.0196343750879044
"site_name","Meyer's Point - Henderson Inlet-Eastsound, Fishing Bay",0,0.32375,0.00329957896774746,0.644200421032252,0.042990280141766
"site_name","Miller Creek-Eastsound, Fishing Bay",0,0.356249999999999,0.035799578967747,0.676700421032252,0.00843911045239221
"site_name","Minter Bay-Eastsound, Fishing Bay",0,0.4525,0.132049578967747,0.772950421032252,2.16564531924091e-05
"site_name","Mukilteo-Eastsound, Fishing Bay",0,0.32625,0.00579957896774719,0.646700421032252,0.0382693635580601
"site_name","N Avenue Park-Eastsound, Fishing Bay",0,0.3575,0.0370495789677472,0.677950421032252,0.00789001818014412
"site_name","Penrose Point State Park-Eastsound, Fishing Bay",0,0.3925,0.0720495789677471,0.712950421032252,0.00106292985805601
"site_name","Point Defiance Ferry-Eastsound, Fishing Bay",0,0.37375,0.0532995789677471,0.694200421032252,0.00319917675137515
"site_name","Purdy - Dexters-Eastsound, Fishing Bay",0,0.378749999999999,0.058299578967747,0.699200421032252,0.00239915768431787
"site_name","Purdy, Burley Lagoon-Eastsound, Fishing Bay",0,0.45,0.129549578967748,0.770450421032253,2.57240972351136e-05
"site_name","Rich Passage-Eastsound, Fishing Bay",0,0.345,0.024549578967747,0.665450421032252,0.0152352444269498
"site_name","S of Skunk Island-Eastsound, Fishing Bay",0,0.321249999999998,0.000799578967745962,0.641700421032251,0.0482155662853926
"site_name","Salmon Beach-Eastsound, Fishing Bay",0,0.398749999999999,0.078299578967747,0.719200421032252,0.000726495231450186
"site_name","Seattle Aquarium, Pier 59-Eastsound, Fishing Bay",0,0.377499999999999,0.057049578967747,0.697950421032252,0.002579218157722
"site_name","Squaxin Island-Eastsound, Fishing Bay",0,0.391249999999999,0.0707995789677469,0.711700421032252,0.00114610464971854
"site_name","Suquamish Stormwater Outfall-Eastsound, Fishing Bay",0,0.556249999999999,0.235799578967747,0.876700421032252,9.26360743669363e-09
"site_name","Thea Foss Waterway-Eastsound, Fishing Bay",0,0.432,0.127994037713447,0.736005962286553,1.77587220540065e-05
"site_name","Three Tree Point-Eastsound, Fishing Bay",0,0.347499999999999,0.027049578967747,0.667950421032252,0.0133923892515716
"site_name","Tulalip Bay-Eastsound, Fishing Bay",0,0.409166666666666,0.116636793064345,0.701696540268987,2.90646805164441e-05
"site_name","Suquamish Stormwater Outfall-Edmonds Ferry",0,0.33125,0.0107995789677471,0.651700421032252,0.0301827834831302
"site_name","Jamestown-Gig Harbor Boat Launch",0,-0.391666666666668,-0.68419654026899,-0.0991367930643475,0.000105413570774204
"site_name","Manchester, Stormwater Outfall-Gig Harbor Boat Launch",0,-0.35875,-0.679200421032252,-0.0382995789677473,0.00737430397874272
"site_name","Penn Cove Reference-Gig Harbor Boat Launch",0,-0.358750000000001,-0.679200421032253,-0.0382995789677481,0.00737430397874228
"site_name","Shilshole Bay-Gig Harbor Boat Launch",0,-0.40875,-0.729200421032252,-0.0882995789677474,0.000390093851109108
"site_name","Skiff Point-Gig Harbor Boat Launch",0,-0.40625,-0.726700421032253,-0.0857995789677478,0.000456372451474896
"site_name","Suquamish Stormwater Outfall-Hood Canal Holly",0,0.344583333333333,0.0520534597310118,0.637113206935654,0.00258337500621708
"site_name","Minter Bay-Jamestown",0,0.344166666666669,0.0516367930643478,0.63669654026899,0.00265235932817942
"site_name","Purdy, Burley Lagoon-Jamestown",0,0.341666666666669,0.0491367930643482,0.63419654026899,0.00310425020720062
"site_name","Suquamish Stormwater Outfall-Jamestown",0,0.447916666666668,0.155386793064347,0.740446540268989,1.42517001844311e-06
"site_name","Thea Foss Waterway-Jamestown",0,0.323666666666669,0.0492493207939723,0.598084012539365,0.00251133810065485
"site_name","Tulalip Bay-Jamestown",0,0.300833333333335,0.0391866602036506,0.56248000646302,0.00431990552531125
"site_name","Suquamish Stormwater Outfall-Locust Beach",0,0.33375,0.0132995789677472,0.654200421032252,0.0267430898364044
"site_name","Suquamish Stormwater Outfall-Manchester, Stormwater Outfall",0,0.414999999999999,0.0945495789677469,0.735450421032252,0.000262417054666675
"site_name","Suquamish Stormwater Outfall-Maristone Island",0,0.322083333333333,0.0295534597310118,0.614613206935654,0.0101308733796223
"site_name","Shilshole Bay-Minter Bay",0,-0.36125,-0.681700421032253,-0.0407995789677477,0.00643571230866158
"site_name","Skiff Point-Minter Bay",0,-0.358750000000001,-0.679200421032253,-0.0382995789677481,0.00737430397874228
"site_name","Suquamish Stormwater Outfall-Penn Cove Reference",0,0.415,0.0945495789677477,0.735450421032253,0.000262417054666897
"site_name","Shilshole Bay-Purdy, Burley Lagoon",0,-0.358750000000001,-0.679200421032253,-0.0382995789677481,0.00737430397874228
"site_name","Skiff Point-Purdy, Burley Lagoon",0,-0.356250000000001,-0.676700421032253,-0.0357995789677485,0.00843911045239065
"site_name","Suquamish Stormwater Outfall-Raft Island Park",0,0.3675,0.0470495789677473,0.687950421032252,0.00455450380343358
"site_name","Suquamish Stormwater Outfall-Rocky Point",0,0.3325,0.0120495789677471,0.652950421032252,0.0284163067886467
"site_name","Suquamish Stormwater Outfall-Shilshole Bay",0,0.464999999999999,0.144549578967747,0.785450421032252,9.05266110584613e-06
"site_name","Thea Foss Waterway-Shilshole Bay",0,0.34075,0.0367440377134471,0.644755962286553,0.00720348119155845
"site_name","Tulalip Bay-Shilshole Bay",0,0.317916666666666,0.0253867930643454,0.610446540268987,0.0128739901846855
"site_name","Suquamish Stormwater Outfall-Silverdale, Dyes Inlet",0,0.33375,0.0132995789677473,0.654200421032252,0.0267430898364045
"site_name","Suquamish Stormwater Outfall-Skiff Point",0,0.4625,0.142049578967747,0.782950421032252,1.07944469802668e-05
"site_name","Thea Foss Waterway-Skiff Point",0,0.33825,0.0342440377134475,0.642255962286554,0.00830560793695367
"site_name","Tulalip Bay-Skiff Point",0,0.315416666666667,0.0228867930643458,0.607946540268988,0.0148325444094485
"site_name","Williams Olson Park-Suquamish Stormwater Outfall",0,-0.35,-0.670450421032252,-0.0295495789677472,0.011756429516423
